osmid,highway,oneway,reversed,length,geometry,lanes,name,ref,maxspeed,bridge
1104985891,secondary,False,True,417.113,"LINESTRING (120.9248082 14.7954039, 120.9242688 14.7964383, 120.9238204 14.7973356, 120.9237017 14.797576, 120.9235892 14.7978304, 120.9234878 14.7981099, 120.9234047 14.7983412, 120.923351 14.798538, 120.9232914 14.7987477, 120.9232679 14.7988359)",2,T. Sandico Street,,40,
83716635,residential,False,True,24.465,"LINESTRING (120.9242394 14.7943236, 120.9243792 14.79415)",1,Bukid,,,
347945072,residential,False,False,44.941,"LINESTRING (120.9242394 14.7943236, 120.9238874 14.7945416)",1,Bukid,,,
"[607511880, 163918501]",residential,False,True,215.87699999999998,"LINESTRING (120.9242394 14.7943236, 120.9240139 14.7942818, 120.9238005 14.7942302, 120.9236628 14.7941684, 120.9236008 14.7940974, 120.9235808 14.7940798, 120.9235468 14.7940695, 120.9232983 14.7940205, 120.9232204 14.7942704, 120.9234884 14.7943956, 120.9238874 14.7945416)",,,,,
347945119,residential,True,False,62.674,"LINESTRING (120.9242394 14.7943236, 120.9247584 14.7945803)",,,,,
163918495,residential,False,True,56.391,"LINESTRING (120.926717 14.7912161, 120.9262719 14.7909478)",,,,,
83716635,residential,False,False,173.025,"LINESTRING (120.926717 14.7912161, 120.9263375 14.7920332, 120.9263318 14.7920448, 120.9260942 14.792528, 120.9260336 14.792624)",1,Bukid,,,
"[347945132, 961895051, 961895052]",residential,False,False,47.664,"LINESTRING (120.926717 14.7912161, 120.9267397 14.7912283, 120.9268037 14.7912658, 120.9270825 14.7914582)",,,,,yes
607463458,trunk,True,False,24.98,"LINESTRING (120.9297625 14.7962381, 120.9298322 14.7960238)",1,MacArthur Highway,1,60,
"[1081598097, 607463474, 1081611838]",trunk,False,True,299.644,"LINESTRING (120.9297625 14.7962381, 120.9297551 14.7962517, 120.9292415 14.7971972, 120.9289346 14.7977434, 120.9288482 14.7978923, 120.9287949 14.7979833, 120.9287248 14.798086, 120.928682 14.7981372, 120.9286409 14.798179, 120.928598 14.7982213, 120.9285542 14.798257, 120.9285017 14.7982939, 120.9284665 14.7983174, 120.9284282 14.7983399, 120.9283879 14.7983584, 120.9283165 14.7983876, 120.9282304 14.7984156)",1,MacArthur Highway,1,60,viaduct
1081607591,residential,False,False,44.366,"LINESTRING (120.9246389 14.7977086, 120.9248072 14.7973443)",,,,,
48414087,residential,False,False,54.927,"LINESTRING (120.9255827 14.7918842, 120.9260069 14.7921595)",,,,,
1097216325,residential,False,True,74.295,"LINESTRING (120.9255827 14.7918842, 120.9252259 14.7924564)",,,,,
48414087,residential,False,True,54.927,"LINESTRING (120.9260069 14.7921595, 120.9255827 14.7918842)",,,,,
83716641,residential,False,False,32.61,"LINESTRING (120.9260069 14.7921595, 120.9258281 14.7923964)",,,,,
163918495,residential,False,False,56.391,"LINESTRING (120.9262719 14.7909478, 120.926717 14.7912161)",,,,,
48414099,residential,False,False,143.951,"LINESTRING (120.9271792 14.7930229, 120.9270056 14.7932138, 120.9266902 14.7934323, 120.9266195 14.7935134, 120.9262566 14.7939488)",,,,,
532460986,residential,False,False,63.287,"LINESTRING (120.9262566 14.7939488, 120.9257973 14.7935928)",,,,,
48414099,residential,False,True,143.951,"LINESTRING (120.9262566 14.7939488, 120.9266195 14.7935134, 120.9266902 14.7934323, 120.9270056 14.7932138, 120.9271792 14.7930229)",,,,,
532460986,residential,False,True,85.87,"LINESTRING (120.9262566 14.7939488, 120.9263402 14.7940151, 120.9265977 14.7941862, 120.926928 14.7943642)",,,,,
83716635,residential,False,False,24.465,"LINESTRING (120.9243792 14.79415, 120.9242394 14.7943236)",1,Bukid,,,
83716635,residential,False,True,94.564,"LINESTRING (120.9243792 14.79415, 120.924876 14.7934482)",1,Bukid,,,
"[48414100, 345646918]",residential,False,True,207.757,"LINESTRING (120.9243792 14.79415, 120.9240821 14.7940305, 120.9236838 14.793892, 120.9234042 14.7937194, 120.9231122 14.7935233, 120.9229364 14.7933848, 120.9229535 14.7932859, 120.9229493 14.7932483, 120.9228516 14.7931646)",,,,,
61110915,residential,False,False,33.595,"LINESTRING (120.9258281 14.7923964, 120.9260336 14.792624)",,,,,
61110915,residential,False,True,20.221,"LINESTRING (120.9258281 14.7923964, 120.9256809 14.7925096)",,,,,
83716641,residential,False,True,32.61,"LINESTRING (120.9258281 14.7923964, 120.9260069 14.7921595)",,,,,
83716637,residential,False,True,158.691,"LINESTRING (120.9254195 14.7933043, 120.9247584 14.7945803)",,Bukid,,,
532460986,residential,False,True,51.758,"LINESTRING (120.9254195 14.7933043, 120.9257973 14.7935928)",,,,,
532460986,residential,False,False,33.061,"LINESTRING (120.9254195 14.7933043, 120.9253253 14.7932075, 120.9252343 14.7931155, 120.925211 14.793086)",,,,,
"[914931489, 914899346]",primary,True,False,83.249,"LINESTRING (120.9295246 14.7967976, 120.9292857 14.7972191, 120.9292323 14.7973193, 120.9291594 14.7974577)","['1', '2']",MacArthur Highway,1,40,
61110915,residential,False,False,20.221,"LINESTRING (120.9256809 14.7925096, 120.9258281 14.7923964)",,,,,
61110916,residential,False,False,124.16900000000001,"LINESTRING (120.9217813 14.7952642, 120.9225293 14.7956592, 120.9228153 14.795755)",,,,,
"[61110916, 163918493]",residential,False,True,103.34200000000001,"LINESTRING (120.9217813 14.7952642, 120.9221149 14.794578, 120.9222821 14.7946342)",,,,,
960692017,residential,False,False,72.369,"LINESTRING (120.9217813 14.7952642, 120.921687 14.7952251, 120.9216455 14.7951849, 120.9216361 14.7951564, 120.9216294 14.7951162, 120.921624 14.795102, 120.9216093 14.7950916, 120.9213196 14.7950255, 120.9212136 14.7950099)",,,,,
163918458,residential,False,True,128.209,"LINESTRING (120.9280173 14.7909839, 120.9289975 14.7916406)",,,,,
163918424,residential,False,False,50.546,"LINESTRING (120.927793 14.7913751, 120.9275111 14.7917389)",,,,,
163918462,residential,False,False,122.523,"LINESTRING (120.927793 14.7913751, 120.9287218 14.7920136)",,,,,
163918414,residential,False,True,46.08,"LINESTRING (120.9293215 14.7914062, 120.9292593 14.7914417, 120.9291225 14.7914696, 120.9289975 14.7916406)",,,,,
1097862570,residential,False,False,59.55499999999999,"LINESTRING (120.9293215 14.7914062, 120.9295774 14.7915692, 120.9296747 14.7916295, 120.9296849 14.7916341, 120.9296928 14.7916315, 120.9297115 14.7916127, 120.9297384 14.7915952, 120.9297476 14.7915926, 120.9297588 14.7915958, 120.9297858 14.7916118)",,,,,
"[532459953, 163918475, 163918461]",residential,False,"[False, True]",231.774,"LINESTRING (120.9228275 14.791594, 120.9224376 14.7915514, 120.9222324 14.7920361, 120.9220594 14.7919552, 120.9221834 14.7914823, 120.9223036 14.7910458, 120.9223612 14.7910506)",,,,,
163918475,residential,False,True,102.005,"LINESTRING (120.9228275 14.791594, 120.9227802 14.7910853, 120.9223612 14.7910506)",,,,,
466313699,residential,False,True,78.604,"LINESTRING (120.9228275 14.791594, 120.9228357 14.7916331, 120.9228592 14.7917028, 120.9228826 14.7917274, 120.9229034 14.7917527, 120.9229294 14.7917798, 120.922965 14.7918008, 120.9229918 14.7918148, 120.9230939 14.7918413, 120.9232107 14.7918716, 120.9233362 14.7919041, 120.9234126 14.7919239)",,Sulucan Extension,,,
163918414,residential,False,True,50.978,"LINESTRING (120.9289975 14.7916406, 120.9287218 14.7920136)",,,,,
163918458,residential,False,False,128.209,"LINESTRING (120.9289975 14.7916406, 120.9280173 14.7909839)",,,,,
163918414,residential,False,False,46.08,"LINESTRING (120.9289975 14.7916406, 120.9291225 14.7914696, 120.9292593 14.7914417, 120.9293215 14.7914062)",,,,,
163918424,residential,False,True,50.546,"LINESTRING (120.9275111 14.7917389, 120.927793 14.7913751)",,,,,
347945132,residential,False,False,96.744,"LINESTRING (120.9275111 14.7917389, 120.9282357 14.7922548)",,,,,
347945132,residential,False,True,55.655,"LINESTRING (120.9275111 14.7917389, 120.9270825 14.7914582)",,,,,
466313699,residential,False,False,78.60399999999998,"LINESTRING (120.9234126 14.7919239, 120.9233362 14.7919041, 120.9232107 14.7918716, 120.9230939 14.7918413, 120.9229918 14.7918148, 120.922965 14.7918008, 120.9229294 14.7917798, 120.9229034 14.7917527, 120.9228826 14.7917274, 120.9228592 14.7917028, 120.9228357 14.7916331, 120.9228275 14.791594)",,Sulucan Extension,,,
466313699,residential,False,True,33.486000000000004,"LINESTRING (120.9234126 14.7919239, 120.923555 14.7919799, 120.9237014 14.7920367)",,Sulucan Extension,,,
163918414,residential,False,False,50.978,"LINESTRING (120.9287218 14.7920136, 120.9289975 14.7916406)",,,,,
163918414,residential,False,True,52.587,"LINESTRING (120.9287218 14.7920136, 120.9284386 14.7923992)",,,,,
163918462,residential,False,True,122.523,"LINESTRING (120.9287218 14.7920136, 120.927793 14.7913751)",,,,,
163918414,residential,False,False,52.587,"LINESTRING (120.9284386 14.7923992, 120.9287218 14.7920136)",,,,,
347945132,residential,False,True,27.086,"LINESTRING (120.9284386 14.7923992, 120.9282357 14.7922548)",,,,,
347945132,residential,False,False,37.283,"LINESTRING (120.9284386 14.7923992, 120.9285845 14.7924966, 120.928692 14.7926233)",,,,,
351020716,residential,False,False,42.038,"LINESTRING (120.9245788 14.7926016, 120.924808 14.7922953)",,,,,
466313699,residential,False,False,113.404,"LINESTRING (120.9245788 14.7926016, 120.92425 14.7923919, 120.9240155 14.7922256, 120.9239328 14.7921697, 120.9237881 14.7920879, 120.9237014 14.7920367)",,Sulucan Extension,,,
466313699,residential,False,True,81.799,"LINESTRING (120.9245788 14.7926016, 120.9246885 14.7927043, 120.9247561 14.792765, 120.9248348 14.7928358, 120.9249906 14.7929715, 120.9251441 14.7930935)",,Sulucan Extension,,,
47087981,residential,False,True,272.169,"LINESTRING (120.928692 14.7926233, 120.9282522 14.7929579, 120.9276872 14.7934658, 120.9272067 14.7940071, 120.926928 14.7943642)",2,Bambang,,,
347945132,residential,False,True,37.283,"LINESTRING (120.928692 14.7926233, 120.9285845 14.7924966, 120.9284386 14.7923992)",,,,,
163918492,residential,False,False,20.715,"LINESTRING (120.9238471 14.7928001, 120.9240086 14.7929017)",,,,,
163918415,residential,False,True,64.956,"LINESTRING (120.9240086 14.7929017, 120.9236819 14.7933931)",,,,,
163918492,residential,False,False,36.18,"LINESTRING (120.9240086 14.7929017, 120.9242853 14.7930869)",,,,,
163918492,residential,False,True,20.715,"LINESTRING (120.9240086 14.7929017, 120.9238471 14.7928001)",,,,,
83716635,residential,False,False,48.85,"LINESTRING (120.9251441 14.7930935, 120.924876 14.7934482)",1,Bukid,,,
83716635,residential,False,True,7.241,"LINESTRING (120.9251441 14.7930935, 120.925211 14.793086)",1,Bukid,,,
466313699,residential,False,False,81.799,"LINESTRING (120.9251441 14.7930935, 120.9249906 14.7929715, 120.9248348 14.7928358, 120.9247561 14.792765, 120.9246885 14.7927043, 120.9245788 14.7926016)",,Sulucan Extension,,,
163918440,residential,False,True,49.58,"LINESTRING (120.9242853 14.7930869, 120.9240363 14.7934622)",,,,,
163918492,residential,False,True,36.18,"LINESTRING (120.9242853 14.7930869, 120.9240086 14.7929017)",,,,,
163918492,residential,False,False,75.2,"LINESTRING (120.9242853 14.7930869, 120.9245424 14.7932591, 120.924876 14.7934482)",,,,,
163918476,residential,False,False,74.851,"LINESTRING (120.9262564 14.7930999, 120.9260653 14.7932352, 120.9259401 14.7933628, 120.9257973 14.7935928)",,,,,
163918415,residential,False,False,64.956,"LINESTRING (120.9236819 14.7933931, 120.9240086 14.7929017)",,,,,
83716635,residential,False,False,94.564,"LINESTRING (120.924876 14.7934482, 120.9243792 14.79415)",1,Bukid,,,
83716635,residential,False,True,48.85,"LINESTRING (120.924876 14.7934482, 120.9251441 14.7930935)",1,Bukid,,,
163918492,residential,False,True,75.2,"LINESTRING (120.924876 14.7934482, 120.9245424 14.7932591, 120.9242853 14.7930869)",,,,,
163918440,residential,False,False,49.58,"LINESTRING (120.9240363 14.7934622, 120.9242853 14.7930869)",,,,,
163918454,residential,False,False,53.687,"LINESTRING (120.9224258 14.7941718, 120.9222821 14.7946342)",,,,,
83716637,residential,False,False,158.691,"LINESTRING (120.9247584 14.7945803, 120.9254195 14.7933043)",,Bukid,,,
83716637,residential,False,True,89.738,"LINESTRING (120.9247584 14.7945803, 120.9244137 14.7953153)",,Bukid,,,
347945119,residential,True,False,47.649,"LINESTRING (120.9247584 14.7945803, 120.9251643 14.7947524)",,,,,
163918454,residential,False,True,53.687,"LINESTRING (120.9222821 14.7946342, 120.9224258 14.7941718)",,,,,
"[61110916, 163918493]",residential,False,False,103.34200000000001,"LINESTRING (120.9222821 14.7946342, 120.9221149 14.794578, 120.9217813 14.7952642)",,,,,
163918493,residential,False,True,119.309,"LINESTRING (120.9222821 14.7946342, 120.9225905 14.7947273, 120.9230595 14.7947859, 120.9232047 14.7948082, 120.9233449 14.7948955)",,,,,
607463455,tertiary,True,False,73.466,"LINESTRING (120.9254865 14.7949027, 120.9252022 14.7955035)",2,P. Burgos Street,,,
163918478,secondary,False,False,107.74799999999999,"LINESTRING (120.9254865 14.7949027, 120.9257773 14.7949953, 120.9259224 14.7950413, 120.9260059 14.795068, 120.9264299 14.7952287)",2,J.P. Rizal Street,,40,
163918478,secondary,False,True,33.394,"LINESTRING (120.9254865 14.7949027, 120.9253046 14.7948433, 120.9252638 14.7948387, 120.9252273 14.7948401, 120.925187 14.7948475)",2,J.P. Rizal Street,,40,
163918493,residential,False,False,119.309,"LINESTRING (120.9233449 14.7948955, 120.9232047 14.7948082, 120.9230595 14.7947859, 120.9225905 14.7947273, 120.9222821 14.7946342)",,,,,
347945072,residential,False,False,113.68,"LINESTRING (120.9233449 14.7948955, 120.9231099 14.7950978, 120.9229849 14.7954415, 120.9228153 14.795755)",1,Bukid,,,
347945072,residential,False,True,49.519,"LINESTRING (120.9233449 14.7948955, 120.9236108 14.794717, 120.923726 14.7946455)",1,Bukid,,,
163918457,residential,False,True,89.653,"LINESTRING (120.9285122 14.7966122, 120.9283486 14.7974028)",1,A. Mendoza Street,,,
163918491,secondary,False,False,103.39600000000002,"LINESTRING (120.9285122 14.7966122, 120.9289005 14.7971218, 120.9290867 14.7973579)",2,Governor F. Halili Avenue,,40,
163918491,secondary,False,True,106.351,"LINESTRING (120.9285122 14.7966122, 120.9280225 14.7959371, 120.9279705 14.7958152)",2,Governor F. Halili Avenue,,40,
163918460,residential,False,False,21.015,"LINESTRING (120.9277718 14.7973009, 120.9279641 14.7973348)",,,,,
163918431,residential,False,False,123.809,"LINESTRING (120.9279641 14.7973348, 120.9278068 14.7984378)",,,,,
163918460,residential,False,False,42.022,"LINESTRING (120.9279641 14.7973348, 120.9283486 14.7974028)",,,,,
163918460,residential,False,True,21.015,"LINESTRING (120.9279641 14.7973348, 120.9277718 14.7973009)",,,,,
163918457,residential,False,False,89.653,"LINESTRING (120.9283486 14.7974028, 120.9285122 14.7966122)",1,A. Mendoza Street,,,
163918457,residential,False,True,108.366,"LINESTRING (120.9283486 14.7974028, 120.9282063 14.7983676)",1,A. Mendoza Street,,,
163918460,residential,False,True,42.022,"LINESTRING (120.9283486 14.7974028, 120.9279641 14.7973348)",,,,,
163918431,residential,False,False,6.551,"LINESTRING (120.9278068 14.7984378, 120.9278053 14.7984967)",,,,,
163918431,residential,False,True,123.809,"LINESTRING (120.9278068 14.7984378, 120.9279641 14.7973348)",,,,,
607465049,trunk,True,False,34.597,"LINESTRING (120.9278068 14.7984378, 120.9280966 14.7984097, 120.928127 14.7984067)",2,MacArthur Highway,1,60,
47149089,residential,False,True,48.455,"LINESTRING (120.9232679 14.7988359, 120.9228307 14.79873)",2,L. Jaena Street,,,
1104985891,secondary,False,True,91.422,"LINESTRING (120.9232679 14.7988359, 120.923095 14.7996409)",2,T. Sandico Street,,40,
1104985891,secondary,False,False,417.11300000000006,"LINESTRING (120.9232679 14.7988359, 120.9232914 14.7987477, 120.923351 14.798538, 120.9234047 14.7983412, 120.9234878 14.7981099, 120.9235892 14.7978304, 120.9237017 14.797576, 120.9238204 14.7973356, 120.9242688 14.7964383, 120.9248082 14.7954039)",2,T. Sandico Street,,40,
1104985891,secondary,False,False,91.422,"LINESTRING (120.923095 14.7996409, 120.9232679 14.7988359)",2,T. Sandico Street,,40,
345646918,residential,False,False,50.983,"LINESTRING (120.9224202 14.7929742, 120.9228516 14.7931646)",,,,,
163918399,residential,False,True,251.22499999999997,"LINESTRING (120.9212676 14.7974323, 120.9215417 14.7972051, 120.9218702 14.7969046, 120.9220426 14.7967494, 120.9223255 14.796411, 120.9224758 14.7962268, 120.9226188 14.7960401, 120.9227577 14.7958557, 120.9228153 14.795755)",1,Bukid,,,
351020713,residential,False,False,48.368,"LINESTRING (120.924808 14.7922953, 120.9252259 14.7924564)",,,,,
351020716,residential,False,True,42.038,"LINESTRING (120.924808 14.7922953, 120.9245788 14.7926016)",,,,,
351020716,residential,False,False,65.494,"LINESTRING (120.924808 14.7922953, 120.9247899 14.7922655, 120.9243967 14.7920046, 120.9244403 14.7919213)",,,,,
351020713,residential,False,True,48.368,"LINESTRING (120.9252259 14.7924564, 120.924808 14.7922953)",,,,,
1097216325,residential,False,False,74.295,"LINESTRING (120.9252259 14.7924564, 120.9255827 14.7918842)",,,,,
351020713,residential,False,False,70.42,"LINESTRING (120.9252259 14.7924564, 120.9256397 14.7928039, 120.9257135 14.7928787)",,,,,
83716635,residential,False,False,7.241,"LINESTRING (120.925211 14.793086, 120.9251441 14.7930935)",1,Bukid,,,
83716635,residential,False,True,59.012,"LINESTRING (120.925211 14.793086, 120.9252859 14.7930422, 120.9253941 14.7929892, 120.9255648 14.7929424, 120.9257135 14.7928787)",1,Bukid,,,
532460986,residential,False,True,33.061,"LINESTRING (120.925211 14.793086, 120.9252343 14.7931155, 120.9253253 14.7932075, 120.9254195 14.7933043)",,,,,
163918457,residential,False,False,108.366,"LINESTRING (120.9282063 14.7983676, 120.9283486 14.7974028)",1,A. Mendoza Street,,,
426078302,primary,True,False,93.607,"LINESTRING (120.9282063 14.7983676, 120.9282892 14.7983431, 120.928384 14.7983022, 120.9284633 14.7982552, 120.9285631 14.7981743, 120.9286535 14.7980804, 120.9287385 14.7979708, 120.9288213 14.7978343, 120.9288303 14.7978182)",2,MacArthur Highway,1,40,
607463467,trunk,True,False,23.286,"LINESTRING (120.9298914 14.7960698, 120.9297625 14.7962381)",1,MacArthur Highway,1,60,
914899346,primary,True,False,90.142,"LINESTRING (120.9298914 14.7960698, 120.9298149 14.7962629, 120.9296683 14.7965327, 120.9295246 14.7967976)",1,MacArthur Highway,1,40,
689789437,residential,False,True,10.853,"LINESTRING (120.9251643 14.7947524, 120.925187 14.7948475)",,,,,
163918466,residential,False,True,146.01,"LINESTRING (120.9251643 14.7947524, 120.9254294 14.7941913, 120.9257973 14.7935928)",,,,,
607463461,trunk,True,False,24.171,"LINESTRING (120.9298322 14.7960238, 120.9299382 14.7958321)",2,MacArthur Highway,1,60,
426078302,primary,True,False,6.381,"LINESTRING (120.92816 14.7984035, 120.9282063 14.7983676)",2,MacArthur Highway,1,40,
613925423,trunk,False,False,7.687,"LINESTRING (120.92816 14.7984035, 120.9282304 14.7984156)",1,Bocaue Flyover,1,60,
607465048,trunk,True,False,3.115,"LINESTRING (120.9281624 14.7984568, 120.9281338 14.7984613)",2,MacArthur Highway,1,60,
613925424,trunk,False,True,8.627,"LINESTRING (120.9281624 14.7984568, 120.9282304 14.7984156)",2,Bocaue Flyover,1,60,
345646918,residential,False,True,50.983,"LINESTRING (120.9228516 14.7931646, 120.9224202 14.7929742)",,,,,
"[48414100, 345646918]",residential,False,False,207.757,"LINESTRING (120.9228516 14.7931646, 120.9229493 14.7932483, 120.9229535 14.7932859, 120.9229364 14.7933848, 120.9231122 14.7935233, 120.9234042 14.7937194, 120.9236838 14.793892, 120.9240821 14.7940305, 120.9243792 14.79415)",,,,,
"[689793785, 690356183, 607511871]",residential,False,"[False, True]",475.76599999999996,"LINESTRING (120.9228516 14.7931646, 120.9227541 14.7932297, 120.9226751 14.7932718, 120.9225921 14.7933477, 120.9225271 14.7933742, 120.9223305 14.7934027, 120.9220677 14.793438, 120.9219224 14.7934289, 120.9217657 14.7933354, 120.9216672 14.7932269, 120.921604 14.79312, 120.9216508 14.7930157, 120.9217608 14.792873, 120.9218064 14.7928108, 120.9218533 14.7926254, 120.9218848 14.7925735, 120.9225161 14.7925705, 120.9228411 14.7925486, 120.9232092 14.7925826, 120.9236169 14.7925638, 120.9237119 14.7924645, 120.9237347 14.7923362, 120.9237108 14.7921287, 120.9237014 14.7920367)",,,,,
