osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,bridge
785902549,4,General Capistrano Street,secondary,False,True,27.186,"LINESTRING (124.6424258 8.4779634, 124.6425099 8.4781933)",,,,
25879944,4,R. N. Abejuela Street,tertiary,True,False,64.088,"LINESTRING (124.6424258 8.4779634, 124.642488 8.477946, 124.6429855 8.477803)",,,,
785902549,4,General Capistrano Street,secondary,False,False,49.61,"LINESTRING (124.6424258 8.4779634, 124.6423729 8.477809, 124.6422809 8.4775409)",,,,
785902527,4,Don Apolinar Velez Street,primary,False,True,68.919,"LINESTRING (124.6446547 8.4794774, 124.6448383 8.48007)",945,60,,
1164077053,4,Don Apolinar Velez Street,primary,False,False,46.115,"LINESTRING (124.6446547 8.4794774, 124.6445451 8.4790771)",945,60,,
181712981,2,P. Pacana Street,unclassified,True,False,95.66799999999999,"LINESTRING (124.6446547 8.4794774, 124.6453479 8.479234, 124.6454173 8.4792097, 124.6454745 8.4791897)",,,,
181712981,2,P. Pacana Street,unclassified,True,False,94.663,"LINESTRING (124.6438427 8.4797598, 124.6446547 8.4794774)",,,,
25879942,4,Tiano Brothers Street,tertiary,True,False,55.563,"LINESTRING (124.6434236 8.4771694, 124.643513 8.4776612)",,,,
25930344,,Toribio Chavez Street,unclassified,True,False,79.417,"LINESTRING (124.6434236 8.4771694, 124.6441096 8.4769464)",,,,
785902539,2,Don Apolinar Velez Street,primary,False,False,82.978,"LINESTRING (124.6441096 8.4769464, 124.6440221 8.4762052)",945,60,,
25930344,,Toribio Chavez Street,unclassified,True,False,103.15100000000001,"LINESTRING (124.6441096 8.4769464, 124.6446505 8.4767705, 124.6450006 8.4766567)",,,,
1164058838,2,Don Apolinar Velez Street,primary,False,True,58.994,"LINESTRING (124.6441096 8.4769464, 124.6441772 8.4774094, 124.6441863 8.4774715)",945,60,,
785902552,,Toribio Chavez Street,unclassified,True,False,99.511,"LINESTRING (124.6450006 8.4766567, 124.6458616 8.4763816)",,,,
785902553,2,Pabayo Street,tertiary,True,False,76.904,"LINESTRING (124.6450006 8.4766567, 124.6448763 8.4759761)",,,,
114444363,4,Corrales Avenue,tertiary,True,False,69.346,"LINESTRING (124.6458616 8.4763816, 124.645914 8.476623, 124.6459339 8.4767092, 124.645996 8.4769909)",,,,
690854902,4,Corrales Avenue,tertiary,False,False,70.003,"LINESTRING (124.6458616 8.4763816, 124.6457732 8.4760436, 124.6457003 8.4757726)",,,,
785902556,2,Pabayo Street,tertiary,True,False,42.509,"LINESTRING (124.6448763 8.4759761, 124.6448017 8.475601)",,,,
785902557,,Hayes Street,tertiary,True,False,97.338,"LINESTRING (124.6448763 8.4759761, 124.6440221 8.4762052)",,,,
785902538,4,Don Apolinar Velez Street,primary,False,False,48.01,"LINESTRING (124.6445451 8.4790771, 124.6444346 8.4786594)",945,60,,
1007467126,4,Mayor J. R. Borja Avenue,primary,False,False,96.224,"LINESTRING (124.6445451 8.4790771, 124.6453839 8.478831)",,40,,
1007467127,4,Mayor J. R. Borja Avenue,primary,False,True,88.706,"LINESTRING (124.6445451 8.4790771, 124.6437753 8.4793152)",,40,,
1164077053,4,Don Apolinar Velez Street,primary,False,True,46.115,"LINESTRING (124.6445451 8.4790771, 124.6446547 8.4794774)",945,60,,
243267459,2,Burgos Street,tertiary,False,True,70.81,"LINESTRING (124.6416465 8.4795158, 124.6416501 8.478879)",,,,
30288578,,Gomez Street,residential,True,False,138.912,"LINESTRING (124.6416465 8.4795158, 124.6422483 8.4793472, 124.6428569 8.4791592)",,,,
243267459,2,Burgos Street,tertiary,False,False,49.351,"LINESTRING (124.6416465 8.4795158, 124.6416521 8.4796599, 124.6416615 8.4797898, 124.6416809 8.4799581)",,,,
32806772,2,Rodelsa Circle,primary,True,False,25.282,"LINESTRING (124.6430939 8.4711656, 124.6430259 8.4712005, 124.6429523 8.4712217, 124.642876 8.4712284)",,40,circular,
180370012,2,Don Apolinar Velez Street,primary,True,False,25.781000000000002,"LINESTRING (124.6430939 8.4711656, 124.643077 8.4712209, 124.6430683 8.4712719, 124.6430662 8.4713202, 124.6430677 8.4713942)",,,,
141722273,,Azucena Street Street,residential,False,False,67.692,"LINESTRING (124.6378314 8.4734552, 124.6380591 8.4734367, 124.6384459 8.4734238)",,,,
494807675,4,Vamenta Boulevard,primary,False,False,41.954,"LINESTRING (124.6378314 8.4734552, 124.637836 8.4735716, 124.6378359 8.4736051, 124.6378335 8.4738324)",945,60,,
494807675,4,Vamenta Boulevard,primary,False,True,61.641,"LINESTRING (124.6378314 8.4734552, 124.637832 8.4732624, 124.63782 8.4731532, 124.6377366 8.4729154)",945,60,,
464366515,,Hayes Street,tertiary,True,False,83.787,"LINESTRING (124.6440221 8.4762052, 124.6432833 8.4763891)",,,,
785902539,2,Don Apolinar Velez Street,primary,False,False,37.212,"LINESTRING (124.6440221 8.4762052, 124.6439856 8.4758725)",945,60,,
785902539,2,Don Apolinar Velez Street,primary,False,True,82.978,"LINESTRING (124.6440221 8.4762052, 124.6441096 8.4769464)",945,60,,
25879951,2,J. Rizal Street,residential,True,False,50.231,"LINESTRING (124.6435245 8.4798586, 124.643405 8.4794226)",,,,
181712981,2,P. Pacana Street,unclassified,True,False,36.679,"LINESTRING (124.6435245 8.4798586, 124.6438427 8.4797598)",,,,
785902538,4,Don Apolinar Velez Street,primary,False,True,46.692,"LINESTRING (124.6442337 8.4777381, 124.6443093 8.4781513)",945,60,,
1164058839,2,Don Apolinar Velez Street,primary,False,False,30.099,"LINESTRING (124.6442337 8.4777381, 124.6441863 8.4774715)",945,60,,
"[1164058835, 32806795]",4,Tirso Neri Street,tertiary,True,False,77.455,"LINESTRING (124.6442337 8.4777381, 124.6441141 8.4777671, 124.6435906 8.4779079, 124.6435533 8.4779178)",,,,
243267459,2,Burgos Street,tertiary,False,False,49.227,"LINESTRING (124.6416531 8.4784363, 124.6416501 8.478879)",,,,
1034364560,2,Burgos Street,tertiary,False,True,28.482,"LINESTRING (124.6416531 8.4784363, 124.6416577 8.4781802)",,,,
25879951,2,J. Rizal Street,residential,True,False,65.479,"LINESTRING (124.6433137 8.4790126, 124.6431501 8.4784464)",,,,
30288578,,Gomez Street,residential,True,False,45.774,"LINESTRING (124.6433137 8.4790126, 124.6437107 8.478889)",,,,
25879952,2,Pabayo Street,tertiary,True,False,52.128,"LINESTRING (124.6453839 8.478831, 124.6453029 8.4783691)",,,,
1007467126,4,Mayor J. R. Borja Avenue,primary,False,True,96.224,"LINESTRING (124.6453839 8.478831, 124.6445451 8.4790771)",,40,,
1164421723,4,Mayor J. R. Borja Avenue,primary,False,False,120.761,"LINESTRING (124.6453839 8.478831, 124.646436 8.4785202)",,40,,
