osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,ref,access,tunnel
1017850091,True,Arellano Street,tertiary,30,False,79.353,,"LINESTRING (121.7276674 17.6110622, 121.726919 17.6110833)",,,
1217643149,False,Burgos Street,residential,,True,110.947,,"LINESTRING (121.7276674 17.6110622, 121.7276553 17.6100645)",,,
274492359,True,Bonifacio Street,tertiary,30,False,112.862,2,"LINESTRING (121.7283721 17.6110615, 121.7283581 17.6100466)",,,
1017474430,True,Arellano Street,tertiary,30,False,74.687,,"LINESTRING (121.7283721 17.6110615, 121.7276674 17.6110622)",,,
150286569,False,Zamora Street,residential,,False,69.044,,"LINESTRING (121.729679 17.6100223, 121.7290279 17.6100427)",,,
850719220,False,Rizal Street,tertiary,30,False,101.014,2,"LINESTRING (121.729679 17.6100223, 121.7295892 17.6091179)",,,
850719220,False,Rizal Street,tertiary,30,True,115.697,2,"LINESTRING (121.729679 17.6100223, 121.729793 17.6110571)",,,
56453189,False,Blumentritt Street,residential,,False,110.003,,"LINESTRING (121.7289153 17.6074607, 121.7289508 17.6084494)",,,
152351082,False,Rizal Street,tertiary,30,False,51.033,2,"LINESTRING (121.729793 17.6110571, 121.7298205 17.6115153)",,,
850719220,False,Rizal Street,tertiary,30,False,115.697,2,"LINESTRING (121.729793 17.6110571, 121.729679 17.6100223)",,,
1017474430,True,Arellano Street,tertiary,30,False,76.057,,"LINESTRING (121.729793 17.6110571, 121.7290755 17.6110699)",,,
"[152351265, 850719219]",False,Arellano Street,tertiary,30,"[False, True]",132.24699999999999,,"LINESTRING (121.729793 17.6110571, 121.730359 17.6110539, 121.7304877 17.6110456, 121.7305735 17.6110462, 121.7305957 17.6110523, 121.7306151 17.611065, 121.7306292 17.6110836, 121.7306349 17.611112, 121.7306373 17.6111475, 121.7306393 17.6113433, 121.7306405 17.6114607)",,,
56453189,False,Blumentritt Street,residential,,True,114.331,,"LINESTRING (121.7290755 17.6110699, 121.7290279 17.6100427)",,,
274492361,True,Blumentritt Street,residential,,False,50.661,,"LINESTRING (121.7290755 17.6110699, 121.7290749 17.6115255)",,,
1017474430,True,Arellano Street,tertiary,30,False,74.555,,"LINESTRING (121.7290755 17.6110699, 121.7283721 17.6110615)",,,
730974219,False,Luna Street,primary,40,False,83.541,2,"LINESTRING (121.7298715 17.6131112, 121.7290836 17.6131336)",51,,
1217643166,False,Rizal Street,primary,40,True,104.623,2,"LINESTRING (121.7298715 17.6131112, 121.7298574 17.614052)",51,,
730928304,False,Rizal Street,tertiary,30,True,115.219,2,"LINESTRING (121.7298715 17.6131112, 121.7298601 17.6123883, 121.7298514 17.6120752)",,,
152351083,True,Blumentritt Street,residential,,False,105.316,,"LINESTRING (121.7290836 17.6131336, 121.7290916 17.6140807)",,,
730974219,False,Luna Street,primary,40,False,76.259,2,"LINESTRING (121.7290836 17.6131336, 121.7283641 17.6131412)",51,,
730974219,False,Luna Street,primary,40,True,83.541,2,"LINESTRING (121.7290836 17.6131336, 121.7298715 17.6131112)",51,,
56453186,True,Gonzaga Street,secondary,40,False,221.75699999999998,,"LINESTRING (121.733172 17.6145254, 121.7326229 17.6148987, 121.732533 17.614946, 121.7324193 17.6149941, 121.7322796 17.6150227, 121.7321481 17.6150418, 121.7320085 17.6150499, 121.7315345 17.6150483, 121.7312334 17.6150464)",,,
245636329,True,Gonzaga Street,residential,,False,82.944,,"LINESTRING (121.7298735 17.6150701, 121.729091 17.6150567)",,,
152315596,False,Rizal Street,primary,40,False,113.221,2,"LINESTRING (121.7298735 17.6150701, 121.7298621 17.6144469, 121.7298574 17.614052)",51,,
"[730928305, 109695721]",False,Rizal Street,primary,40,False,101.557,2,"LINESTRING (121.7298735 17.6150701, 121.7298768 17.6151934, 121.7298789 17.6153423, 121.7298681 17.6154299, 121.729848 17.6155066, 121.7298232 17.6155654, 121.7297878 17.6156294, 121.7296579 17.6158188, 121.7295876 17.6159083)",51,,
274492370,False,Washington Street,residential,,True,52.648,2,"LINESTRING (121.7295876 17.6159083, 121.729091 17.6158958)",,yes,
"[109695721, 730928305]",False,Rizal Street,primary,40,True,101.55699999999999,2,"LINESTRING (121.7295876 17.6159083, 121.7296579 17.6158188, 121.7297878 17.6156294, 121.7298232 17.6155654, 121.729848 17.6155066, 121.7298681 17.6154299, 121.7298789 17.6153423, 121.7298768 17.6151934, 121.7298735 17.6150701)",51,,
109030835,True,Washington Street,residential,,False,70.376,2,"LINESTRING (121.7284023 17.6158805, 121.7277385 17.6158632)",,yes,
152349757,True,Bonifacio Street,tertiary,30,False,92.48,4,"LINESTRING (121.7284023 17.6158805, 121.7283835 17.615049)",,,
274492370,False,Washington Street,residential,,False,73.009,2,"LINESTRING (121.7284023 17.6158805, 121.729091 17.6158958)",,yes,
274492370,False,Washington Street,residential,,False,52.648,2,"LINESTRING (121.729091 17.6158958, 121.7295876 17.6159083)",,yes,
274492370,False,Washington Street,residential,,True,73.009,2,"LINESTRING (121.729091 17.6158958, 121.7284023 17.6158805)",,yes,
152316827,False,Rizal Street,residential,,True,95.192,,"LINESTRING (121.7294299 17.6075859, 121.729498 17.6079892, 121.7295315 17.6082941, 121.7295429 17.6084347)",,,
152316827,False,Rizal Street,residential,,False,76.127,,"LINESTRING (121.7295892 17.6091179, 121.7295429 17.6084347)",,,
152347860,False,Lecaros Street,tertiary,30,True,64.622,2,"LINESTRING (121.7295892 17.6091179, 121.7289796 17.6091058)",,,
850719220,False,Rizal Street,tertiary,30,True,101.014,2,"LINESTRING (121.7295892 17.6091179, 121.729679 17.6100223)",,,
152343408,False,Aguinaldo Street,tertiary,30,False,83.83,,"LINESTRING (121.7298514 17.6120752, 121.7306422 17.6120593)",,,
152351082,False,Rizal Street,tertiary,30,True,62.345,2,"LINESTRING (121.7298514 17.6120752, 121.7298463 17.6119835, 121.7298369 17.6118122, 121.7298261 17.6116174, 121.7298205 17.6115153)",,,
730928304,False,Rizal Street,tertiary,30,False,115.219,2,"LINESTRING (121.7298514 17.6120752, 121.7298601 17.6123883, 121.7298715 17.6131112)",,,
152342522,True,Taft Street,residential,,False,116.143,,"LINESTRING (121.7262022 17.6131783, 121.7261808 17.612134)",,,
730974219,False,Luna Street,primary,40,False,74.415,2,"LINESTRING (121.7262022 17.6131783, 121.7255002 17.6131917)",51,,
730974219,False,Luna Street,primary,40,True,82.448,2,"LINESTRING (121.7262022 17.6131783, 121.72698 17.6131642)",51,,
"[1217643146, 152457596]",True,Gomez Street,secondary,40,False,251.062,,"LINESTRING (121.731291 17.6139542, 121.7314949 17.6139312, 121.731873 17.6139009, 121.7322522 17.6138923, 121.7328207 17.6138622, 121.7328927 17.6138714, 121.7329412 17.6138926, 121.732981 17.6139323, 121.7330106 17.6139901, 121.733172 17.6145254)",,,
245636395,True,Valenzuela Street,residential,,False,122.16600000000001,,"LINESTRING (121.731291 17.6139542, 121.7312931 17.6146943, 121.7312884 17.6148055, 121.7312736 17.6149148, 121.7312334 17.6150464)",,,
1217643166,False,Rizal Street,primary,40,False,104.623,2,"LINESTRING (121.7298574 17.614052, 121.7298715 17.6131112)",51,,
152315596,False,Rizal Street,primary,40,True,113.221,2,"LINESTRING (121.7298574 17.614052, 121.7298621 17.6144469, 121.7298735 17.6150701)",51,,
152457596,True,Gomez Street,secondary,40,False,152.37099999999998,,"LINESTRING (121.7298574 17.614052, 121.7303254 17.6140334, 121.7308847 17.6139951, 121.731291 17.6139542)",,,
152351083,True,Blumentritt Street,residential,,False,108.526,,"LINESTRING (121.7290916 17.6140807, 121.729091 17.6150567)",,,
245636160,True,Gomez Street,residential,,False,81.224,,"LINESTRING (121.7290916 17.6140807, 121.7298574 17.614052)",,,
152349757,True,Bonifacio Street,tertiary,30,False,106.967,4,"LINESTRING (121.7283768 17.6141031, 121.7283641 17.6131412)",,,
245636160,True,Gomez Street,residential,,False,75.797,,"LINESTRING (121.7283768 17.6141031, 121.7290916 17.6140807)",,,
152349704,True,Burgos Street,residential,,False,108.06,,"LINESTRING (121.7277204 17.6141236, 121.7276948 17.6131521)",,,
274492372,True,Gomez Street,residential,,False,69.604,,"LINESTRING (121.7277204 17.6141236, 121.7283768 17.6141031)",,,
152349757,True,Bonifacio Street,tertiary,30,False,105.182,4,"LINESTRING (121.7283835 17.615049, 121.7283768 17.6141031)",,,
152339951,True,Gonzaga Street,residential,,False,68.646,,"LINESTRING (121.7283835 17.615049, 121.7280232 17.6150453, 121.7277358 17.6150464)",,,
152351085,True,Blumentritt Street,residential,,False,93.304,,"LINESTRING (121.729091 17.6150567, 121.729091 17.6158958)",,,
245636329,True,Gonzaga Street,residential,,False,74.987,,"LINESTRING (121.729091 17.6150567, 121.7283835 17.615049)",,,
109030835,True,Washington Street,residential,,False,67.089,2,"LINESTRING (121.726335 17.6158204, 121.725702 17.6158146)",,yes,
152342687,True,Taft Street,residential,,False,82.909,,"LINESTRING (121.726335 17.6158204, 121.7263088 17.6150752)",,,
150325442,False,Burgos Street,residential,,False,66.094,,"LINESTRING (121.7276312 17.6078256, 121.7276305 17.60842)",,,
150325506,False,Maura Street,residential,,True,62.775,,"LINESTRING (121.7295429 17.6084347, 121.7289508 17.6084494)",,,
152316827,False,Rizal Street,residential,,True,76.127,,"LINESTRING (121.7295429 17.6084347, 121.7295892 17.6091179)",,,
152316827,False,Rizal Street,residential,,False,95.192,,"LINESTRING (121.7295429 17.6084347, 121.7295315 17.6082941, 121.729498 17.6079892, 121.7294299 17.6075859)",,,
56453189,False,Blumentritt Street,residential,,False,73.052,,"LINESTRING (121.7289508 17.6084494, 121.7289796 17.6091058)",,,
56453189,False,Blumentritt Street,residential,,True,110.003,,"LINESTRING (121.7289508 17.6084494, 121.7289153 17.6074607)",,,
150325506,False,Maura Street,residential,,False,62.775,,"LINESTRING (121.7289508 17.6084494, 121.7295429 17.6084347)",,,
150325506,False,Maura Street,residential,,True,65.89,,"LINESTRING (121.7289508 17.6084494, 121.7283292 17.6084392)",,,
150325506,False,Maura Street,residential,,False,65.89,,"LINESTRING (121.7283292 17.6084392, 121.7289508 17.6084494)",,,
150325506,False,Maura Street,residential,,True,74.083,,"LINESTRING (121.7283292 17.6084392, 121.7276305 17.60842)",,,
850719218,False,Bonifacio Street,residential,,True,74.349,,"LINESTRING (121.7283292 17.6084392, 121.7283433 17.6091077)",,,
1217643150,False,Lecaros Street,tertiary,30,False,84.437,2,"LINESTRING (121.7260547 17.6091071, 121.7268513 17.6090956)",,,
1217643161,False,Taft Street,residential,,True,109.094,,"LINESTRING (121.7260547 17.6091071, 121.7260936 17.6100875)",,,
152349344,False,Del Rosario Street,residential,,True,109.62,,"LINESTRING (121.7268513 17.6090956, 121.7268781 17.6100811)",,,
1217643150,False,Lecaros Street,tertiary,30,False,83.506,2,"LINESTRING (121.7268513 17.6090956, 121.7276392 17.6090975)",,,
1217643150,False,Lecaros Street,tertiary,30,True,84.437,2,"LINESTRING (121.7268513 17.6090956, 121.7260547 17.6091071)",,,
"[152349344, 150325506]",False,"['Del Rosario Street', 'Maura Street']",residential,,False,160.375,,"LINESTRING (121.7268513 17.6090956, 121.7268084 17.6085664, 121.7268057 17.6084654, 121.7268124 17.6084421, 121.7268225 17.6084318, 121.7268456 17.6084226, 121.7268976 17.6084178, 121.7276305 17.60842)",,,
150325442,False,Burgos Street,residential,,True,75.34,,"LINESTRING (121.7276392 17.6090975, 121.7276305 17.60842)",,,
1217643145,False,Lecaros Street,tertiary,30,False,74.632,2,"LINESTRING (121.7276392 17.6090975, 121.7283433 17.6091077)",,,
1217643149,False,Burgos Street,residential,,False,107.539,,"LINESTRING (121.7276392 17.6090975, 121.7276553 17.6100645)",,,
1217643150,False,Lecaros Street,tertiary,30,True,83.506,2,"LINESTRING (121.7276392 17.6090975, 121.7268513 17.6090956)",,,
152347860,False,Lecaros Street,tertiary,30,False,67.438,2,"LINESTRING (121.7283433 17.6091077, 121.7289796 17.6091058)",,,
850719218,False,Bonifacio Street,residential,,False,74.349,,"LINESTRING (121.7283433 17.6091077, 121.7283292 17.6084392)",,,
1217643145,False,Lecaros Street,tertiary,30,True,74.632,2,"LINESTRING (121.7283433 17.6091077, 121.7276392 17.6090975)",,,
56453189,False,Blumentritt Street,residential,,False,104.304,,"LINESTRING (121.7289796 17.6091058, 121.7290279 17.6100427)",,,
56453189,False,Blumentritt Street,residential,,True,73.052,,"LINESTRING (121.7289796 17.6091058, 121.7289508 17.6084494)",,,
152347860,False,Lecaros Street,tertiary,30,False,64.622,2,"LINESTRING (121.7289796 17.6091058, 121.7295892 17.6091179)",,,
152347860,False,Lecaros Street,tertiary,30,True,67.438,2,"LINESTRING (121.7289796 17.6091058, 121.7283433 17.6091077)",,,
56453189,False,Blumentritt Street,residential,,False,114.331,,"LINESTRING (121.7290279 17.6100427, 121.7290755 17.6110699)",,,
56453189,False,Blumentritt Street,residential,,True,104.304,,"LINESTRING (121.7290279 17.6100427, 121.7289796 17.6091058)",,,
150286569,False,Zamora Street,residential,,False,70.99,,"LINESTRING (121.7290279 17.6100427, 121.7283581 17.6100466)",,,
150286569,False,Zamora Street,residential,,True,69.044,,"LINESTRING (121.7290279 17.6100427, 121.729679 17.6100223)",,,
150286569,False,Zamora Street,residential,,False,74.512,,"LINESTRING (121.7283581 17.6100466, 121.7276553 17.6100645)",,,
150286569,False,Zamora Street,residential,,True,70.99,,"LINESTRING (121.7283581 17.6100466, 121.7290279 17.6100427)",,,
274492359,True,Bonifacio Street,tertiary,30,False,104.413,2,"LINESTRING (121.7283581 17.6100466, 121.7283433 17.6091077)",,,
150286569,False,Zamora Street,residential,,False,82.392,,"LINESTRING (121.7276553 17.6100645, 121.7268781 17.6100811)",,,
150286569,False,Zamora Street,residential,,True,74.512,,"LINESTRING (121.7276553 17.6100645, 121.7283581 17.6100466)",,,
1217643149,False,Burgos Street,residential,,False,110.947,,"LINESTRING (121.7276553 17.6100645, 121.7276674 17.6110622)",,,
1217643149,False,Burgos Street,residential,,True,107.539,,"LINESTRING (121.7276553 17.6100645, 121.7276392 17.6090975)",,,
150286569,False,Zamora Street,residential,,True,82.392,,"LINESTRING (121.7268781 17.6100811, 121.7276553 17.6100645)",,,
152349344,False,Del Rosario Street,residential,,False,109.62,,"LINESTRING (121.7268781 17.6100811, 121.7268513 17.6090956)",,,
152349344,False,Del Rosario Street,residential,,True,111.524,,"LINESTRING (121.7268781 17.6100811, 121.726919 17.6110833)",,,
152350441,False,Zamora Street,residential,,False,83.148,,"LINESTRING (121.7268781 17.6100811, 121.7260936 17.6100875)",,,
152350441,False,Zamora Street,residential,,True,83.148,,"LINESTRING (121.7260936 17.6100875, 121.7268781 17.6100811)",,,
1217643161,False,Taft Street,residential,,False,109.094,,"LINESTRING (121.7260936 17.6100875, 121.7260547 17.6091071)",,,
1217643161,False,Taft Street,residential,,True,115.705,,"LINESTRING (121.7260936 17.6100875, 121.7261325 17.6111274)",,,
