osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,bridge,geometry,tunnel
"[30518288, 30518290, 274215515]",2,"['General Luna Street', 'Biak na Bato Street']",secondary,40,6,False,False,108.54500000000002,yes,"LINESTRING (123.1838772 13.6196689, 123.183888 13.6197302, 123.1839808 13.6203105, 123.1840346 13.620633)",
23519164,2,Panganiban Drive,secondary,40,10,True,False,78.165,,"LINESTRING (123.1851772 13.6232599, 123.1858935 13.6231623)",
596568239,2,Elias Angeles Street,secondary,40,8,True,False,47.368,,"LINESTRING (123.1851772 13.6232599, 123.1851597 13.6232042, 123.1850488 13.6228526)",
23519055,,Evangelista Street,residential,,6,True,False,64.712,,"LINESTRING (123.1850488 13.6228526, 123.1844694 13.6229996)",
23519612,,Ojeda Street,residential,,6,False,True,163.461,,"LINESTRING (123.1850488 13.6228526, 123.1853563 13.6227773, 123.1858437 13.6217164)",
596568239,2,Elias Angeles Street,secondary,40,8,True,False,96.345,,"LINESTRING (123.1850488 13.6228526, 123.1850416 13.6227266, 123.1850472 13.6225848, 123.1850619 13.6224686, 123.1852378 13.6220187)",
23518759,,Puro Street,residential,,6,False,False,91.174,,"LINESTRING (123.1830647 13.6284381, 123.1830107 13.6282224, 123.1829988 13.628171, 123.1828883 13.6276364)",
23521049,,Dimasalang Street,residential,,6,False,True,89.74000000000001,,"LINESTRING (123.1830647 13.6284381, 123.1832172 13.6283688, 123.1838009 13.6280651)",
23519407,,P. Diaz Street,residential,,6,True,False,76.726,,"LINESTRING (123.1869204 13.6253015, 123.1863349 13.6256918)",
23521917,2,Peñafrancia Avenue,secondary,40,8,False,False,72.905,,"LINESTRING (123.1869204 13.6253015, 123.1872045 13.6256387, 123.1873414 13.6258137)",
838919379,,Dimasalang Street,residential,,6,False,False,90.748,,"LINESTRING (123.1873414 13.6258137, 123.1866458 13.6262709)",
838919379,,Dimasalang Street,residential,,6,False,True,64.08,,"LINESTRING (123.1873414 13.6258137, 123.1878528 13.625522)",
23521917,2,Peñafrancia Avenue,secondary,40,8,False,False,67.186,,"LINESTRING (123.1873414 13.6258137, 123.1875011 13.6260338, 123.1876069 13.6261873, 123.1876849 13.6263169)",
23521917,2,Peñafrancia Avenue,secondary,40,8,False,True,72.905,,"LINESTRING (123.1873414 13.6258137, 123.1872045 13.6256387, 123.1869204 13.6253015)",
23519248,2,Panganiban Drive,secondary,40,10,False,False,86.715,,"LINESTRING (123.1858935 13.6231623, 123.1859922 13.6231523, 123.1866887 13.6230583)",
838916319,2,Peñafrancia Avenue,secondary,40,8,True,False,110.218,,"LINESTRING (123.1858935 13.6231623, 123.185922 13.6240529, 123.1859378 13.6241519)",
838916319,2,Peñafrancia Avenue,secondary,40,8,True,False,68.988,,"LINESTRING (123.1859378 13.6241519, 123.1862074 13.6246165, 123.1862602 13.6246868)",
23518846,2,Dinaga Street,residential,,6,True,False,170.222,,"LINESTRING (123.1858437 13.6217164, 123.1859746 13.6218136, 123.1860325 13.6219408, 123.1860436 13.6220719, 123.1858935 13.6231623)",
23519612,,Ojeda Street,residential,,6,False,False,163.461,,"LINESTRING (123.1858437 13.6217164, 123.1853563 13.6227773, 123.1850488 13.6228526)",
23521472,2,Zamora Street,tertiary,,6,False,True,10.983,,"LINESTRING (123.1832028 13.6205812, 123.1831028 13.6205636)",
"[838924068, 838924069, 838924070]",2,Zamora Street,tertiary,,6,True,False,80.357,,"LINESTRING (123.1832028 13.6205812, 123.183273 13.6205835, 123.183698 13.6206, 123.1838956 13.6206186, 123.1839448 13.6206237)",building_passage
23521472,2,Zamora Street,tertiary,,6,False,False,10.983,,"LINESTRING (123.1831028 13.6205636, 123.1832028 13.6205812)",
23521472,2,Zamora Street,tertiary,,6,False,True,22.905,,"LINESTRING (123.1831028 13.6205636, 123.1829432 13.6205384, 123.1828932 13.6205335)",
"[23520556, 23521623]",,,unclassified,,6,False,False,147.575,,"LINESTRING (123.1831028 13.6205636, 123.183141 13.619968, 123.1834863 13.6200884, 123.183649 13.6201284, 123.1838184 13.6201723, 123.1838585 13.6201829)",
23519261,,Kinastillohan Street,residential,,8,False,True,66.26599999999999,,"LINESTRING (123.18532 13.6237053, 123.1851432 13.6237489, 123.1848251 13.6238322, 123.184728 13.6238604)",
596568239,2,Elias Angeles Street,secondary,40,8,True,False,51.882,,"LINESTRING (123.18532 13.6237053, 123.1852123 13.6233815, 123.1851772 13.6232599)",
23520861,2,General Luna Street,secondary,40,8,False,False,71.926,,"LINESTRING (123.1840346 13.620633, 123.1841479 13.6212704)",
1221676384,,Riverside Street,unclassified,30,6,False,True,12.995,,"LINESTRING (123.1840346 13.620633, 123.1841548 13.6206363)",
"[30518288, 30518290, 274215515]",2,"['General Luna Street', 'Biak na Bato Street']",secondary,40,6,False,True,108.545,yes,"LINESTRING (123.1840346 13.620633, 123.1839808 13.6203105, 123.183888 13.6197302, 123.1838772 13.6196689)",
23521472,2,Zamora Street,tertiary,,6,False,False,22.905,,"LINESTRING (123.1828932 13.6205335, 123.1829432 13.6205384, 123.1831028 13.6205636)",
724187422,,Elias Angeles Street,secondary,40,8,False,False,31.183,,"LINESTRING (123.1877247 13.6282671, 123.1875958 13.6280162)",
23520783,2,Padian Street,secondary,40,6,True,False,57.197,,"LINESTRING (123.1854116 13.6215216, 123.1849297 13.6213089)",
23520905,,Elias Angeles Street,residential,,6,False,True,60.185,,"LINESTRING (123.1854116 13.6215216, 123.1856371 13.6210267)",
23518846,2,Dinaga Street,residential,,6,True,False,51.55,,"LINESTRING (123.1854116 13.6215216, 123.1856458 13.6216135, 123.1858437 13.6217164)",
23519103,2,Santa Cruz Street,residential,,6,False,True,133.992,,"LINESTRING (123.1845129 13.6280637, 123.1855945 13.6274745)",
23519211,,Narra Street,residential,,6,False,False,29.779,,"LINESTRING (123.1842453 13.6273919, 123.184096 13.6271668)",
23521101,,Bagong Lipunan Street,residential,,6,False,True,69.869,,"LINESTRING (123.1838009 13.6280651, 123.1835306 13.6274943)",
23521049,,Dimasalang Street,residential,,6,False,False,89.74000000000001,,"LINESTRING (123.1838009 13.6280651, 123.1832172 13.6283688, 123.1830647 13.6284381)",
23521049,,Dimasalang Street,residential,,6,False,True,201.63400000000001,,"LINESTRING (123.1838009 13.6280651, 123.1844474 13.6276647, 123.185376 13.627093)",
724187422,,Elias Angeles Street,secondary,40,8,False,True,31.183,,"LINESTRING (123.1875958 13.6280162, 123.1877247 13.6282671)",
724187422,,Elias Angeles Street,secondary,40,8,False,False,124.809,,"LINESTRING (123.1875958 13.6280162, 123.1873883 13.6276439, 123.1873152 13.6275191, 123.1870332 13.627036)",
23521917,2,Peñafrancia Avenue,secondary,40,8,False,True,7.532,,"LINESTRING (123.1878174 13.6265336, 123.1877814 13.6264756)",
23521917,2,Peñafrancia Avenue,secondary,40,8,False,False,130.881,,"LINESTRING (123.1878174 13.6265336, 123.1881309 13.6270186, 123.1884649 13.6275283)",
23521049,,Dimasalang Street,residential,,6,False,False,88.875,,"LINESTRING (123.1860636 13.6266545, 123.185376 13.627093)",
