osmid,oneway,lanes,highway,reversed,length,name,geometry,bridge
153550357,True,2,tertiary,False,112.532,,"LINESTRING (124.7795151 8.7417419, 124.7785292 8.7414687)",
240367964,False,2,tertiary,True,52.510000000000005,Varquez Street,"LINESTRING (124.7795151 8.7417419, 124.7794922 8.7419698, 124.7794848 8.7420467, 124.7794761 8.7421216, 124.779462 8.7422111)",
240367964,False,2,tertiary,True,48.025,Varquez Street,"LINESTRING (124.7793232 8.7425696, 124.779149 8.7429657)",
153550121,False,2,residential,True,59.47,Capili Street,"LINESTRING (124.7793232 8.7425696, 124.7790147 8.742455, 124.7788167 8.7423814)",
240367964,False,2,tertiary,False,42.715,Varquez Street,"LINESTRING (124.7793232 8.7425696, 124.7794117 8.7423582, 124.7794399 8.742284, 124.779462 8.7422111)",
153550206,False,2,unclassified,False,59.773,Madroño Street,"LINESTRING (124.7789444 8.7434145, 124.779456 8.7435969)",
240367964,False,2,tertiary,False,54.736,Varquez Street,"LINESTRING (124.7789444 8.7434145, 124.779149 8.7429657)",
240367964,False,2,tertiary,True,56.807,Varquez Street,"LINESTRING (124.7789444 8.7434145, 124.7787321 8.7438803)",
153550206,False,2,unclassified,True,57.614000000000004,Madroño Street,"LINESTRING (124.7789444 8.7434145, 124.778692 8.7433245, 124.7784513 8.7432386)",
153550140,False,2,tertiary,True,63.306,Mundo Street,"LINESTRING (124.7774776 8.7467068, 124.7769752 8.7464283)",
153550274,False,,residential,False,61.904,,"LINESTRING (124.7774776 8.7467068, 124.7779713 8.7469748)",
863570120,False,2,secondary,False,64.4,Varquez Street,"LINESTRING (124.7774776 8.7467068, 124.7777127 8.7461763)",
863570120,False,2,secondary,True,61.971999999999994,Varquez Street,"LINESTRING (124.7774776 8.7467068, 124.7773659 8.7469492, 124.7772439 8.747214)",
153550121,False,2,residential,False,50.906,Capili Street,"LINESTRING (124.7767402 8.7416205, 124.7771735 8.7417823)",
153550121,False,2,residential,True,48.397,Capili Street,"LINESTRING (124.7767402 8.7416205, 124.7763298 8.7414627)",
240366819,False,2,secondary,False,57.051,Osmeña Street,"LINESTRING (124.7767402 8.7416205, 124.7765753 8.742107)",
240366819,False,2,secondary,True,80.561,Osmeña Street,"LINESTRING (124.7767402 8.7416205, 124.776881 8.7412043, 124.776968 8.7409319)",
153550278,False,2,residential,False,50.041,Olano Street,"LINESTRING (124.7765753 8.742107, 124.7770054 8.7422547)",
153550278,False,2,residential,True,49.045,Olano Street,"LINESTRING (124.7765753 8.742107, 124.7761566 8.7419544)",
240366819,False,2,secondary,False,49.089,Osmeña Street,"LINESTRING (124.7765753 8.742107, 124.7764425 8.7425285)",
240366819,False,2,secondary,True,57.051,Osmeña Street,"LINESTRING (124.7765753 8.742107, 124.7767402 8.7416205)",
240366136,False,2,tertiary,True,43.933,Rizal Street,"LINESTRING (124.7761944 8.7433013, 124.7765627 8.7434549)",
240366819,False,2,secondary,True,44.612,Osmeña Street,"LINESTRING (124.7761944 8.7433013, 124.7763191 8.7429195)",
240366136,False,2,tertiary,False,132.179,Rizal Street,"LINESTRING (124.7761944 8.7433013, 124.7757048 8.7431014, 124.7750828 8.7428475)",
240366819,False,2,secondary,False,86.488,Osmeña Street,"LINESTRING (124.7761944 8.7433013, 124.7760835 8.7436052, 124.7759275 8.744033)",
153550407,False,2,tertiary,True,53.993,Osmeña Street,"LINESTRING (124.7759275 8.744033, 124.7757462 8.7444843)",
897833936,False,2,secondary,False,43.086,15 de Septiembre Street,"LINESTRING (124.7759275 8.744033, 124.7762856 8.7441907)",
