osmid,highway,oneway,reversed,length,lanes,geometry,name,maxspeed,width,ref
864936445,residential,False,True,48.382,,"LINESTRING (124.8680542 8.3640768, 124.8676282 8.3641849)",,,,
864936446,residential,False,True,17.428,,"LINESTRING (124.8661879 8.3641836, 124.8661912 8.3643403)",,,,
912976340,secondary,False,False,19.682,4,"LINESTRING (124.8654887 8.3646824, 124.8654872 8.3645054)",Manolo Fortich-Libona Road,40,14,
912976340,secondary,False,True,63.433,4,"LINESTRING (124.8654887 8.3646824, 124.8654972 8.3652528)",Manolo Fortich-Libona Road,40,14,
864936446,residential,False,False,102.58599999999998,,"LINESTRING (124.8654887 8.3646824, 124.8660001 8.3646228, 124.8660792 8.3646122, 124.8661436 8.3645896, 124.8661812 8.3645524, 124.8661946 8.3645047, 124.8661912 8.3643403)",,,,
177519221,residential,False,False,84.88499999999999,,"LINESTRING (124.8689747 8.3676294, 124.8685945 8.3676977, 124.8685623 8.367709, 124.8685402 8.3677295, 124.8685375 8.3677541, 124.8685939 8.3680413)",,,,
217934649,residential,False,True,24.6,,"LINESTRING (124.8692983 8.3665822, 124.8690994 8.3666833)",,,,
865272157,residential,False,True,34.643,,"LINESTRING (124.8692983 8.3665822, 124.8692013 8.3662858)",,,,
"[217934649, 217934874]",residential,False,False,64.964,,"LINESTRING (124.8692983 8.3665822, 124.8695493 8.3664545, 124.8695634 8.3664425, 124.8695705 8.3664246, 124.8695691 8.3664073, 124.8695631 8.3663907, 124.8694293 8.3661997)",,,,
865272157,residential,False,False,34.643,,"LINESTRING (124.8692013 8.3662858, 124.8692983 8.3665822)",,,,
1250950032,residential,False,False,25.812,,"LINESTRING (124.8692013 8.3662858, 124.8689821 8.3663686)",,,,
1250950032,residential,False,True,26.848,,"LINESTRING (124.8692013 8.3662858, 124.8694293 8.3661997)",,,,
865272158,residential,False,True,123.457,,"LINESTRING (124.8672937 8.3641331, 124.8661912 8.3643403)",,,,
149099272,residential,False,True,197.648,,"LINESTRING (124.8672937 8.3641331, 124.8675402 8.3650107, 124.8676347 8.3653729, 124.8677532 8.3658513)",,,,
864936446,residential,False,False,17.428,,"LINESTRING (124.8661912 8.3643403, 124.8661879 8.3641836)",,,,
865272158,residential,False,False,123.457,,"LINESTRING (124.8661912 8.3643403, 124.8672937 8.3641331)",,,,
864936446,residential,False,True,102.586,,"LINESTRING (124.8661912 8.3643403, 124.8661946 8.3645047, 124.8661812 8.3645524, 124.8661436 8.3645896, 124.8660792 8.3646122, 124.8660001 8.3646228, 124.8654887 8.3646824)",,,,
177519208,residential,False,True,104.837,,"LINESTRING (124.8640631 8.3674482, 124.8639935 8.3665079)",,,,
1224771146,residential,False,True,47.628,,"LINESTRING (124.8651418 8.3669381, 124.8647096 8.366963)",,,,
1224771146,residential,False,False,47.628,,"LINESTRING (124.8647096 8.366963, 124.8651418 8.3669381)",,,,
1185416821,unclassified,True,False,56.795,2,"LINESTRING (124.8647096 8.366963, 124.8646609 8.366579, 124.8646517 8.3665283, 124.8646409 8.3664896, 124.8646311 8.366459)",A. D. Ditona Street,,,
1250950033,residential,False,True,38.211,,"LINESTRING (124.8687816 8.365334, 124.8684502 8.3654369)",,,,
