osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge
225691895,residential,False,False,67.276,,,,,"LINESTRING (123.4440391 13.0290246, 123.4446157 13.0287999)",
645099796,primary,False,True,47.562,2,639,Ligao-Pio Duran Road,60,"LINESTRING (123.4440391 13.0290246, 123.4442627 13.0293927)",
225691895,residential,False,True,168.17299999999997,,,,,"LINESTRING (123.4440391 13.0290246, 123.4439139 13.0290673, 123.4434691 13.0292262, 123.4428939 13.0294282, 123.442575 13.0295267)",
"[1083619067, 645099796]",primary,False,False,176.622,2,639,Ligao-Pio Duran Road,60,"LINESTRING (123.4440391 13.0290246, 123.4439271 13.0287822, 123.4438818 13.0286876, 123.4441506 13.0285857, 123.4437597 13.0277294)",
231108210,residential,False,False,132.205,,,,,"LINESTRING (123.4465259 13.0312077, 123.4459463 13.0301614)",
965498766,tertiary,False,False,50.532,2,,,,"LINESTRING (123.4465259 13.0312077, 123.446934 13.0309876)",
965498766,tertiary,False,True,103.69999999999999,2,,,,"LINESTRING (123.4465259 13.0312077, 123.4463027 13.0313432, 123.4460547 13.0314718, 123.4456965 13.0316727)",
225691907,tertiary,False,True,77.344,,,,,"LINESTRING (123.4464164 13.0283045, 123.4457818 13.0286232)",
225691895,residential,False,True,95.304,,,,,"LINESTRING (123.4464164 13.0283045, 123.4463532 13.0281806, 123.4463371 13.0281682, 123.4463163 13.0281603, 123.4460836 13.028244, 123.4456719 13.0284132)",
225691895,residential,False,True,23.521,,,,,"LINESTRING (123.4456719 13.0284132, 123.4454718 13.0284953)",
225691906,residential,False,True,26.211,,,,,"LINESTRING (123.4456719 13.0284132, 123.4457818 13.0286232)",
225691895,residential,False,False,95.304,,,,,"LINESTRING (123.4456719 13.0284132, 123.4460836 13.028244, 123.4463163 13.0281603, 123.4463371 13.0281682, 123.4463532 13.0281806, 123.4464164 13.0283045)",
225691906,residential,False,False,26.211,,,,,"LINESTRING (123.4457818 13.0286232, 123.4456719 13.0284132)",
225691907,tertiary,False,False,77.344,,,,,"LINESTRING (123.4457818 13.0286232, 123.4464164 13.0283045)",
225691907,tertiary,False,True,25.348,,,,,"LINESTRING (123.4457818 13.0286232, 123.4455776 13.0287345)",
225691906,residential,False,True,101.166,,,,,"LINESTRING (123.4457818 13.0286232, 123.4460675 13.0292289, 123.4461735 13.0294491)",
225691912,residential,False,False,46.747,,,,,"LINESTRING (123.4461735 13.0294491, 123.4465475 13.0292394)",
225691912,residential,False,True,3.067,,,,,"LINESTRING (123.4461735 13.0294491, 123.4461487 13.0294624)",
225691906,residential,False,False,101.166,,,,,"LINESTRING (123.4461735 13.0294491, 123.4460675 13.0292289, 123.4457818 13.0286232)",
225691912,residential,False,False,51.128,,,,,"LINESTRING (123.4465475 13.0292394, 123.4469761 13.0290469)",
225691912,residential,False,True,46.747,,,,,"LINESTRING (123.4465475 13.0292394, 123.4461735 13.0294491)",
231108206,residential,False,True,186.387,,,,,"LINESTRING (123.4465475 13.0292394, 123.4468889 13.0298238, 123.4471635 13.0302786, 123.4474185 13.0306848)",
225691907,tertiary,False,False,63.026,,,,,"LINESTRING (123.4442627 13.0293927, 123.4447815 13.0291362)",
645099796,primary,False,False,47.562,2,639,Ligao-Pio Duran Road,60,"LINESTRING (123.4442627 13.0293927, 123.4440391 13.0290246)",
645099796,primary,False,True,45.362,2,639,Ligao-Pio Duran Road,60,"LINESTRING (123.4442627 13.0293927, 123.4444873 13.029737)",
225691902,residential,False,True,64.233,,,,,"LINESTRING (123.4461487 13.0294624, 123.4464256 13.0299732)",
225691912,residential,False,False,3.067,,,,,"LINESTRING (123.4461487 13.0294624, 123.4461735 13.0294491)",
225691912,residential,False,True,55.242000000000004,,,,,"LINESTRING (123.4461487 13.0294624, 123.4459355 13.0295845, 123.4457056 13.0297082)",
784001742,residential,False,True,20.765,,,,,"LINESTRING (123.442575 13.0295267, 123.4426355 13.0297039)",
225691895,residential,False,False,168.173,,,,,"LINESTRING (123.442575 13.0295267, 123.4428939 13.0294282, 123.4434691 13.0292262, 123.4439139 13.0290673, 123.4440391 13.0290246)",
225691895,residential,False,True,346.824,,,,,"LINESTRING (123.442575 13.0295267, 123.4423274 13.0296051, 123.4417751 13.0297801, 123.4415097 13.0298488, 123.4404835 13.0301037, 123.4394805 13.0303175)",
784001742,residential,False,False,20.765,,,,,"LINESTRING (123.4426355 13.0297039, 123.442575 13.0295267)",
784001742,residential,False,True,61.466,,,,,"LINESTRING (123.4426355 13.0297039, 123.4428274 13.0302241)",
225691896,residential,False,False,378.42900000000003,,,,,"LINESTRING (123.4426355 13.0297039, 123.4421643 13.0298609, 123.4419037 13.0299922, 123.4416413 13.0300825, 123.4407141 13.0303484, 123.4400739 13.0304642, 123.4396803 13.0305137, 123.4395316 13.0305051, 123.4394511 13.0304608, 123.4394319 13.0303705, 123.4394805 13.0303175)",
645099796,primary,False,False,3.865,2,639,Ligao-Pio Duran Road,60,"LINESTRING (123.444506 13.0297666, 123.4444873 13.029737)",
645099796,primary,False,True,32.807,2,639,Ligao-Pio Duran Road,60,"LINESTRING (123.444506 13.0297666, 123.4446592 13.0300211)",
225691901,residential,False,True,189.82500000000002,,,,,"LINESTRING (123.444506 13.0297666, 123.4441467 13.0298899, 123.4437325 13.0300149, 123.4432317 13.0301784, 123.4430668 13.0302189, 123.4428274 13.0302241)",
225691896,residential,False,True,29.649,,,,,"LINESTRING (123.4394122 13.0300593, 123.4394805 13.0303175)",
225691912,residential,False,False,55.695,,,,,"LINESTRING (123.4448025 13.0302161, 123.4452487 13.0299673)",
