osmid,lanes,highway,maxspeed,width,oneway,reversed,length,ref,name,geometry,bridge
313526194,2,tertiary,40,6,False,True,92.111,,,"LINESTRING (123.4991074 13.6297081, 123.4983149 13.6300131)",
758161569,2,primary,70,6,False,False,40.792,630,Tigaon–Sagñay Road,"LINESTRING (123.4991074 13.6297081, 123.4993322 13.6294134)",
313457570,2,primary,40,,False,True,118.83,630,Tigaon–Sagñay Road,"LINESTRING (123.4991074 13.6297081, 123.4987532 13.6303262, 123.4985692 13.63064)",
655799640,,residential,,,False,True,62.602,,,"LINESTRING (123.5008816 13.6316125, 123.5011326 13.6321199)",
456317662,,tertiary,,,False,False,280.14099999999996,,,"LINESTRING (123.5008816 13.6316125, 123.5001898 13.6319426, 123.4991744 13.6324543, 123.4985955 13.6327971)",
272595417,,tertiary,,,False,True,170.078,,,"LINESTRING (123.4947022 13.6313906, 123.4952206 13.6328348)",
313526198,2,tertiary,40,,False,True,262.934,,,"LINESTRING (123.4947022 13.6313906, 123.4957973 13.6309791, 123.4969716 13.6305378)",
889283698,,residential,,,False,False,276.978,,,"LINESTRING (123.4947022 13.6313906, 123.494423 13.6306083, 123.4943665 13.63045, 123.494081 13.62965, 123.4939818 13.6294806, 123.4938814 13.6293522, 123.4936549 13.6291597)",
313526194,2,tertiary,40,6,False,False,53.669,,,"LINESTRING (123.4969716 13.6305378, 123.4974315 13.6303556)",
313526198,2,tertiary,40,,False,False,262.934,,,"LINESTRING (123.4969716 13.6305378, 123.4957973 13.6309791, 123.4947022 13.6313906)",
758161593,2,primary,40,6.1,False,False,158.13299999999998,630,Pili - Goa Road,"LINESTRING (123.4969716 13.6305378, 123.4973198 13.6313323, 123.4975357 13.6318134, 123.4975517 13.6318433)",
836293652,2,primary,50,6.1,False,True,407.104,630,Pili - Goa Road,"LINESTRING (123.4969716 13.6305378, 123.4968377 13.6302894, 123.495844 13.6283471, 123.4956676 13.628048, 123.4954457 13.6276987, 123.4951872 13.6273177)",
758161593,2,primary,40,6.1,False,False,30.768,630,Pili - Goa Road,"LINESTRING (123.4975517 13.6318433, 123.4976585 13.6320998)",
313457583,,residential,,,False,True,94.477,,,"LINESTRING (123.4975517 13.6318433, 123.4971389 13.6320177, 123.4967596 13.6322022)",
758161593,2,primary,40,6.1,False,True,158.133,630,Pili - Goa Road,"LINESTRING (123.4975517 13.6318433, 123.4975357 13.6318134, 123.4973198 13.6313323, 123.4969716 13.6305378)",
313457569,,residential,,,False,True,103.934,,,"LINESTRING (123.4967596 13.6322022, 123.4971975 13.6330344)",
313457583,,residential,,,False,True,88.901,,,"LINESTRING (123.4967596 13.6322022, 123.4960002 13.6325097)",
313457583,,residential,,,False,False,94.477,,,"LINESTRING (123.4967596 13.6322022, 123.4971389 13.6320177, 123.4975517 13.6318433)",
785278572,2,primary,40,,False,True,18.913,630,Pili - Goa Road,"LINESTRING (123.4977173 13.63226, 123.4976585 13.6320998)",
785278573,2,primary,40,,False,True,23.553,630,Tigaon–Sagñay Road,"LINESTRING (123.4977173 13.63226, 123.4978227 13.6320746)",
"[769916336, 836293637, 836293638]",2,primary,40,6.1,False,False,53.91,631,Pili - Goa Road,"LINESTRING (123.4977173 13.63226, 123.4977395 13.6323114, 123.4977862 13.6324078, 123.4979213 13.6327024)",yes
272595417,,tertiary,,,False,False,170.078,,,"LINESTRING (123.4952206 13.6328348, 123.4947022 13.6313906)",
272595417,,tertiary,,,False,True,119.992,,,"LINESTRING (123.4952206 13.6328348, 123.4955414 13.6338679)",
313457583,,residential,,,False,False,91.674,,,"LINESTRING (123.4952206 13.6328348, 123.4960002 13.6325097)",
456317662,,tertiary,,,False,True,60.245,,,"LINESTRING (123.4980992 13.6330439, 123.4985955 13.6327971)",
769916336,2,primary,40,6.1,False,True,42.562,631,Pili - Goa Road,"LINESTRING (123.4980992 13.6330439, 123.4979213 13.6327024)",
"[769916336, 628517107]",2,primary,40,6.1,False,False,93.047,631,Pili - Goa Road,"LINESTRING (123.4980992 13.6330439, 123.4982946 13.6334733, 123.4984039 13.6337208, 123.4984173 13.6337555, 123.4984252 13.6337868, 123.4984234 13.6338154)",
917807085,,unclassified,,,False,False,85.757,,,"LINESTRING (123.4980992 13.6330439, 123.4977268 13.6332271, 123.4973964 13.6334019)",
313457569,,residential,,,False,False,46.172,,,"LINESTRING (123.4973964 13.6334019, 123.4971975 13.6330344)",
917807085,,unclassified,,,False,False,84.103,,,"LINESTRING (123.4973964 13.6334019, 123.4966884 13.633716)",
313457569,,residential,,,False,True,101.719,,,"LINESTRING (123.4973964 13.6334019, 123.4974731 13.6335339, 123.4975271 13.6336317, 123.4978723 13.634191)",
917807085,,unclassified,,,False,True,85.757,,,"LINESTRING (123.4973964 13.6334019, 123.4977268 13.6332271, 123.4980992 13.6330439)",
272595417,,tertiary,,,False,False,38.58,,,"LINESTRING (123.4956529 13.6341975, 123.4955414 13.6338679)",
917807085,,unclassified,,,False,True,124.047,,,"LINESTRING (123.4956529 13.6341975, 123.4966884 13.633716)",
313527945,,residential,,,False,True,33.107,,,"LINESTRING (123.4978723 13.634191, 123.4980083 13.6344578)",
313457569,,residential,,,False,False,101.719,,,"LINESTRING (123.4978723 13.634191, 123.4975271 13.6336317, 123.4974731 13.6335339, 123.4973964 13.6334019)",
628517107,2,primary,40,6.1,False,False,85.653,631,Pili - Goa Road,"LINESTRING (123.4978723 13.634191, 123.4973521 13.6345336, 123.4972157 13.6346225)",
628517107,2,primary,40,6.1,False,True,73.277,631,Pili - Goa Road,"LINESTRING (123.4978723 13.634191, 123.4982809 13.6339403, 123.4983389 13.6339022, 123.4983832 13.633868, 123.4984101 13.6338416, 123.4984234 13.6338154)",
836293652,2,primary,50,6.1,False,False,57.023,630,Pili - Goa Road,"LINESTRING (123.4948126 13.626797, 123.4951133 13.6272184)",
313526208,,residential,,,False,True,63.778,,,"LINESTRING (123.4948126 13.626797, 123.4943729 13.6271227, 123.4943394 13.6271387)",
628738931,,residential,,,False,True,105.804,,,"LINESTRING (123.4926809 13.6271307, 123.492009 13.6278228)",
313526208,,residential,,,False,False,191.311,,,"LINESTRING (123.4926809 13.6271307, 123.4931272 13.6270593, 123.4935876 13.6269934, 123.4938488 13.6269544, 123.493978 13.6269324, 123.494034 13.6269237, 123.4940842 13.6269343, 123.4941212 13.6269596, 123.4942299 13.6271051, 123.4942664 13.6271293, 123.4943033 13.6271402, 123.4943394 13.6271387)",
313526206,,residential,,,False,False,71.789,,,"LINESTRING (123.4951872 13.6273177, 123.4946903 13.6277462)",
836293652,2,primary,50,6.1,False,True,13.627,630,Pili - Goa Road,"LINESTRING (123.4951872 13.6273177, 123.4951133 13.6272184)",
836293652,2,primary,50,6.1,False,False,407.104,630,Pili - Goa Road,"LINESTRING (123.4951872 13.6273177, 123.4954457 13.6276987, 123.4956676 13.628048, 123.495844 13.6283471, 123.4968377 13.6302894, 123.4969716 13.6305378)",
313526206,,residential,,,False,False,80.96,,,"LINESTRING (123.493222 13.6287817, 123.4931659 13.6288207, 123.4930439 13.6288905, 123.4929454 13.6289389, 123.4928622 13.6289706, 123.4925535 13.6291065)",
313526206,,residential,,,False,True,196.387,,,"LINESTRING (123.493222 13.6287817, 123.4935391 13.6285823, 123.4937131 13.6284798, 123.4938308 13.6284101, 123.4938915 13.6283696, 123.4940339 13.6282545, 123.4941888 13.6281428, 123.4944421 13.6279469, 123.4946903 13.6277462)",
