osmid,highway,oneway,reversed,length,geometry,lanes,name,bridge,maxspeed
141458143,residential,False,False,24.231,"LINESTRING (122.7874774 14.2796606, 122.7876859 14.279579)",,,,
141458143,residential,False,True,20.998,"LINESTRING (122.7874774 14.2796606, 122.787294 14.2797244)",,,,
280265568,residential,False,False,104.669,"LINESTRING (122.7874774 14.2796606, 122.7878682 14.2803706, 122.7879369 14.2804899)",,,,
90965746,residential,False,True,47.485,"LINESTRING (122.787294 14.2797244, 122.787101 14.2793405)",,,,
141458143,residential,False,False,20.998,"LINESTRING (122.787294 14.2797244, 122.7874774 14.2796606)",,,,
141458143,residential,False,True,14.584,"LINESTRING (122.787294 14.2797244, 122.7871694 14.2797756)",,,,
141458243,residential,False,False,55.05,"LINESTRING (122.7866611 14.2795557, 122.7861996 14.279768)",,,,
280265532,secondary,False,True,67.371,"LINESTRING (122.7866611 14.2795557, 122.7864227 14.2789956)",2,Jose Panganiban - Paracale Road,,
90965746,residential,False,False,53.111000000000004,"LINESTRING (122.7866611 14.2795557, 122.7868187 14.2794737, 122.787101 14.2793405)",,,,
280265568,residential,False,True,143.393,"LINESTRING (122.7893004 14.282838, 122.788663 14.281706)",,,,
"[280265547, 141458142]",residential,False,"[False, True]",179.62099999999998,"LINESTRING (122.7893004 14.282838, 122.7901802 14.2823759, 122.7898594 14.2818101)",,,,
908350555,residential,False,True,146.535,"LINESTRING (122.7893004 14.282838, 122.7890752 14.2829136, 122.7885689 14.2831703, 122.7881573 14.283524)",,,,
141458141,residential,False,False,104.895,"LINESTRING (122.78807 14.280709, 122.788874 14.2801772)",,,,
141458141,residential,False,True,41.605,"LINESTRING (122.78807 14.280709, 122.7877479 14.2809153)",,,,
280265568,residential,False,False,43.493,"LINESTRING (122.78807 14.280709, 122.7882114 14.2809619, 122.7882661 14.2810508)",,,,
280265568,residential,False,True,28.281,"LINESTRING (122.78807 14.280709, 122.7879861 14.2805772, 122.7879369 14.2804899)",,,,
141458243,residential,False,True,55.05,"LINESTRING (122.7861996 14.279768, 122.7866611 14.2795557)",,,,
280265563,unclassified,False,False,67.916,"LINESTRING (122.7861996 14.279768, 122.785927 14.2792173)",,,,
280265563,unclassified,False,True,37.948,"LINESTRING (122.7861996 14.279768, 122.7863378 14.2800819)",,,,
141458143,residential,False,False,95.867,"LINESTRING (122.7863378 14.2800819, 122.7871694 14.2797756)",,,,
280265563,unclassified,False,False,37.948,"LINESTRING (122.7863378 14.2800819, 122.7861996 14.279768)",,,,
280265563,unclassified,False,True,134.569,"LINESTRING (122.7863378 14.2800819, 122.7868872 14.2811687)",,,,
"[828422466, 141458143]",residential,False,True,55.929,"LINESTRING (122.7863378 14.2800819, 122.7860432 14.2801875, 122.7858548 14.2802656)",,,,
"[280265531, 280265532, 90965742]",secondary,False,False,318.546,"LINESTRING (122.7853231 14.2763369, 122.785754 14.2774388, 122.7859565 14.2778908, 122.7864227 14.2789956)",2,Jose Panganiban - Paracale Road,yes,
90965742,secondary,False,True,139.838,"LINESTRING (122.7853231 14.2763369, 122.7850143 14.2756307, 122.7848207 14.2751774)",2,Jose Panganiban - Paracale Road,,
908293562,unclassified,False,False,682.145,"LINESTRING (122.7853231 14.2763369, 122.7856547 14.2762034, 122.7858156 14.2761878, 122.7861888 14.276118, 122.7863406 14.2761118, 122.7865344 14.2761163, 122.7867946 14.2762197, 122.7872036 14.2765199, 122.7873981 14.2766057, 122.7876744 14.2766096, 122.7879748 14.2765225, 122.7882061 14.2764919, 122.7883932 14.2765179, 122.7885491 14.2765371, 122.7886809 14.2765446, 122.7888076 14.2765621, 122.7889343 14.2766213, 122.7891764 14.276772, 122.7893829 14.2769286, 122.7895661 14.2770195, 122.7897437 14.277095, 122.7900226 14.2771717, 122.7902865 14.2772565, 122.7904136 14.2773419, 122.7904795 14.2773983, 122.7905416 14.2774817, 122.790548 14.2775323, 122.7905432 14.2776397, 122.790553 14.2777994, 122.790606 14.2780958)",,,,
280265532,secondary,False,False,67.371,"LINESTRING (122.7864227 14.2789956, 122.7866611 14.2795557)",2,Jose Panganiban - Paracale Road,,
908350552,unclassified,False,True,58.831,"LINESTRING (122.7864227 14.2789956, 122.785927 14.2792173)",,,,
"[280265531, 280265532, 90965742]",secondary,False,True,318.546,"LINESTRING (122.7864227 14.2789956, 122.7859565 14.2778908, 122.785754 14.2774388, 122.7853231 14.2763369)",2,Jose Panganiban - Paracale Road,yes,
280265556,residential,False,False,44.373000000000005,"LINESTRING (122.7864227 14.2789956, 122.7865895 14.2789581, 122.7867343 14.2789302, 122.7868272 14.2789291)",,,,
141458143,residential,False,True,87.225,"LINESTRING (122.7891903 14.2789556, 122.7884545 14.2792825)",,,,
280265563,unclassified,False,True,67.916,"LINESTRING (122.785927 14.2792173, 122.7861996 14.279768)",,,,
908350552,unclassified,False,False,58.831,"LINESTRING (122.785927 14.2792173, 122.7864227 14.2789956)",,,,
"[908350553, 469289557]",residential,False,"[False, True]",161.777,"LINESTRING (122.785927 14.2792173, 122.7854359 14.2794208, 122.7858548 14.2802656)",2,Progreso Street,,20
141458143,residential,False,False,87.225,"LINESTRING (122.7884545 14.2792825, 122.7891903 14.2789556)",,,,
141458143,residential,False,True,89.145,"LINESTRING (122.7884545 14.2792825, 122.7876859 14.279579)",,,,
280265565,residential,False,False,88.047,"LINESTRING (122.7884545 14.2792825, 122.7886701 14.2797762, 122.788756 14.2799449, 122.7887821 14.2800076)",,,,
"[880251633, 280265565]",residential,False,True,134.177,"LINESTRING (122.7884545 14.2792825, 122.7883641 14.2790565, 122.7882609 14.2788914, 122.7882287 14.2788368, 122.7879017 14.2789706, 122.7875506 14.279101)",,,,
908293562,unclassified,False,True,48.931,"LINESTRING (122.791115 14.2800862, 122.7910004 14.2796604)",,,,
281342077,residential,False,False,73.529,"LINESTRING (122.791115 14.2800862, 122.7910502 14.2800814, 122.7909371 14.280026, 122.7908161 14.2799848, 122.7906698 14.2799526, 122.7905222 14.2799345, 122.7904591 14.279927)",,,,
141458141,residential,False,True,104.895,"LINESTRING (122.788874 14.2801772, 122.78807 14.280709)",,,,
