osmid,lanes,highway,oneway,reversed,length,geometry,ref,name
1154204127,2,tertiary,False,False,33.293,"LINESTRING (125.7051378 7.3544489, 125.7054165 7.3543338)",,
1154204127,2,tertiary,False,True,14.469,"LINESTRING (125.7051378 7.3544489, 125.7050163 7.354498)",,
109729351,,unclassified,False,False,201.92,"LINESTRING (125.7051378 7.3544489, 125.7050461 7.3542165, 125.7048491 7.3537199, 125.7047397 7.3534561, 125.7045114 7.3529051, 125.7044519 7.3527653)",,
117158808,,unclassified,False,True,56.715,"LINESTRING (125.7044519 7.3527653, 125.7049225 7.3525596)",,
109729351,,unclassified,False,False,141.23000000000002,"LINESTRING (125.7044519 7.3527653, 125.7044006 7.3527844, 125.7032782 7.3532732)",,
109729351,,unclassified,False,True,201.92000000000002,"LINESTRING (125.7044519 7.3527653, 125.7045114 7.3529051, 125.7047397 7.3534561, 125.7048491 7.3537199, 125.7050461 7.3542165, 125.7051378 7.3544489)",,
125131157,,unclassified,False,False,8.494,"LINESTRING (125.7033103 7.3533466, 125.7032384 7.353374)",,
286706245,3,trunk,True,False,189.30200000000002,"LINESTRING (125.7033103 7.3533466, 125.7036928 7.3542201, 125.7039923 7.3549089)",1,Davao-Agusan National Highway
117158836,,residential,False,False,211.238,"LINESTRING (125.7078895 7.3572129, 125.707138 7.3554655)",,Santan Street
117158836,,residential,False,True,183.461,"LINESTRING (125.7078895 7.3572129, 125.708556 7.3587246)",,Santan Street
864907284,2,unclassified,False,False,55.477,"LINESTRING (125.7078895 7.3572129, 125.7074259 7.3574066)",,Sampaguita Street
864907284,2,unclassified,False,True,55.324,"LINESTRING (125.7078895 7.3572129, 125.7083518 7.3570197)",,Sampaguita Street
117158823,,residential,False,False,55.056,"LINESTRING (125.7080604 7.3550713, 125.7076019 7.3552672)",,Rosal Street
117158846,,residential,False,False,212.131,"LINESTRING (125.7080604 7.3550713, 125.7088002 7.3568323)",,
117158846,,residential,False,True,189.379,"LINESTRING (125.7080604 7.3550713, 125.7075937 7.3539966, 125.7073769 7.3535089)",,
117158808,,unclassified,False,False,51.713,"LINESTRING (125.705748 7.3522049, 125.7053158 7.3523853)",,
117158808,,unclassified,False,True,52.732,"LINESTRING (125.705748 7.3522049, 125.7061895 7.3520228)",,
117158829,,residential,False,True,203.55,"LINESTRING (125.705748 7.3522049, 125.7064631 7.3538925)",,Santan Street
1154204127,2,tertiary,False,False,53.601,"LINESTRING (125.7060158 7.3540811, 125.7064631 7.3538925)",,
1154204127,2,tertiary,False,True,27.216,"LINESTRING (125.7060158 7.3540811, 125.7057887 7.3541769)",,
1176577582,,residential,False,True,86.017,"LINESTRING (125.7060158 7.3540811, 125.7063193 7.3547937)",,Gumamela Street
117158840,2,unclassified,False,False,50.536,"LINESTRING (125.7026269 7.3594296, 125.7030482 7.3592508)",,Sampaguita Street
