osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width
153020382,2,Motoomull Extension,residential,False,False,91.237,"LINESTRING (125.1062897 8.8122449, 125.10595 8.8129936)",,,
153020563,,,residential,False,False,51.547,"LINESTRING (125.1062897 8.8122449, 125.1067181 8.8124338)",,,
153020563,,,residential,False,False,51.634,"LINESTRING (125.1067181 8.8124338, 125.1071529 8.8126099)",,,
153020563,,,residential,False,True,51.547,"LINESTRING (125.1067181 8.8124338, 125.1062897 8.8122449)",,,
153020871,,,residential,False,False,90.458,"LINESTRING (125.1067181 8.8124338, 125.1063886 8.8131793)",,,
153020505,,,residential,False,True,92.789,"LINESTRING (125.1071529 8.8126099, 125.1068311 8.8133814)",,,
153020563,,,residential,False,True,51.634,"LINESTRING (125.1071529 8.8126099, 125.1067181 8.8124338)",,,
153020382,2,Motoomull Extension,residential,False,True,91.237,"LINESTRING (125.10595 8.8129936, 125.1062897 8.8122449)",,,
153020550,,,residential,False,False,52.432,"LINESTRING (125.10595 8.8129936, 125.1063886 8.8131793)",,,
153020382,2,Motoomull Extension,residential,False,False,191.942,"LINESTRING (125.10595 8.8129936, 125.1054589 8.8142409, 125.1053272 8.8146062)",,,
153020550,,,residential,False,False,53.565,"LINESTRING (125.1063886 8.8131793, 125.1068311 8.8133814)",,,
153020550,,,residential,False,True,52.432,"LINESTRING (125.1063886 8.8131793, 125.10595 8.8129936)",,,
153020871,,,residential,False,True,90.458,"LINESTRING (125.1063886 8.8131793, 125.1067181 8.8124338)",,,
153020871,,,residential,False,False,178.44400000000002,"LINESTRING (125.1063886 8.8131793, 125.1059445 8.814286, 125.1059004 8.8144182, 125.1058365 8.8146859)",,,
153020505,,,residential,False,False,92.789,"LINESTRING (125.1068311 8.8133814, 125.1071529 8.8126099)",,,
153020550,,,residential,False,True,53.565,"LINESTRING (125.1068311 8.8133814, 125.1063886 8.8131793)",,,
153020505,,,residential,False,True,202.22,"LINESTRING (125.1068311 8.8133814, 125.106774 8.8137593, 125.1067076 8.8143642, 125.1066694 8.8146273, 125.1066419 8.8148228, 125.1066446 8.8149586, 125.1066617 8.8151193, 125.1066727 8.8151859)",,,
153020733,2,J.Z. Mercado Avenue,primary,False,False,50.206,"LINESTRING (125.1040331 8.8143457, 125.1039457 8.8145669, 125.1038544 8.814761)",955,30,12.8
153020761,2,,secondary,False,False,87.437,"LINESTRING (125.1040331 8.8143457, 125.1040822 8.814556, 125.1041535 8.8148573, 125.1041937 8.815011, 125.1042245 8.8151087)",,30,
"[295330419, 295330420]",,,residential,False,False,390.48900000000003,"LINESTRING (125.1040331 8.8143457, 125.1038337 8.8141849, 125.103654 8.8140338, 125.1033957 8.8137644, 125.1025494 8.8128454, 125.1023066 8.8125755, 125.1019634 8.8120747, 125.1017262 8.8116969)",,,
1228775404,4,J.Z. Mercado Avenue,primary,False,True,62.07,"LINESTRING (125.1040331 8.8143457, 125.1040659 8.8142758, 125.1042723 8.81384)",955,40,12.8
153020382,2,Motoomull Extension,residential,False,False,81.849,"LINESTRING (125.1053272 8.8146062, 125.1052638 8.8148053, 125.1051138 8.8153114)",,,
153020382,2,Motoomull Extension,residential,False,True,191.942,"LINESTRING (125.1053272 8.8146062, 125.1054589 8.8142409, 125.10595 8.8129936)",,,
866233229,,,residential,False,False,143.858,"LINESTRING (125.1053272 8.8146062, 125.1048589 8.8142629, 125.1042723 8.81384)",,,
153020733,2,J.Z. Mercado Avenue,primary,False,False,97.512,"LINESTRING (125.1038544 8.814761, 125.1037459 8.814974, 125.1036723 8.815095, 125.1036158 8.815188, 125.1033969 8.8155111)",955,30,12.8
153020733,2,J.Z. Mercado Avenue,primary,False,True,50.206,"LINESTRING (125.1038544 8.814761, 125.1039457 8.8145669, 125.1040331 8.8143457)",955,30,12.8
857174457,,,residential,False,False,98.401,"LINESTRING (125.1038544 8.814761, 125.1034353 8.8144742, 125.1031261 8.8142463)",,,
153020754,,,residential,False,True,90.161,"LINESTRING (125.1073741 8.8149341, 125.1072621 8.8150865, 125.1071736 8.8151886, 125.1070771 8.8152492, 125.1069725 8.8152687, 125.1067019 8.8153052)",,,
153020505,,,residential,False,True,13.648,"LINESTRING (125.1066727 8.8151859, 125.1067019 8.8153052)",,,
153020505,,,residential,False,False,202.22,"LINESTRING (125.1066727 8.8151859, 125.1066617 8.8151193, 125.1066446 8.8149586, 125.1066419 8.8148228, 125.1066694 8.8146273, 125.1067076 8.8143642, 125.106774 8.8137593, 125.1068311 8.8133814)",,,
153020712,,,residential,False,True,107.428,"LINESTRING (125.1066727 8.8151859, 125.1065688 8.8151148, 125.1061846 8.8148857, 125.1058365 8.8146859)",,,
153020505,,,residential,False,False,13.648,"LINESTRING (125.1067019 8.8153052, 125.1066727 8.8151859)",,,
153020505,,,residential,False,True,85.385,"LINESTRING (125.1067019 8.8153052, 125.1067174 8.8153615, 125.1067527 8.8155536, 125.1067615 8.8156875, 125.1067562 8.8158497, 125.1067601 8.8160675)",,,
153020754,,,residential,False,False,90.161,"LINESTRING (125.1067019 8.8153052, 125.1069725 8.8152687, 125.1070771 8.8152492, 125.1071736 8.8151886, 125.1072621 8.8150865, 125.1073741 8.8149341)",,,
153020382,2,Motoomull Extension,residential,False,False,61.862,"LINESTRING (125.1050901 8.8153915, 125.1049555 8.8159317)",,,
153020382,2,Motoomull Extension,residential,False,True,9.28,"LINESTRING (125.1050901 8.8153915, 125.1051138 8.8153114)",,,
153020766,,,residential,False,False,58.909,"LINESTRING (125.1050901 8.8153915, 125.1054905 8.8157438)",,,
153020842,,,residential,False,True,261.447,"LINESTRING (125.1082803 8.8158512, 125.1082426 8.8159459, 125.1080943 8.816265, 125.1080399 8.816353, 125.1078884 8.8165662, 125.1073262 8.8174668, 125.1070619 8.8178654)",,,
153020733,2,J.Z. Mercado Avenue,primary,False,False,47.403,"LINESTRING (125.1033969 8.8155111, 125.1031531 8.8158628)",955,30,12.8
153020722,,,residential,False,False,177.576,"LINESTRING (125.1033969 8.8155111, 125.1046955 8.8158747, 125.1047885 8.8158969, 125.1049555 8.8159317)",,,
153020733,2,J.Z. Mercado Avenue,primary,False,True,97.512,"LINESTRING (125.1033969 8.8155111, 125.1036158 8.815188, 125.1036723 8.815095, 125.1037459 8.814974, 125.1038544 8.814761)",955,30,12.8
153020766,,,residential,False,False,60.536,"LINESTRING (125.1054905 8.8157438, 125.1059009 8.816107)",,,
153020766,,,residential,False,True,58.909,"LINESTRING (125.1054905 8.8157438, 125.1050901 8.8153915)",,,
865990731,,,residential,False,True,123.638,"LINESTRING (125.1054905 8.8157438, 125.1057728 8.8149013, 125.1058134 8.8147671, 125.1058365 8.8146859)",,,
153020733,2,J.Z. Mercado Avenue,primary,False,True,47.403,"LINESTRING (125.1031531 8.8158628, 125.1033969 8.8155111)",955,30,12.8
153020733,2,J.Z. Mercado Avenue,primary,False,False,69.287,"LINESTRING (125.1031531 8.8158628, 125.1031139 8.8159193, 125.1029536 8.8161588, 125.1028071 8.8163837)",955,30,12.8
153020758,2,F. Dugenio Street,residential,False,False,196.691,"LINESTRING (125.1031531 8.8158628, 125.1032844 8.8158955, 125.1039924 8.8160715, 125.1043769 8.8161672, 125.104889 8.8162945)",,,
153020382,2,Motoomull Extension,residential,False,True,61.862,"LINESTRING (125.1049555 8.8159317, 125.1050901 8.8153915)",,,
1255862375,2,,secondary,False,False,77.817,"LINESTRING (125.1049555 8.8159317, 125.1054698 8.8164128)",,30,
