osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,width,geometry,bridge
573372386,False,2,,Del Pilar Street,tertiary,30,True,104.18,6,"LINESTRING (121.1831842 13.410331, 121.182763 13.4104775, 121.1822727 13.4106335)",
985412136,False,2,,M. Roxas Drive,trunk,40,True,59.619,,"LINESTRING (121.1831842 13.410331, 121.1831937 13.4104187, 121.1832258 13.4105145, 121.1833365 13.4108446)",
93419153,False,1,,Mabini Street,residential,30,True,127.156,4,"LINESTRING (121.1834295 13.4126553, 121.1823223 13.4130397)",
93525134,False,,,Araceli Luna Street,residential,30,False,48.615,,"LINESTRING (121.1834295 13.4126553, 121.1833043 13.4122354)",
93525134,False,,,Araceli Luna Street,residential,30,True,48.042,,"LINESTRING (121.1834295 13.4126553, 121.1835768 13.4130629)",
93419153,False,1,,Mabini Street,residential,30,False,127.156,4,"LINESTRING (121.1823223 13.4130397, 121.1834295 13.4126553)",
93419153,False,1,,Mabini Street,residential,30,True,86.463,4,"LINESTRING (121.1823223 13.4130397, 121.1815765 13.4133196)",
"[169299896, 169299882]",False,2,,"['Kalaw Street', 'Medrano Street']",residential,30,False,213.55399999999997,,"LINESTRING (121.1823223 13.4130397, 121.1819714 13.4117921, 121.1825856 13.4116016)",
573372376,False,2,,A. Bonifacio Street,tertiary,30,True,50.377,6,"LINESTRING (121.1840176 13.4129166, 121.1835768 13.4130629)",
985412136,False,2,,M. Roxas Drive,trunk,40,False,45.555,,"LINESTRING (121.1840176 13.4129166, 121.1838867 13.4125272)",
93525134,False,,,Araceli Luna Street,residential,30,False,48.042,,"LINESTRING (121.1835768 13.4130629, 121.1834295 13.4126553)",
573372376,False,2,,A. Bonifacio Street,tertiary,30,False,50.377,6,"LINESTRING (121.1835768 13.4130629, 121.1840176 13.4129166)",
573372376,False,2,,A. Bonifacio Street,tertiary,30,True,215.67899999999997,6,"LINESTRING (121.1835768 13.4130629, 121.1824473 13.4134164, 121.1816784 13.4136564)",
169299896,False,2,,Medrano Street,residential,30,False,49.674,,"LINESTRING (121.1830508 13.4114618, 121.1834903 13.4113322)",
169299896,False,2,,Medrano Street,residential,30,True,52.664,,"LINESTRING (121.1830508 13.4114618, 121.1825856 13.4116016)",
93525134,False,,,Araceli Luna Street,residential,30,True,90.293,,"LINESTRING (121.1830508 13.4114618, 121.1832587 13.4120823, 121.1833043 13.4122354)",
169299896,False,2,,Medrano Street,residential,30,True,49.674,,"LINESTRING (121.1834903 13.4113322, 121.1830508 13.4114618)",
985412136,False,2,,M. Roxas Drive,trunk,40,False,56.712999999999994,,"LINESTRING (121.1834903 13.4113322, 121.1833844 13.4109952, 121.1833365 13.4108446)",
985412136,False,2,,M. Roxas Drive,trunk,40,True,139.637,,"LINESTRING (121.1834903 13.4113322, 121.1836439 13.4117686, 121.1838867 13.4125272)",
169299960,False,,,,residential,30,False,39.039,,"LINESTRING (121.1816784 13.4136564, 121.1815765 13.4133196)",
573372376,False,2,,A. Bonifacio Street,tertiary,30,False,215.67899999999997,6,"LINESTRING (121.1816784 13.4136564, 121.1824473 13.4134164, 121.1835768 13.4130629)",
573372376,False,2,,A. Bonifacio Street,tertiary,30,True,112.26499999999999,6,"LINESTRING (121.1816784 13.4136564, 121.1812233 13.4138012, 121.1806913 13.4139685)",
985412202,False,2,452,J. P. Rizal Street,primary,40,True,96.078,9,"LINESTRING (121.1790812 13.4100834, 121.1792951 13.4108383, 121.1793172 13.4109164)",
169300066,False,2,,Cueto Street,residential,30,True,58.191,6,"LINESTRING (121.1822727 13.4106335, 121.1824361 13.4111321)",
573372386,False,2,,Del Pilar Street,tertiary,30,False,104.18,6,"LINESTRING (121.1822727 13.4106335, 121.182763 13.4104775, 121.1831842 13.410331)",
"[169517609, 573372386, 573372387]",False,2,,Del Pilar Street,tertiary,30,True,180.35000000000002,6,"LINESTRING (121.1822727 13.4106335, 121.1816855 13.4108235, 121.1811597 13.4109766, 121.1808849 13.4110532, 121.1806799 13.4111124)",yes
169300050,True,2,,Leuterio Street,unclassified,30,False,38.927,4,"LINESTRING (121.1802484 13.41051, 121.1799376 13.4106865)",
169299850,False,2,,Atienza Street,residential,30,False,102.503,6,"LINESTRING (121.1833365 13.4108446, 121.1827582 13.4110292, 121.1824361 13.4111321)",
985412136,False,2,,M. Roxas Drive,trunk,40,False,59.619,,"LINESTRING (121.1833365 13.4108446, 121.1832258 13.4105145, 121.1831937 13.4104187, 121.1831842 13.410331)",
985412136,False,2,,M. Roxas Drive,trunk,40,True,56.712999999999994,,"LINESTRING (121.1833365 13.4108446, 121.1833844 13.4109952, 121.1834903 13.4113322)",
169300050,True,2,,Leuterio Street,unclassified,30,False,33.074,4,"LINESTRING (121.1799376 13.4106865, 121.1796517 13.410792)",
493829270,True,1,,Aboboto Street,unclassified,30,False,83.121,4,"LINESTRING (121.1799376 13.4106865, 121.1803737 13.411302)",
169300050,True,2,,Leuterio Street,unclassified,30,False,38.735,4,"LINESTRING (121.1796517 13.410792, 121.1793921 13.4108885, 121.1793172 13.4109164)",
169300066,False,2,,Cueto Street,residential,30,False,58.191,6,"LINESTRING (121.1824361 13.4111321, 121.1822727 13.4106335)",
169299850,False,2,,Atienza Street,residential,30,True,102.503,6,"LINESTRING (121.1824361 13.4111321, 121.1827582 13.4110292, 121.1833365 13.4108446)",
169300066,False,2,,Cueto Street,residential,30,True,54.664,6,"LINESTRING (121.1824361 13.4111321, 121.182532 13.4114487, 121.1825856 13.4116016)",
169299917,True,1,,Zamora Street,unclassified,30,False,81.64,4,"LINESTRING (121.1806799 13.4111124, 121.1802484 13.41051)",
169517609,False,2,,Del Pilar Street,tertiary,30,True,17.717,6,"LINESTRING (121.1806799 13.4111124, 121.1805404 13.4111959)",
"[169517609, 573372386, 573372387]",False,2,,Del Pilar Street,tertiary,30,False,180.35,6,"LINESTRING (121.1806799 13.4111124, 121.1808849 13.4110532, 121.1811597 13.4109766, 121.1816855 13.4108235, 121.1822727 13.4106335)",yes
169517609,False,2,,Del Pilar Street,tertiary,30,False,21.548,6,"LINESTRING (121.1803737 13.411302, 121.1805404 13.4111959)",
169517609,False,2,,Del Pilar Street,tertiary,30,True,46.798,6,"LINESTRING (121.1803737 13.411302, 121.1800067 13.4115249)",
169299896,False,2,,Medrano Street,residential,30,False,52.664,,"LINESTRING (121.1825856 13.4116016, 121.1830508 13.4114618)",
"[169299896, 169299882]",False,2,,"['Kalaw Street', 'Medrano Street']",residential,30,True,213.55399999999997,,"LINESTRING (121.1825856 13.4116016, 121.1819714 13.4117921, 121.1823223 13.4130397)",
169300066,False,2,,Cueto Street,residential,30,False,54.664,6,"LINESTRING (121.1825856 13.4116016, 121.182532 13.4114487, 121.1824361 13.4111321)",
169299906,False,,,Ramirez Street,residential,30,True,91.977,,"LINESTRING (121.1785551 13.4111891, 121.1787399 13.4119965)",
169299888,False,2,,Leuterio Street,tertiary,30,False,111.52799999999999,6,"LINESTRING (121.1785551 13.4111891, 121.1780214 13.4112795, 121.1777393 13.4113142, 121.177535 13.4113311)",
169299888,False,2,,Leuterio Street,tertiary,30,True,87.873,6,"LINESTRING (121.1785551 13.4111891, 121.1788821 13.411085, 121.1792041 13.4109602, 121.1793172 13.4109164)",
169299870,False,,,Elbo Street,residential,30,True,53.831,,"LINESTRING (121.177535 13.4113311, 121.1775311 13.4118152)",
169299888,False,2,,Leuterio Street,tertiary,30,True,111.52799999999999,6,"LINESTRING (121.177535 13.4113311, 121.1777393 13.4113142, 121.1780214 13.4112795, 121.1785551 13.4111891)",
985412130,False,2,,Leuterio Street,tertiary,30,False,70.33099999999999,6,"LINESTRING (121.177535 13.4113311, 121.1771196 13.4113785, 121.1768892 13.4114048)",
985412130,False,2,,Leuterio Street,tertiary,30,True,70.33099999999999,6,"LINESTRING (121.1768892 13.4114048, 121.1771196 13.4113785, 121.177535 13.4113311)",
985412134,False,2,,Leuterio Street,tertiary,30,False,112.46,6,"LINESTRING (121.1768892 13.4114048, 121.1764084 13.4114956, 121.1763375 13.4115249, 121.1762367 13.411598, 121.1759912 13.4118368)",
169299870,False,,,Elbo Street,residential,30,False,53.831,,"LINESTRING (121.1775311 13.4118152, 121.177535 13.4113311)",
169299865,False,,,Corregidor Street,residential,,False,167.64300000000003,,"LINESTRING (121.1775311 13.4118152, 121.176222 13.4118902, 121.176112 13.4118772, 121.1759912 13.4118368)",
169299870,False,,,Elbo Street,residential,30,True,51.054,,"LINESTRING (121.1775311 13.4118152, 121.1775399 13.412025, 121.1775162 13.4122731)",
169299906,False,,,Ramirez Street,residential,30,False,91.977,,"LINESTRING (121.1787399 13.4119965, 121.1785551 13.4111891)",
169299906,False,,,Ramirez Street,residential,30,True,34.176,,"LINESTRING (121.1787399 13.4119965, 121.1787975 13.4122987)",
573372407,False,,,,residential,30,False,56.658,,"LINESTRING (121.1787399 13.4119965, 121.1782196 13.4120555)",
573372407,False,,,,residential,30,True,56.658,,"LINESTRING (121.1782196 13.4120555, 121.1787399 13.4119965)",
169299865,False,,,Corregidor Street,residential,,True,167.643,,"LINESTRING (121.1759912 13.4118368, 121.176112 13.4118772, 121.176222 13.4118902, 121.1775311 13.4118152)",
"[985411875, 985412134]",False,2,,Leuterio Street,tertiary,30,False,52.038,6,"LINESTRING (121.1759912 13.4118368, 121.1757892 13.4120393, 121.1756561 13.4121726)",
985412134,False,2,,Leuterio Street,tertiary,30,True,112.46000000000001,6,"LINESTRING (121.1759912 13.4118368, 121.1762367 13.411598, 121.1763375 13.4115249, 121.1764084 13.4114956, 121.1768892 13.4114048)",
169299906,False,,,Ramirez Street,residential,30,False,34.176,,"LINESTRING (121.1787975 13.4122987, 121.1787399 13.4119965)",
"[169299908, 573372399]",False,,,"['San Augustin Street', 'Sales Street']",unclassified,30,"[False, True]",125.719,,"LINESTRING (121.1787975 13.4122987, 121.1781497 13.4125122, 121.1782778 13.4129605)",
169299908,False,,,Sales Street,unclassified,30,True,77.17699999999999,,"LINESTRING (121.1787975 13.4122987, 121.1789565 13.412309, 121.1790696 13.4123336, 121.179155 13.4123638, 121.1792082 13.4124302, 121.1792944 13.4126697)",
169299879,False,2,,J. Luna Street,unclassified,30,True,52.121,8,"LINESTRING (121.1797574 13.4125398, 121.1792944 13.4126697)",
"[985412080, 985412132]",False,2,452,"['J.P. Rizal Street', 'J. P. Rizal Street']",primary,"['40', '50']",False,88.571,9,"LINESTRING (121.1797574 13.4125398, 121.1797241 13.4124133, 121.1795459 13.4117703)",
"[985412128, 573372385, 573372384]",False,2,452,J.P. Rizal Street,primary,40,True,149.608,"['9', '11']","LINESTRING (121.1797574 13.4125398, 121.1799233 13.4132242, 121.1799895 13.413486, 121.1800886 13.413846)",yes
169299870,False,,,Elbo Street,residential,30,True,10.044,,"LINESTRING (121.1775162 13.4122731, 121.1775083 13.4123631)",
169299854,False,,,Bataan Street,residential,,True,112.567,,"LINESTRING (121.1775162 13.4122731, 121.1768603 13.412277, 121.1764927 13.4123877)",
169299870,False,,,Elbo Street,residential,30,False,51.054,,"LINESTRING (121.1775162 13.4122731, 121.1775399 13.412025, 121.1775311 13.4118152)",
169299891,False,,,Macasaet Street,residential,,False,73.381,,"LINESTRING (121.175442 13.4122206, 121.17542 13.4119672, 121.1752751 13.411675, 121.1751964 13.4116479)",
169300035,False,2,,Leuterio Street,tertiary,30,True,23.807000000000002,6,"LINESTRING (121.175442 13.4122206, 121.1755419 13.4122047, 121.1756561 13.4121726)",
169300035,False,2,,Leuterio Street,tertiary,30,False,23.807000000000002,6,"LINESTRING (121.1756561 13.4121726, 121.1755419 13.4122047, 121.175442 13.4122206)",
902911711,False,,,Aurora Boulevard,unclassified,,True,95.58800000000001,,"LINESTRING (121.1756561 13.4121726, 121.1757325 13.4122503, 121.1764927 13.4123877)",
"[985411875, 985412134]",False,2,,Leuterio Street,tertiary,30,True,52.038,6,"LINESTRING (121.1756561 13.4121726, 121.1757892 13.4120393, 121.1759912 13.4118368)",
169299879,False,2,,J. Luna Street,unclassified,30,False,52.121,8,"LINESTRING (121.1792944 13.4126697, 121.1797574 13.4125398)",
169299879,False,2,,J. Luna Street,unclassified,30,True,114.616,8,"LINESTRING (121.1792944 13.4126697, 121.179103 13.4127219, 121.1782778 13.4129605)",
169299908,False,,,Sales Street,unclassified,30,False,77.177,,"LINESTRING (121.1792944 13.4126697, 121.1792082 13.4124302, 121.179155 13.4123638, 121.1790696 13.4123336, 121.1789565 13.412309, 121.1787975 13.4122987)",
169299908,False,,,Sales Street,unclassified,30,True,204.46499999999997,,"LINESTRING (121.1792944 13.4126697, 121.179458 13.4132365, 121.1795211 13.4134164, 121.1793741 13.4135056, 121.1785965 13.4139774)",
169299854,False,,,Bataan Street,residential,,False,112.567,,"LINESTRING (121.1764927 13.4123877, 121.1768603 13.412277, 121.1775162 13.4122731)",
902911711,False,,,Aurora Boulevard,unclassified,,False,95.58800000000001,,"LINESTRING (121.1764927 13.4123877, 121.1757325 13.4122503, 121.1756561 13.4121726)",
902911711,False,,,Aurora Boulevard,unclassified,,True,123.084,,"LINESTRING (121.1764927 13.4123877, 121.1767239 13.4128569, 121.1769917 13.4133825)",
169299870,False,,,Elbo Street,residential,30,False,10.044,,"LINESTRING (121.1775083 13.4123631, 121.1775162 13.4122731)",
169299870,False,,,Elbo Street,residential,30,True,17.784,,"LINESTRING (121.1775083 13.4123631, 121.1774809 13.4125208)",
169300008,False,,,,residential,,False,81.387,,"LINESTRING (121.1775083 13.4123631, 121.1779845 13.4123516, 121.1779547 13.4120846)",
169299870,False,,,Elbo Street,residential,30,False,17.784,,"LINESTRING (121.1774809 13.4125208, 121.1775083 13.4123631)",
169299976,False,,,,residential,,False,47.174,,"LINESTRING (121.1774809 13.4125208, 121.177045 13.4125068)",
169299870,False,,,Elbo Street,residential,30,True,77.321,,"LINESTRING (121.1774809 13.4125208, 121.1774611 13.4129482, 121.1774996 13.4132131)",
169299976,False,,,,residential,,True,47.174,,"LINESTRING (121.177045 13.4125068, 121.1774809 13.4125208)",
169299879,False,2,,J. Luna Street,unclassified,30,True,88.734,8,"LINESTRING (121.1782778 13.4129605, 121.1774996 13.4132131)",
169299879,False,2,,J. Luna Street,unclassified,30,False,114.616,8,"LINESTRING (121.1782778 13.4129605, 121.179103 13.4127219, 121.1792944 13.4126697)",
169299910,False,,,San Augustin Street,unclassified,,True,51.245999999999995,,"LINESTRING (121.1782778 13.4129605, 121.1783742 13.4132365, 121.1784298 13.413397)",
"[169299908, 573372399]",False,,,"['Sales Street', 'San Augustin Street']",unclassified,30,"[False, True]",125.719,,"LINESTRING (121.1782778 13.4129605, 121.1781497 13.4125122, 121.1787975 13.4122987)",
169299879,False,2,,J. Luna Street,unclassified,30,False,88.734,8,"LINESTRING (121.1774996 13.4132131, 121.1782778 13.4129605)",
985412129,False,2,,J. Luna Street,unclassified,30,True,58.075,8,"LINESTRING (121.1774996 13.4132131, 121.1769917 13.4133825)",
169299870,False,,,Elbo Street,residential,30,False,77.321,,"LINESTRING (121.1774996 13.4132131, 121.1774611 13.4129482, 121.1774809 13.4125208)",
985412129,False,2,,J. Luna Street,unclassified,30,False,58.075,8,"LINESTRING (121.1769917 13.4133825, 121.1774996 13.4132131)",
169299852,False,,,Aurora Boulevard,unclassified,,True,54.209999999999994,,"LINESTRING (121.1769917 13.4133825, 121.1770889 13.4136141, 121.1771852 13.4138322)",
902911711,False,,,Aurora Boulevard,unclassified,,False,123.084,,"LINESTRING (121.1769917 13.4133825, 121.1767239 13.4128569, 121.1764927 13.4123877)",
169299904,False,,,R. Malaluan Street,residential,,True,143.052,,"LINESTRING (121.1784298 13.413397, 121.1771852 13.4138322)",
169299910,False,,,San Augustin Street,unclassified,,True,45.03,,"LINESTRING (121.1784298 13.413397, 121.1785521 13.4137841)",
169299910,False,,,San Augustin Street,unclassified,,False,51.245999999999995,,"LINESTRING (121.1784298 13.413397, 121.1783742 13.4132365, 121.1782778 13.4129605)",
93419153,False,1,,Mabini Street,residential,30,False,86.463,4,"LINESTRING (121.1815765 13.4133196, 121.1823223 13.4130397)",
93419153,False,1,,Mabini Street,residential,30,True,109.262,4,"LINESTRING (121.1815765 13.4133196, 121.180627 13.413655)",
169299960,False,,,,residential,30,True,39.039,,"LINESTRING (121.1815765 13.4133196, 121.1816784 13.4136564)",
169299904,False,,,R. Malaluan Street,residential,,False,143.052,,"LINESTRING (121.1771852 13.4138322, 121.1784298 13.413397)",
169299852,False,,,Aurora Boulevard,unclassified,,False,54.209999999999994,,"LINESTRING (121.1771852 13.4138322, 121.1770889 13.4136141, 121.1769917 13.4133825)",
169299852,False,,,Aurora Boulevard,unclassified,,True,68.359,,"LINESTRING (121.1771852 13.4138322, 121.1772648 13.41388, 121.1777835 13.4140206)",
169299910,False,,,San Augustin Street,unclassified,,False,45.03,,"LINESTRING (121.1785521 13.4137841, 121.1784298 13.413397)",
169299910,False,,,San Augustin Street,unclassified,,True,22.024,,"LINESTRING (121.1785521 13.4137841, 121.1785965 13.4139774)",
169299915,False,,,T. Gonzales Street,residential,,True,87.193,,"LINESTRING (121.1785521 13.4137841, 121.1777835 13.4140206)",
169299910,False,,,San Augustin Street,unclassified,,False,22.024,,"LINESTRING (121.1785965 13.4139774, 121.1785521 13.4137841)",
169299852,False,,,Aurora Boulevard,unclassified,,False,96.43299999999999,,"LINESTRING (121.1785965 13.4139774, 121.1784616 13.4141105, 121.1783785 13.4141327, 121.178289 13.4141351, 121.1780325 13.4141119, 121.1777835 13.4140206)",
169299908,False,,,Sales Street,unclassified,30,False,204.46499999999997,,"LINESTRING (121.1785965 13.4139774, 121.1793741 13.4135056, 121.1795211 13.4134164, 121.179458 13.4132365, 121.1792944 13.4126697)",
"[573372379, 654388804, 169299846]",False,,,Aguinaldo Street,unclassified,,True,75.746,,"LINESTRING (121.1785965 13.4139774, 121.178608 13.4140442, 121.1786737 13.4143827, 121.1786988 13.4145117, 121.1787377 13.4146441)",yes
169299915,False,,,T. Gonzales Street,residential,,False,87.193,,"LINESTRING (121.1777835 13.4140206, 121.1785521 13.4137841)",
169299852,False,,,Aurora Boulevard,unclassified,,False,68.359,,"LINESTRING (121.1777835 13.4140206, 121.1772648 13.41388, 121.1771852 13.4138322)",
169299852,False,,,Aurora Boulevard,unclassified,,True,96.43299999999999,,"LINESTRING (121.1777835 13.4140206, 121.1780325 13.4141119, 121.178289 13.4141351, 121.1783785 13.4141327, 121.1784616 13.4141105, 121.1785965 13.4139774)",
573372383,True,2,452,J.P. Rizal Street,primary,40,False,33.431,,"LINESTRING (121.1801651 13.4141373, 121.1800886 13.413846)",
573372378,False,2,,A. Bonifacio Street,unclassified,30,True,64.316,,"LINESTRING (121.1801651 13.4141373, 121.1798863 13.414242, 121.179605 13.4143309)",
169300021,False,,,,residential,30,True,25.674,,"LINESTRING (121.1830639 13.4141184, 121.1831745 13.4143227)",
169299871,False,,,F. Paras Street,residential,30,False,89.345,,"LINESTRING (121.1836117 13.4142074, 121.1833164 13.413457)",
573372375,False,,,Claudio Street,residential,30,False,48.995,,"LINESTRING (121.1836117 13.4142074, 121.1831745 13.4143227)",
169299871,False,,,F. Paras Street,residential,30,True,109.549,,"LINESTRING (121.1836117 13.4142074, 121.1836847 13.4145401, 121.183438 13.4151388)",
169299844,False,,,Adriatico Street,residential,,True,44.26,,"LINESTRING (121.179605 13.4143309, 121.1797142 13.4147145)",
573372378,False,2,,A. Bonifacio Street,unclassified,30,True,100.064,,"LINESTRING (121.179605 13.4143309, 121.1787377 13.4146441)",
169300002,False,,,,unclassified,,False,78.383,,"LINESTRING (121.179605 13.4143309, 121.1796405 13.414181, 121.1797799 13.4140538, 121.1800886 13.413846)",
573372378,False,2,,A. Bonifacio Street,unclassified,30,False,64.316,,"LINESTRING (121.179605 13.4143309, 121.1798863 13.414242, 121.1801651 13.4141373)",
169299916,False,,,Velasco Street,residential,30,False,99.85,,"LINESTRING (121.1823044 13.4143121, 121.1818257 13.4144528, 121.1814139 13.4145472)",
169299916,False,,,Velasco Street,residential,30,True,119.382,,"LINESTRING (121.1823044 13.4143121, 121.1826654 13.4142118, 121.1829517 13.4148632)",
169300031,False,,,,residential,30,True,101.434,,"LINESTRING (121.1823044 13.4143121, 121.1823723 13.4145567, 121.1824085 13.4146297, 121.1825315 13.4146883, 121.1829517 13.4148632)",
169300021,False,,,,residential,30,False,25.674,,"LINESTRING (121.1831745 13.4143227, 121.1830639 13.4141184)",
169300021,False,,,,residential,30,True,34.78,,"LINESTRING (121.1831745 13.4143227, 121.1833021 13.4146098)",
573372375,False,,,Claudio Street,residential,30,True,48.995,,"LINESTRING (121.1831745 13.4143227, 121.1836117 13.4142074)",
"[169299913, 169299874]",False,,,"['General Lim Street', 'Santo Niño Street']",residential,,"[False, True]",90.481,,"LINESTRING (121.1774743 13.41486, 121.1774722 13.4151342, 121.1780244 13.4150837)",
573372382,False,2,,A. Bonifacio Street,unclassified,30,False,53.082,6,"LINESTRING (121.1774743 13.41486, 121.1777133 13.4148633, 121.1779628 13.4148307)",
169299873,False,,,G Paras Street,residential,,True,28.911,,"LINESTRING (121.1779628 13.4148307, 121.1780244 13.4150837)",
573372382,False,2,,A. Bonifacio Street,unclassified,30,False,86.344,6,"LINESTRING (121.1779628 13.4148307, 121.1787377 13.4146441)",
573372382,False,2,,A. Bonifacio Street,unclassified,30,True,53.082,6,"LINESTRING (121.1779628 13.4148307, 121.1777133 13.4148633, 121.1774743 13.41486)",
169299846,False,,,Aguinaldo Street,unclassified,,True,31.492,,"LINESTRING (121.1787377 13.4146441, 121.1787928 13.4149222)",
573372378,False,2,,A. Bonifacio Street,unclassified,30,False,100.064,,"LINESTRING (121.1787377 13.4146441, 121.179605 13.4143309)",
573372382,False,2,,A. Bonifacio Street,unclassified,30,True,86.344,6,"LINESTRING (121.1787377 13.4146441, 121.1779628 13.4148307)",
"[573372379, 654388804, 169299846]",False,,,Aguinaldo Street,unclassified,,False,75.74600000000001,,"LINESTRING (121.1787377 13.4146441, 121.1786988 13.4145117, 121.1786737 13.4143827, 121.178608 13.4140442, 121.1785965 13.4139774)",yes
169299916,False,,,Velasco Street,residential,30,True,99.85,,"LINESTRING (121.1814139 13.4145472, 121.1818257 13.4144528, 121.1823044 13.4143121)",
169299844,False,,,Adriatico Street,residential,,False,44.26,,"LINESTRING (121.1797142 13.4147145, 121.179605 13.4143309)",
169299844,False,,,Adriatico Street,residential,,True,27.84,,"LINESTRING (121.1797142 13.4147145, 121.1797544 13.4149618)",
169299913,False,,,Santo Niño Street,residential,,False,102.301,,"LINESTRING (121.1797142 13.4147145, 121.1787928 13.4149222)",
169299846,False,,,Aguinaldo Street,unclassified,,False,31.492,,"LINESTRING (121.1787928 13.4149222, 121.1787377 13.4146441)",
169299846,False,,,Aguinaldo Street,unclassified,,True,26.607,,"LINESTRING (121.1787928 13.4149222, 121.1788447 13.4151561)",
169299913,False,,,Santo Niño Street,residential,,False,85.029,,"LINESTRING (121.1787928 13.4149222, 121.1780244 13.4150837)",
169299913,False,,,Santo Niño Street,residential,,True,102.301,,"LINESTRING (121.1787928 13.4149222, 121.1797142 13.4147145)",
169299873,False,,,G Paras Street,residential,,False,28.911,,"LINESTRING (121.1780244 13.4150837, 121.1779628 13.4148307)",
169299913,False,,,Santo Niño Street,residential,,True,85.029,,"LINESTRING (121.1780244 13.4150837, 121.1787928 13.4149222)",
169299873,False,,,G Paras Street,residential,,True,108.238,,"LINESTRING (121.1780244 13.4150837, 121.1780674 13.4152857, 121.1788447 13.4151561)",
"[169299913, 169299874]",False,,,"['General Lim Street', 'Santo Niño Street']",residential,,"[False, True]",90.481,,"LINESTRING (121.1780244 13.4150837, 121.1774722 13.4151342, 121.1774743 13.41486)",
169300021,False,,,,residential,30,False,34.78,,"LINESTRING (121.1833021 13.4146098, 121.1831745 13.4143227)",
169299916,False,,,Velasco Street,residential,30,False,119.382,,"LINESTRING (121.1829517 13.4148632, 121.1826654 13.4142118, 121.1823044 13.4143121)",
169300031,False,,,,residential,30,False,101.434,,"LINESTRING (121.1829517 13.4148632, 121.1825315 13.4146883, 121.1824085 13.4146297, 121.1823723 13.4145567, 121.1823044 13.4143121)",
169299916,False,,,Velasco Street,residential,30,True,61.825,,"LINESTRING (121.1829517 13.4148632, 121.1830584 13.4149735, 121.183438 13.4151388)",
169299844,False,,,Adriatico Street,residential,,False,27.84,,"LINESTRING (121.1797544 13.4149618, 121.1797142 13.4147145)",
169299844,False,,,Adriatico Street,residential,,True,75.682,,"LINESTRING (121.1797544 13.4149618, 121.1798752 13.4156322)",
169299873,False,,,G Paras Street,residential,,False,100.738,,"LINESTRING (121.1797544 13.4149618, 121.1788447 13.4151561)",
169299846,False,,,Aguinaldo Street,unclassified,,False,26.607,,"LINESTRING (121.1788447 13.4151561, 121.1787928 13.4149222)",
169299873,False,,,G Paras Street,residential,,True,100.738,,"LINESTRING (121.1788447 13.4151561, 121.1797544 13.4149618)",
"[169299846, 169299903]",False,1,,"['Quezon Drive', 'Aguinaldo Street']",unclassified,30,True,147.434,4,"LINESTRING (121.1788447 13.4151561, 121.1789439 13.4155621, 121.1798752 13.4156322)",
