osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,bridge
97702798,False,Acebedo Avenue,secondary,True,77.925,,,,"LINESTRING (124.9898168 11.1600684, 124.9894189 11.1594864)",
245593473,False,Acebedo Avenue,tertiary,False,65.02,,,,"LINESTRING (124.9898168 11.1600684, 124.9901651 11.1605429)",
460912328,False,San Salvador Street,trunk,False,89.963,2,70,50,"LINESTRING (124.9898168 11.1600684, 124.9891251 11.1605089)",
460912328,False,San Salvador Street,trunk,True,62.154,2,70,50,"LINESTRING (124.9898168 11.1600684, 124.9902357 11.1597434, 124.9902637 11.1597217)",
95481792,False,Bonifacio Street,residential,True,81.347,,,,"LINESTRING (124.989288 11.1583026, 124.9899085 11.1578969)",
95481806,False,,residential,False,59.085,,,,"LINESTRING (124.989288 11.1583026, 124.9889842 11.1578627)",
95481806,False,,residential,True,57.933,,,,"LINESTRING (124.989288 11.1583026, 124.989588 11.1587325)",
95481792,False,Bonifacio Street,residential,False,59.634,,,,"LINESTRING (124.989288 11.1583026, 124.9891549 11.1583878, 124.9890367 11.1584604, 124.9888276 11.1585917)",
95481758,False,F. Sevilla Street,residential,False,63.875,,,,"LINESTRING (124.9904893 11.1587989, 124.9908284 11.1592672)",
95481758,False,F. Sevilla Street,residential,True,59.247,,,,"LINESTRING (124.9904893 11.1587989, 124.990195 11.1583511)",
95481841,False,F. Montejo Street,residential,False,77.689,,,,"LINESTRING (124.9904893 11.1587989, 124.989904 11.1591969)",
95481841,False,F. Montejo Street,residential,True,67.436,,,,"LINESTRING (124.9904893 11.1587989, 124.991013 11.1584767)",
97702798,False,Acebedo Avenue,secondary,False,56.216,,,,"LINESTRING (124.9885423 11.1581707, 124.9888276 11.1585917)",
97702798,False,Acebedo Avenue,secondary,True,3.355,,,,"LINESTRING (124.9885423 11.1581707, 124.9885267 11.1581447)",
360363489,False,Pacheco Street,residential,False,42.263,,,,"LINESTRING (124.9885423 11.1581707, 124.9882211 11.1583832)",
198468031,False,Filipinas Street,residential,True,75.07,,,,"LINESTRING (124.9927848 11.1574815, 124.9923401 11.1569663)",
1037104616,False,Maharlika Highway,trunk,False,17.398,4,1,50,"LINESTRING (124.9927848 11.1574815, 124.9926745 11.1575945)",
1037104616,False,Maharlika Highway,trunk,True,51.144,4,1,50,"LINESTRING (124.9927848 11.1574815, 124.9931238 11.1571638)",
95481795,False,San Isidro Street,residential,False,88.482,,,,"LINESTRING (124.9913875 11.1575863, 124.9907029 11.158013)",
245587189,False,Pio Pedrosa Avenue,secondary,False,61.17,,,,"LINESTRING (124.9913875 11.1575863, 124.9917025 11.1580414)",
245587189,False,Pio Pedrosa Avenue,secondary,True,63.043,,,,"LINESTRING (124.9913875 11.1575863, 124.9910811 11.1571056)",
95481795,False,San Isidro Street,residential,True,55.978,,,,"LINESTRING (124.9913875 11.1575863, 124.9917093 11.1573943, 124.9918259 11.1573247)",
130226960,False,,residential,True,69.436,,,,"LINESTRING (124.9923853 11.1590587, 124.9928888 11.1586767)",
460912329,True,Maharlika Highway,trunk,False,79.911,2,1,50,"LINESTRING (124.9923853 11.1590587, 124.9925548 11.1593018, 124.9927681 11.1596707)",
95481792,False,Bonifacio Street,residential,False,67.888,,,,"LINESTRING (124.9919967 11.1565142, 124.9914797 11.156854)",
95481792,False,Bonifacio Street,residential,True,63.391,,,,"LINESTRING (124.9919967 11.1565142, 124.9924858 11.1562064)",
198468031,False,Filipinas Street,residential,False,62.695,,,,"LINESTRING (124.9919967 11.1565142, 124.9923401 11.1569663)",
198468031,False,Filipinas Street,residential,True,58.934,,,,"LINESTRING (124.9919967 11.1565142, 124.9916785 11.1560859)",
95481736,False,M. H. del Pilar Street,residential,False,69.428,,,,"LINESTRING (124.9908299 11.156014, 124.9913306 11.1556286)",
95481736,False,M. H. del Pilar Street,residential,True,37.259,,,,"LINESTRING (124.9908299 11.156014, 124.9905474 11.1562023)",
1023615373,False,R. Mendiola Street,residential,False,58.289,,,,"LINESTRING (124.9908299 11.156014, 124.9911526 11.1564318)",
360363489,False,Pacheco Street,residential,True,42.263,,,,"LINESTRING (124.9882211 11.1583832, 124.9885423 11.1581707)",
95481793,False,,residential,True,74.104,,,,"LINESTRING (124.9927681 11.1596707, 124.9933586 11.1593413)",
95481822,False,San Jose Street,tertiary,True,53.36,,,,"LINESTRING (124.9927681 11.1596707, 124.9923382 11.1598996)",
334676303,False,Maharlika Highway,trunk,False,49.891,4,1,50,"LINESTRING (124.9927681 11.1596707, 124.9930238 11.1600427)",
310152549,True,Maharlika Highway,trunk,False,164.823,2,1,50,"LINESTRING (124.9927681 11.1596707, 124.9924974 11.1593388, 124.9924033 11.1592085, 124.9922133 11.1589455, 124.9921221 11.1588192, 124.9919376 11.1585638, 124.9918744 11.1584762)",
95481737,False,San Joaquin Street,residential,False,71.971,,,,"LINESTRING (124.9867469 11.1611627, 124.9870798 11.1617215)",
95481737,False,San Joaquin Street,residential,True,55.439,,,,"LINESTRING (124.9867469 11.1611627, 124.9864827 11.1607368)",
95481841,False,F. Montejo Street,residential,False,55.387,,,,"LINESTRING (124.9867469 11.1611627, 124.9863192 11.1614311)",
95481841,False,F. Montejo Street,residential,True,65.728,,,,"LINESTRING (124.9867469 11.1611627, 124.9872614 11.1608551)",
95481787,False,San Roque Street,residential,False,70.277,,,,"LINESTRING (124.9888797 11.1612931, 124.9883221 11.1616096)",
95481787,False,San Roque Street,residential,True,73.129,,,,"LINESTRING (124.9888797 11.1612931, 124.9894492 11.1609462)",
95481846,False,V. Petilla Street,residential,False,84.75,,,,"LINESTRING (124.9888797 11.1612931, 124.9893602 11.161892)",
95481846,False,V. Petilla Street,residential,True,62.039,,,,"LINESTRING (124.9888797 11.1612931, 124.9885324 11.1608513)",
