osmid,highway,oneway,reversed,length,lanes,geometry,name,maxspeed,bridge
380526647,tertiary,False,True,330.058,,"LINESTRING (123.3585624 8.5303784, 123.3587261 8.5303532, 123.3589366 8.5303518, 123.3592477 8.5303824, 123.3596823 8.5303996, 123.360018 8.5303742, 123.3615057 8.5299767)",,,
847483930,residential,False,True,353.24499999999995,,"LINESTRING (123.3585624 8.5303784, 123.3586201 8.5308611, 123.3586523 8.5310203, 123.3587126 8.5311768, 123.3588682 8.5315362, 123.3591901 8.5322723, 123.3597195 8.5329547, 123.3598851 8.5332154)",,,
332490824,residential,False,False,92.857,,"LINESTRING (123.3628785 8.5324949, 123.3626343 8.5316955)",,,
332490824,residential,False,True,76.742,,"LINESTRING (123.3628785 8.5324949, 123.3630547 8.5331627)",,,
380526642,residential,False,False,75.056,,"LINESTRING (123.3628785 8.5324949, 123.3622183 8.5326662)",,,
380526642,residential,False,True,72.336,,"LINESTRING (123.3628785 8.5324949, 123.363514 8.5323269)",,,
380526640,residential,False,False,78.809,,"LINESTRING (123.3622183 8.5326662, 123.3623829 8.533356)",,,
380526642,residential,False,False,79.113,,"LINESTRING (123.3622183 8.5326662, 123.361522 8.5328452)",,,
380526642,residential,False,True,75.056,,"LINESTRING (123.3622183 8.5326662, 123.3628785 8.5324949)",,,
380526642,residential,False,True,79.113,,"LINESTRING (123.361522 8.5328452, 123.3622183 8.5326662)",,,
607895728,residential,False,True,80.121,,"LINESTRING (123.361522 8.5328452, 123.3616631 8.5335521)",,,
"[607895728, 332490823]",residential,False,False,289.452,,"LINESTRING (123.361522 8.5328452, 123.3611582 8.5309304, 123.3611514 8.5308757, 123.3611588 8.5308392, 123.3611776 8.5308114, 123.3612084 8.5307882, 123.3616818 8.5306411)",,,
332490821,secondary,False,True,76.937,4,"LINESTRING (123.3623829 8.533356, 123.3630547 8.5331627)",Polanco - Piñan Road,60,
380526640,residential,False,True,78.809,,"LINESTRING (123.3623829 8.533356, 123.3622183 8.5326662)",,,
332490821,secondary,False,False,82.101,4,"LINESTRING (123.3623829 8.533356, 123.3620113 8.5334572, 123.3618345 8.5335054, 123.3618127 8.5335114, 123.3616631 8.5335521)",Polanco - Piñan Road,60,
607895728,residential,False,False,80.121,,"LINESTRING (123.3616631 8.5335521, 123.361522 8.5328452)",,,
332490821,secondary,False,False,275.84999999999997,4,"LINESTRING (123.3616631 8.5335521, 123.3614056 8.5336273, 123.3612091 8.533698, 123.3611137 8.5337488, 123.3610348 8.5338069, 123.3609682 8.5338917, 123.3609268 8.5339756, 123.3609004 8.5340536, 123.36087 8.5341747, 123.3608384 8.5343301, 123.3607687 8.5347799, 123.3606476 8.5355534)",Polanco - Piñan Road,60,
332490821,secondary,False,True,82.101,4,"LINESTRING (123.3616631 8.5335521, 123.3618127 8.5335114, 123.3618345 8.5335054, 123.3620113 8.5334572, 123.3623829 8.533356)",Polanco - Piñan Road,60,
380526647,tertiary,False,True,66.383,,"LINESTRING (123.3615057 8.5299767, 123.3620884 8.5298207)",,,
607895727,residential,False,False,73.888,,"LINESTRING (123.3615057 8.5299767, 123.361332 8.5293348)",,,
607895727,residential,False,True,76.374,,"LINESTRING (123.3615057 8.5299767, 123.3616818 8.5306411)",,,
380526647,tertiary,False,False,330.05800000000005,,"LINESTRING (123.3615057 8.5299767, 123.360018 8.5303742, 123.3596823 8.5303996, 123.3592477 8.5303824, 123.3589366 8.5303518, 123.3587261 8.5303532, 123.3585624 8.5303784)",,,
332490823,residential,False,False,69.08,,"LINESTRING (123.3616818 8.5306411, 123.3622853 8.5304686)",,,
607895727,residential,False,False,76.374,,"LINESTRING (123.3616818 8.5306411, 123.3615057 8.5299767)",,,
"[607895728, 332490823]",residential,False,True,289.452,,"LINESTRING (123.3616818 8.5306411, 123.3612084 8.5307882, 123.3611776 8.5308114, 123.3611588 8.5308392, 123.3611514 8.5308757, 123.3611582 8.5309304, 123.361522 8.5328452)",,,
380526647,tertiary,False,False,71.706,,"LINESTRING (123.3627178 8.5296521, 123.3620884 8.5298207)",,,
380526647,tertiary,False,True,72.251,,"LINESTRING (123.3627178 8.5296521, 123.363352 8.5294823)",,,
607895733,unclassified,False,True,74.769,,"LINESTRING (123.3627178 8.5296521, 123.362911 8.5302968)",,,
"[964261512, 847481674]",residential,False,True,146.839,,"LINESTRING (123.3627178 8.5296521, 123.3625675 8.5290288, 123.3625639 8.5289888, 123.3625678 8.52896, 123.3625829 8.528937, 123.3626134 8.5289198, 123.3631438 8.5287597)",,,
607895732,residential,False,True,70.005,,"LINESTRING (123.3638873 8.531357, 123.3637212 8.5314018, 123.3632731 8.5315226)",,,
723912363,secondary,False,False,144.182,2,"LINESTRING (123.3638873 8.531357, 123.3635513 8.530234, 123.3635161 8.5301134)",,,
723912363,secondary,False,True,92.93599999999999,2,"LINESTRING (123.3638873 8.531357, 123.3639381 8.5315256, 123.3641286 8.532158)",,,
332490824,residential,False,False,141.72,,"LINESTRING (123.3626343 8.5316955, 123.3622853 8.5304686)",,,
332490824,residential,False,True,92.857,,"LINESTRING (123.3626343 8.5316955, 123.3628785 8.5324949)",,,
607895732,residential,False,False,72.82900000000001,,"LINESTRING (123.3626343 8.5316955, 123.3629555 8.5316086, 123.3632731 8.5315226)",,,
332490823,residential,False,False,69.595,,"LINESTRING (123.362911 8.5302968, 123.3635161 8.5301134)",,,
332490823,residential,False,True,71.408,,"LINESTRING (123.362911 8.5302968, 123.3622853 8.5304686)",,,
607895733,unclassified,False,False,74.769,,"LINESTRING (123.362911 8.5302968, 123.3627178 8.5296521)",,,
607895733,unclassified,False,True,142.0,,"LINESTRING (123.362911 8.5302968, 123.3632731 8.5315226)",,,
332490821,secondary,False,False,74.632,4,"LINESTRING (123.363705 8.5329706, 123.3630547 8.5331627)",Polanco - Piñan Road,60,
607895733,unclassified,False,False,74.594,,"LINESTRING (123.363705 8.5329706, 123.363514 8.5323269)",,,
332490821,secondary,False,True,63.181000000000004,4,"LINESTRING (123.363705 8.5329706, 123.3641225 8.5328537, 123.3641796 8.5328438, 123.3642236 8.5328426, 123.3642611 8.5328519)",Polanco - Piñan Road,60,
380526642,residential,False,False,70.145,,"LINESTRING (123.3641286 8.532158, 123.363514 8.5323269)",,,
723912363,secondary,False,False,92.93599999999999,2,"LINESTRING (123.3641286 8.532158, 123.3639381 8.5315256, 123.3638873 8.531357)",,,
723912363,secondary,False,True,79.429,2,"LINESTRING (123.3641286 8.532158, 123.3642749 8.5327265, 123.3642782 8.5327591, 123.3642773 8.5327872, 123.3642737 8.5328113, 123.3642611 8.5328519)",,,
723912363,secondary,False,False,92.398,2,"LINESTRING (123.3631438 8.5287597, 123.3629258 8.5279572)",,,
723912363,secondary,False,True,83.548,2,"LINESTRING (123.3631438 8.5287597, 123.363352 8.5294823)",,,
"[964261512, 847481674]",residential,False,False,146.839,,"LINESTRING (123.3631438 8.5287597, 123.3626134 8.5289198, 123.3625829 8.528937, 123.3625678 8.52896, 123.3625639 8.5289888, 123.3625675 8.5290288, 123.3627178 8.5296521)",,,
723912363,secondary,False,True,62.265,2,"LINESTRING (123.3627491 8.5274252, 123.3629258 8.5279572)",,,
732838702,residential,False,True,142.372,,"LINESTRING (123.3627491 8.5274252, 123.3614971 8.5277513)",,,
681754418,residential,False,False,163.572,,"LINESTRING (123.3614971 8.5277513, 123.3619016 8.5291669)",,,
732838702,residential,False,False,142.372,,"LINESTRING (123.3614971 8.5277513, 123.3627491 8.5274252)",,,
732838702,residential,False,True,116.73,,"LINESTRING (123.3614971 8.5277513, 123.3604663 8.528002)",,,
732838702,residential,False,False,116.73,,"LINESTRING (123.3604663 8.528002, 123.3614971 8.5277513)",,,
964261514,residential,False,True,190.374,,"LINESTRING (123.3604663 8.528002, 123.3610442 8.5292702, 123.3610758 8.5293149, 123.3611174 8.5293434, 123.3611789 8.5293585, 123.3612554 8.5293532, 123.361332 8.5293348)",,,
607895733,unclassified,False,False,142.0,,"LINESTRING (123.3632731 8.5315226, 123.362911 8.5302968)",,,
607895733,unclassified,False,True,93.275,,"LINESTRING (123.3632731 8.5315226, 123.363514 8.5323269)",,,
607895732,residential,False,False,70.005,,"LINESTRING (123.3632731 8.5315226, 123.3637212 8.5314018, 123.3638873 8.531357)",,,
607895732,residential,False,True,72.82900000000001,,"LINESTRING (123.3632731 8.5315226, 123.3629555 8.5316086, 123.3626343 8.5316955)",,,
380526642,residential,False,False,72.336,,"LINESTRING (123.363514 8.5323269, 123.3628785 8.5324949)",,,
380526642,residential,False,True,70.145,,"LINESTRING (123.363514 8.5323269, 123.3641286 8.532158)",,,
607895733,unclassified,False,False,93.275,,"LINESTRING (123.363514 8.5323269, 123.3632731 8.5315226)",,,
607895733,unclassified,False,True,74.594,,"LINESTRING (123.363514 8.5323269, 123.363705 8.5329706)",,,
332490821,secondary,False,True,275.84999999999997,4,"LINESTRING (123.3606476 8.5355534, 123.3607687 8.5347799, 123.3608384 8.5343301, 123.36087 8.5341747, 123.3609004 8.5340536, 123.3609268 8.5339756, 123.3609682 8.5338917, 123.3610348 8.5338069, 123.3611137 8.5337488, 123.3612091 8.533698, 123.3614056 8.5336273, 123.3616631 8.5335521)",Polanco - Piñan Road,60,
607895727,residential,False,True,73.888,,"LINESTRING (123.361332 8.5293348, 123.3615057 8.5299767)",,,
964261513,residential,False,False,65.359,,"LINESTRING (123.361332 8.5293348, 123.3619016 8.5291669)",,,
964261514,residential,False,False,190.37400000000002,,"LINESTRING (123.361332 8.5293348, 123.3612554 8.5293532, 123.3611789 8.5293585, 123.3611174 8.5293434, 123.3610758 8.5293149, 123.3610442 8.5292702, 123.3604663 8.528002)",,,
723912363,secondary,False,False,62.265,2,"LINESTRING (123.3629258 8.5279572, 123.3627491 8.5274252)",,,
723912363,secondary,False,True,92.398,2,"LINESTRING (123.3629258 8.5279572, 123.3631438 8.5287597)",,,
847483929,residential,False,True,137.966,,"LINESTRING (123.3629258 8.5279572, 123.3641458 8.5276677)",,,
847483929,residential,False,False,137.966,,"LINESTRING (123.3641458 8.5276677, 123.3629258 8.5279572)",,,
847483931,residential,False,False,96.919,,"LINESTRING (123.364356 8.5298492, 123.3635161 8.5301134)",,,
681754418,residential,False,False,75.546,,"LINESTRING (123.3619016 8.5291669, 123.3620884 8.5298207)",,,
681754418,residential,False,True,163.572,,"LINESTRING (123.3619016 8.5291669, 123.3614971 8.5277513)",,,
964261513,residential,False,True,65.359,,"LINESTRING (123.3619016 8.5291669, 123.361332 8.5293348)",,,
332490821,secondary,False,False,63.181000000000004,4,"LINESTRING (123.3642611 8.5328519, 123.3642236 8.5328426, 123.3641796 8.5328438, 123.3641225 8.5328537, 123.363705 8.5329706)",Polanco - Piñan Road,60,
332490821,secondary,False,True,18.775,4,"LINESTRING (123.3642611 8.5328519, 123.3642945 8.532868, 123.3643225 8.5328917, 123.3643541 8.5329292, 123.3643784 8.5329694)",Polanco - Piñan Road,60,
723912363,secondary,False,False,79.429,2,"LINESTRING (123.3642611 8.5328519, 123.3642737 8.5328113, 123.3642773 8.5327872, 123.3642782 8.5327591, 123.3642749 8.5327265, 123.3641286 8.532158)",,,
332490821,secondary,False,False,18.775,4,"LINESTRING (123.3643784 8.5329694, 123.3643541 8.5329292, 123.3643225 8.5328917, 123.3642945 8.532868, 123.3642611 8.5328519)",Polanco - Piñan Road,60,
"[964261531, 964261533, 964261534]",secondary,True,False,270.27200000000005,2,"LINESTRING (123.3643784 8.5329694, 123.364466 8.5330077, 123.3645094 8.5330417, 123.3645509 8.5330819, 123.3645888 8.5331354, 123.3646385 8.5332158, 123.3646856 8.5333137, 123.3647077 8.5333637, 123.3650054 8.534038, 123.3650249 8.5340822, 123.3650439 8.534114, 123.3650727 8.5341381, 123.3651152 8.534156, 123.3651675 8.5341649, 123.3652199 8.5341622, 123.3652804 8.5341488, 123.3653524 8.5341171, 123.3657621 8.5338997, 123.3658736 8.5338479, 123.3660334 8.5337801)",Polanco - Piñan Road,60,yes
"[964261536, 964261530, 723648317]",secondary,True,False,285.24100000000004,2,"LINESTRING (123.3660334 8.5337801, 123.3658907 8.5338917, 123.3657923 8.5339667, 123.3656587 8.5340506, 123.3653734 8.5342077, 123.365284 8.5342479, 123.3652262 8.534264, 123.3651703 8.5342658, 123.3651107 8.5342542, 123.3650249 8.5342176, 123.3649554 8.5341729, 123.3649084 8.5341229, 123.3648666 8.5340594, 123.3648472 8.5340151, 123.3646006 8.53345, 123.3645787 8.5333998, 123.3644307 8.5330605, 123.3643784 8.5329694)",Polanco - Piñan Road,60,yes
847483930,residential,False,False,353.245,,"LINESTRING (123.3598851 8.5332154, 123.3597195 8.5329547, 123.3591901 8.5322723, 123.3588682 8.5315362, 123.3587126 8.5311768, 123.3586523 8.5310203, 123.3586201 8.5308611, 123.3585624 8.5303784)",,,
