osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed
70729310,residential,False,False,71.288,"LINESTRING (-3.7443818 5.2140579, -3.7449964 5.2142487)",,,
70729310,residential,False,True,63.902,"LINESTRING (-3.7443818 5.2140579, -3.7438309 5.2138868)",,,
70729324,residential,False,False,59.071,"LINESTRING (-3.7443818 5.2140579, -3.7442284 5.2145667)",,,
70729376,residential,False,False,123.754,"LINESTRING (-3.7472283 5.2130265, -3.7474998 5.2119469)",,,
70729432,residential,False,True,68.83,"LINESTRING (-3.7472283 5.2130265, -3.7466207 5.212896)",,,
306366132,residential,False,True,92.861,"LINESTRING (-3.7472283 5.2130265, -3.747158 5.2133604, -3.747056 5.2138438)",,,
70729168,residential,False,False,129.544,"LINESTRING (-3.7400151 5.2138907, -3.7411216 5.2142689)",,,
70729168,residential,False,True,133.966,"LINESTRING (-3.7400151 5.2138907, -3.7388657 5.2135148)",,,
70729323,residential,False,False,67.227,"LINESTRING (-3.7400151 5.2138907, -3.7398387 5.2144692)",,,
70729323,residential,False,True,65.362,"LINESTRING (-3.7400151 5.2138907, -3.740097 5.2136434, -3.7401874 5.2133286)",,,
70729195,residential,False,True,65.37,"LINESTRING (-3.7407011 5.2113915, -3.7407662 5.2108072)",Rue des Anacardier,,
70729220,tertiary,False,False,117.782,"LINESTRING (-3.7407011 5.2113915, -3.7396515 5.21122)",,,
70729220,tertiary,False,True,153.826,"LINESTRING (-3.7407011 5.2113915, -3.7414697 5.2114813, -3.7416843 5.21147, -3.7418801 5.2114072, -3.7420524 5.211317)",,,
70729336,residential,False,False,87.466,"LINESTRING (-3.7450685 5.2150485, -3.7454948 5.2157107)",,,
70729336,residential,False,True,34.438,"LINESTRING (-3.7450685 5.2150485, -3.7448057 5.2148829)",,,
306366128,residential,False,False,115.791,"LINESTRING (-3.7450685 5.2150485, -3.7459925 5.214561)",,,
70729377,residential,False,True,34.73,"LINESTRING (-3.7403432 5.2168465, -3.740428 5.2165458)",,,
"[346567993, 346567994]",residential,False,True,115.793,"LINESTRING (-3.7403432 5.2168465, -3.740195 5.2173164, -3.7401788 5.217336, -3.740148 5.2173431, -3.7396739 5.2172049)",,,
373303373,residential,False,False,129.70600000000002,"LINESTRING (-3.7403432 5.2168465, -3.7398034 5.2166646, -3.7392294 5.2164857)",,,
70729371,residential,False,True,124.92,"LINESTRING (-3.7456145 5.2115003, -3.7453081 5.2125815)",,,
346569289,residential,False,False,44.881,"LINESTRING (-3.7456145 5.2115003, -3.7452202 5.2114069)",,,
346569289,residential,False,True,67.054,"LINESTRING (-3.7456145 5.2115003, -3.7462009 5.2116507)",,,
70729376,residential,False,True,70.665,"LINESTRING (-3.7476456 5.2113282, -3.7474998 5.2119469)",,,
373299764,residential,False,True,145.44,"LINESTRING (-3.7476456 5.2113282, -3.7470017 5.2111534, -3.7463695 5.2110211)",,,
1098474980,tertiary,False,False,279.42900000000003,"LINESTRING (-3.7476138 5.2094232, -3.7465621 5.2091293, -3.7458867 5.2089288, -3.7451844 5.2087444)",,,
70729214,residential,False,True,15.178,"LINESTRING (-3.7396515 5.21122, -3.7396643 5.2110841)",,,
70729220,tertiary,False,True,117.782,"LINESTRING (-3.7396515 5.21122, -3.7407011 5.2113915)",,,
346569289,residential,False,False,76.251,"LINESTRING (-3.7468733 5.2117985, -3.7462009 5.2116507)",,,
346569289,residential,False,True,71.311,"LINESTRING (-3.7468733 5.2117985, -3.7474998 5.2119469)",,,
