osmid,oneway,lanes,name,highway,reversed,length,geometry,service,access,maxspeed
693477866,False,,Avenue Carde,secondary,True,76.645,"LINESTRING (-4.0238525 5.3325002, -4.0238716 5.3318591, -4.023872 5.3318112)",,,
744377151,True,3,Avenue Terrasson de Fougères,tertiary,False,12.881,"LINESTRING (-4.0197085 5.3241676, -4.0195922 5.3241707)",,,
"[729125002, 331485119]",False,2,Boulevard de la République,secondary,True,208.651,"LINESTRING (-4.0197085 5.3241676, -4.0197071 5.3242519, -4.0196948 5.3250116, -4.0197163 5.3250756, -4.0197499 5.325112, -4.0198137 5.3251511, -4.0198735 5.3251639, -4.0206568 5.325165)",bus,no,
30618478,True,2,Avenue Jean-Paul II,secondary,False,55.466,"LINESTRING (-4.0195932 5.3269275, -4.019594 5.3270611, -4.0195939 5.3272691, -4.0195933 5.3272848, -4.0195925 5.3274263)",,,
62380340,True,,Rue Lecoeur,residential,False,125.03,"LINESTRING (-4.0195932 5.3269275, -4.0193982 5.3269217, -4.0192423 5.3269204, -4.0190548 5.32692, -4.018464 5.3269186)",,,
310734714,False,,Avenue Seydou Diarra,residential,False,115.73400000000001,"LINESTRING (-4.0206378 5.3274327, -4.0205526 5.3274333, -4.0197988 5.3274261, -4.0195925 5.3274263)",,,
310734714,False,,Avenue Seydou Diarra,residential,True,119.433,"LINESTRING (-4.0206378 5.3274327, -4.0207452 5.3274318, -4.0216785 5.3274242, -4.021696 5.3274241, -4.0217165 5.3274241)",,,
"[737439010, 739768148]",False,4,Avenue Jeanne Gervais,tertiary,False,240.648,"LINESTRING (-4.0206378 5.3274327, -4.0206413 5.3273013, -4.0206523 5.3264585, -4.0206549 5.3262381, -4.0206664 5.3252787, -4.0206611 5.3252702)",,,
739768148,False,4,Avenue Jeanne Gervais,tertiary,True,241.192,"LINESTRING (-4.0206378 5.3274327, -4.0206377 5.3274458, -4.0206463 5.3284688, -4.0206499 5.3288908, -4.0206362 5.3296016)",,,
295408300,False,2,Avenue Michel Kouassi Goly,tertiary,True,90.40100000000001,"LINESTRING (-4.0227835 5.3317921, -4.0226566 5.3317899, -4.0225378 5.3317878, -4.0222958 5.3317836, -4.0219671 5.3317778)",,,
"[738036784, 693477867]",False,2,Avenue Michel Kouassi Goly,tertiary,False,120.531,"LINESTRING (-4.0227835 5.3317921, -4.0230203 5.3317963, -4.0236819 5.3318079, -4.0237104 5.3318084, -4.023872 5.3318112)",,,
"[739768145, 738036785]",True,2,Avenue Essy Amara,tertiary,False,241.58,"LINESTRING (-4.0228098 5.3296198, -4.0227851 5.3307196, -4.0227846 5.3308727, -4.0227837 5.3311771, -4.0227836 5.331239, -4.0227836 5.331315, -4.0227837 5.3316936, -4.0227835 5.3317921)",,,
739768147,False,,Rue Catherine Amon D'aby,residential,True,120.979,"LINESTRING (-4.0228098 5.3296198, -4.0238563 5.3296239, -4.0239025 5.3296232)",,,
1227659246,False,,Rue Catherine Amon D'aby,residential,False,122.953,"LINESTRING (-4.0228098 5.3296198, -4.0227422 5.3296157, -4.0216994 5.3296098)",,,
60501009,True,2,Avenue Essy Amara,tertiary,False,243.94199999999998,"LINESTRING (-4.0228116 5.3274261, -4.0228216 5.3280356, -4.0228184 5.3284367, -4.0228098 5.3296198)",,,
1168918823,False,,Avenue Crozet,residential,False,121.244,"LINESTRING (-4.0228116 5.3274261, -4.0217505 5.3274242, -4.0217165 5.3274241)",,,
1168918823,False,,Avenue Crozet,residential,True,122.83800000000001,"LINESTRING (-4.0228116 5.3274261, -4.0238902 5.327428, -4.0239211 5.3274281)",,,
690076799,False,,Avenue Carde,secondary,True,106.407,"LINESTRING (-4.0239211 5.3274281, -4.0239296 5.3264712)",,,
1168918823,False,,Avenue Crozet,residential,False,122.83800000000001,"LINESTRING (-4.0239211 5.3274281, -4.0238902 5.327428, -4.0228116 5.3274261)",,,
"[1168918824, 22775821]",False,,Avenue Carde,secondary,False,244.094,"LINESTRING (-4.0239211 5.3274281, -4.0239172 5.3278051, -4.0239095 5.3285471, -4.0239025 5.3296232)",,,
30618478,True,2,Avenue Jean-Paul II,secondary,False,241.461,"LINESTRING (-4.0195925 5.3274263, -4.0195916 5.3275118, -4.0195888 5.3277874, -4.0195886 5.3278122, -4.0195869 5.3279836, -4.0195862 5.3280512, -4.0195844 5.328114, -4.0195836 5.3282101, -4.0195808 5.3285172, -4.0195777 5.3288444, -4.0195756 5.3290754, -4.0195562 5.329437, -4.0195562 5.3295972)",,,
310734714,False,,Avenue Seydou Diarra,residential,True,115.73400000000001,"LINESTRING (-4.0195925 5.3274263, -4.0197988 5.3274261, -4.0205526 5.3274333, -4.0206378 5.3274327)",,,
1134213841,True,,Rue A 50 / Avenue Marchand,secondary,False,3.573,"LINESTRING (-4.0228169 5.325247, -4.022843 5.3252659)",,,
644953694,False,2,Avenue Ouattara Thomas D'aquin,secondary,False,5.122,"LINESTRING (-4.0228169 5.325247, -4.0227842 5.3252243, -4.0227808 5.3252189)",bus,,
30617442,False,,Rue Jesse Owens,residential,False,101.668,"LINESTRING (-4.0195985 5.3260309, -4.0195001 5.3260318, -4.0193196 5.326027, -4.0192289 5.3260257, -4.0191079 5.326023, -4.0190689 5.3260224, -4.0186804 5.326015)",,,
30618478,True,2,Avenue Jean-Paul II,secondary,False,99.69899999999998,"LINESTRING (-4.0195985 5.3260309, -4.0195963 5.3263225, -4.0195949 5.3267754, -4.0195947 5.326846, -4.0195932 5.3269275)",,,
744377151,True,3,Avenue Terrasson de Fougères,tertiary,False,80.045,"LINESTRING (-4.0186794 5.3241676, -4.0179565 5.3241566)",,,
1134015379,True,,Rue Noel Akossi Benjo,residential,False,120.436,"LINESTRING (-4.0186794 5.3241676, -4.0186815 5.3252507)",,,
295408301,True,4,Avenue Boa Amoakon Edjampan Tiemele,tertiary,False,100.71799999999999,"LINESTRING (-4.0186815 5.3252507, -4.0190587 5.3252518, -4.0190723 5.3252518, -4.0194818 5.325253, -4.0195912 5.3252533)",,,
1134015379,True,,Rue Noel Akossi Benjo,residential,False,84.99199999999999,"LINESTRING (-4.0186815 5.3252507, -4.0186791 5.3254623, -4.018677 5.3258355, -4.0186804 5.326015)",,,
30617442,False,,Rue Jesse Owens,residential,True,59.985,"LINESTRING (-4.0179288 5.3260161, -4.0184706 5.3260152)",,,
62380340,True,,Rue Lecoeur,residential,False,85.50699999999999,"LINESTRING (-4.0179288 5.3260161, -4.0179225 5.3259341, -4.0179266 5.325563, -4.0179278 5.3254607, -4.017929 5.3253541, -4.0179302 5.3252474)",,,
1219861525,False,,,residential,False,222.853,"LINESTRING (-4.0179288 5.3260161, -4.0178259 5.326058, -4.0169312 5.3260708, -4.0168936 5.3260598, -4.0168649 5.3260378, -4.0168539 5.325974, -4.0168719 5.3254046, -4.016908 5.3253421, -4.0169262 5.3253093, -4.0170366 5.3251624)",,,
30617442,False,,Rue Jesse Owens,residential,False,23.23,"LINESTRING (-4.0186804 5.326015, -4.0185428 5.3260138, -4.0184706 5.3260152)",,,
30617442,False,,Rue Jesse Owens,residential,True,101.66799999999999,"LINESTRING (-4.0186804 5.326015, -4.0190689 5.3260224, -4.0191079 5.326023, -4.0192289 5.3260257, -4.0193196 5.326027, -4.0195001 5.3260318, -4.0195985 5.3260309)",,,
644953698,False,3,Avenue Clozel,tertiary,False,11.707,"LINESTRING (-4.0206611 5.3252702, -4.0206568 5.325165)",,,
"[737439010, 739768148]",False,4,Avenue Jeanne Gervais,tertiary,True,240.64799999999997,"LINESTRING (-4.0206611 5.3252702, -4.0206664 5.3252787, -4.0206549 5.3262381, -4.0206523 5.3264585, -4.0206413 5.3273013, -4.0206378 5.3274327)",,,
1134595829,True,,Boulevard de la République,secondary,False,117.185,"LINESTRING (-4.0206611 5.3252702, -4.0216881 5.3252823, -4.0217193 5.3252791)",,,
644821092,True,,Avenue Amadou Gon Coulibaly,secondary,False,10.189,"LINESTRING (-4.0217193 5.3252791, -4.0217218 5.3251875)",,,
90686957,True,,Boulevard de la République,secondary,False,122.773,"LINESTRING (-4.0217193 5.3252791, -4.0225757 5.3252912, -4.0227409 5.3252896, -4.0228169 5.325247)",,,
62380340,True,,Rue Lecoeur,residential,False,157.178,"LINESTRING (-4.018464 5.3269186, -4.0183247 5.32692, -4.0180458 5.3269215, -4.017966 5.3269147, -4.0179451 5.3269078, -4.0179272 5.3268673, -4.0179258 5.3267869, -4.0179262 5.3267618, -4.0179273 5.3262558, -4.0179288 5.3260161)",,,
91796573,False,,Rue Gourgas,residential,True,100.457,"LINESTRING (-4.018464 5.3269186, -4.0184684 5.3264906, -4.0184706 5.3260152)",,,
30617442,False,,Rue Jesse Owens,residential,False,59.985,"LINESTRING (-4.0184706 5.3260152, -4.0179288 5.3260161)",,,
30617442,False,,Rue Jesse Owens,residential,True,23.23,"LINESTRING (-4.0184706 5.3260152, -4.0185428 5.3260138, -4.0186804 5.326015)",,,
91796573,False,,Rue Gourgas,residential,False,100.457,"LINESTRING (-4.0184706 5.3260152, -4.0184684 5.3264906, -4.018464 5.3269186)",,,
60501009,True,2,Avenue Essy Amara,tertiary,False,118.546,"LINESTRING (-4.0228148 5.32636, -4.0228116 5.3274261)",,,
106768885,False,,Rue Thomasset,residential,False,120.315,"LINESTRING (-4.0228148 5.32636, -4.0217281 5.3263554)",,,
106768885,False,,Rue Thomasset,residential,True,120.315,"LINESTRING (-4.0217281 5.3263554, -4.0228148 5.32636)",,,
90692991,True,,Avenue Camille Aliali,secondary,False,119.683,"LINESTRING (-4.0217281 5.3263554, -4.0217271 5.3262392, -4.0217194 5.3253195, -4.0217193 5.3252791)",,,
586998057,True,,Avenue Amadou Gon Coulibaly,tertiary,False,112.399,"LINESTRING (-4.0217218 5.3251875, -4.0217298 5.3241767)",,,
90686948,False,2,Boulevard de la République,secondary,False,117.954,"LINESTRING (-4.0217218 5.3251875, -4.020693 5.325169, -4.0206568 5.325165)",bus,no,
"[690076801, 90686948]",False,2,Boulevard de la République,secondary,True,117.70700000000001,"LINESTRING (-4.0217218 5.3251875, -4.0221057 5.3251871, -4.0224841 5.325181, -4.0226225 5.3251864, -4.0226604 5.3251879, -4.0227808 5.3252189)",bus,no,
644956954,False,,Rue N'djisset Adokre Aka,residential,True,32.507,"LINESTRING (-4.0247244 5.326343, -4.0247638 5.3260533)",,,50
1165426093,False,,Avenue Ouattara Thomas D'aquin,secondary,True,88.761,"LINESTRING (-4.0247244 5.326343, -4.0245599 5.3263513, -4.0244663 5.3263494, -4.0244576 5.3263492, -4.024103 5.3263238, -4.0239246 5.3263074)",,,
690076769,True,,Avenue Ouattara Thomas D'aquin,secondary,False,11.109,"LINESTRING (-4.023826 5.3262889, -4.0239246 5.3263074)",,,
690076800,True,,Avenue Ouattara Thomas D'aquin,secondary,False,23.393,"LINESTRING (-4.023826 5.3262889, -4.0238607 5.3263697, -4.0239296 5.3264712)",,,
295408303,True,3,Avenue Jeanne Gervais,tertiary,False,29.369,"LINESTRING (-4.0206157 5.3317649, -4.0206226 5.331957, -4.0206232 5.3320289)",,,
310734719,False,4,Avenue Jeanne Gervais,tertiary,False,240.62099999999998,"LINESTRING (-4.0206157 5.3317649, -4.0206177 5.3316353, -4.0206222 5.3316118, -4.0206286 5.3313744, -4.0206273 5.3310366, -4.0206293 5.3306119, -4.0206399 5.3300645, -4.0206362 5.3296016)",,,
645303670,True,2,Avenue Michel Kouassi Goly,tertiary,False,31.93,"LINESTRING (-4.0219671 5.3317778, -4.0216787 5.3317776)",,,
295408300,False,2,Avenue Michel Kouassi Goly,tertiary,False,90.40100000000001,"LINESTRING (-4.0219671 5.3317778, -4.0222958 5.3317836, -4.0225378 5.3317878, -4.0226566 5.3317899, -4.0227835 5.3317921)",,,
30618475,True,2,Avenue John Creppy,tertiary,False,54.311,"LINESTRING (-4.0211061 5.3317765, -4.0207331 5.3317663, -4.0206157 5.3317649)",,,
644953694,False,2,Avenue Ouattara Thomas D'aquin,secondary,True,5.122,"LINESTRING (-4.0227808 5.3252189, -4.0227842 5.3252243, -4.0228169 5.325247)",bus,,
"[690076801, 90686948]",False,2,Boulevard de la République,secondary,False,117.707,"LINESTRING (-4.0227808 5.3252189, -4.0226604 5.3251879, -4.0226225 5.3251864, -4.0224841 5.325181, -4.0221057 5.3251871, -4.0217218 5.3251875)",bus,no,
295408301,True,4,Avenue Boa Amoakon Edjampan Tiemele,tertiary,False,91.288,"LINESTRING (-4.0169889 5.3243551, -4.0169884 5.3250352, -4.0169983 5.3251132, -4.0170366 5.3251624)",,,
744377151,True,3,Avenue Terrasson de Fougères,tertiary,False,39.985,"LINESTRING (-4.0168937 5.3239719, -4.0167579 5.3236387)",,,
295408301,True,4,Avenue Boa Amoakon Edjampan Tiemele,tertiary,False,46.056,"LINESTRING (-4.0167524 5.3241353, -4.0168536 5.3241397, -4.0169251 5.3241505, -4.0169668 5.3241573, -4.0169762 5.3242045, -4.0169889 5.3243551)",,,
392528546,True,2,Avenue Terrasson de Fougêres,tertiary,False,24.975,"LINESTRING (-4.0167524 5.3241353, -4.0168013 5.3240417, -4.0168799 5.3239712, -4.0168937 5.3239719)",,,
22726618,True,,Avenue Ouattara Thomas D'aquin,secondary,False,157.433,"LINESTRING (-4.022843 5.3252659, -4.0228687 5.3252927, -4.0230699 5.3255011, -4.0233871 5.3258266, -4.023826 5.3262889)",,,
60501009,True,2,Avenue Essy Amara,tertiary,False,121.745,"LINESTRING (-4.022843 5.3252659, -4.0228236 5.3255236, -4.0228224 5.325848, -4.0228148 5.32636)",,,
729125001,True,3,Avenue Jean-Paul II,secondary,False,5.663,"LINESTRING (-4.0211535 5.3320269, -4.0212046 5.3320247)",,,
331571791,True,1,Avenue Jean-Paul II,secondary_link,False,31.982,"LINESTRING (-4.0211535 5.3320269, -4.0211727 5.3319654, -4.0211876 5.3319282, -4.0211889 5.3318811, -4.0211714 5.3318377, -4.0211061 5.3317765)",,,
690076770,False,,Avenue Carde,secondary,True,18.222,"LINESTRING (-4.0239296 5.3264712, -4.0239246 5.3263074)",,,
690076799,False,,Avenue Carde,secondary,False,106.407,"LINESTRING (-4.0239296 5.3264712, -4.0239211 5.3274281)",,,
1219861526,False,,Rue Joseph Blonvia,residential,True,136.57999999999998,"LINESTRING (-4.0257024 5.3263557, -4.0257066 5.3260713, -4.0256905 5.3260575, -4.0247638 5.3260533)",,,
644956954,False,,Rue N'djisset Adokre Aka,residential,False,32.507,"LINESTRING (-4.0247638 5.3260533, -4.0247244 5.326343)",,,50
1219861526,False,,Rue Joseph Blonvia,residential,False,136.58,"LINESTRING (-4.0247638 5.3260533, -4.0256905 5.3260575, -4.0257066 5.3260713, -4.0257024 5.3263557)",,,
