osmid,highway,oneway,reversed,length,geometry,lanes,ref
308073538,residential,False,True,117.762,"LINESTRING (-4.2049155 6.6432237, -4.204423 6.644163)",,
308073543,residential,False,True,94.765,"LINESTRING (-4.205396 6.6436538, -4.2049904 6.6444048)",,
308073548,residential,False,False,74.073,"LINESTRING (-4.2025843 6.6454418, -4.202874 6.644841)",,
308073551,residential,False,False,35.402,"LINESTRING (-4.2025843 6.6454418, -4.2028807 6.645563)",,
491007800,residential,False,True,217.849,"LINESTRING (-4.2025843 6.6454418, -4.2016106 6.6471456)",,
491007830,residential,False,True,222.747,"LINESTRING (-4.2025843 6.6454418, -4.2011815 6.6446545, -4.2008087 6.644496)",,
308073543,residential,False,False,74.383,"LINESTRING (-4.2043395 6.6455844, -4.2046565 6.6449942)",,
308073543,residential,False,True,72.534,"LINESTRING (-4.2043395 6.6455844, -4.2040238 6.6461564)",,
308073547,residential,False,False,173.563,"LINESTRING (-4.2043395 6.6455844, -4.2056957 6.6463729)",,
106484643,primary,False,True,182.591,"LINESTRING (-4.200588 6.6458586, -4.2008953 6.6461799, -4.2016106 6.6471456)",2,A4
308073538,residential,False,False,145.392,"LINESTRING (-4.2034604 6.6458493, -4.2040831 6.6446973)",,
308073551,residential,False,False,70.98,"LINESTRING (-4.2034604 6.6458493, -4.2040238 6.6461564)",,
308073551,residential,False,True,71.504,"LINESTRING (-4.2034604 6.6458493, -4.2028807 6.645563)",,
323921170,residential,False,True,100.257,"LINESTRING (-4.208512 6.6468173, -4.208375 6.6471273, -4.2081204 6.6476304)",,
308073546,residential,False,True,67.777,"LINESTRING (-4.2056957 6.6463729, -4.2053807 6.646896)",,
308073547,residential,False,False,160.641,"LINESTRING (-4.2056957 6.6463729, -4.2069684 6.6470722)",,
308073547,residential,False,True,173.563,"LINESTRING (-4.2056957 6.6463729, -4.2043395 6.6455844)",,
308073546,residential,False,False,82.556,"LINESTRING (-4.2056957 6.6463729, -4.2058767 6.6460186, -4.2060685 6.6457308)",,
308073547,residential,False,False,141.568,"LINESTRING (-4.2069684 6.6470722, -4.2081204 6.6476304)",,
308073547,residential,False,True,160.641,"LINESTRING (-4.2069684 6.6470722, -4.2056957 6.6463729)",,
