osmid,highway,oneway,reversed,length,lanes,ref,geometry
376843616,residential,False,True,13.727,,,"LINESTRING (-5.1617946 9.0702055, -5.1616725 9.070179)"
403834612,trunk,True,False,75.756,2,A3,"LINESTRING (-5.1617946 9.0702055, -5.1619448 9.069893, -5.1621325 9.0696135)"
403834662,residential,False,False,55.461999999999996,,,"LINESTRING (-5.1617946 9.0702055, -5.1618713 9.0702272, -5.1621663 9.0703597, -5.1622552 9.0704075)"
310527890,residential,False,False,13.867,,,"LINESTRING (-5.1615921 9.0721165, -5.1614687 9.072143)"
310527890,residential,False,True,131.31,,,"LINESTRING (-5.1615921 9.0721165, -5.1627575 9.0718517)"
403834612,trunk,True,False,97.939,2,A3,"LINESTRING (-5.1615921 9.0721165, -5.16158 9.0712358)"
1008074635,unclassified,False,False,19.824,,,"LINESTRING (-5.161466 9.0745361, -5.1616457 9.0745533)"
403834612,trunk,True,False,192.766,2,A3,"LINESTRING (-5.161466 9.0745361, -5.1615424 9.0740606, -5.1615921 9.0734395, -5.1616028 9.0728105)"
392672742,unclassified,False,True,74.479,,,"LINESTRING (-5.1636976 9.0694016, -5.1643159 9.0691262)"
392690055,residential,False,False,30.087,,,"LINESTRING (-5.1636976 9.0694016, -5.1639076 9.0695754)"
392690055,residential,False,True,41.606,,,"LINESTRING (-5.1636976 9.0694016, -5.1634136 9.0691539)"
392672742,unclassified,False,False,189.58499999999998,,,"LINESTRING (-5.1636976 9.0694016, -5.162797 9.0697956, -5.1627085 9.0698307, -5.1626435 9.0698393, -5.1625288 9.0698387, -5.1624719 9.0698308, -5.1623639 9.069789, -5.1622941 9.0697466, -5.1622472 9.0697109, -5.1621325 9.0696135)"
392672742,unclassified,False,False,32.61,,,"LINESTRING (-5.167729 9.0676005, -5.1674661 9.0677369)"
376843601,residential,False,False,77.896,,,"LINESTRING (-5.1674661 9.0677369, -5.1678389 9.0683329)"
392672742,unclassified,False,True,32.61,,,"LINESTRING (-5.1674661 9.0677369, -5.167729 9.0676005)"
392672742,unclassified,False,False,77.407,,,"LINESTRING (-5.1674661 9.0677369, -5.1671965 9.0678787, -5.1668291 9.0680336)"
376842893,residential,False,True,114.709,,,"LINESTRING (-5.1647039 9.0677166, -5.1640005 9.0684793)"
