osmid,ref,highway,oneway,reversed,length,lanes,maxspeed,geometry
56082855,A3,trunk,False,True,164.73,,,"LINESTRING (-5.1967721 9.593453, -5.1960048 9.5947267)"
263333827,,residential,False,True,45.786,2,30,"LINESTRING (-5.1967721 9.593453, -5.1963793 9.5933132)"
32020004,A3,trunk,False,False,162.239,,,"LINESTRING (-5.1967721 9.593453, -5.1971421 9.5928767, -5.1975538 9.5922142)"
263333827,,residential,False,False,291.079,2,30,"LINESTRING (-5.1967721 9.593453, -5.1979508 9.5938976, -5.1992543 9.5943816)"
223863140,A12,primary,False,True,203.55599999999998,,,"LINESTRING (-5.1958506 9.5916271, -5.1960142 9.5918096, -5.1961041 9.591881, -5.1962502 9.5919551, -5.1975538 9.5922142)"
223863190,,unclassified,False,False,84.074,2,50,"LINESTRING (-5.1958506 9.5916271, -5.1955354 9.5913745, -5.1953906 9.5912489, -5.1952726 9.5911313)"
32020004,A3,trunk,False,False,251.011,,,"LINESTRING (-5.1975538 9.5922142, -5.1987177 9.5902703)"
32020004,A3,trunk,False,True,162.239,,,"LINESTRING (-5.1975538 9.5922142, -5.1971421 9.5928767, -5.1967721 9.593453)"
223863140,A12,primary,False,False,203.556,,,"LINESTRING (-5.1975538 9.5922142, -5.1962502 9.5919551, -5.1961041 9.591881, -5.1960142 9.5918096, -5.1958506 9.5916271)"
223863140,A12,primary,False,True,131.389,,,"LINESTRING (-5.1975538 9.5922142, -5.1982646 9.5923465, -5.1987317 9.5924316)"
32020004,A3,trunk,False,True,251.011,,,"LINESTRING (-5.1987177 9.5902703, -5.1975538 9.5922142)"
638970892,,residential,False,True,239.169,,,"LINESTRING (-5.1987177 9.5902703, -5.2005082 9.5914989)"
223863140,A12,primary,False,False,162.522,,,"LINESTRING (-5.200185 9.5927194, -5.1987317 9.5924316)"
223863140,A12,primary,False,True,68.375,,,"LINESTRING (-5.200185 9.5927194, -5.200802 9.5928088)"
324776593,,unclassified,False,False,211.23600000000002,,,"LINESTRING (-5.200185 9.5927194, -5.1999182 9.5931941, -5.1997626 9.5934533, -5.1995949 9.5937455, -5.1994367 9.5940126, -5.199324 9.5942255, -5.1992543 9.5943816)"
263333834,,residential,False,False,139.841,2,30,"LINESTRING (-5.1940089 9.5956069, -5.193317 9.5966634)"
263333834,,residential,False,True,193.877,2,30,"LINESTRING (-5.1940089 9.5956069, -5.194896 9.5940986)"
638275110,,unclassified,False,False,42.578,,,"LINESTRING (-5.1940089 9.5956069, -5.1943631 9.5957639)"
638275110,,unclassified,False,True,68.264,,,"LINESTRING (-5.1940089 9.5956069, -5.1938429 9.5955095, -5.1937209 9.5954051, -5.1935542 9.5951983)"
56082855,A3,trunk,False,False,178.239,,,"LINESTRING (-5.1951948 9.5961165, -5.1960048 9.5947267)"
638275110,,unclassified,False,True,57.001,,,"LINESTRING (-5.1951948 9.5961165, -5.1947182 9.5959117)"
56082855,A3,trunk,False,True,177.72,,,"LINESTRING (-5.1951948 9.5961165, -5.1947241 9.5969086, -5.1943874 9.5975023)"
223863146,,tertiary,False,True,132.238,2,30,"LINESTRING (-5.1943874 9.5975023, -5.195433 9.5980951)"
56082855,A3,trunk,False,False,177.72,,,"LINESTRING (-5.1943874 9.5975023, -5.1947241 9.5969086, -5.1951948 9.5961165)"
223863175,,residential,False,False,65.399,2,30,"LINESTRING (-5.2004615 9.5896181, -5.2001609 9.5901261)"
223863179,,residential,False,False,120.751,2,30,"LINESTRING (-5.2004615 9.5896181, -5.2014019 9.5901833)"
223863144,,tertiary,False,False,58.114,2,30,"LINESTRING (-5.1944713 9.5903324, -5.1947785 9.5899065)"
223863144,,tertiary,False,True,143.656,2,30,"LINESTRING (-5.1944713 9.5903324, -5.1937555 9.5914145)"
223863190,,unclassified,False,True,124.94,2,50,"LINESTRING (-5.1944713 9.5903324, -5.1952726 9.5911313)"
223863144,,tertiary,False,False,143.656,2,30,"LINESTRING (-5.1937555 9.5914145, -5.1944713 9.5903324)"
263333829,,residential,False,False,65.854,2,30,"LINESTRING (-5.1937555 9.5914145, -5.1942374 9.591768)"
223863144,,tertiary,False,True,101.379,2,30,"LINESTRING (-5.1937555 9.5914145, -5.1934627 9.5918731, -5.193277 9.5921944)"
263333829,,residential,False,False,19.995,2,30,"LINESTRING (-5.1942374 9.591768, -5.1943662 9.5918953)"
263333829,,residential,False,True,65.854,2,30,"LINESTRING (-5.1942374 9.591768, -5.1937555 9.5914145)"
263333831,,residential,False,False,83.659,2,30,"LINESTRING (-5.1942374 9.591768, -5.1939261 9.5924549)"
263333827,,residential,False,False,76.837,2,30,"LINESTRING (-5.193277 9.5921944, -5.1939261 9.5924549)"
223863144,,tertiary,False,False,101.379,2,30,"LINESTRING (-5.193277 9.5921944, -5.1934627 9.5918731, -5.1937555 9.5914145)"
