osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,junction
"[334505012, 644372375]",4,Boulevard Principal / Rue O13,secondary,False,False,190.29,"LINESTRING (-4.0733368 5.3395429, -4.0733341 5.339153, -4.0733377 5.3378316)",,
334505012,4,Boulevard Principal / Rue O13,secondary,False,True,18.331,"LINESTRING (-4.0733208 5.3368966, -4.0733249 5.3370614)",,
"[644442426, 644442421, 644830990, 288813567]","['2', '4']",Boulevard Principal / Rue O13,secondary,True,False,55.077,"LINESTRING (-4.0733208 5.3368966, -4.0733458 5.3368338, -4.0733529 5.336759, -4.0733543 5.3365677, -4.0733484 5.3364963, -4.0733246 5.3364098)",yes,
288813569,4,Boulevard Principal / Rue O13,secondary,False,True,132.702,"LINESTRING (-4.0734145 5.3321783, -4.0733973 5.3328795, -4.073387 5.3333714)",,
757236806,,Rue O111,residential,False,True,215.85700000000003,"LINESTRING (-4.0734145 5.3321783, -4.0736441 5.3321864, -4.0738188 5.3321894, -4.0739911 5.3321882, -4.0741065 5.3321823, -4.0741885 5.3321733, -4.0742581 5.3321636, -4.0751177 5.3319382, -4.0752511 5.3318999, -4.0753245 5.3318773)",,
"[844372187, 30611934]",,Rue O111,residential,False,False,73.725,"LINESTRING (-4.0734145 5.3321783, -4.0731449 5.3321794, -4.0727486 5.3321795)",,
30605316,,Rue P20,tertiary,True,False,149.278,"LINESTRING (-4.0746851 5.3395524, -4.0742788 5.3395471, -4.0740125 5.3395461, -4.0733368 5.3395429)",,
302528670,,Rue P20,tertiary,True,False,221.21500000000003,"LINESTRING (-4.0772445 5.3395528, -4.0771878 5.339553, -4.076867 5.3395539, -4.0766313 5.3395546, -4.0765827 5.3395548, -4.0763866 5.3395554, -4.0761931 5.3395559, -4.0759854 5.3395548, -4.0757393 5.3395538, -4.0754815 5.3395481, -4.0754101 5.3395464, -4.0752465 5.3395451)",,
302528474,,,residential,False,False,82.04,"LINESTRING (-4.0792556 5.3395468, -4.0792526 5.338809)",,
302528670,,Rue P20,tertiary,True,False,222.65400000000002,"LINESTRING (-4.0792556 5.3395468, -4.0789186 5.3395478, -4.0786828 5.3395485, -4.0786188 5.3395487, -4.0784012 5.3395493, -4.078123 5.3395502, -4.0775643 5.3395518, -4.0772445 5.3395528)",,
308077537,,Rue O111,residential,False,True,7.237,"LINESTRING (-4.0753245 5.3318773, -4.0753876 5.3318603)",,
757236806,,Rue O111,residential,False,False,215.857,"LINESTRING (-4.0753245 5.3318773, -4.0752511 5.3318999, -4.0751177 5.3319382, -4.0742581 5.3321636, -4.0741885 5.3321733, -4.0741065 5.3321823, -4.0739911 5.3321882, -4.0738188 5.3321894, -4.0736441 5.3321864, -4.0734145 5.3321783)",,
308077537,,Rue O111,residential,False,False,86.38,"LINESTRING (-4.0761423 5.3316633, -4.0753876 5.3318603)",,
308077537,,Rue O111,residential,False,True,56.28,"LINESTRING (-4.0761423 5.3316633, -4.0766354 5.3315403)",,
30643048,2,Rue des flamboyants,residential,False,True,92.059,"LINESTRING (-4.079255 5.3372651, -4.0787119 5.3372684, -4.0784235 5.3372691)",,
302528474,,,residential,False,True,171.68,"LINESTRING (-4.079255 5.3372651, -4.0792606 5.3378778, -4.0792592 5.3380402, -4.0792579 5.3381932, -4.0792526 5.338809)",,
738259365,,,residential,False,False,239.03300000000002,"LINESTRING (-4.079255 5.3372651, -4.07925 5.3351964, -4.0791709 5.3351776)",,
"[303253670, 303253669, 738259366]",2,Rue des flamboyants,residential,False,False,61.111000000000004,"LINESTRING (-4.079255 5.3372651, -4.079411 5.337269, -4.0794754 5.3372699, -4.0798069 5.3372731)",yes,
334505012,4,Boulevard Principal / Rue O13,secondary,False,False,85.654,"LINESTRING (-4.0733377 5.3378316, -4.0733249 5.3370614)",,
90230716,,,residential,False,False,174.46200000000002,"LINESTRING (-4.0733377 5.3378316, -4.0726818 5.3378331, -4.0719111 5.3378316, -4.0717619 5.3378313)",,
"[334505012, 644372375]",4,Boulevard Principal / Rue O13,secondary,False,True,190.29,"LINESTRING (-4.0733377 5.3378316, -4.0733341 5.339153, -4.0733368 5.3395429)",,
30631411,,,residential,False,True,204.20000000000002,"LINESTRING (-4.0717584 5.3396677, -4.0717594 5.3388094, -4.0717624 5.3381617, -4.0717619 5.3378313)",,
30631411,,,residential,False,False,204.2,"LINESTRING (-4.0717619 5.3378313, -4.0717624 5.3381617, -4.0717594 5.3388094, -4.0717584 5.3396677)",,
90230716,,,residential,False,True,174.462,"LINESTRING (-4.0717619 5.3378313, -4.0719111 5.3378316, -4.0726818 5.3378331, -4.0733377 5.3378316)",,
644882956,,,residential,False,False,30.543,"LINESTRING (-4.0712474 5.3355771, -4.0712661 5.3356975, -4.0712966 5.3358473)",,
30643048,2,Rue des flamboyants,residential,False,False,59.83,"LINESTRING (-4.0760223 5.3372651, -4.0765627 5.3372685)",,
30643048,2,Rue des flamboyants,residential,False,True,330.829,"LINESTRING (-4.0760223 5.3372651, -4.0757963 5.3372604, -4.0755263 5.3372514, -4.0754362 5.3372584, -4.0753772 5.3372711, -4.075343 5.3372878, -4.0753021 5.3373225, -4.0752686 5.3373626, -4.0752511 5.3374053, -4.0752438 5.3374433, -4.0752317 5.3375795, -4.0752471 5.3381624, -4.0752491 5.338334, -4.0752418 5.3389783, -4.0752424 5.3391004, -4.0752491 5.3394116, -4.0752465 5.3395451)",,
"[304746525, 304746526]",,,residential,False,True,237.00100000000003,"LINESTRING (-4.0760223 5.3372651, -4.0760491 5.3372938, -4.0760572 5.3373041, -4.0760605 5.3373152, -4.0760645 5.3373666, -4.0760659 5.3373973, -4.0760632 5.3374861, -4.0760565 5.3376343, -4.0760598 5.3378092, -4.0760565 5.3378373, -4.0760437 5.337866, -4.0760102 5.3379521, -4.0760015 5.3379855, -4.0759988 5.3380095, -4.0759973 5.338104, -4.0759968 5.3381741, -4.0760149 5.3382258, -4.0760357 5.3382579, -4.0760732 5.3382926, -4.0761209 5.3383019, -4.0761815 5.3383001, -4.0764384 5.338295, -4.0767415 5.3383043, -4.0767554 5.338306, -4.0767686 5.3383093, -4.0767881 5.338319, -4.0767964 5.3383303, -4.0768021 5.3383587, -4.0768431 5.3386511)",,
30643048,2,Rue des flamboyants,residential,False,False,111.68799999999999,"LINESTRING (-4.0774147 5.3372654, -4.0775599 5.3372661, -4.0784235 5.3372691)",,
30643048,2,Rue des flamboyants,residential,False,True,94.338,"LINESTRING (-4.0774147 5.3372654, -4.0772387 5.3372664, -4.0771515 5.3372658, -4.0769704 5.3372711, -4.0765627 5.3372685)",,
"[644822435, 91521783]",,,residential,False,False,128.777,"LINESTRING (-4.0774147 5.3372654, -4.0774177 5.3368331, -4.077431 5.3364854, -4.0774257 5.3361548, -4.0774257 5.3361408, -4.077428 5.336133, -4.0774325 5.3361247, -4.0774422 5.3361124)",,
91521784,,,residential,False,True,117.59,"LINESTRING (-4.078409 5.3362117, -4.0784105 5.33632, -4.0784129 5.3364896, -4.0784235 5.3372691)",,
30643048,2,Rue des flamboyants,residential,False,False,92.059,"LINESTRING (-4.0784235 5.3372691, -4.0787119 5.3372684, -4.079255 5.3372651)",,
30643048,2,Rue des flamboyants,residential,False,True,111.68799999999999,"LINESTRING (-4.0784235 5.3372691, -4.0775599 5.3372661, -4.0774147 5.3372654)",,
91521784,,,residential,False,False,117.59,"LINESTRING (-4.0784235 5.3372691, -4.0784129 5.3364896, -4.0784105 5.33632, -4.078409 5.3362117)",,
91522124,,,residential,False,False,120.00800000000001,"LINESTRING (-4.0792993 5.3328099, -4.0787722 5.3329941, -4.0782737 5.3331591)",,
91522131,,,residential,False,True,66.828,"LINESTRING (-4.0792993 5.3328099, -4.0792631 5.3329674, -4.0792427 5.3331329, -4.0792349 5.3333039, -4.0792362 5.3334054)",,
288813569,4,Boulevard Principal / Rue O13,secondary,False,True,50.85,"LINESTRING (-4.073387 5.3333714, -4.0733843 5.3338287)",,
91522130,,,residential,False,False,286.294,"LINESTRING (-4.073387 5.3333714, -4.073619 5.3333727, -4.0738108 5.333372, -4.0739959 5.333366, -4.0741893 5.333368, -4.074306 5.333372, -4.0744472 5.3333757, -4.0745253 5.333377, -4.0745789 5.3333797, -4.0746974 5.3333884, -4.0748207 5.3334041, -4.0749306 5.3334168, -4.0750614 5.3334301, -4.0752237 5.3334308, -4.075394 5.3334254, -4.075736 5.3333921, -4.0759666 5.3333657)",,
288813569,4,Boulevard Principal / Rue O13,secondary,False,False,132.702,"LINESTRING (-4.073387 5.3333714, -4.0733973 5.3328795, -4.0734145 5.3321783)",,
91522127,,,residential,False,False,79.43199999999999,"LINESTRING (-4.0783384 5.3348749, -4.0783055 5.3347567, -4.0782827 5.3346526, -4.0782703 5.3345536, -4.0782414 5.3341693)",,
91522131,,,residential,False,False,207.35399999999998,"LINESTRING (-4.0783384 5.3348749, -4.0783873 5.3348495, -4.0784477 5.3348168, -4.0785288 5.3347701, -4.0787105 5.3346339, -4.078913 5.3344763, -4.0790324 5.3343695, -4.0791143 5.3342513, -4.0791678 5.3341318, -4.0792014 5.3339929, -4.0792201 5.3337753, -4.0792282 5.3335603, -4.0792362 5.3334054)",,
91522131,,,residential,False,True,211.868,"LINESTRING (-4.0783384 5.3348749, -4.0781875 5.334965, -4.0781258 5.3350004, -4.0780453 5.3350345, -4.0775847 5.3352428, -4.0773976 5.3353055, -4.0772574 5.3353456, -4.0769812 5.3354164, -4.076892 5.3354397, -4.0768075 5.3354705, -4.0765614 5.3355613)",,
91522124,,,residential,False,True,120.00800000000001,"LINESTRING (-4.0782737 5.3331591, -4.0787722 5.3329941, -4.0792993 5.3328099)",,
"[644822434, 91522127]",,,residential,False,"[False, True]",115.61200000000001,"LINESTRING (-4.0782737 5.3331591, -4.0782318 5.3330075, -4.078148 5.3328583, -4.0776515 5.3330681, -4.0776055 5.3330943, -4.077584 5.3331157, -4.0775375 5.3331946)",,
91522127,,,residential,False,True,48.944,"LINESTRING (-4.0782737 5.3331591, -4.0783169 5.3334742, -4.0783162 5.3335309, -4.0783129 5.3335723, -4.0783071 5.3335955)",,
91522125,,,residential,False,False,88.64500000000001,"LINESTRING (-4.0782414 5.3341693, -4.0780131 5.3341932, -4.0778928 5.3342215, -4.0778044 5.334275, -4.0776816 5.334595)",,
91522127,,,residential,False,False,64.697,"LINESTRING (-4.0782414 5.3341693, -4.0782453 5.3338721, -4.0782599 5.3337486, -4.0782774 5.3336818, -4.0783071 5.3335955)",,
91522127,,,residential,False,True,79.43199999999999,"LINESTRING (-4.0782414 5.3341693, -4.0782703 5.3345536, -4.0782827 5.3346526, -4.0783055 5.3347567, -4.0783384 5.3348749)",,
1263538363,4,Boulevard Principal / Rue O13,secondary,False,False,92.831,"LINESTRING (-4.073326 5.336319, -4.0733637 5.335485)",,
1263538363,4,Boulevard Principal / Rue O13,secondary,False,True,10.098,"LINESTRING (-4.073326 5.336319, -4.0733246 5.3364098)",,
91522131,,,residential,False,False,371.033,"LINESTRING (-4.073326 5.336319, -4.0738906 5.336329, -4.0739691 5.3363297, -4.0740361 5.336321, -4.0741172 5.3363063, -4.0741749 5.3362897, -4.0745793 5.3361795, -4.0746383 5.3361743, -4.0747929 5.3361265, -4.0753256 5.3359485, -4.0755656 5.3358777, -4.0759338 5.3357676, -4.0762134 5.3356808, -4.0764521 5.3356, -4.0765614 5.3355613)",,
91522125,,,residential,False,True,88.645,"LINESTRING (-4.0776816 5.334595, -4.0778044 5.334275, -4.0778928 5.3342215, -4.0780131 5.3341932, -4.0782414 5.3341693)",,
"[302528960, 302528961]",,,residential,False,"[False, True]",349.219,"LINESTRING (-4.0776032 5.3312855, -4.077664 5.3315695, -4.0777118 5.3317005, -4.0777713 5.3318636, -4.0778257 5.3319778, -4.0778536 5.3320387, -4.0778743 5.3321208, -4.0779005 5.332187, -4.0778975 5.3322577, -4.0778865 5.332289, -4.0778653 5.3323011, -4.0778408 5.3323091, -4.0773736 5.332457, -4.0768873 5.3325315, -4.0768571 5.3325315, -4.0768381 5.3325179, -4.0768283 5.3325007, -4.076818 5.3323624, -4.0768042 5.332222, -4.0767674 5.3320563, -4.0767438 5.3319266, -4.0767206 5.3318207, -4.0766868 5.3316802, -4.0766354 5.3315403)",,
308077537,,Rue O111,residential,False,False,110.837,"LINESTRING (-4.0776032 5.3312855, -4.0772219 5.3313872, -4.0770694 5.3314299, -4.0770206 5.3314425, -4.0766354 5.3315403)",,
30611944,,Rue O61,residential,False,False,32.927,"LINESTRING (-4.0715705 5.3311755, -4.0715641 5.3311561, -4.0715537 5.3311301, -4.0714321 5.330914)",,
30611944,,Rue O61,residential,False,True,13.556000000000001,"LINESTRING (-4.0715705 5.3311755, -4.0715752 5.3312018, -4.0715752 5.3312376, -4.0715751 5.331297)",,
91609902,,,residential,False,False,134.364,"LINESTRING (-4.0715705 5.3311755, -4.0716114 5.3311721, -4.0719862 5.3311764, -4.0720848 5.3311775, -4.0722444 5.3311731, -4.0724972 5.3311628, -4.0726092 5.3311621, -4.0727104 5.3311561, -4.0727828 5.3311461)",,
288813569,4,Boulevard Principal / Rue O13,secondary,False,False,50.85,"LINESTRING (-4.0733843 5.3338287, -4.073387 5.3333714)",,
288813569,4,Boulevard Principal / Rue O13,secondary,False,True,75.337,"LINESTRING (-4.0733843 5.3338287, -4.073374 5.3343868, -4.0733767 5.3345061)",,
30611934,,Rue O111,residential,False,True,130.067,"LINESTRING (-4.0715738 5.3321796, -4.0727486 5.3321795)",,
30611944,,Rue O61,residential,False,False,98.141,"LINESTRING (-4.0715738 5.3321796, -4.0715744 5.3317764, -4.0715751 5.331297)",,
30643048,2,Rue des flamboyants,residential,False,False,330.829,"LINESTRING (-4.0752465 5.3395451, -4.0752491 5.3394116, -4.0752424 5.3391004, -4.0752418 5.3389783, -4.0752491 5.338334, -4.0752471 5.3381624, -4.0752317 5.3375795, -4.0752438 5.3374433, -4.0752511 5.3374053, -4.0752686 5.3373626, -4.0753021 5.3373225, -4.075343 5.3372878, -4.0753772 5.3372711, -4.0754362 5.3372584, -4.0755263 5.3372514, -4.0757963 5.3372604, -4.0760223 5.3372651)",,
302528731,,Rue P20,tertiary,True,False,62.159,"LINESTRING (-4.0752465 5.3395451, -4.0748154 5.3395513, -4.0746851 5.3395524)",,
