osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,maxspeed
689894029,A4,primary,False,False,8.561,"LINESTRING (-5.0142449 6.5561274, -5.0143215 6.5561157)",,,
689894029,A4,primary,False,True,87.584,"LINESTRING (-5.0142449 6.5561274, -5.013459 6.5562314)",,,
637899248,,residential,False,True,125.40299999999999,"LINESTRING (-5.0142449 6.5561274, -5.0143281 6.5566644, -5.0144045 6.5572439)",,,
269373621,,tertiary,False,True,31.135,"LINESTRING (-5.0187255 6.5587721, -5.0184593 6.5588641)",2,Route Toumodi-Abli,60
71123793,A3,primary,False,False,46.899,"LINESTRING (-5.0187255 6.5587721, -5.0187792 6.5589933, -5.0188234 6.5591825)",2,ANCIENNE VOIE,
71123793,A3,primary,False,True,94.622,"LINESTRING (-5.0187255 6.5587721, -5.0185888 6.5582685, -5.018515 6.5579474)",2,ANCIENNE VOIE,
637899236,,residential,False,False,90.45400000000001,"LINESTRING (-5.0187255 6.5587721, -5.0195004 6.5585666, -5.0195155 6.5585593)",,,
269373621,,tertiary,False,False,31.135,"LINESTRING (-5.0184593 6.5588641, -5.0187255 6.5587721)",2,Route Toumodi-Abli,60
637899253,,residential,False,True,63.082,"LINESTRING (-5.0184593 6.5588641, -5.0178967 6.5589613)",,,
269373621,,tertiary,False,True,69.233,"LINESTRING (-5.0184593 6.5588641, -5.0184352 6.5588987, -5.0184292 6.5589273, -5.0184261 6.558986, -5.0184104 6.5594783)",2,Route Toumodi-Abli,60
269373621,,tertiary,False,True,61.18,"LINESTRING (-5.0183916 6.5608852, -5.0183916 6.5614354)",2,Route Toumodi-Abli,60
639002628,,residential,False,True,182.151,"LINESTRING (-5.0183916 6.5608852, -5.0200404 6.5609053)",,,
269373621,,tertiary,False,False,44.446,"LINESTRING (-5.0183916 6.5608852, -5.0183923 6.5605015, -5.0183928 6.5604855)",2,Route Toumodi-Abli,60
269373621,,tertiary,False,False,60.094,"LINESTRING (-5.0183795 6.5619757, -5.0183916 6.5614354)",2,Route Toumodi-Abli,60
358538721,,residential,False,False,61.071,"LINESTRING (-5.0183795 6.5619757, -5.017827 6.5619564)",,,
637899244,,residential,False,True,140.593,"LINESTRING (-5.0183795 6.5619757, -5.0196522 6.561983)",,,
269373621,,tertiary,False,True,59.260999999999996,"LINESTRING (-5.0183795 6.5619757, -5.0183769 6.5621236, -5.0183769 6.5623028, -5.0183738 6.5625086)",2,Route Toumodi-Abli,60
279932759,,residential,False,False,98.586,"LINESTRING (-5.0120968 6.5618109, -5.0117934 6.5609771)",,,
296041082,,residential,False,False,43.037,"LINESTRING (-5.0120968 6.5618109, -5.0117075 6.5618258)",,,
296041082,,residential,False,True,69.781,"LINESTRING (-5.0120968 6.5618109, -5.0127283 6.5618263)",,,
637899243,,residential,False,False,69.515,"LINESTRING (-5.0155699 6.5602563, -5.0150543 6.5606147)",,,
279932517,,residential,False,False,58.742999999999995,"LINESTRING (-5.0155699 6.5602563, -5.0155243 6.560196, -5.0155113 6.5601711, -5.0154707 6.5600611, -5.0154519 6.5598946, -5.015468 6.5597554)",,,
637899254,,residential,False,True,76.37,"LINESTRING (-5.0155699 6.5602563, -5.0156658 6.5603459, -5.0157114 6.5603722, -5.0157959 6.5604149, -5.0158663 6.5604389, -5.0159347 6.5604469, -5.0162029 6.5604655)",,,
279932525,,residential,False,False,65.44,"LINESTRING (-5.0158449 6.5593837, -5.0160286 6.5599432)",,,
279932525,,residential,False,True,68.685,"LINESTRING (-5.0158449 6.5593837, -5.015645 6.5587988)",,,
637899253,,residential,False,False,95.827,"LINESTRING (-5.0158449 6.5593837, -5.0166777 6.5591425)",,,
637899252,,residential,False,True,61.081999999999994,"LINESTRING (-5.0158449 6.5593837, -5.0156504 6.5594809, -5.0155719 6.5595582, -5.0155196 6.5596395, -5.015468 6.5597554)",,,
