osmid,oneway,name,highway,reversed,length,maxspeed,geometry,ref,bridge,lanes
407274201,False,Першамайская вуліца,residential,False,43.125,,"LINESTRING (25.5354369 52.1452845, 25.5348724 52.1451101)",,,
1117413190,False,вуліца 17 Верасня,residential,True,174.88800000000003,60,"LINESTRING (25.5354369 52.1452845, 25.5354904 52.1452212, 25.5358982 52.1447391, 25.5365378 52.1439828, 25.5366175 52.1438885)",,,
173032322,False,плошча Кастрычніка,secondary,False,118.334,40,"LINESTRING (25.5344884 52.1464861, 25.5343977 52.1465933, 25.534034 52.1470612, 25.5337294 52.1474429)",,,
324850996,False,Савецкая вуліца,primary,True,140.88,60,"LINESTRING (25.5344884 52.1464861, 25.5342466 52.1464091, 25.5328502 52.1459697, 25.532653 52.1459059)",Н26359,,
41466839,False,вуліца 50 год Кастрычніка,residential,False,98.697,40,"LINESTRING (25.5337294 52.1474429, 25.5339598 52.14751, 25.5348529 52.1477604, 25.535048 52.1478073)",,,
173032322,False,плошча Кастрычніка,secondary,True,118.33399999999999,40,"LINESTRING (25.5337294 52.1474429, 25.534034 52.1470612, 25.5343977 52.1465933, 25.5344884 52.1464861)",,,
379902425,False,вуліца Чырвоных Партызанаў,secondary,False,100.348,40,"LINESTRING (25.5337294 52.1474429, 25.5336829 52.1474758, 25.5335536 52.1475317, 25.5333815 52.1475733, 25.5328455 52.1476753, 25.5326938 52.1477185, 25.5324553 52.1478568)",,,
316640683,False,вуліца Чырвоных Партызанаў,secondary,False,82.461,40,"LINESTRING (25.5296456 52.1496661, 25.5289659 52.1502793)",,,
68538877,False,вуліца Фрунзэ,residential,False,132.873,,"LINESTRING (25.5296456 52.1496661, 25.5295639 52.1496194, 25.5282208 52.1488515)",,,
316640683,False,вуліца Чырвоных Партызанаў,secondary,True,73.87,40,"LINESTRING (25.5296456 52.1496661, 25.5302932 52.1492239, 25.5303693 52.149172)",,,
41466838,False,вуліца Кірава,residential,False,175.512,,"LINESTRING (25.5366175 52.1438885, 25.5389032 52.1446123)",,,
324852234,False,вуліца Кірава,residential,True,137.851,60,"LINESTRING (25.5366175 52.1438885, 25.5352405 52.1434581, 25.5349758 52.1433754, 25.5348167 52.1433267)",,,
1117413190,False,вуліца 17 Верасня,residential,False,174.888,60,"LINESTRING (25.5366175 52.1438885, 25.5365378 52.1439828, 25.5358982 52.1447391, 25.5354904 52.1452212, 25.5354369 52.1452845)",,,
80229973,False,вуліца Леніна,primary,True,88.791,60,"LINESTRING (25.5353947 52.1426127, 25.5351619 52.1429505, 25.5348167 52.1433267)",Р144,,
233443082,False,Новая вуліца,residential,False,43.363,,"LINESTRING (25.5353947 52.1426127, 25.5354944 52.1426378, 25.5359826 52.1427607)",,,
37662636,True,Камсамольская вуліца,tertiary,False,57.806,,"LINESTRING (25.5299756 52.1450506, 25.5294461 52.1446448)",Н501,,
324850996,False,Савецкая вуліца,primary,False,21.858,60,"LINESTRING (25.5299756 52.1450506, 25.5302555 52.1451462)",Н26359,,
324850996,False,Савецкая вуліца,primary,True,57.949,60,"LINESTRING (25.5299756 52.1450506, 25.5292239 52.1448081)",Н26359,,
41466839,False,вуліца 50 год Кастрычніка,residential,True,98.697,40,"LINESTRING (25.535048 52.1478073, 25.5348529 52.1477604, 25.5339598 52.14751, 25.5337294 52.1474429)",,,
41466841,False,Паўночная вуліца,residential,False,164.03399999999996,,"LINESTRING (25.535048 52.1478073, 25.5349343 52.1479552, 25.5344585 52.1484982, 25.5344192 52.148571, 25.5343636 52.1487228, 25.5343571 52.148808, 25.5343859 52.1489142, 25.5344295 52.1489828, 25.5346141 52.1491431)",,,
80229973,False,вуліца Леніна,primary,False,147.15699999999998,60,"LINESTRING (25.532653 52.1459059, 25.5327794 52.1457589, 25.5329947 52.1455006, 25.5331851 52.1452737, 25.5336496 52.1447323)",Р144,,
324850996,False,Савецкая вуліца,primary,False,140.88,60,"LINESTRING (25.532653 52.1459059, 25.5328502 52.1459697, 25.5342466 52.1464091, 25.5344884 52.1464861)",Н26359,,
324850996,False,Савецкая вуліца,primary,True,184.118,60,"LINESTRING (25.532653 52.1459059, 25.5324258 52.1458324, 25.531795 52.145633, 25.5309325 52.1453602, 25.5304544 52.1452091, 25.5302555 52.1451462)",Н26359,,
456441483,False,,residential,True,99.878,,"LINESTRING (25.532653 52.1459059, 25.5325428 52.1460382, 25.5323243 52.1463337, 25.5321103 52.1466666, 25.5320701 52.1467292)",,,
80229973,False,вуліца Леніна,primary,False,175.428,60,"LINESTRING (25.5336496 52.1447323, 25.5337298 52.1446327, 25.5338176 52.1445236, 25.5339566 52.144351, 25.5341598 52.1441188, 25.5344459 52.1437754, 25.5347424 52.1434195, 25.5348167 52.1433267)",Р144,,
80229973,False,вуліца Леніна,primary,True,147.157,60,"LINESTRING (25.5336496 52.1447323, 25.5331851 52.1452737, 25.5329947 52.1455006, 25.5327794 52.1457589, 25.532653 52.1459059)",Р144,,
407274201,False,Першамайская вуліца,residential,True,93.422,,"LINESTRING (25.5336496 52.1447323, 25.5338919 52.1448053, 25.5342911 52.1449319, 25.5346735 52.1450486, 25.5348724 52.1451101)",,,
68538876,False,вуліца Якуба Коласа,residential,False,82.162,,"LINESTRING (25.5274098 52.1493977, 25.5276895 52.1492093, 25.5282208 52.1488515)",,,
68538876,False,вуліца Якуба Коласа,residential,False,76.686,,"LINESTRING (25.5282208 52.1488515, 25.528706 52.1484812, 25.528925 52.148314)",,,
68538876,False,вуліца Якуба Коласа,residential,True,82.162,,"LINESTRING (25.5282208 52.1488515, 25.5276895 52.1492093, 25.5274098 52.1493977)",,,
68538877,False,вуліца Фрунзэ,residential,True,132.873,,"LINESTRING (25.5282208 52.1488515, 25.5295639 52.1496194, 25.5296456 52.1496661)",,,
324850996,False,Савецкая вуліца,primary,True,21.858,60,"LINESTRING (25.5302555 52.1451462, 25.5299756 52.1450506)",Н26359,,
169439865,False,вуліца Карбышава,residential,False,324.05,,"LINESTRING (25.5302555 52.1451462, 25.530323 52.1450681, 25.5305691 52.1448022, 25.5307014 52.1446513, 25.5315606 52.1436906, 25.5323841 52.1426854, 25.5324776 52.1425713)",,,
324850996,False,Савецкая вуліца,primary,False,184.118,60,"LINESTRING (25.5302555 52.1451462, 25.5304544 52.1452091, 25.5309325 52.1453602, 25.531795 52.145633, 25.5324258 52.1458324, 25.532653 52.1459059)",Н26359,,
233443110,False,вуліца Маякоўскага,residential,True,108.173,,"LINESTRING (25.5386516 52.1425254, 25.5386046 52.1426653, 25.5382989 52.1434738)",,,
233443082,False,Новая вуліца,residential,False,176.837,,"LINESTRING (25.5359826 52.1427607, 25.5382989 52.1434738)",,,
233443082,False,Новая вуліца,residential,True,43.363,,"LINESTRING (25.5359826 52.1427607, 25.5354944 52.1426378, 25.5353947 52.1426127)",,,
233443082,False,Новая вуліца,residential,True,176.837,,"LINESTRING (25.5382989 52.1434738, 25.5359826 52.1427607)",,,
233443110,False,вуліца Маякоўскага,residential,False,108.173,,"LINESTRING (25.5382989 52.1434738, 25.5386046 52.1426653, 25.5386516 52.1425254)",,,
233443182,False,,tertiary,False,23.656,,"LINESTRING (25.5294461 52.1446448, 25.5292239 52.1448081)",Н501,,
233443182,False,,tertiary,True,23.656,,"LINESTRING (25.5292239 52.1448081, 25.5294461 52.1446448)",Н501,,
324850996,False,Савецкая вуліца,primary,False,57.949,60,"LINESTRING (25.5292239 52.1448081, 25.5299756 52.1450506)",Н26359,,
324850996,False,Савецкая вуліца,primary,True,115.69500000000001,60,"LINESTRING (25.5292239 52.1448081, 25.529033 52.1447469, 25.5277209 52.1443266)",Н26359,,
233443055,False,завулак Набярэжны,residential,False,39.513,,"LINESTRING (25.5258102 52.1449594, 25.5257668 52.1450062, 25.5255234 52.1452681)",,,
233443055,False,завулак Набярэжны,residential,True,39.513,,"LINESTRING (25.5255234 52.1452681, 25.5257668 52.1450062, 25.5258102 52.1449594)",,,
68538876,False,вуліца Якуба Коласа,residential,True,91.952,,"LINESTRING (25.5297875 52.1476786, 25.528925 52.148314)",,,
233442995,True,вуліца Набярэжная,residential,False,395.60400000000004,,"LINESTRING (25.5297875 52.1476786, 25.5296166 52.1475859, 25.5290171 52.1472464, 25.5255234 52.1452681)",,,
68538876,False,вуліца Якуба Коласа,residential,False,91.952,,"LINESTRING (25.528925 52.148314, 25.5297875 52.1476786)",,,
68538876,False,вуліца Якуба Коласа,residential,True,76.686,,"LINESTRING (25.528925 52.148314, 25.528706 52.1484812, 25.5282208 52.1488515)",,,
233443043,False,вуліца Макарэвіча,residential,True,146.168,,"LINESTRING (25.5334077 52.1490334, 25.5320199 52.1500348)",,,
233443073,False,,residential,False,104.181,,"LINESTRING (25.5334077 52.1490334, 25.5342626 52.1498097)",,,
233443073,False,,residential,True,119.776,,"LINESTRING (25.5334077 52.1490334, 25.5332795 52.1489295, 25.5323607 52.1481688)",,,
233442981,False,завулак Макарэвіча,residential,False,147.944,,"LINESTRING (25.5303693 52.149172, 25.530437 52.1492074, 25.5320199 52.1500348)",,,
316640683,False,вуліца Чырвоных Партызанаў,secondary,False,73.87,40,"LINESTRING (25.5303693 52.149172, 25.5302932 52.1492239, 25.5296456 52.1496661)",,,
"[319298801, 316640683, 379902425]",False,вуліца Чырвоных Партызанаў,secondary,"[False, True]",204.097,40,"LINESTRING (25.5303693 52.149172, 25.5322082 52.1480149, 25.5323996 52.1478866, 25.5324553 52.1478568)",,yes,
233443073,False,,residential,True,104.181,,"LINESTRING (25.5342626 52.1498097, 25.5334077 52.1490334)",,,
429104880,False,,residential,False,83.187,,"LINESTRING (25.5342626 52.1498097, 25.5343395 52.1497669, 25.5344564 52.1497118, 25.5345396 52.1496671, 25.5345873 52.1493946, 25.5346141 52.1491431)",,,2
233443043,False,вуліца Макарэвіча,residential,False,146.168,,"LINESTRING (25.5320199 52.1500348, 25.5334077 52.1490334)",,,
233442981,False,завулак Макарэвіча,residential,True,147.944,,"LINESTRING (25.5320199 52.1500348, 25.530437 52.1492074, 25.5303693 52.149172)",,,
316640683,False,вуліца Чырвоных Партызанаў,secondary,True,82.461,40,"LINESTRING (25.5289659 52.1502793, 25.5296456 52.1496661)",,,
169439865,False,вуліца Карбышава,residential,True,324.04999999999995,,"LINESTRING (25.5324776 52.1425713, 25.5323841 52.1426854, 25.5315606 52.1436906, 25.5307014 52.1446513, 25.5305691 52.1448022, 25.530323 52.1450681, 25.5302555 52.1451462)",,,
233500324,False,,residential,False,180.372,,"LINESTRING (25.5324776 52.1425713, 25.5327087 52.142646, 25.533109 52.1427753, 25.5339111 52.1430345, 25.5346775 52.1432821, 25.5348167 52.1433267)",,,
80229973,False,вуліца Леніна,primary,False,88.791,60,"LINESTRING (25.5348167 52.1433267, 25.5351619 52.1429505, 25.5353947 52.1426127)",Р144,,
80229973,False,вуліца Леніна,primary,True,175.42800000000003,60,"LINESTRING (25.5348167 52.1433267, 25.5347424 52.1434195, 25.5344459 52.1437754, 25.5341598 52.1441188, 25.5339566 52.144351, 25.5338176 52.1445236, 25.5337298 52.1446327, 25.5336496 52.1447323)",Р144,,
233500324,False,,residential,True,180.372,,"LINESTRING (25.5348167 52.1433267, 25.5346775 52.1432821, 25.5339111 52.1430345, 25.533109 52.1427753, 25.5327087 52.142646, 25.5324776 52.1425713)",,,
324852234,False,вуліца Кірава,residential,False,137.851,60,"LINESTRING (25.5348167 52.1433267, 25.5349758 52.1433754, 25.5352405 52.1434581, 25.5366175 52.1438885)",,,
241791763,False,Кааператыўная вуліца,residential,False,239.63600000000002,,"LINESTRING (25.5277209 52.1443266, 25.5276653 52.1443861, 25.5271575 52.1449302, 25.528843 52.1459599)",,,
324850996,False,Савецкая вуліца,primary,False,115.69500000000001,60,"LINESTRING (25.5277209 52.1443266, 25.529033 52.1447469, 25.5292239 52.1448081)",Н26359,,
241791763,False,Кааператыўная вуліца,residential,True,239.63600000000002,,"LINESTRING (25.528843 52.1459599, 25.5271575 52.1449302, 25.5276653 52.1443861, 25.5277209 52.1443266)",,,
41466838,False,вуліца Кірава,residential,True,175.512,,"LINESTRING (25.5389032 52.1446123, 25.5366175 52.1438885)",,,
241794095,False,Першамайскі завулак,residential,True,173.17699999999996,,"LINESTRING (25.5389032 52.1446123, 25.5388269 52.1447013, 25.5377863 52.1459121, 25.5377222 52.1459908)",,,
41466851,True,Першамайская вуліца,residential,False,54.849999999999994,,"LINESTRING (25.5377222 52.1459908, 25.5375602 52.1459397, 25.5372359 52.1458401, 25.5370043 52.1457689)",,,
241794095,False,Першамайскі завулак,residential,False,173.17699999999996,,"LINESTRING (25.5377222 52.1459908, 25.5377863 52.1459121, 25.5388269 52.1447013, 25.5389032 52.1446123)",,,
"[379902425, 316640683, 319298801]",False,вуліца Чырвоных Партызанаў,secondary,"[False, True]",204.097,40,"LINESTRING (25.5324553 52.1478568, 25.5323996 52.1478866, 25.5322082 52.1480149, 25.5303693 52.149172)",,yes,
379902425,False,вуліца Чырвоных Партызанаў,secondary,True,100.348,40,"LINESTRING (25.5324553 52.1478568, 25.5326938 52.1477185, 25.5328455 52.1476753, 25.5333815 52.1475733, 25.5335536 52.1475317, 25.5336829 52.1474758, 25.5337294 52.1474429)",,,
456441483,False,,residential,False,152.226,,"LINESTRING (25.5324553 52.1478568, 25.5322619 52.1477229, 25.5319262 52.1475478, 25.5317599 52.1474638, 25.5316886 52.1473677, 25.5317185 52.1472646, 25.5317764 52.1471787, 25.5320701 52.1467292)",,,
41466841,False,Паўночная вуліца,residential,True,164.03400000000002,,"LINESTRING (25.5346141 52.1491431, 25.5344295 52.1489828, 25.5343859 52.1489142, 25.5343571 52.148808, 25.5343636 52.1487228, 25.5344192 52.148571, 25.5344585 52.1484982, 25.5349343 52.1479552, 25.535048 52.1478073)",,,
429104880,False,,residential,True,83.18700000000001,,"LINESTRING (25.5346141 52.1491431, 25.5345873 52.1493946, 25.5345396 52.1496671, 25.5344564 52.1497118, 25.5343395 52.1497669, 25.5342626 52.1498097)",,,2
456441483,False,,residential,False,99.878,,"LINESTRING (25.5320701 52.1467292, 25.5321103 52.1466666, 25.5323243 52.1463337, 25.5325428 52.1460382, 25.532653 52.1459059)",,,
456441483,False,,residential,True,152.22600000000003,,"LINESTRING (25.5320701 52.1467292, 25.5317764 52.1471787, 25.5317185 52.1472646, 25.5316886 52.1473677, 25.5317599 52.1474638, 25.5319262 52.1475478, 25.5322619 52.1477229, 25.5324553 52.1478568)",,,
1117413194,False,Савецкі завулак,residential,True,168.85,,"LINESTRING (25.5320701 52.1467292, 25.5319872 52.1467104, 25.5316999 52.1466453, 25.5306753 52.1463655, 25.5298653 52.1460511)",,,
1117413194,False,Савецкі завулак,residential,False,168.85,,"LINESTRING (25.5298653 52.1460511, 25.5306753 52.1463655, 25.5316999 52.1466453, 25.5319872 52.1467104, 25.5320701 52.1467292)",,,
41466851,True,Першамайская вуліца,residential,False,119.75,,"LINESTRING (25.5370043 52.1457689, 25.5354369 52.1452845)",,,
456441607,False,Піянерская вуліца,residential,True,133.02599999999998,,"LINESTRING (25.5370043 52.1457689, 25.5369034 52.1458832, 25.5365593 52.1462862, 25.5362261 52.146673, 25.5360892 52.1468252)",,,
1117413139,False,завулак 17 Верасня,residential,True,102.89699999999999,,"LINESTRING (25.5344235 52.145901, 25.5344903 52.1458132, 25.5343835 52.1457804, 25.5343453 52.1457195, 25.5345605 52.1454705, 25.5348296 52.145159, 25.5348724 52.1451101)",,,
407274201,False,Першамайская вуліца,residential,True,43.125,,"LINESTRING (25.5348724 52.1451101, 25.5354369 52.1452845)",,,
407274201,False,Першамайская вуліца,residential,False,93.422,,"LINESTRING (25.5348724 52.1451101, 25.5346735 52.1450486, 25.5342911 52.1449319, 25.5338919 52.1448053, 25.5336496 52.1447323)",,,
1117413139,False,завулак 17 Верасня,residential,False,102.897,,"LINESTRING (25.5348724 52.1451101, 25.5348296 52.145159, 25.5345605 52.1454705, 25.5343453 52.1457195, 25.5343835 52.1457804, 25.5344903 52.1458132, 25.5344235 52.145901)",,,
456441607,False,Піянерская вуліца,residential,False,133.026,,"LINESTRING (25.5360892 52.1468252, 25.5362261 52.146673, 25.5365593 52.1462862, 25.5369034 52.1458832, 25.5370043 52.1457689)",,,
233443073,False,,residential,False,119.776,,"LINESTRING (25.5323607 52.1481688, 25.5332795 52.1489295, 25.5334077 52.1490334)",,,
