osmid,oneway,lanes,ref,highway,maxspeed,junction,reversed,length,geometry,name
35401808,True,2,М3,trunk,40,roundabout,False,27.107,"LINESTRING (28.0648643 54.7293239, 28.0647899 54.7293928, 28.06468 54.7294436, 28.0645471 54.7294704)",
700838926,True,2,М3,trunk,60,,False,36.967,"LINESTRING (28.0648643 54.7293239, 28.0649722 54.7295, 28.0650762 54.7296327)",Лепельская вуліца
30108163,False,2,,residential,,,False,305.765,"LINESTRING (28.0591048 54.7343909, 28.0590552 54.7343625, 28.0587853 54.7341438, 28.0587433 54.7339619, 28.0586889 54.7337001, 28.058586 54.7331236, 28.0585129 54.7328619, 28.0584713 54.7326479, 28.0584153 54.7321824, 28.0583745 54.7319546, 28.0584034 54.7318134, 28.0584512 54.7317215)",Чырвонаармейскі завулак
30969954,False,,,tertiary,,,True,23.128,"LINESTRING (28.0591048 54.7343909, 28.0591723 54.7345, 28.0591773 54.7345921)",Савецкая вуліца
35401807,False,2,Р3,primary,40,,True,217.503,"LINESTRING (28.0591048 54.7343909, 28.0594851 54.7341492, 28.0600217 54.733622, 28.060072 54.7335645, 28.0609133 54.7327439)",Савецкая вуліца
30970634,False,,,residential,,,False,325.18899999999996,"LINESTRING (28.0638126 54.7328612, 28.0647499 54.7316486, 28.0656812 54.730478, 28.0658169 54.7303243, 28.0659305 54.7302053)",вуліца Валадарскага
197494172,False,,,residential,,,False,169.26,"LINESTRING (28.0638126 54.7328612, 28.0616231 54.7322346, 28.0614465 54.7321902)",вуліца Кірава
35401807,False,2,Р3,primary,40,,False,70.45100000000001,"LINESTRING (28.0614465 54.7321902, 28.0610884 54.7325694, 28.0609133 54.7327439)",Савецкая вуліца
35401807,False,2,Р3,primary,40,,True,180.632,"LINESTRING (28.0614465 54.7321902, 28.061703 54.7319379, 28.0628613 54.7307861)",Савецкая вуліца
197494172,False,,,residential,,,True,169.26,"LINESTRING (28.0614465 54.7321902, 28.0616231 54.7322346, 28.0638126 54.7328612)",вуліца Кірава
30106513,False,,,residential,,,True,87.505,"LINESTRING (28.0523562 54.7280497, 28.0529031 54.7273289)",вуліца Пушкіна
30970630,False,,,residential,,,True,143.748,"LINESTRING (28.0523562 54.7280497, 28.054392 54.7285875)",Партызанская вуліца
30106513,False,,,residential,,,False,87.505,"LINESTRING (28.0529031 54.7273289, 28.0523562 54.7280497)",вуліца Пушкіна
143725932,False,,,residential,,,False,200.423,"LINESTRING (28.0517593 54.731503, 28.0522409 54.7317037, 28.0523429 54.7317372, 28.0532676 54.7321171, 28.0540351 54.7324333, 28.0541272 54.7324636, 28.0543326 54.7325189)",вуліца Манковіча
143725932,False,,,residential,,,False,247.543,"LINESTRING (28.0543326 54.7325189, 28.0543881 54.7323869, 28.0544392 54.7322926, 28.0545487 54.732184, 28.0546969 54.7320512, 28.0549681 54.731954, 28.0552866 54.7318606, 28.0559006 54.7316728, 28.0570241 54.7312998, 28.0571781 54.7312437, 28.0572699 54.7312102)",вуліца Манковіча
