osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,width
30060455,Н5011,tertiary,50,False,True,135.48499999999999,"LINESTRING (29.5945973 52.5220951, 29.5940351 52.5219986, 29.5932929 52.5219717, 29.5926209 52.521934)",,,
30060455,Н5011,tertiary,50,False,False,29.123,"LINESTRING (29.5916506 52.5218837, 29.5920804 52.521898)",,,
53283581,Н5033,tertiary,,False,False,34.832,"LINESTRING (29.5916506 52.5218837, 29.5911743 52.5217648)",,,
270785902,Н5011,tertiary,60,False,True,37.825,"LINESTRING (29.5916506 52.5218837, 29.5913928 52.5219368, 29.5911556 52.522035)",2,,
30060455,Н5011,tertiary,50,False,True,29.123,"LINESTRING (29.5920804 52.521898, 29.5916506 52.5218837)",,,
30060455,Н5011,tertiary,50,False,False,36.789,"LINESTRING (29.5920804 52.521898, 29.592353 52.5219143, 29.5926209 52.521934)",,,
53283581,Н5033,tertiary,,False,True,90.403,"LINESTRING (29.5927126 52.5148999, 29.5918777 52.5155346)",,,
53283581,Н5033,tertiary,,False,False,90.362,"LINESTRING (29.5927126 52.5148999, 29.5933158 52.5145163, 29.5937007 52.5143598)",,,
53283581,Н5033,tertiary,,False,True,15.835,"LINESTRING (29.5939116 52.5142981, 29.5937007 52.5143598)",,,
282245510,,residential,,False,True,21.891,"LINESTRING (29.5939116 52.5142981, 29.5940829 52.5144651)",,Камсамольская вуліца,
53283581,Н5033,tertiary,,False,True,34.832,"LINESTRING (29.5911743 52.5217648, 29.5916506 52.5218837)",,,
654419346,Н5033,tertiary_link,,False,False,31.506,"LINESTRING (29.5911743 52.5217648, 29.5912242 52.5218566, 29.5912215 52.5219414, 29.5911556 52.522035)",,,
283578810,,residential,,False,False,38.376,"LINESTRING (29.5926892 52.5225399, 29.5922835 52.5227811)",,Прыдарожная вуліца,
270785903,,residential,,False,True,67.633,"LINESTRING (29.5926892 52.5225399, 29.5926821 52.5222341, 29.5926209 52.521934)",2,Сонечная вуліца,6
283579850,,residential,,False,True,222.386,"LINESTRING (29.5926209 52.521934, 29.5950284 52.5205724)",,вуліца Дружбы,
30060455,Н5011,tertiary,50,False,False,135.48499999999999,"LINESTRING (29.5926209 52.521934, 29.5932929 52.5219717, 29.5940351 52.5219986, 29.5945973 52.5220951)",,,
30060455,Н5011,tertiary,50,False,True,36.789,"LINESTRING (29.5926209 52.521934, 29.592353 52.5219143, 29.5920804 52.521898)",,,
270785903,,residential,,False,False,67.633,"LINESTRING (29.5926209 52.521934, 29.5926821 52.5222341, 29.5926892 52.5225399)",2,Сонечная вуліца,6
282245510,,residential,,False,False,21.891,"LINESTRING (29.5940829 52.5144651, 29.5939116 52.5142981)",,Камсамольская вуліца,
282245510,,residential,,False,True,86.931,"LINESTRING (29.5940829 52.5144651, 29.5951637 52.5148877)",,Камсамольская вуліца,
282246678,,residential,,False,True,183.693,"LINESTRING (29.5940829 52.5144651, 29.592606 52.5158512)",,вуліца 1 Мая,
282246678,,residential,,False,False,199.385,"LINESTRING (29.5909613 52.517339, 29.592606 52.5158512)",,вуліца 1 Мая,
282553031,,residential,,False,False,80.83,"LINESTRING (29.5909613 52.517339, 29.5919674 52.5177309)",,Кастрычніцкая вуліца,
282553031,,residential,,False,True,87.645,"LINESTRING (29.5909613 52.517339, 29.589902 52.5168854)",,Кастрычніцкая вуліца,
282248188,,residential,,False,False,153.311,"LINESTRING (29.5890245 52.5153974, 29.5908558 52.5162092)",,Маладзёжная вуліца,
53283581,Н5033,tertiary,,False,False,15.835,"LINESTRING (29.5937007 52.5143598, 29.5939116 52.5142981)",,,
53283581,Н5033,tertiary,,False,True,90.362,"LINESTRING (29.5937007 52.5143598, 29.5933158 52.5145163, 29.5927126 52.5148999)",,,
282245510,,residential,,False,False,75.968,"LINESTRING (29.5960849 52.5152782, 29.5951637 52.5148877)",,Камсамольская вуліца,
282553026,,residential,,False,True,186.998,"LINESTRING (29.5960849 52.5152782, 29.5945131 52.5166614)",,вуліца Фрыдрыха Энгельса,
282245510,,residential,,False,True,161.17399999999998,"LINESTRING (29.5960849 52.5152782, 29.5975029 52.515851, 29.597856 52.5159936, 29.5980516 52.5160942)",,Камсамольская вуліца,
53283581,Н5033,tertiary,,False,False,90.403,"LINESTRING (29.5918777 52.5155346, 29.5927126 52.5148999)",,,
53283581,Н5033,tertiary,,False,True,102.021,"LINESTRING (29.5918777 52.5155346, 29.5908558 52.5162092)",,,
282246678,,residential,,False,False,183.693,"LINESTRING (29.592606 52.5158512, 29.5940829 52.5144651)",,вуліца 1 Мая,
282246678,,residential,,False,True,199.385,"LINESTRING (29.592606 52.5158512, 29.5909613 52.517339)",,вуліца 1 Мая,
282553027,,residential,,False,False,83.731,"LINESTRING (29.592606 52.5158512, 29.5936225 52.5162806)",,Піянерская вуліца,
53283581,Н5033,tertiary,,False,False,102.021,"LINESTRING (29.5908558 52.5162092, 29.5918777 52.5155346)",,,
282248188,,residential,,False,True,153.311,"LINESTRING (29.5908558 52.5162092, 29.5890245 52.5153974)",,Маладзёжная вуліца,
53283581,Н5033,tertiary,,False,True,99.09,"LINESTRING (29.5908558 52.5162092, 29.5900076 52.5168106, 29.589902 52.5168854)",,,
282553026,,residential,,False,False,186.998,"LINESTRING (29.5945131 52.5166614, 29.5960849 52.5152782)",,вуліца Фрыдрыха Энгельса,
282553026,,residential,,False,True,192.027,"LINESTRING (29.5945131 52.5166614, 29.593028 52.518133)",,вуліца Фрыдрыха Энгельса,
282553027,,residential,,False,False,163.028,"LINESTRING (29.5945131 52.5166614, 29.5964976 52.5174928)",,Піянерская вуліца,
282553027,,residential,,False,True,73.652,"LINESTRING (29.5945131 52.5166614, 29.5936225 52.5162806)",,Піянерская вуліца,
53283581,Н5033,tertiary,,False,True,82.967,"LINESTRING (29.589902 52.5168854, 29.5891434 52.5174716)",,,
282553031,,residential,,False,False,87.645,"LINESTRING (29.589902 52.5168854, 29.5909613 52.517339)",,Кастрычніцкая вуліца,
53283581,Н5033,tertiary,,False,False,99.09,"LINESTRING (29.589902 52.5168854, 29.5900076 52.5168106, 29.5908558 52.5162092)",,,
282553031,,residential,,False,False,84.553,"LINESTRING (29.5919674 52.5177309, 29.593028 52.518133)",,Кастрычніцкая вуліца,
282553031,,residential,,False,True,80.83,"LINESTRING (29.5919674 52.5177309, 29.5909613 52.517339)",,Кастрычніцкая вуліца,
283111290,,residential,,False,False,196.339,"LINESTRING (29.5919674 52.5177309, 29.5936225 52.5162806)",,вуліца 8 Сакавіка,
282553026,,residential,,False,False,192.027,"LINESTRING (29.593028 52.518133, 29.5945131 52.5166614)",,вуліца Фрыдрыха Энгельса,
282553026,,residential,,False,True,88.731,"LINESTRING (29.593028 52.518133, 29.592236 52.518769)",,вуліца Фрыдрыха Энгельса,
282553031,,residential,,False,False,154.568,"LINESTRING (29.593028 52.518133, 29.594905 52.5189253)",,Кастрычніцкая вуліца,
282553031,,residential,,False,True,84.553,"LINESTRING (29.593028 52.518133, 29.5919674 52.5177309)",,Кастрычніцкая вуліца,
282553031,,residential,,False,True,150.293,"LINESTRING (29.5967301 52.5196957, 29.594905 52.5189253)",,Кастрычніцкая вуліца,
311557948,,residential,,False,True,90.797,"LINESTRING (29.5967301 52.5196957, 29.5957261 52.5202375)",,Савецкая вуліца,
311557948,,residential,,False,False,88.925,"LINESTRING (29.5967301 52.5196957, 29.5971993 52.51941, 29.5975668 52.5190834)",,Савецкая вуліца,
282245510,,residential,,False,False,86.931,"LINESTRING (29.5951637 52.5148877, 29.5940829 52.5144651)",,Камсамольская вуліца,
282245510,,residential,,False,True,75.968,"LINESTRING (29.5951637 52.5148877, 29.5960849 52.5152782)",,Камсамольская вуліца,
283111290,,residential,,False,True,186.722,"LINESTRING (29.5951637 52.5148877, 29.5936225 52.5162806)",,вуліца 8 Сакавіка,
282245510,,residential,,False,True,109.488,"LINESTRING (29.5980516 52.5160942, 29.5993878 52.5166495)",,Камсамольская вуліца,
282245510,,residential,,False,False,161.174,"LINESTRING (29.5980516 52.5160942, 29.597856 52.5159936, 29.5975029 52.515851, 29.5960849 52.5152782)",,Камсамольская вуліца,
283111291,,residential,,False,True,108.072,"LINESTRING (29.5980516 52.5160942, 29.597329 52.5167333, 29.5971463 52.5168949)",,вуліца Карла Маркса,
282553027,,residential,,False,False,73.652,"LINESTRING (29.5936225 52.5162806, 29.5945131 52.5166614)",,Піянерская вуліца,
282553027,,residential,,False,True,83.731,"LINESTRING (29.5936225 52.5162806, 29.592606 52.5158512)",,Піянерская вуліца,
283111290,,residential,,False,False,186.722,"LINESTRING (29.5936225 52.5162806, 29.5951637 52.5148877)",,вуліца 8 Сакавіка,
283111290,,residential,,False,True,196.339,"LINESTRING (29.5936225 52.5162806, 29.5919674 52.5177309)",,вуліца 8 Сакавіка,
282553026,,residential,,False,False,88.731,"LINESTRING (29.592236 52.518769, 29.593028 52.518133)",,вуліца Фрыдрыха Энгельса,
283333054,,residential,,False,False,254.166,"LINESTRING (29.592236 52.518769, 29.5891434 52.5174716)",,вуліца Горкага,
283333054,,residential,,False,True,159.319,"LINESTRING (29.592236 52.518769, 29.5941734 52.5195833)",,вуліца Горкага,
283111291,,residential,,False,False,0.777,"LINESTRING (29.594167 52.5195891, 29.5941734 52.5195833)",,вуліца Карла Маркса,
311557948,,residential,,False,False,42.487,"LINESTRING (29.5984474 52.5183009, 29.5988181 52.5179925)",,Савецкая вуліца,
311557948,,residential,,False,True,105.456,"LINESTRING (29.5984474 52.5183009, 29.5975668 52.5190834)",,Савецкая вуліца,
282553027,,residential,,False,True,159.627,"LINESTRING (29.5984474 52.5183009, 29.5971697 52.5177702, 29.5967131 52.5175792, 29.5964976 52.5174928)",,Піянерская вуліца,
53283581,Н5033,tertiary,,False,False,82.967,"LINESTRING (29.5891434 52.5174716, 29.589902 52.5168854)",,,
53283581,Н5033,tertiary,,False,True,27.819,"LINESTRING (29.5891434 52.5174716, 29.5888814 52.5176644)",,,
283333054,,residential,,False,True,254.166,"LINESTRING (29.5891434 52.5174716, 29.592236 52.518769)",,вуліца Горкага,
283333054,,residential,,False,False,127.783,"LINESTRING (29.5957261 52.5202375, 29.5941734 52.5195833)",,вуліца Горкага,
283547114,,residential,,False,True,60.126,"LINESTRING (29.5957261 52.5202375, 29.5950284 52.5205724)",,,
311557948,,residential,,False,False,90.797,"LINESTRING (29.5957261 52.5202375, 29.5967301 52.5196957)",,Савецкая вуліца,
283111291,,residential,,False,False,88.338,"LINESTRING (29.5941734 52.5195833, 29.594905 52.5189253)",,вуліца Карла Маркса,
283111291,,residential,,False,True,0.777,"LINESTRING (29.5941734 52.5195833, 29.594167 52.5195891)",,вуліца Карла Маркса,
283333054,,residential,,False,False,159.319,"LINESTRING (29.5941734 52.5195833, 29.592236 52.518769)",,вуліца Горкага,
283333054,,residential,,False,True,127.783,"LINESTRING (29.5941734 52.5195833, 29.5957261 52.5202375)",,вуліца Горкага,
53283581,Н5033,tertiary,,False,False,27.819,"LINESTRING (29.5888814 52.5176644, 29.5891434 52.5174716)",,,
283394391,,residential,,False,False,527.084,"LINESTRING (29.5888814 52.5176644, 29.5914858 52.5189145, 29.59249 52.5194271, 29.5937149 52.5199373, 29.5950284 52.5205724)",,Садовая вуліца,
283547114,,residential,,False,False,60.126,"LINESTRING (29.5950284 52.5205724, 29.5957261 52.5202375)",,,
283579850,,residential,,False,False,222.386,"LINESTRING (29.5950284 52.5205724, 29.5926209 52.521934)",,вуліца Дружбы,
283394391,,residential,,False,True,527.0840000000001,"LINESTRING (29.5950284 52.5205724, 29.5937149 52.5199373, 29.59249 52.5194271, 29.5914858 52.5189145, 29.5888814 52.5176644)",,Садовая вуліца,
282245510,,residential,,False,False,52.79,"LINESTRING (29.6000321 52.5169172, 29.5993878 52.5166495)",,Камсамольская вуліца,
311557948,,residential,,False,True,102.528,"LINESTRING (29.6000321 52.5169172, 29.5991894 52.5176835)",,Савецкая вуліца,
283547112,,residential,,False,False,222.224,"LINESTRING (29.5988181 52.5179925, 29.6015611 52.5190916)",,вуліца Леніна,
311557948,,residential,,False,False,42.565,"LINESTRING (29.5988181 52.5179925, 29.5991894 52.5176835)",,Савецкая вуліца,
311557948,,residential,,False,True,42.487,"LINESTRING (29.5988181 52.5179925, 29.5984474 52.5183009)",,Савецкая вуліца,
283547111,,residential,,False,False,227.744,"LINESTRING (29.5975668 52.5190834, 29.600368 52.520219)",,Чыгуначная вуліца,
311557948,,residential,,False,False,105.456,"LINESTRING (29.5975668 52.5190834, 29.5984474 52.5183009)",,Савецкая вуліца,
311557948,,residential,,False,True,88.925,"LINESTRING (29.5975668 52.5190834, 29.5971993 52.51941, 29.5967301 52.5196957)",,Савецкая вуліца,
283547112,,residential,,False,True,222.224,"LINESTRING (29.6015611 52.5190916, 29.5988181 52.5179925)",,вуліца Леніна,
283547113,Н5010,residential,,False,False,127.965,"LINESTRING (29.6015611 52.5190916, 29.602634 52.5181439)",,Вакзальная вуліца,
283547113,Н5010,residential,,False,True,149.105,"LINESTRING (29.6015611 52.5190916, 29.600368 52.520219)",,Вакзальная вуліца,
283547111,,residential,,False,True,227.744,"LINESTRING (29.600368 52.520219, 29.5975668 52.5190834)",,Чыгуначная вуліца,
283547113,Н5010,residential,,False,False,149.105,"LINESTRING (29.600368 52.520219, 29.6015611 52.5190916)",,Вакзальная вуліца,
283547113,Н5010,residential,,False,True,57.139,"LINESTRING (29.600368 52.520219, 29.5999107 52.520651)",,Вакзальная вуліца,
283547113,Н5010,residential,,False,False,57.139,"LINESTRING (29.5999107 52.520651, 29.600368 52.520219)",,Вакзальная вуліца,
282553027,,residential,,False,True,163.028,"LINESTRING (29.5964976 52.5174928, 29.5945131 52.5166614)",,Піянерская вуліца,
283111291,,residential,,False,False,79.667,"LINESTRING (29.5964976 52.5174928, 29.5971463 52.5168949)",,вуліца Карла Маркса,
283111291,,residential,,False,True,192.314,"LINESTRING (29.5964976 52.5174928, 29.594905 52.5189253)",,вуліца Карла Маркса,
282553027,,residential,,False,False,159.627,"LINESTRING (29.5964976 52.5174928, 29.5967131 52.5175792, 29.5971697 52.5177702, 29.5984474 52.5183009)",,Піянерская вуліца,
282553031,,residential,,False,False,150.293,"LINESTRING (29.594905 52.5189253, 29.5967301 52.5196957)",,Кастрычніцкая вуліца,
282553031,,residential,,False,True,154.568,"LINESTRING (29.594905 52.5189253, 29.593028 52.518133)",,Кастрычніцкая вуліца,
283111291,,residential,,False,False,192.314,"LINESTRING (29.594905 52.5189253, 29.5964976 52.5174928)",,вуліца Карла Маркса,
283111291,,residential,,False,True,88.338,"LINESTRING (29.594905 52.5189253, 29.5941734 52.5195833)",,вуліца Карла Маркса,
283111291,,residential,,False,True,79.667,"LINESTRING (29.5971463 52.5168949, 29.5964976 52.5174928)",,вуліца Карла Маркса,
310635142,,residential,,False,False,163.71,"LINESTRING (29.5971463 52.5168949, 29.5991894 52.5176835)",,Зялёная вуліца,
283111291,,residential,,False,False,108.072,"LINESTRING (29.5971463 52.5168949, 29.597329 52.5167333, 29.5980516 52.5160942)",,вуліца Карла Маркса,
310635142,,residential,,False,True,163.71,"LINESTRING (29.5991894 52.5176835, 29.5971463 52.5168949)",,Зялёная вуліца,
311557948,,residential,,False,False,102.528,"LINESTRING (29.5991894 52.5176835, 29.6000321 52.5169172)",,Савецкая вуліца,
311557948,,residential,,False,True,42.565,"LINESTRING (29.5991894 52.5176835, 29.5988181 52.5179925)",,Савецкая вуліца,
283547113,Н5010,residential,,False,True,127.965,"LINESTRING (29.602634 52.5181439, 29.6015611 52.5190916)",,Вакзальная вуліца,
283578810,,residential,,False,True,38.376,"LINESTRING (29.5922835 52.5227811, 29.5926892 52.5225399)",,Прыдарожная вуліца,
282245510,,residential,,False,False,109.488,"LINESTRING (29.5993878 52.5166495, 29.5980516 52.5160942)",,Камсамольская вуліца,
282245510,,residential,,False,True,52.79,"LINESTRING (29.5993878 52.5166495, 29.6000321 52.5169172)",,Камсамольская вуліца,
620508655,,residential,,False,False,29.249,"LINESTRING (29.5993878 52.5166495, 29.5991435 52.5168665)",,,
620508655,,residential,,False,True,29.249,"LINESTRING (29.5991435 52.5168665, 29.5993878 52.5166495)",,,
270785902,Н5011,tertiary,60,False,False,37.825,"LINESTRING (29.5911556 52.522035, 29.5913928 52.5219368, 29.5916506 52.5218837)",2,,
654419346,Н5033,tertiary_link,,False,True,31.506,"LINESTRING (29.5911556 52.522035, 29.5912215 52.5219414, 29.5912242 52.5218566, 29.5911743 52.5217648)",,,
