osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes
37908116,Р95,вуліца Леніна,primary,60,False,True,14.66,,"LINESTRING (26.4063082 54.4815337, 26.4065023 54.481602)",
"[37908115, 37908116, 80255558]",Р95,вуліца Леніна,primary,60,False,False,216.69999999999996,yes,"LINESTRING (26.4063082 54.4815337, 26.4061906 54.4814923, 26.4056155 54.4813072, 26.4054261 54.4812539, 26.4053075 54.4812188, 26.4051466 54.4811782, 26.4048391 54.4811115, 26.4046548 54.4810837, 26.4044455 54.4810647, 26.404113 54.4810545, 26.4034118 54.4810445, 26.4031371 54.4810577)",
98736142,,Чырвонаармейская вуліца,residential,,False,False,223.409,,"LINESTRING (26.4063082 54.4815337, 26.4063646 54.4814656, 26.4064024 54.4814274, 26.4064522 54.481377, 26.4065693 54.4812523, 26.4067124 54.4810974, 26.4067534 54.4810545, 26.4068724 54.4809566, 26.4069664 54.4809042, 26.4070429 54.480861, 26.4071609 54.4808054, 26.4074262 54.4806947, 26.4075881 54.4806272, 26.4077563 54.4805627, 26.4082344 54.480379, 26.4083112 54.4802529, 26.4083693 54.4800261)",
31152454,Р95,вуліца Гагарына,primary,60,False,False,67.342,,"LINESTRING (26.4014665 54.481193, 26.4014468 54.4811026, 26.4013286 54.4805927)",
80255563,,вуліца Танкістаў,secondary,,False,False,164.445,,"LINESTRING (26.4014665 54.481193, 26.4014916 54.4812881, 26.4016445 54.4820701, 26.4017114 54.4823911, 26.4017475 54.4825932, 26.4017571 54.4826621)",
"[1155790832, 1155790831]",Р63,Савецкая вуліца,secondary,60,False,False,162.98,,"LINESTRING (26.4014665 54.481193, 26.4012166 54.4812208, 26.4000145 54.4813061, 26.3989649 54.4813806)",3
1155790833,Р95,вуліца Леніна,primary,60,False,True,109.004,,"LINESTRING (26.4014665 54.481193, 26.4016227 54.4811736, 26.4030034 54.4810648, 26.4031371 54.4810577)",3
37908121,,вуліца Гастэлы,residential,,False,False,179.419,,"LINESTRING (26.4031371 54.4810577, 26.4031738 54.4811286, 26.4031944 54.4811684, 26.4032492 54.4812401, 26.4033881 54.4813209, 26.4034309 54.4816161, 26.4034564 54.481748, 26.4034732 54.4818247, 26.4035131 54.4819941, 26.4034125 54.4820513, 26.4035014 54.4821456, 26.403666 54.4825738)",
"[37908115, 37908116, 80255558]",Р95,вуліца Леніна,primary,60,False,True,216.70000000000002,yes,"LINESTRING (26.4031371 54.4810577, 26.4034118 54.4810445, 26.404113 54.4810545, 26.4044455 54.4810647, 26.4046548 54.4810837, 26.4048391 54.4811115, 26.4051466 54.4811782, 26.4053075 54.4812188, 26.4054261 54.4812539, 26.4056155 54.4813072, 26.4061906 54.4814923, 26.4063082 54.4815337)",
1155790833,Р95,вуліца Леніна,primary,60,False,False,109.004,,"LINESTRING (26.4031371 54.4810577, 26.4030034 54.4810648, 26.4016227 54.4811736, 26.4014665 54.481193)",3
