osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge
90931435,7a Avenida NE,residential,False,True,48.117,"LINESTRING (-87.9463666 15.6114546, -87.9462597 15.6118749)",,,
90931435,7a Avenida NE,residential,False,False,89.672,"LINESTRING (-87.9463666 15.6114546, -87.9464452 15.6109951, -87.9465093 15.61066)",,,
754112151,2a Calle NE,secondary,False,False,165.79999999999998,"LINESTRING (-87.9463666 15.6114546, -87.9474702 15.6116803, -87.947881 15.6117644)",RN-71,80,
370786900,6a Avenida NE,tertiary,False,False,46.216,"LINESTRING (-87.947881 15.6117644, -87.9477792 15.6121683)",RV-724,,
634266374,2a Calle NE,secondary,True,False,81.568,"LINESTRING (-87.947881 15.6117644, -87.9486274 15.6119105)",RN-71,80,
754112151,2a Calle NE,secondary,False,True,165.79999999999998,"LINESTRING (-87.947881 15.6117644, -87.9474702 15.6116803, -87.9463666 15.6114546)",RN-71,80,
90929966,3a Avenida NE,residential,True,False,75.431,"LINESTRING (-87.9503462 15.6122037, -87.9504483 15.6115325)",,,
634266374,2a Calle NE,secondary,True,False,107.659,"LINESTRING (-87.9503462 15.6122037, -87.9513267 15.6124174)",RN-71,80,
754112150,2a Avenida NE,secondary,True,False,140.19,"LINESTRING (-87.9513267 15.6124174, -87.9511041 15.6136598)",RN-71,80,
315499479,4a Calle NO,residential,True,False,94.914,"LINESTRING (-87.9551873 15.6149371, -87.9543634 15.6146225)",,,
315499481,4a Avenida NO,residential,False,False,82.978,"LINESTRING (-87.9551873 15.6149371, -87.9549563 15.6156494)",,,
315499480,6a Calle NO,residential,False,True,10.142,"LINESTRING (-87.9540591 15.6156935, -87.9541538 15.6156923)",,,
90929610,3a Avenida NO,residential,False,True,131.465,"LINESTRING (-87.9540591 15.6156935, -87.9540455 15.6160049, -87.9540361 15.6161105, -87.9540066 15.6162265, -87.9539529 15.6163931, -87.9539122 15.616522, -87.9538107 15.6168435)",,,
315499480,6a Calle NO,residential,False,False,129.611,"LINESTRING (-87.9540591 15.6156935, -87.9534616 15.6156744, -87.9531642 15.6156451, -87.9528543 15.6155994)",,,
336148839,1a Avenida,residential,True,False,54.12,"LINESTRING (-87.9525423 15.6105907, -87.952629 15.6101112)",,,
336149595,2a Calle SE,residential,True,False,105.214,"LINESTRING (-87.9525423 15.6105907, -87.9535103 15.6107524)",,,
1253360498,3a Avenida SO,residential,False,False,37.999,"LINESTRING (-87.954678 15.6095975, -87.9546116 15.6099332)",,,
90931128,5a Calle SE,residential,False,False,108.409,"LINESTRING (-87.954678 15.6095975, -87.9545689 15.6095028, -87.9543697 15.6094359, -87.9537233 15.6093374)",,,
