osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,bridge,tunnel
112320122,ქსენია ბახტაძის ქუჩა,residential,False,False,44.446,"LINESTRING (41.7282199 41.7151941, 41.7277603 41.7152948, 41.7277133 41.7153182)",,,,,,
112320122,ქსენია ბახტაძის ქუჩა,residential,False,True,127.85,"LINESTRING (41.7282199 41.7151941, 41.7295873 41.7149102, 41.7297008 41.7148789)",,,,,,
112320122,ქსენია ბახტაძის ქუჩა,residential,False,False,127.85,"LINESTRING (41.7297008 41.7148789, 41.7295873 41.7149102, 41.7282199 41.7151941)",,,,,,
112320122,ქსენია ბახტაძის ქუჩა,residential,False,True,139.673,"LINESTRING (41.7297008 41.7148789, 41.7311123 41.7146506, 41.731348 41.7146235)",,,,,,
112320122,ქსენია ბახტაძის ქუჩა,residential,False,False,139.673,"LINESTRING (41.731348 41.7146235, 41.7311123 41.7146506, 41.7297008 41.7148789)",,,,,,
112320122,ქსენია ბახტაძის ქუჩა,residential,False,True,128.394,"LINESTRING (41.731348 41.7146235, 41.7316532 41.7145891, 41.7317383 41.714595, 41.7319643 41.7146268, 41.7322436 41.7147334, 41.7326648 41.7149354, 41.7327725 41.7149447)",,,,,,
112320130,,residential,False,False,101.189,"LINESTRING (41.731348 41.7146235, 41.7313043 41.7147957, 41.7312743 41.714899, 41.7312172 41.7150202, 41.7311655 41.7151219, 41.7309369 41.7154746)",,,,,,
112320122,ქსენია ბახტაძის ქუჩა,residential,False,True,44.446,"LINESTRING (41.7277133 41.7153182, 41.7277603 41.7152948, 41.7282199 41.7151941)",,,,,,
112320130,,residential,False,True,101.189,"LINESTRING (41.7309369 41.7154746, 41.7311655 41.7151219, 41.7312172 41.7150202, 41.7312743 41.714899, 41.7313043 41.7147957, 41.731348 41.7146235)",,,,,,
112395710,,tertiary,True,False,37.15,"LINESTRING (41.7336867 41.7144726, 41.733643 41.7145597, 41.7336446 41.7146672, 41.7337267 41.7147859)",,,,,,
1087152348,თამარ მეფის გამზირი,secondary,False,False,54.888999999999996,"LINESTRING (41.7336867 41.7144726, 41.7335432 41.7145619, 41.7333764 41.7146492, 41.7331449 41.714754)",2,შ 130,90,yes,,
112395669,,tertiary,True,False,48.743,"LINESTRING (41.7337267 41.7147859, 41.7334713 41.7147555, 41.7332731 41.7147407, 41.7331449 41.714754)",,,,,,
1170359245,მამია გოგოლიშვილის ქუჩა,tertiary,False,False,94.721,"LINESTRING (41.7337267 41.7147859, 41.7338911 41.7147921, 41.7341301 41.7147877, 41.7347014 41.7147351, 41.7348615 41.7147529)",2,,70,,,
1087152348,თამარ მეფის გამზირი,secondary,False,False,37.582,"LINESTRING (41.7331449 41.714754, 41.7329189 41.7148552, 41.7327725 41.7149447)",2,შ 130,90,yes,,
1087152348,თამარ მეფის გამზირი,secondary,False,True,54.888999999999996,"LINESTRING (41.7331449 41.714754, 41.7333764 41.7146492, 41.7335432 41.7145619, 41.7336867 41.7144726)",2,შ 130,90,yes,,
