osmid,highway,oneway,reversed,length,geometry,name,maxspeed,bridge,tunnel
61846176,residential,False,True,104.095,"LINESTRING (45.4711427 41.9193923, 45.4711279 41.9193602, 45.4711254 41.9193548, 45.4710625 41.9192182, 45.4706812 41.9188873, 45.470779 41.9187607, 45.4710069 41.9187462)",,,,
654647949,secondary,True,False,68.625,"LINESTRING (45.4711427 41.9193923, 45.4712328 41.9193538, 45.4712613 41.9193417, 45.4716299 41.919107, 45.471782 41.9190019)",ერეკლე მეორის ქუჩა,60,,
61846242,residential,False,False,22.027,"LINESTRING (45.4724009 41.9140589, 45.4726035 41.9139304)",,,,
1133274248,residential,False,True,13.94,"LINESTRING (45.4745597 41.9194832, 45.4746427 41.9195923)",,,,
61983349,residential,False,False,93.10400000000001,"LINESTRING (45.4745597 41.9194832, 45.4742239 41.9190204, 45.4741342 41.9188967, 45.47406 41.9189224, 45.4739261 41.9189688)",,,,
1133274248,residential,False,False,31.496000000000002,"LINESTRING (45.4745597 41.9194832, 45.474454 41.9195232, 45.4742204 41.9196116)",,,,
61846176,residential,False,False,104.095,"LINESTRING (45.4710069 41.9187462, 45.470779 41.9187607, 45.4706812 41.9188873, 45.4710625 41.9192182, 45.4711254 41.9193548, 45.4711279 41.9193602, 45.4711427 41.9193923)",,,,
61846242,residential,False,True,22.027,"LINESTRING (45.4726035 41.9139304, 45.4724009 41.9140589)",,,,
101526181,residential,False,True,10.376,"LINESTRING (45.4689925 41.920624, 45.4688672 41.9206202)",ახოსპირელის ქუჩა,,,
101526181,residential,False,False,59.074,"LINESTRING (45.4689925 41.920624, 45.4690755 41.9206222, 45.469362 41.9205753, 45.4693775 41.9205382, 45.469367 41.9204496, 45.4693068 41.9203346)",ახოსპირელის ქუჩა,,,
1133274248,residential,False,True,31.496000000000002,"LINESTRING (45.4742204 41.9196116, 45.474454 41.9195232, 45.4745597 41.9194832)",,,,
1263254574,residential,False,False,42.892,"LINESTRING (45.4742204 41.9196116, 45.4742421 41.9197255, 45.4740854 41.9199698)",აბანოს I შესახვევი,,,
1263254574,residential,False,True,54.68,"LINESTRING (45.4742204 41.9196116, 45.4741898 41.9195004, 45.4740967 41.9193617, 45.4740024 41.9191498)",აბანოს I შესახვევი,,,
"[101515706, 101523139]",residential,False,False,284.3349999999999,"LINESTRING (45.4760481 41.9188547, 45.4757877 41.9190769, 45.4753954 41.9195897, 45.4753635 41.919621, 45.4751838 41.9198325, 45.4749659 41.9199768, 45.474947 41.9200167, 45.4748272 41.9201665, 45.4746125 41.9204568, 45.4744857 41.9206306, 45.4744587 41.9206853, 45.4743748 41.9208908, 45.4743476 41.9209409, 45.4743026 41.9209667, 45.4742488 41.9209976)",გვირაბის ქუჩა,,,
101524922,residential,False,True,149.072,"LINESTRING (45.4760481 41.9188547, 45.4763393 41.9187971, 45.4768182 41.9187358, 45.4772721 41.9186288, 45.4776118 41.9185086, 45.4777455 41.9184403)",გვირაბის ქუჩა,,,
