osmid,highway,oneway,reversed,length,name,geometry,junction,lanes,ref,maxspeed,access
147615280,secondary,True,False,13.732,თამარ მეფის ქუჩა (Tamar Mepe St),"LINESTRING (44.4611239 41.5434855, 44.4610995 41.5435201, 44.4610583 41.5435443, 44.4609993 41.5435538)",roundabout,,,,
102051573,secondary,False,True,101.627,სტალინის ქუჩა,"LINESTRING (44.4579056 41.5430362, 44.4567012 41.5428855)",,2,შ 33,,
102051573,secondary,False,False,251.957,სტალინის ქუჩა,"LINESTRING (44.4579056 41.5430362, 44.4583257 41.5430938, 44.4591509 41.5431937, 44.4593578 41.5432174, 44.4596786 41.5432543, 44.4601086 41.5433054, 44.4606368 41.5433899, 44.4608879 41.5434232)",,2,შ 33,,
102056687,residential,False,False,102.86099999999999,,"LINESTRING (44.4579056 41.5430362, 44.4578873 41.5432181, 44.4578433 41.5436451, 44.4578334 41.5438195, 44.4578121 41.5439584)",,,,,
102057080,residential,False,True,112.744,გორგასლის ქუჩა,"LINESTRING (44.4579056 41.5430362, 44.4579253 41.5428947, 44.4579815 41.5426119, 44.4580306 41.5423745, 44.4580805 41.542031)",,,,,
102054436,residential,False,True,95.388,,"LINESTRING (44.4580805 41.542031, 44.4581366 41.5418229, 44.4582158 41.5415419, 44.4582406 41.5414383, 44.4582606 41.5413545, 44.4583214 41.5411928)",,,,,
102057080,residential,False,False,112.744,გორგასლის ქუჩა,"LINESTRING (44.4580805 41.542031, 44.4580306 41.5423745, 44.4579815 41.5426119, 44.4579253 41.5428947, 44.4579056 41.5430362)",,,,,
102057851,residential,False,False,284.873,ვახტანგ გორგასალის ქუჩა,"LINESTRING (44.4580805 41.542031, 44.4584178 41.5420767, 44.4590221 41.5421517, 44.4595305 41.5422263, 44.4599406 41.5422732, 44.4604012 41.5423187, 44.4609624 41.5423899, 44.4614526 41.5424667)",,,,,
102057851,residential,False,True,306.20000000000005,ვახტანგ გორგასალის ქუჩა,"LINESTRING (44.4580805 41.542031, 44.4580784 41.5420307, 44.4571798 41.541918, 44.4565917 41.541847, 44.4557194 41.5417392, 44.4554134 41.5417125, 44.4551277 41.5416757, 44.4547513 41.541631, 44.4544523 41.541579)",,,,,
102053755,residential,False,False,40.135,შაუმიანის ქუჩა (Shaumiani St),"LINESTRING (44.4643406 41.5460483, 44.4642145 41.5459841, 44.4640097 41.5458893, 44.4639391 41.5458488)",,,,,
102052034,secondary,False,False,135.913,თამარ მეფის ქუჩა,"LINESTRING (44.4640617 41.5448972, 44.4638835 41.5448074, 44.4636114 41.5446544, 44.4633889 41.5445543, 44.4626917 41.5442336)",,,,,
102052967,residential,False,False,19.47,შოთა რუსთაველის ქუჩა,"LINESTRING (44.4626917 41.5442336, 44.4627843 41.5440728)",,,,,
102052034,secondary,False,False,154.787,თამარ მეფის ქუჩა,"LINESTRING (44.4626917 41.5442336, 44.4625723 41.5441738, 44.4619129 41.5438437, 44.461669 41.5437273, 44.4611239 41.5434855)",,,,,
102052034,secondary,False,True,135.913,თამარ მეფის ქუჩა,"LINESTRING (44.4626917 41.5442336, 44.4633889 41.5445543, 44.4636114 41.5446544, 44.4638835 41.5448074, 44.4640617 41.5448972)",,,,,
102052581,residential,False,True,57.869,26 მაისის ქუჩა,"LINESTRING (44.4605219 41.5461039, 44.4612048 41.5460058)",,,,,
102054923,residential,False,True,99.396,კოსტავას ქუჩა,"LINESTRING (44.4605219 41.5461039, 44.4605462 41.5469976)",,,,,
102052581,residential,False,False,271.35499999999996,26 მაისის ქუჩა,"LINESTRING (44.4605219 41.5461039, 44.4603273 41.5461387, 44.4600056 41.5461938, 44.4597595 41.5462284, 44.4594282 41.5462507, 44.4590592 41.5462817, 44.4586148 41.5463064, 44.4582342 41.5463076, 44.4579131 41.5462912, 44.4575643 41.5462687, 44.4572868 41.5462555)",,,,,
102054923,residential,False,False,103.94,კოსტავას ქუჩა,"LINESTRING (44.4605219 41.5461039, 44.4605078 41.5455652, 44.4605259 41.545296, 44.4605536 41.5451713)",,,,,
102051573,secondary,False,True,13.4,სტალინის ქუჩა,"LINESTRING (44.4541849 41.5425457, 44.4540265 41.5425241)",,2,შ 33,,
102051573,secondary,False,False,212.811,სტალინის ქუჩა,"LINESTRING (44.4541849 41.5425457, 44.4553652 41.5427003, 44.4559956 41.5427935, 44.4567012 41.5428855)",,2,შ 33,,
102056058,residential,False,True,109.846,,"LINESTRING (44.4541849 41.5425457, 44.4542255 41.5424356, 44.454285 41.5422582, 44.4543794 41.5418416, 44.4544523 41.541579)",,,,,
102054923,residential,False,False,99.396,კოსტავას ქუჩა,"LINESTRING (44.4605462 41.5469976, 44.4605219 41.5461039)",,,,,
102054923,residential,False,True,49.376,კოსტავას ქუჩა,"LINESTRING (44.4605462 41.5469976, 44.4605617 41.5474415)",,,,,
102058859,residential,False,False,119.658,ტყის ჩიხი (Tke Ln),"LINESTRING (44.4605462 41.5469976, 44.4617981 41.5469827, 44.4619837 41.5469762)",,,,,
102052266,residential,False,False,108.877,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4565214 41.5437986, 44.4578121 41.5439584)",,,,,
102056891,tertiary,False,False,99.848,არსენა ოძელაშვილის ქუჩა,"LINESTRING (44.4565214 41.5437986, 44.4563304 41.5446851)",,,,,
102056891,tertiary,False,True,102.629,არსენა ოძელაშვილის ქუჩა,"LINESTRING (44.4565214 41.5437986, 44.4567012 41.5428855)",,,,,
102052266,residential,False,True,214.659,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4565214 41.5437986, 44.4552444 41.5436261, 44.4539809 41.5434652)",,,,,
102052266,residential,False,True,108.877,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4578121 41.5439584, 44.4565214 41.5437986)",,,,,
102052266,residential,False,False,247.95999999999998,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4578121 41.5439584, 44.4591262 41.5441173, 44.4607543 41.5443099)",,,,,
102056687,residential,False,True,102.86099999999999,,"LINESTRING (44.4578121 41.5439584, 44.4578334 41.5438195, 44.4578433 41.5436451, 44.4578873 41.5432181, 44.4579056 41.5430362)",,,,,
102058496,residential,False,True,97.91900000000001,,"LINESTRING (44.4578121 41.5439584, 44.4577835 41.5440133, 44.4577779 41.544024, 44.4577291 41.5442209, 44.4576942 41.5443724, 44.4576632 41.5445008, 44.4576171 41.5446984, 44.4575939 41.5448223)",,,,,
102056669,residential,False,False,115.303,კრწანისის ქუჩა,"LINESTRING (44.4556319 41.5397576, 44.455771 41.5398131, 44.4559291 41.5398615, 44.456113 41.5398814, 44.4562021 41.5398533, 44.4562563 41.539813, 44.4563014 41.5397275, 44.4564075 41.5395516, 44.4565236 41.5393305)",,,,,
102057795,residential,False,False,7.787,ჭავჭავაძის ქუჩა,"LINESTRING (44.4633218 41.5432215, 44.4634093 41.5432463)",,,,,
102052967,residential,False,True,105.052,შოთა რუსთაველის ქუჩა,"LINESTRING (44.4633218 41.5432215, 44.4630303 41.5436338, 44.4628156 41.5439671, 44.4627843 41.5440728)",,,,,
102053483,residential,False,False,106.253,ბრწყინვალის ქუჩა,"LINESTRING (44.4575939 41.5448223, 44.4563304 41.5446851)",,,,,
102053483,residential,False,True,249.38,ბრწყინვალის ქუჩა,"LINESTRING (44.4575939 41.5448223, 44.4579663 41.544855, 44.4589234 41.5449715, 44.4601625 41.5451227, 44.4605536 41.5451713)",,,,,
102056870,residential,False,True,161.54100000000003,26 მაისის ქუჩა,"LINESTRING (44.4575939 41.5448223, 44.4575478 41.5450222, 44.4575017 41.5452341, 44.4574459 41.5454388, 44.4573993 41.5456096, 44.457346 41.5458209, 44.4573042 41.5460858, 44.4572868 41.5462555)",,,,,
102058496,residential,False,False,97.91900000000001,,"LINESTRING (44.4575939 41.5448223, 44.4576171 41.5446984, 44.4576632 41.5445008, 44.4576942 41.5443724, 44.4577291 41.5442209, 44.4577779 41.544024, 44.4577835 41.5440133, 44.4578121 41.5439584)",,,,,
102055221,residential,False,False,59.101,მუსკჰელიშვილის ქუჩა (Muskhelishvili St),"LINESTRING (44.4618548 41.5415662, 44.4616922 41.5415294, 44.4615005 41.5414816, 44.4612563 41.5414046, 44.4611892 41.5413827)",,,,,
207281543,secondary,False,False,105.58500000000001,დიდგორის ქუჩა,"LINESTRING (44.4618548 41.5415662, 44.4617433 41.5418318, 44.4614526 41.5424667)",,,შ 35,,
207281543,secondary,False,True,201.513,დიდგორის ქუჩა,"LINESTRING (44.4618548 41.5415662, 44.4619629 41.5413285, 44.4621251 41.5410831, 44.4623279 41.5408884, 44.4625442 41.540729, 44.4627904 41.5405316, 44.4633118 41.5401537)",,,შ 35,,
102053483,residential,False,False,87.225,ბრწყინვალის ქუჩა,"LINESTRING (44.4563304 41.5446851, 44.4552933 41.5445718)",,,,,
102053483,residential,False,True,106.253,ბრწყინვალის ქუჩა,"LINESTRING (44.4563304 41.5446851, 44.4575939 41.5448223)",,,,,
102056891,tertiary,False,False,171.291,არსენა ოძელაშვილის ქუჩა,"LINESTRING (44.4563304 41.5446851, 44.4560068 41.5462064)",,,,,
102056891,tertiary,False,True,99.848,არსენა ოძელაშვილის ქუჩა,"LINESTRING (44.4563304 41.5446851, 44.4565214 41.5437986)",,,,,
102053109,residential,False,False,60.18000000000001,ჯავახიშვილის ქუჩა (Javakhishvili St),"LINESTRING (44.461055 41.5409985, 44.4610657 41.5409252, 44.4611989 41.5406831, 44.4613216 41.5404991)",,,,,
102055876,residential,False,True,53.755,მუსკჰელიშვილის ქუჩა (Muskhelishvili St),"LINESTRING (44.461055 41.5409985, 44.4610573 41.5410791, 44.4609793 41.5412266, 44.4609741 41.5412735, 44.4609979 41.5412988, 44.461084 41.5413317, 44.4611892 41.5413827)",,,,,
632583078,residential,False,False,213.41299999999998,ჯავახიშვილის ქუჩა,"LINESTRING (44.461055 41.5409985, 44.4608031 41.5409441, 44.4605848 41.5408976, 44.4603967 41.5408588, 44.4602101 41.5408478, 44.4599647 41.5408214, 44.4596387 41.5407819, 44.4592857 41.5407449, 44.4589294 41.5407053, 44.4586436 41.5406762, 44.4585473 41.5406622, 44.4585361 41.5406605)",,,,,
102052887,residential,False,False,126.53900000000002,შაუმიანის ქუჩა (Shaumiani St),"LINESTRING (44.4620644 41.5452961, 44.4618584 41.545276, 44.4615619 41.5452627, 44.4612893 41.5452352, 44.4609375 41.5452026, 44.4605536 41.5451713)",,,,,
102053755,residential,False,True,169.27700000000002,შაუმიანის ქუჩა (Shaumiani St),"LINESTRING (44.4620644 41.5452961, 44.4623908 41.5453357, 44.4625903 41.5453772, 44.4628055 41.5454401, 44.4630064 41.5455054, 44.4633578 41.5455952, 44.4636804 41.5457135, 44.4638794 41.5458145, 44.4639391 41.5458488)",,,,,
"[102052581, 102058021]",residential,False,False,248.512,"['26 მაისის ქუჩა (26 Maisi St)', '26 მაისის ქუჩა']","LINESTRING (44.4620644 41.5452961, 44.462038 41.5454175, 44.46203 41.5456176, 44.4620841 41.5459849, 44.4620855 41.5464359, 44.461633 41.5464874, 44.4613116 41.5465068, 44.4612048 41.5460058)",,,,,
102052099,residential,False,True,208.734,კრწანისის ქუჩა,"LINESTRING (44.4568763 41.5387897, 44.4570341 41.538836, 44.4573562 41.5389209, 44.4576113 41.5389928, 44.4580965 41.5391165, 44.4584188 41.5392014, 44.4587444 41.5392889, 44.4590566 41.5393687, 44.4592032 41.539397, 44.4592447 41.539405)",,,,,
102057023,residential,False,False,66.939,კრწანისის ქუჩა,"LINESTRING (44.4568763 41.5387897, 44.4567486 41.5389741, 44.4566264 41.5391785, 44.4565236 41.5393305)",,,,,
102054999,residential,False,True,9.988,ნოდარ დუმბაძის ქუჩა,"LINESTRING (44.4589699 41.5398789, 44.4589494 41.5399674)",,2,,50,yes
"[102056922, 102052486]",residential,False,True,213.001,"['დუმბაძის ქუჩა', 'კრწანისის ქუჩა']","LINESTRING (44.4589699 41.5398789, 44.4583567 41.5397825, 44.4581786 41.5397564, 44.4574224 41.5395802, 44.4566754 41.5393813, 44.4565236 41.5393305)",,,,,
102054999,residential,False,False,57.51,ნოდარ დუმბაძის ქუჩა,"LINESTRING (44.4589699 41.5398789, 44.4590209 41.5398109, 44.4590962 41.5396647, 44.4591748 41.539521, 44.4592447 41.539405)",,2,,50,yes
102052789,residential,False,True,167.527,გრიგორიანის ქუჩა,"LINESTRING (44.4552933 41.5445718, 44.454968 41.5460586)",,,,,
102053483,residential,False,True,87.225,ბრწყინვალის ქუჩა,"LINESTRING (44.4552933 41.5445718, 44.4563304 41.5446851)",,,,,
102053483,residential,False,False,127.79,ბრწყინვალის ქუჩა,"LINESTRING (44.4552933 41.5445718, 44.4551203 41.5445389, 44.4537809 41.5443758)",,,,,
102055424,residential,False,True,141.163,ყაზბეგის ჩიხი,"LINESTRING (44.462106 41.5406612, 44.4621465 41.5405667, 44.4622589 41.5404536, 44.462357 41.5403853, 44.4624935 41.5402484, 44.4625661 41.540144, 44.4627031 41.5399323, 44.4628404 41.5396997, 44.4629331 41.5395656)",,,,,
207281543,secondary,False,False,201.51299999999998,დიდგორის ქუჩა,"LINESTRING (44.4633118 41.5401537, 44.4627904 41.5405316, 44.4625442 41.540729, 44.4623279 41.5408884, 44.4621251 41.5410831, 44.4619629 41.5413285, 44.4618548 41.5415662)",,,შ 35,,
207281543,secondary,False,True,41.705000000000005,დიდგორის ქუჩა,"LINESTRING (44.4633118 41.5401537, 44.4633349 41.5401368, 44.4636668 41.539889)",,,შ 35,,
102051573,secondary,False,True,251.957,სტალინის ქუჩა,"LINESTRING (44.4608879 41.5434232, 44.4606368 41.5433899, 44.4601086 41.5433054, 44.4596786 41.5432543, 44.4593578 41.5432174, 44.4591509 41.5431937, 44.4583257 41.5430938, 44.4579056 41.5430362)",,2,შ 33,,
147615280,secondary,True,False,12.95,თამარ მეფის ქუჩა (Tamar Mepe St),"LINESTRING (44.4608879 41.5434232, 44.4609177 41.5433914, 44.4609621 41.5433713, 44.4610135 41.5433664)",roundabout,,,,
102051573,secondary,False,False,101.627,სტალინის ქუჩა,"LINESTRING (44.4567012 41.5428855, 44.4579056 41.5430362)",,2,შ 33,,
102056891,tertiary,False,False,102.629,არსენა ოძელაშვილის ქუჩა,"LINESTRING (44.4567012 41.5428855, 44.4565214 41.5437986)",,,,,
102051573,secondary,False,True,212.81099999999998,სტალინის ქუჩა,"LINESTRING (44.4567012 41.5428855, 44.4559956 41.5427935, 44.4553652 41.5427003, 44.4541849 41.5425457)",,2,შ 33,,
102054134,residential,False,True,413.373,მიხეულ მუსხელიშვილის ქუჩა,"LINESTRING (44.4544523 41.541579, 44.4545337 41.5413064, 44.4546135 41.5410136, 44.4547075 41.5406424, 44.4547781 41.5406427, 44.4551478 41.5406976, 44.4556618 41.5407834, 44.456154 41.5408666, 44.4567219 41.5409477, 44.4572914 41.5410313, 44.4578493 41.5411173, 44.4583214 41.5411928)",,,,,
102056058,residential,False,False,109.84599999999999,,"LINESTRING (44.4544523 41.541579, 44.4543794 41.5418416, 44.454285 41.5422582, 44.4542255 41.5424356, 44.4541849 41.5425457)",,,,,
102057851,residential,False,False,306.2,ვახტანგ გორგასალის ქუჩა,"LINESTRING (44.4544523 41.541579, 44.4547513 41.541631, 44.4551277 41.5416757, 44.4554134 41.5417125, 44.4557194 41.5417392, 44.4565917 41.541847, 44.4571798 41.541918, 44.4580784 41.5420307, 44.4580805 41.542031)",,,,,
102054999,residential,False,False,9.988,ნოდარ დუმბაძის ქუჩა,"LINESTRING (44.4589494 41.5399674, 44.4589699 41.5398789)",,2,,50,yes
"[102058313, 102054742]",residential,False,True,206.26600000000002,"['დუმბაძის ქუჩა', 'ჯავახიშვილის ქუჩა']","LINESTRING (44.4589494 41.5399674, 44.4592412 41.5400318, 44.4598339 41.5401686, 44.4601059 41.5402289, 44.460335 41.5402638, 44.4604652 41.5403056, 44.4609522 41.5404216, 44.4613216 41.5404991)",,,,,
102054999,residential,False,True,87.312,ნოდარ დუმბაძის ქუჩა,"LINESTRING (44.4589494 41.5399674, 44.458899 41.5401137, 44.4588615 41.5401666, 44.4587803 41.5402117, 44.4587258 41.5402999, 44.4586604 41.5404816, 44.4586223 41.5406078, 44.4585784 41.5406405, 44.4585504 41.5406537, 44.4585361 41.5406605)",,2,,50,yes
102051514,residential,False,False,102.176,,"LINESTRING (44.4529915 41.5423976, 44.4528174 41.5433072)",,,,,
102051573,secondary,False,False,87.279,სტალინის ქუჩა,"LINESTRING (44.4529915 41.5423976, 44.4540265 41.5425241)",,2,შ 33,,
632583078,residential,False,True,383.77399999999994,ჯავახიშვილის ქუჩა,"LINESTRING (44.4540046 41.5401336, 44.454157 41.5401225, 44.4543426 41.5401162, 44.4545107 41.5401217, 44.4546852 41.5401178, 44.4549326 41.540119, 44.455126 41.540127, 44.4553955 41.540145, 44.4556679 41.5401868, 44.4559055 41.540226, 44.4559831 41.5402383, 44.4561541 41.5402749, 44.4563601 41.5402973, 44.456642 41.5403415, 44.4570126 41.5404005, 44.4573421 41.5404616, 44.4575765 41.5404961, 44.457918 41.5405489, 44.4580255 41.5405672, 44.4584287 41.5406297, 44.4585361 41.5406605)",,,,,
102051514,residential,False,True,102.176,,"LINESTRING (44.4528174 41.5433072, 44.4529915 41.5423976)",,,,,
102052266,residential,False,False,98.412,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4528174 41.5433072, 44.4539809 41.5434652)",,,,,
102057851,residential,False,True,284.87300000000005,ვახტანგ გორგასალის ქუჩა,"LINESTRING (44.4614526 41.5424667, 44.4609624 41.5423899, 44.4604012 41.5423187, 44.4599406 41.5422732, 44.4595305 41.5422263, 44.4590221 41.5421517, 44.4584178 41.5420767, 44.4580805 41.542031)",,,,,
207281543,secondary,False,False,106.63,დიდგორის ქუჩა,"LINESTRING (44.4614526 41.5424667, 44.4613546 41.5426488, 44.4612262 41.5429245, 44.4610606 41.543228, 44.4610135 41.5433664)",,,შ 35,,
207281543,secondary,False,True,105.58500000000001,დიდგორის ქუჩა,"LINESTRING (44.4614526 41.5424667, 44.4617433 41.5418318, 44.4618548 41.5415662)",,,შ 35,,
102054923,residential,False,False,97.229,კოსტავას ქუჩა,"LINESTRING (44.4605536 41.5451713, 44.4607543 41.5443099)",,,,,
102052887,residential,False,True,126.539,შაუმიანის ქუჩა (Shaumiani St),"LINESTRING (44.4605536 41.5451713, 44.4609375 41.5452026, 44.4612893 41.5452352, 44.4615619 41.5452627, 44.4618584 41.545276, 44.4620644 41.5452961)",,,,,
102053483,residential,False,False,249.38,ბრწყინვალის ქუჩა,"LINESTRING (44.4605536 41.5451713, 44.4601625 41.5451227, 44.4589234 41.5449715, 44.4579663 41.544855, 44.4575939 41.5448223)",,,,,
102054923,residential,False,True,103.94,კოსტავას ქუჩა,"LINESTRING (44.4605536 41.5451713, 44.4605259 41.545296, 44.4605078 41.5455652, 44.4605219 41.5461039)",,,,,
102054923,residential,False,False,49.376,კოსტავას ქუჩა,"LINESTRING (44.4605617 41.5474415, 44.4605462 41.5469976)",,,,,
102057312,residential,False,False,110.866,ტყის ჩიხი,"LINESTRING (44.4605617 41.5474415, 44.4611574 41.5474176, 44.4618924 41.5473942)",,,,,
102052581,residential,False,False,57.869,26 მაისის ქუჩა,"LINESTRING (44.4612048 41.5460058, 44.4605219 41.5461039)",,,,,
1228320502,unclassified,False,False,12.43,,"LINESTRING (44.4612048 41.5460058, 44.4613534 41.5459945)",,,,,
"[102058021, 102052581]",residential,False,True,248.51199999999997,"['26 მაისის ქუჩა (26 Maisi St)', '26 მაისის ქუჩა']","LINESTRING (44.4612048 41.5460058, 44.4613116 41.5465068, 44.461633 41.5464874, 44.4620855 41.5464359, 44.4620841 41.5459849, 44.46203 41.5456176, 44.462038 41.5454175, 44.4620644 41.5452961)",,,,,
102050990,residential,False,False,52.004999999999995,ყაზბეგის ქუჩა,"LINESTRING (44.4636668 41.539889, 44.4634131 41.5397622, 44.4631395 41.5396383)",,,,,
207281543,secondary,False,False,41.705000000000005,დიდგორის ქუჩა,"LINESTRING (44.4636668 41.539889, 44.4633349 41.5401368, 44.4633118 41.5401537)",,,შ 35,,
207281543,secondary,False,True,91.936,დიდგორის ქუჩა,"LINESTRING (44.4636668 41.539889, 44.4638713 41.5397075, 44.4640315 41.5395945, 44.4641876 41.5394907, 44.4643756 41.5393809, 44.4644777 41.5393337)",,,შ 35,,
207281543,secondary,False,False,91.93599999999999,დიდგორის ქუჩა,"LINESTRING (44.4644777 41.5393337, 44.4643756 41.5393809, 44.4641876 41.5394907, 44.4640315 41.5395945, 44.4638713 41.5397075, 44.4636668 41.539889)",,,შ 35,,
102052099,residential,False,True,210.803,კრწანისის ქუჩა,"LINESTRING (44.4592447 41.539405, 44.4616727 41.5399447)",,,,,
102052099,residential,False,False,208.734,კრწანისის ქუჩა,"LINESTRING (44.4592447 41.539405, 44.4592032 41.539397, 44.4590566 41.5393687, 44.4587444 41.5392889, 44.4584188 41.5392014, 44.4580965 41.5391165, 44.4576113 41.5389928, 44.4573562 41.5389209, 44.4570341 41.538836, 44.4568763 41.5387897)",,,,,
102054999,residential,False,True,57.51,ნოდარ დუმბაძის ქუჩა,"LINESTRING (44.4592447 41.539405, 44.4591748 41.539521, 44.4590962 41.5396647, 44.4590209 41.5398109, 44.4589699 41.5398789)",,2,,50,yes
102050990,residential,False,True,75.674,ყაზბეგის ქუჩა,"LINESTRING (44.4620696 41.5393525, 44.4629331 41.5395656)",,,,,
102053109,residential,False,True,73.671,ჯავახიშვილის ქუჩა (Javakhishvili St),"LINESTRING (44.4620696 41.5393525, 44.4616727 41.5399447)",,,,,
102056669,residential,False,True,115.30300000000001,კრწანისის ქუჩა,"LINESTRING (44.4565236 41.5393305, 44.4564075 41.5395516, 44.4563014 41.5397275, 44.4562563 41.539813, 44.4562021 41.5398533, 44.456113 41.5398814, 44.4559291 41.5398615, 44.455771 41.5398131, 44.4556319 41.5397576)",,,,,
"[102056922, 102052486]",residential,False,False,213.001,"['დუმბაძის ქუჩა', 'კრწანისის ქუჩა']","LINESTRING (44.4565236 41.5393305, 44.4566754 41.5393813, 44.4574224 41.5395802, 44.4581786 41.5397564, 44.4583567 41.5397825, 44.4589699 41.5398789)",,,,,
102057023,residential,False,True,66.939,კრწანისის ქუჩა,"LINESTRING (44.4565236 41.5393305, 44.4566264 41.5391785, 44.4567486 41.5389741, 44.4568763 41.5387897)",,,,,
102052266,residential,False,True,98.412,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4539809 41.5434652, 44.4528174 41.5433072)",,,,,
102052464,residential,False,False,102.613,,"LINESTRING (44.4539809 41.5434652, 44.4537809 41.5443758)",,,,,
102052266,residential,False,False,214.659,დემეტრე თავდადებულის ქუჩა,"LINESTRING (44.4539809 41.5434652, 44.4552444 41.5436261, 44.4565214 41.5437986)",,,,,
102056614,residential,False,False,106.225,სტალინის ქუჩა (Stalin St),"LINESTRING (44.4539809 41.5434652, 44.4539381 41.5433667, 44.4539036 41.5432265, 44.4539086 41.5431014, 44.4540265 41.5425241)",,,,,
102051573,secondary,False,False,13.4,სტალინის ქუჩა,"LINESTRING (44.4540265 41.5425241, 44.4541849 41.5425457)",,2,შ 33,,
102051573,secondary,False,True,87.279,სტალინის ქუჩა,"LINESTRING (44.4540265 41.5425241, 44.4529915 41.5423976)",,2,შ 33,,
102056614,residential,False,True,106.225,სტალინის ქუჩა (Stalin St),"LINESTRING (44.4540265 41.5425241, 44.4539086 41.5431014, 44.4539036 41.5432265, 44.4539381 41.5433667, 44.4539809 41.5434652)",,,,,
102057312,residential,False,True,110.866,ტყის ჩიხი,"LINESTRING (44.4618924 41.5473942, 44.4611574 41.5474176, 44.4605617 41.5474415)",,,,,
102050990,residential,False,False,75.674,ყაზბეგის ქუჩა,"LINESTRING (44.4629331 41.5395656, 44.4620696 41.5393525)",,,,,
102050990,residential,False,True,18.986,ყაზბეგის ქუჩა,"LINESTRING (44.4629331 41.5395656, 44.4631395 41.5396383)",,,,,
102055424,residential,False,False,141.163,ყაზბეგის ჩიხი,"LINESTRING (44.4629331 41.5395656, 44.4628404 41.5396997, 44.4627031 41.5399323, 44.4625661 41.540144, 44.4624935 41.5402484, 44.462357 41.5403853, 44.4622589 41.5404536, 44.4621465 41.5405667, 44.462106 41.5406612)",,,,,
102050959,residential,False,True,61.921,,"LINESTRING (44.4585361 41.5406605, 44.4585033 41.5407589, 44.4583938 41.5409783, 44.4583214 41.5411928)",,,,,
102054999,residential,False,False,87.312,ნოდარ დუმბაძის ქუჩა,"LINESTRING (44.4585361 41.5406605, 44.4585504 41.5406537, 44.4585784 41.5406405, 44.4586223 41.5406078, 44.4586604 41.5404816, 44.4587258 41.5402999, 44.4587803 41.5402117, 44.4588615 41.5401666, 44.458899 41.5401137, 44.4589494 41.5399674)",,2,,50,yes
