osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,access,bridge,width
615884489,False,2,улица Кяхба,residential,False,20.714,"LINESTRING (40.809848 43.0901821, 40.8099316 43.0902225, 40.8099688 43.0902405, 40.8100624 43.090283)",,,,,
26156093,False,2,улица Кяхба,tertiary,False,69.588,"LINESTRING (40.8116439 43.0902876, 40.8117779 43.0902162, 40.8118733 43.0901377, 40.8119895 43.0899999, 40.8121242 43.0897833)",შ 191,,,,
26156093,False,2,улица Кяхба,tertiary,True,59.688,"LINESTRING (40.8116439 43.0902876, 40.8115459 43.0903226, 40.8113009 43.0904507, 40.811183 43.0905295, 40.8110353 43.0905829)",შ 191,,,,
203752213,False,,,residential,True,89.70499999999998,"LINESTRING (40.8116439 43.0902876, 40.8116997 43.0903753, 40.81174 43.0904204, 40.8119076 43.0904517, 40.8120042 43.0904674, 40.8121705 43.0904596, 40.8124092 43.0904224, 40.8124736 43.0904047, 40.8125299 43.0903714, 40.8125692 43.0903251)",,,,,
323015573,False,2,улица Ладария,tertiary,False,181.75400000000002,"LINESTRING (40.8126598 43.0879679, 40.8127007 43.0878415, 40.812923 43.0871884, 40.8131866 43.0863793)",შ 191,,,,
323015573,False,2,улица Ладария,tertiary,True,120.26599999999999,"LINESTRING (40.8126598 43.0879679, 40.8125454 43.0883141, 40.8124779 43.0885515, 40.8124395 43.0886761, 40.8124313 43.0887872, 40.8124346 43.0888711, 40.8124532 43.0890095, 40.812456 43.0890304)",შ 191,,,,
446854283,False,,улица Чанба,residential,False,28.284999999999997,"LINESTRING (40.8100624 43.090283, 40.8101926 43.0902694, 40.8102998 43.0902409, 40.810386 43.0902001)",,,,,
615884489,False,2,улица Кяхба,residential,True,20.714,"LINESTRING (40.8100624 43.090283, 40.8099688 43.0902405, 40.8099316 43.0902225, 40.809848 43.0901821)",,,,,
1096666565,False,2,улица Кяхба,residential,False,39.805,"LINESTRING (40.8100624 43.090283, 40.8103641 43.0904086, 40.8104839 43.0904655)",,,,,
163783235,False,,Водопадный переулок,residential,False,306.858,"LINESTRING (40.812456 43.0890304, 40.812605 43.0890532, 40.8127123 43.0890825, 40.8128269 43.0891287, 40.8129639 43.0892043, 40.8131354 43.0893318, 40.8133628 43.089563, 40.8137924 43.0901289, 40.8138282 43.0901477, 40.8139015 43.0901928, 40.8139401 43.0902209, 40.8139915 43.0902583, 40.8141017 43.0903037, 40.8142729 43.0903848, 40.8146337 43.0904873, 40.8148998 43.0905463, 40.8150487 43.0905732, 40.8151602 43.0905852, 40.8153194 43.0905968)",,,,,
323015573,False,2,улица Ладария,tertiary,False,120.26599999999999,"LINESTRING (40.812456 43.0890304, 40.8124532 43.0890095, 40.8124346 43.0888711, 40.8124313 43.0887872, 40.8124395 43.0886761, 40.8124779 43.0885515, 40.8125454 43.0883141, 40.8126598 43.0879679)",შ 191,,,,
323015573,False,2,улица Ладария,tertiary,True,21.817,"LINESTRING (40.812456 43.0890304, 40.8124664 43.0891227, 40.81245 43.0892256)",შ 191,,,,
61919352,False,2,Курортная улица,residential,True,180.17900000000003,"LINESTRING (40.8165736 43.0853969, 40.8167324 43.0853697, 40.8169878 43.0853322, 40.8178943 43.0851905, 40.8180266 43.0851783, 40.8181665 43.0851996, 40.8184099 43.0852596, 40.8184962 43.0852673, 40.8185314 43.0852567, 40.818571 43.0852448, 40.8186016 43.0852091, 40.8186258 43.0851312)",,,,,
"[87501086, 78475127]",False,,улица Харазия,residential,False,182.582,"LINESTRING (40.8165736 43.0853969, 40.8171913 43.0847228, 40.8172955 43.0845979, 40.817341 43.0845216, 40.8173931 43.0844371, 40.8174343 43.084312, 40.8174489 43.0842254, 40.8174637 43.0842, 40.8174831 43.0841803, 40.8176943 43.0840818, 40.817763 43.0840529)",,,,,
78475141,False,,улица Эшба,residential,True,31.256,"LINESTRING (40.8165736 43.0853969, 40.8164487 43.0855384, 40.8163671 43.0856341)",,,,,
78475122,False,,,residential,False,14.436,"LINESTRING (40.8153749 43.0900036, 40.8153205 43.0901272)",,,,,
78475141,False,,улица Эшба,residential,False,463.784,"LINESTRING (40.8153749 43.0900036, 40.8152196 43.0894518, 40.815183 43.0892915, 40.8151656 43.0892232, 40.8151189 43.0889006, 40.8151235 43.0886761, 40.8151189 43.0881573, 40.8151935 43.0878989, 40.8153474 43.0875587, 40.815488 43.0872563, 40.8155353 43.0871546, 40.8156824 43.086883, 40.8158904 43.0864991, 40.8160202 43.0862503, 40.8161604 43.0859816)",,,,,
87501086,False,,,residential,True,76.272,"LINESTRING (40.8186024 43.0837503, 40.8183209 43.0838307, 40.8181894 43.0838683, 40.8178032 43.0840351, 40.817763 43.0840529)",,,,,
"[382024682, 57403718, 78475138]",False,2,"['Сухумское шоссе', 'улица Лакоба']",trunk,False,533.209,"LINESTRING (40.8186024 43.0837503, 40.8175362 43.0838208, 40.8167893 43.0838718, 40.8158601 43.0839196, 40.8157145 43.0839276, 40.8153781 43.0839546, 40.8151041 43.0839765, 40.8146321 43.0840329, 40.8139149 43.0841411, 40.8137092 43.0841756, 40.8134073 43.0842267, 40.8121004 43.0843712)",ს 1,90,yes,yes,
"[26156098, 1096746062]",True,,улица Чанба,tertiary,False,343.22900000000004,"LINESTRING (40.810386 43.0902001, 40.8104704 43.0901249, 40.8106845 43.0899342, 40.8109671 43.0896816, 40.8110502 43.0895773, 40.8111192 43.089468, 40.8118133 43.0881041, 40.8118652 43.088003, 40.8119274 43.0879534, 40.8120062 43.0879268, 40.8121328 43.0879182, 40.8123042 43.0879208, 40.8126598 43.0879679)",,,,,7.5
203749175,False,,,tertiary,True,31.475,"LINESTRING (40.810386 43.0902001, 40.8103905 43.0902918, 40.8103994 43.0903556, 40.8104334 43.0904171, 40.8104839 43.0904655)",,,,,
446854283,False,,улица Чанба,residential,True,28.284999999999997,"LINESTRING (40.810386 43.0902001, 40.8102998 43.0902409, 40.8101926 43.0902694, 40.8100624 43.090283)",,,,,
26156093,False,2,улица Кяхба,tertiary,True,67.43,"LINESTRING (40.81245 43.0892256, 40.8121641 43.0897065, 40.8121242 43.0897833)",შ 191,,,,
78475117,False,,улица Ладария,residential,False,263.533,"LINESTRING (40.81245 43.0892256, 40.8125297 43.0892752, 40.812826 43.0895445, 40.8129092 43.0896425, 40.8129912 43.0897467, 40.8130367 43.089856, 40.8130809 43.0899834, 40.8131154 43.0900667, 40.8131857 43.0901484, 40.8132743 43.0902274, 40.8136261 43.090457, 40.8138259 43.0905771, 40.8142469 43.0907666, 40.8144693 43.090865, 40.8145599 43.0909355)",,,,,
323015573,False,2,улица Ладария,tertiary,False,21.817,"LINESTRING (40.81245 43.0892256, 40.8124664 43.0891227, 40.812456 43.0890304)",შ 191,,,,
78475117,False,,улица Ладария,residential,True,263.53299999999996,"LINESTRING (40.8145599 43.0909355, 40.8144693 43.090865, 40.8142469 43.0907666, 40.8138259 43.0905771, 40.8136261 43.090457, 40.8132743 43.0902274, 40.8131857 43.0901484, 40.8131154 43.0900667, 40.8130809 43.0899834, 40.8130367 43.089856, 40.8129912 43.0897467, 40.8129092 43.0896425, 40.812826 43.0895445, 40.8125297 43.0892752, 40.81245 43.0892256)",,,,,
61919352,False,2,Курортная улица,residential,False,58.057,"LINESTRING (40.8187945 43.0846451, 40.8187129 43.0847207, 40.8186441 43.0848075, 40.8186191 43.0848986, 40.8186258 43.0851312)",,,,,
163783254,False,,,residential,True,110.15699999999998,"LINESTRING (40.8187945 43.0846451, 40.8183775 43.0845357, 40.8182515 43.0844806, 40.8180722 43.0843631, 40.8178781 43.0841773, 40.8178244 43.0841185, 40.817763 43.0840529)",,,,,
163783235,False,,Водопадный переулок,residential,True,306.85800000000006,"LINESTRING (40.8153194 43.0905968, 40.8151602 43.0905852, 40.8150487 43.0905732, 40.8148998 43.0905463, 40.8146337 43.0904873, 40.8142729 43.0903848, 40.8141017 43.0903037, 40.8139915 43.0902583, 40.8139401 43.0902209, 40.8139015 43.0901928, 40.8138282 43.0901477, 40.8137924 43.0901289, 40.8133628 43.089563, 40.8131354 43.0893318, 40.8129639 43.0892043, 40.8128269 43.0891287, 40.8127123 43.0890825, 40.812605 43.0890532, 40.812456 43.0890304)",,,,,
78475141,False,,улица Эшба,residential,False,31.256,"LINESTRING (40.8163671 43.0856341, 40.8164487 43.0855384, 40.8165736 43.0853969)",,,,,
78475141,False,,улица Эшба,residential,True,42.199,"LINESTRING (40.8163671 43.0856341, 40.8163023 43.0857214, 40.816245 43.0858157, 40.8161604 43.0859816)",,,,,
163783260,False,,улица Харазия,residential,False,41.366,"LINESTRING (40.8163671 43.0856341, 40.8163057 43.0856656, 40.8162455 43.0856881, 40.8161507 43.0857075, 40.8160584 43.0857266, 40.8158893 43.0857508)",,,,,
78475141,False,,улица Эшба,residential,False,42.199,"LINESTRING (40.8161604 43.0859816, 40.816245 43.0858157, 40.8163023 43.0857214, 40.8163671 43.0856341)",,,,,
78475141,False,,улица Эшба,residential,True,463.7840000000001,"LINESTRING (40.8161604 43.0859816, 40.8160202 43.0862503, 40.8158904 43.0864991, 40.8156824 43.086883, 40.8155353 43.0871546, 40.815488 43.0872563, 40.8153474 43.0875587, 40.8151935 43.0878989, 40.8151189 43.0881573, 40.8151235 43.0886761, 40.8151189 43.0889006, 40.8151656 43.0892232, 40.815183 43.0892915, 40.8152196 43.0894518, 40.8153749 43.0900036)",,,,,
203791665,False,,,residential,False,39.968,"LINESTRING (40.8161604 43.0859816, 40.8161704 43.0859287, 40.8161593 43.0858743, 40.8161181 43.0858162, 40.816043 43.0857737, 40.8159706 43.0857529, 40.8158893 43.0857508)",,,,,
323015573,False,2,улица Ладария,tertiary,False,42.491,"LINESTRING (40.8131866 43.0863793, 40.8133484 43.0860159)",შ 191,,,,
"[665145305, 203749164]",False,,переулок Ладария,residential,True,364.9530000000001,"LINESTRING (40.8131866 43.0863793, 40.8130946 43.0863615, 40.8124511 43.0862369, 40.8119209 43.0861422, 40.8118744 43.0861361, 40.8114178 43.0860764, 40.8110986 43.0860509, 40.8106506 43.0860019, 40.810546 43.0859823, 40.8104978 43.0859569, 40.81042 43.085902, 40.8101464 43.0857238, 40.8100847 43.0857042, 40.8100311 43.0857042, 40.8099104 43.0857296, 40.8097011 43.0857551, 40.8096116 43.0857537, 40.8095394 43.0859017, 40.8093971 43.0862491)",,,,,
323015573,False,2,улица Ладария,tertiary,True,181.75400000000002,"LINESTRING (40.8131866 43.0863793, 40.812923 43.0871884, 40.8127007 43.0878415, 40.8126598 43.0879679)",შ 191,,,,
