osmid,ref,highway,oneway,reversed,length,name,geometry
527473223,B75,trunk,False,True,102.595,,"LINESTRING (37.4281863 3.1315, 37.4283702 3.1324042)"
527473224,E670,secondary,False,False,10.954,,"LINESTRING (37.4281863 3.1315, 37.4281521 3.1314076)"
39087286,B75,trunk,False,True,144.94600000000003,Kalacha - Marsabit Rd.,"LINESTRING (37.4281863 3.1315, 37.428637 3.1320487, 37.4290286 3.1324957)"
527473223,B75,trunk,False,False,102.595,,"LINESTRING (37.4283702 3.1324042, 37.4281863 3.1315)"
527473223,B75,trunk,False,True,23.005,,"LINESTRING (37.4283702 3.1324042, 37.4284193 3.1326052)"
527603608,,residential,False,False,92.82300000000001,,"LINESTRING (37.4283702 3.1324042, 37.4282111 3.1322284, 37.4281307 3.1321883, 37.4280509 3.1321972, 37.4276285 3.1321249)"
527473224,E670,secondary,False,False,340.644,,"LINESTRING (37.4272576 3.1288137, 37.4271537 3.1280444, 37.4270685 3.1276889, 37.4269854 3.127411, 37.4268472 3.1270635, 37.4266045 3.1267301, 37.4265361 3.1265098, 37.4264999 3.1263297, 37.4264167 3.1261482, 37.4263544 3.1260398, 37.4262811 3.1259622)"
527473224,E670,secondary,False,True,206.12400000000002,,"LINESTRING (37.4272576 3.1288137, 37.4273381 3.1290561, 37.4275017 3.129421, 37.4277632 3.1300403, 37.427908 3.1305465)"
892449026,,residential,False,False,207.46999999999997,,"LINESTRING (37.4272576 3.1288137, 37.4272335 3.1289409, 37.4271744 3.1290534, 37.4270913 3.1291606, 37.4270269 3.1292784, 37.4269974 3.1294471, 37.4269894 3.1295891, 37.4269465 3.1297605, 37.4268821 3.1299372, 37.4268445 3.1301488, 37.4267855 3.1303283, 37.4267453 3.1304515, 37.4266675 3.1305532)"
527473223,B75,trunk,False,False,23.005,,"LINESTRING (37.4284193 3.1326052, 37.4283702 3.1324042)"
527486606,C82,trunk,False,True,81.488,,"LINESTRING (37.4284193 3.1326052, 37.4285087 3.1324555, 37.4285784 3.1324047, 37.4286857 3.1323832, 37.4288198 3.1324047, 37.4290286 3.1324957)"
39087286,B75,trunk,False,False,144.94600000000003,Kalacha - Marsabit Rd.,"LINESTRING (37.4290286 3.1324957, 37.428637 3.1320487, 37.4281863 3.1315)"
527486606,C82,trunk,False,False,81.488,,"LINESTRING (37.4290286 3.1324957, 37.4288198 3.1324047, 37.4286857 3.1323832, 37.4285784 3.1324047, 37.4285087 3.1324555, 37.4284193 3.1326052)"
527603608,,residential,False,False,16.736,,"LINESTRING (37.4276285 3.1321249, 37.4274815 3.1320916)"
527603608,,residential,False,True,92.82300000000001,,"LINESTRING (37.4276285 3.1321249, 37.4280509 3.1321972, 37.4281307 3.1321883, 37.4282111 3.1322284, 37.4283702 3.1324042)"
912780492,,residential,False,False,138.784,,"LINESTRING (37.4276285 3.1321249, 37.4277551 3.1320972, 37.4278235 3.1320544, 37.4278477 3.1320048, 37.4278799 3.1319312, 37.4279281 3.1317316, 37.4279644 3.1315629, 37.4279818 3.1314544, 37.4279912 3.1313875, 37.4280167 3.1312014, 37.428018 3.1311264, 37.4280445 3.1310462)"
527603608,,residential,False,False,102.075,,"LINESTRING (37.4247411 3.1322749, 37.4246284 3.1325963, 37.4246392 3.1328587, 37.4248108 3.1330569, 37.424809 3.1331097)"
527603608,,residential,False,True,352.25799999999987,,"LINESTRING (37.4247411 3.1322749, 37.4246767 3.1321303, 37.4244246 3.1318624, 37.4242476 3.1316214, 37.4241993 3.1313964, 37.4242476 3.1311233, 37.4244246 3.1309411, 37.4247572 3.130743, 37.4250469 3.1305608, 37.4253741 3.1305341, 37.4255115 3.1305773, 37.4256054 3.1306121, 37.425704 3.130676, 37.4258212 3.1307914)"
892449026,,residential,False,True,205.83700000000002,,"LINESTRING (37.4247411 3.1322749, 37.4248302 3.1321762, 37.4249375 3.1320343, 37.4250367 3.1319111, 37.425077 3.1317906, 37.4251199 3.1316861, 37.4252084 3.1315843, 37.4252996 3.1314638, 37.4254015 3.131362, 37.4255517 3.1312201, 37.4256805 3.1310166, 37.4258212 3.1307914)"
527603608,,residential,False,False,155.16000000000003,,"LINESTRING (37.4247089 3.1335952, 37.4243978 3.1337586, 37.4241135 3.1338229, 37.4235985 3.1337158, 37.4233732 3.1337533)"
527603608,,residential,False,True,55.953,,"LINESTRING (37.4247089 3.1335952, 37.4248001 3.1333676, 37.424809 3.1331097)"
