osmid,oneway,highway,reversed,length,lanes,ref,name,maxspeed,geometry
107851637,False,residential,False,31.086,,,,,"LINESTRING (-7.4899538 7.0100975, -7.4897343 7.0102727)"
110097465,False,primary,False,137.90300000000002,2,A7,Route Man-Duékoué,55,"LINESTRING (-7.4899538 7.0100975, -7.4897262 7.0095146, -7.4895374 7.0089288)"
110097465,False,primary,True,107.44399999999999,2,A7,Route Man-Duékoué,55,"LINESTRING (-7.4899538 7.0100975, -7.4901829 7.0105589, -7.4902539 7.0106946, -7.4903928 7.0109599)"
459990315,False,tertiary,False,71.512,,,,,"LINESTRING (-7.4871931 7.0134488, -7.4867176 7.0130119)"
107851637,False,residential,True,156.498,,,,,"LINESTRING (-7.4871931 7.0134488, -7.4876147 7.0129642, -7.4880743 7.0123474)"
459990315,False,tertiary,True,102.08200000000001,,,,,"LINESTRING (-7.4871931 7.0134488, -7.4873945 7.013652, -7.4875554 7.0138183, -7.4876835 7.0139608, -7.4878201 7.0141231)"
110100516,False,residential,False,150.555,,,,,"LINESTRING (-7.4836154 7.0108823, -7.4827611 7.0119379)"
110100516,False,residential,True,180.71700000000004,,,,,"LINESTRING (-7.4836154 7.0108823, -7.4837333 7.0107203, -7.4840076 7.0103988, -7.4841638 7.0101905, -7.4842054 7.0101319, -7.484265 7.0100234, -7.4843931 7.0098105, -7.4845824 7.0095751)"
459990315,False,tertiary,True,144.361,,,,,"LINESTRING (-7.4836154 7.0108823, -7.4840431 7.0111788, -7.4846949 7.0116154)"
109485693,False,residential,False,88.43700000000001,,,,,"LINESTRING (-7.4903928 7.0109599, -7.490188 7.0111961, -7.4901196 7.011292, -7.4900204 7.0114677, -7.4899346 7.0116088)"
110097465,False,primary,False,107.444,2,A7,Route Man-Duékoué,55,"LINESTRING (-7.4903928 7.0109599, -7.4902539 7.0106946, -7.4901829 7.0105589, -7.4899538 7.0100975)"
110097465,False,primary,True,131.833,2,A7,Route Man-Duékoué,55,"LINESTRING (-7.4903928 7.0109599, -7.4904357 7.011029, -7.4907005 7.0114561, -7.490784 7.0115784, -7.491002 7.0118978, -7.4910412 7.0119553)"
109485694,False,residential,False,123.808,,,,,"LINESTRING (-7.4896989 7.0136321, -7.4888017 7.0129637)"
109485694,False,residential,True,117.82,,,,,"LINESTRING (-7.4896989 7.0136321, -7.4905517 7.0142695)"
109485696,False,tertiary,True,66.899,2,,,,"LINESTRING (-7.4896989 7.0136321, -7.4900753 7.0131605)"
109485696,False,tertiary,False,64.785,2,,,,"LINESTRING (-7.4896989 7.0136321, -7.4895309 7.0138396, -7.4893369 7.0140907)"
107851637,False,residential,True,67.959,,,,,"LINESTRING (-7.4880743 7.0123474, -7.4884538 7.0118661)"
109485694,False,residential,False,71.634,,,,,"LINESTRING (-7.4880743 7.0123474, -7.4875671 7.0119454)"
109485694,False,residential,True,105.55,,,,,"LINESTRING (-7.4880743 7.0123474, -7.4888017 7.0129637)"
107851637,False,residential,False,156.498,,,,,"LINESTRING (-7.4880743 7.0123474, -7.4876147 7.0129642, -7.4871931 7.0134488)"
109485695,False,residential,False,40.132,,,,,"LINESTRING (-7.4864347 7.008775, -7.4867032 7.0090184)"
109696615,False,residential,False,194.178,,,,,"LINESTRING (-7.4864347 7.008775, -7.485369 7.0101645)"
109696615,False,residential,True,98.089,,,,,"LINESTRING (-7.4864347 7.008775, -7.4869572 7.0080614)"
"[459990317, 109485695]",False,residential,True,283.42500000000007,,,,,"LINESTRING (-7.4864347 7.008775, -7.4853943 7.0078678, -7.4853446 7.0078305, -7.485293 7.0078105, -7.4852568 7.0077991, -7.4852286 7.0078072, -7.4851985 7.0078312, -7.4851676 7.0078604, -7.4849571 7.00814, -7.4845993 7.0085743)"
109696611,False,residential,False,27.256,,,,,"LINESTRING (-7.4895374 7.0089288, -7.4893366 7.0090715)"
110097465,False,primary,False,151.345,2,A7,Route Man-Duékoué,55,"LINESTRING (-7.4895374 7.0089288, -7.4892149 7.0076059)"
110097465,False,primary,True,137.90300000000002,2,A7,Route Man-Duékoué,55,"LINESTRING (-7.4895374 7.0089288, -7.4897262 7.0095146, -7.4899538 7.0100975)"
110100510,False,residential,False,158.212,,,,,"LINESTRING (-7.4846949 7.0116154, -7.4838007 7.0127275)"
459990315,False,tertiary,False,144.361,,,,,"LINESTRING (-7.4846949 7.0116154, -7.4840431 7.0111788, -7.4836154 7.0108823)"
459990315,False,tertiary,True,272.022,,,,,"LINESTRING (-7.4846949 7.0116154, -7.485297 7.0119988, -7.4856672 7.012257, -7.4861124 7.0125871, -7.4867176 7.0130119)"
109485696,False,tertiary,False,68.424,2,,,,"LINESTRING (-7.4907776 7.0122232, -7.4904015 7.0127124)"
109485696,False,tertiary,True,41.638,2,,,,"LINESTRING (-7.4907776 7.0122232, -7.4910412 7.0119553)"
109485695,False,residential,True,115.44300000000001,,,,,"LINESTRING (-7.4907776 7.0122232, -7.4905112 7.0120187, -7.4899346 7.0116088)"
107851637,False,residential,False,65.067,,,,,"LINESTRING (-7.4891458 7.0109681, -7.4887791 7.0114263)"
107851637,False,residential,True,100.983,,,,,"LINESTRING (-7.4891458 7.0109681, -7.4897343 7.0102727)"
109485695,False,residential,False,112.49,,,,,"LINESTRING (-7.4891458 7.0109681, -7.4899346 7.0116088)"
109485695,False,residential,True,112.92500000000001,,,,,"LINESTRING (-7.4891458 7.0109681, -7.4889515 7.0107915, -7.4887852 7.010653, -7.4883473 7.0103349)"
110100518,False,residential,True,179.428,,,,,"LINESTRING (-7.4867176 7.0130119, -7.4857353 7.0142977)"
116043921,False,residential,True,85.084,,,,,"LINESTRING (-7.4867176 7.0130119, -7.4871922 7.0124089)"
459990315,False,tertiary,True,71.512,,,,,"LINESTRING (-7.4867176 7.0130119, -7.4871931 7.0134488)"
459990315,False,tertiary,False,272.022,,,,,"LINESTRING (-7.4867176 7.0130119, -7.4861124 7.0125871, -7.4856672 7.012257, -7.485297 7.0119988, -7.4846949 7.0116154)"
109485693,False,residential,False,64.742,,,,,"LINESTRING (-7.4899346 7.0116088, -7.4895631 7.0120594)"
109485695,False,residential,True,112.49,,,,,"LINESTRING (-7.4899346 7.0116088, -7.4891458 7.0109681)"
