osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction
4703366,91,Jaan Poska,secondary,30,False,False,130.76999999999998,"LINESTRING (28.0421261 59.4629846, 28.0423366 59.4629124, 28.0433672 59.4625592, 28.0435656 59.4624912, 28.0440449 59.4623269)",
4703368,,Jaan Poska,residential,,False,False,118.89,"LINESTRING (28.0421261 59.4629846, 28.0419529 59.4630483, 28.0413714 59.4632622, 28.0404532 59.4636328)",
"[45562667, 1249577076]",91,Vabaduse,secondary,30,False,True,254.019,"LINESTRING (28.0421261 59.4629846, 28.0417618 59.4627002, 28.0410215 59.4621089, 28.0408725 59.4619855, 28.0403804 59.4615776, 28.0397415 59.4610481)",
"[1138074328, 147454920, 1077754295]",,Suur-Lootsi,residential,,False,False,90.077,"LINESTRING (28.0421261 59.4629846, 28.0421855 59.4630355, 28.0423182 59.4631494, 28.0426032 59.4633862, 28.0426654 59.4634378, 28.0428721 59.4636096, 28.0429533 59.4636771)",
4703366,91,Jaan Poska,secondary,30,False,False,159.714,"LINESTRING (28.0440449 59.4623269, 28.0441947 59.4622725, 28.044558 59.4621405, 28.0446641 59.4621019, 28.0447478 59.4620731, 28.0448408 59.4620411, 28.0451676 59.4619288, 28.0463748 59.4615137)",
4703366,91,Jaan Poska,secondary,30,False,True,130.76999999999998,"LINESTRING (28.0440449 59.4623269, 28.0435656 59.4624912, 28.0433672 59.4625592, 28.0423366 59.4629124, 28.0421261 59.4629846)",
43229613,,Koidu,residential,,False,True,107.07600000000001,"LINESTRING (28.0440449 59.4623269, 28.0439294 59.4622397, 28.0429871 59.4615279)",
8151509,,Karja,residential,,False,True,166.08,"LINESTRING (28.0478543 59.4580592, 28.047411 59.4565827)",
45131116,,Kudruküla,residential,,False,False,128.174,"LINESTRING (28.0478543 59.4580592, 28.05007 59.4583061)",
45131116,,Kudruküla,residential,,False,True,130.874,"LINESTRING (28.0478543 59.4580592, 28.0455874 59.4578179)",
8151509,,Karja,residential,,False,False,183.239,"LINESTRING (28.0478543 59.4580592, 28.0478215 59.4581426, 28.0460532 59.4594213)",
8151509,,Karja,residential,,False,False,166.08,"LINESTRING (28.047411 59.4565827, 28.0478543 59.4580592)",
45178107,,Eduard Vilde,residential,,False,False,120.132,"LINESTRING (28.047411 59.4565827, 28.0495173 59.4564363)",
45178107,,Eduard Vilde,residential,,False,True,121.189,"LINESTRING (28.047411 59.4565827, 28.0452851 59.4567264)",
26773032,,Mäe,residential,,False,True,97.029,"LINESTRING (28.0495173 59.4564363, 28.0492517 59.4555742)",
45178107,,Eduard Vilde,residential,,False,True,120.132,"LINESTRING (28.0495173 59.4564363, 28.047411 59.4565827)",
