osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,junction
35909890,Vabaduse,secondary,50,False,True,73.664,"LINESTRING (26.0387046 57.776573, 26.0395796 57.7761027)",,,,
35909890,Vabaduse,secondary,50,False,False,160.935,"LINESTRING (26.0387046 57.776573, 26.0386098 57.7766262, 26.0385196 57.7766769, 26.0383769 57.776757, 26.0382267 57.7768413, 26.0379106 57.7770189, 26.0377149 57.7771125, 26.0366323 57.7774946)",,,,
158372580,Aia,residential,,True,False,214.709,"LINESTRING (26.0387046 57.776573, 26.0376036 57.7762818, 26.0369641 57.7761198, 26.0358727 57.7757497, 26.0355446 57.7756365)",,,,
35909845,Vabaduse,secondary,50,True,False,13.961,"LINESTRING (26.0366323 57.7774946, 26.0365015 57.777599)",,,,
35909890,Vabaduse,secondary,50,False,True,160.93499999999997,"LINESTRING (26.0366323 57.7774946, 26.0377149 57.7771125, 26.0379106 57.7770189, 26.0382267 57.7768413, 26.0383769 57.776757, 26.0385196 57.7766769, 26.0386098 57.7766262, 26.0387046 57.776573)",,,,
35909846,Julius Kuperjanovi,tertiary,50,False,True,18.114,"LINESTRING (26.0369281 57.7777746, 26.0366312 57.7777362)",2,23119,,
35909846,Julius Kuperjanovi,tertiary,50,False,False,119.55799999999999,"LINESTRING (26.0369281 57.7777746, 26.0381154 57.7779421, 26.0381579 57.7779473, 26.0385974 57.7780086, 26.0388693 57.7780631)",2,23119,,
35909853,Alfred Neulandi,residential,,False,True,22.062,"LINESTRING (26.0369281 57.7777746, 26.0369039 57.7778223, 26.0368308 57.7779661)",,,,
"[1032990374, 106273197, 217777550, 98626009, 35914715]","['Raja', 'Tartu']",primary,,False,"[False, True]",292.305,"LINESTRING (26.0288507 57.7809166, 26.0283481 57.780749, 26.0278749 57.7805556, 26.0275156 57.7803845, 26.0271523 57.7801855, 26.0270844 57.7801359, 26.0270245 57.7800806, 26.0269114 57.7799543, 26.0268629 57.7798764, 26.0268292 57.7797826, 26.0267986 57.7796711, 26.0267785 57.7794913, 26.0267777 57.779479, 26.0267771 57.7794488, 26.0267529 57.7790921, 26.0267577 57.778915, 26.0267838 57.7787676)",2,,yes,
35909842,Kesk,residential,50,True,False,63.226,"LINESTRING (26.0362138 57.7777135, 26.0358123 57.7776932, 26.0355736 57.7776745, 26.0351561 57.7776424)",,,,
