osmid,name,highway,oneway,reversed,length,ref,maxspeed,lanes,geometry
35422633,Pikk,residential,False,False,158.508,,,,"LINESTRING (26.4882024 58.0626135, 26.4883129 58.0611892)"
35422645,Palupera tee,secondary,False,False,4.064,71,50,,"LINESTRING (26.4882024 58.0626135, 26.4882712 58.0626168)"
25826860,Valga mnt,secondary,False,True,10.249,46;71,50,,"LINESTRING (26.4971236 58.0601575, 26.4969705 58.0602015)"
25841620,,secondary_link,True,False,74.29299999999999,,50,1,"LINESTRING (26.4971236 58.0601575, 26.4975056 58.0599628, 26.4976931 58.0598271, 26.4978577 58.0596257)"
229242879,Kanepi tee,secondary,False,False,45.269999999999996,71,50,2,"LINESTRING (26.4971236 58.0601575, 26.4975774 58.0600855, 26.4978731 58.0600895)"
25841621,Valga mnt,secondary,False,False,36.934,46,50,2,"LINESTRING (26.4978731 58.0600895, 26.4978621 58.0597574)"
229242879,Kanepi tee,secondary,False,False,37.278999999999996,71,50,2,"LINESTRING (26.4978731 58.0600895, 26.4981421 58.0601335, 26.4984722 58.0601984)"
229242879,Kanepi tee,secondary,False,True,45.269999999999996,71,50,2,"LINESTRING (26.4978731 58.0600895, 26.4975774 58.0600855, 26.4971236 58.0601575)"
751323668,,secondary_link,True,False,53.486999999999995,,,,"LINESTRING (26.4978731 58.0600895, 26.4977311 58.0601221, 26.4976157 58.0601462, 26.4974816 58.0601717, 26.4973475 58.0602285, 26.4973153 58.0603022, 26.4973349 58.0603932)"
25826860,Valga mnt,secondary,False,False,10.249,46;71,50,,"LINESTRING (26.4969705 58.0602015, 26.4971236 58.0601575)"
35422645,Palupera tee,secondary,False,True,95.582,71,50,,"LINESTRING (26.4969705 58.0602015, 26.4966797 58.0602833, 26.4961127 58.0604638, 26.4955688 58.0606359)"
751323660,Tartu mnt,secondary,True,False,31.742,46,50,,"LINESTRING (26.4969705 58.0602015, 26.497229 58.0602764, 26.4973349 58.0603932)"
977406568,Tartu mnt,tertiary,False,False,108.819,23195,50,,"LINESTRING (26.4969705 58.0602015, 26.4967022 58.0599828, 26.4966764 58.0599582, 26.4965698 58.0598573, 26.496537 58.0598263, 26.4960716 58.0593472)"
977406568,Tartu mnt,tertiary,False,False,6.025,23195,50,,"LINESTRING (26.4960716 58.0593472, 26.4960248 58.059299)"
