osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
5122019,24,Ülesõidu,secondary,50,False,True,83.686,"LINESTRING (25.9655535 59.2655415, 25.9655077 59.2657154, 25.9654827 59.265795, 25.965412 59.2660407, 25.9654005 59.2660886, 25.9653601 59.2661816, 25.9653029 59.2662821)",,
52060657,,Roheline,residential,,False,True,92.322,"LINESTRING (25.9655535 59.2655415, 25.9656237 59.265319, 25.9656631 59.2651942, 25.9657416 59.2649502, 25.9657655 59.2648259, 25.9657748 59.2647197)",,
1078041870,24,Pikk,secondary,50,False,False,118.46999999999998,"LINESTRING (25.9655535 59.2655415, 25.9652633 59.2655247, 25.9650231 59.2655126, 25.9647948 59.2654757, 25.9646696 59.2654185, 25.9646333 59.265402, 25.964448 59.2652789, 25.9643023 59.2651408, 25.9642325 59.2650045, 25.9642087 59.2649649, 25.9641712 59.2649025)",,
26283835,24,Pikk,secondary,50,False,False,69.655,"LINESTRING (25.9628935 59.2620464, 25.9629309 59.2619515, 25.9629866 59.2618547, 25.9630459 59.261766, 25.9631573 59.2616348, 25.9633849 59.2614821)",,
26283835,24,Pikk,secondary,50,False,True,106.37200000000001,"LINESTRING (25.9628935 59.2620464, 25.9628987 59.2621201, 25.9629443 59.262287, 25.9630674 59.2625545, 25.9630809 59.2625838, 25.9632394 59.2629284, 25.9632642 59.2629824)",,
150564649,,1. mai pst,residential,,False,False,47.185,"LINESTRING (25.9628935 59.2620464, 25.9626801 59.2620061, 25.9622624 59.2618819, 25.9621591 59.2618512)",,
26283835,24,Pikk,secondary,50,False,False,194.386,"LINESTRING (25.9669622 59.2590963, 25.9670891 59.2590153, 25.967762 59.2585744, 25.9690309 59.2577044)",,
26283835,24,Pikk,secondary,50,False,True,197.54899999999998,"LINESTRING (25.9669622 59.2590963, 25.9668053 59.2592101, 25.9661147 59.2596565, 25.9648383 59.2605024)",,
52060595,,Linda,residential,,False,False,95.91499999999999,"LINESTRING (25.9669622 59.2590963, 25.9671725 59.2592158, 25.9676299 59.2594149, 25.9677777 59.2594984, 25.9679475 59.2596652, 25.9680325 59.2597487)",,
227013324,,Õhtu pst,residential,,False,True,106.33200000000001,"LINESTRING (25.9669622 59.2590963, 25.9668522 59.2590278, 25.9664926 59.25889, 25.9654463 59.2585423)",,
34602692,,Jaama,secondary,,False,False,31.633,"LINESTRING (25.9624472 59.2643513, 25.9626918 59.2641428, 25.9627303 59.2641064)",,
34602695,,Jaama,secondary,,True,False,59.714999999999996,"LINESTRING (25.9624472 59.2643513, 25.9623994 59.2644581, 25.9620447 59.2646732, 25.9619341 59.2647359, 25.9618491 59.2647798)",,
34602692,,Jaama,secondary,,False,False,89.092,"LINESTRING (25.9627303 59.2641064, 25.9627658 59.2640676, 25.9632676 59.2635227, 25.9633775 59.2634458, 25.9634888 59.263424)",,
34602692,,Jaama,secondary,,False,True,31.633,"LINESTRING (25.9627303 59.2641064, 25.9626918 59.2641428, 25.9624472 59.2643513)",,
26283835,24,Pikk,secondary,50,False,True,9.182,"LINESTRING (25.9634888 59.263424, 25.9635221 59.2635048)",,
26283835,24,Pikk,secondary,50,False,False,50.736000000000004,"LINESTRING (25.9634888 59.263424, 25.9634078 59.2632682, 25.9632776 59.2630109, 25.9632642 59.2629824)",,
34602692,,Jaama,secondary,,False,True,89.092,"LINESTRING (25.9634888 59.263424, 25.9633775 59.2634458, 25.9632676 59.2635227, 25.9627658 59.2640676, 25.9627303 59.2641064)",,
150564649,,1. mai pst,residential,,False,False,96.247,"LINESTRING (25.9596426 59.2610025, 25.9581852 59.2605617)",,
52060593,,Kooli,residential,,False,False,100.05699999999999,"LINESTRING (25.9596426 59.2610025, 25.9596044 59.2610609, 25.9594613 59.2612639, 25.9594134 59.2613333, 25.959056 59.2618509)",,
52060593,,Kooli,residential,,False,True,184.61999999999998,"LINESTRING (25.9596426 59.2610025, 25.959778 59.2609087, 25.9616324 59.2596902)",,
150564649,,1. mai pst,residential,,False,True,171.433,"LINESTRING (25.9596426 59.2610025, 25.9597563 59.261046, 25.9602763 59.2612159, 25.9606794 59.2613591, 25.9614257 59.2616249, 25.9614851 59.2616434, 25.9615994 59.2616791, 25.9621591 59.2618512)",,
34602696,,Sauna,residential,,True,False,27.695,"LINESTRING (25.9621392 59.2649201, 25.9616638 59.2648653)",,
"[1078041853, 1078041854, 26283887]",,Sauna,residential,,False,True,117.352,"LINESTRING (25.9621392 59.2649201, 25.9624601 59.2649548, 25.962506 59.2649574, 25.9627856 59.2649739, 25.9629982 59.2649855, 25.9632807 59.265001, 25.9635683 59.2649753, 25.9639612 59.2649278, 25.9641712 59.2649025)",,
52060591,,Lembitu pst,residential,,False,True,116.196,"LINESTRING (25.9553812 59.2620161, 25.9556187 59.2609782)",,
34602688,,Kesk,residential,,False,False,185.60199999999998,"LINESTRING (25.9553812 59.2620161, 25.9555871 59.2620248, 25.9559565 59.26209, 25.9572267 59.2623329, 25.9576311 59.2624218, 25.9578506 59.2624714, 25.9579554 59.2624912, 25.958423 59.2626077)",,
52060591,,Lembitu pst,residential,,False,False,47.908,"LINESTRING (25.9553812 59.2620161, 25.9553685 59.2620715, 25.9553125 59.2622667, 25.9552889 59.2623488, 25.955262 59.2624426)",,
34602688,,Kesk,residential,,False,True,185.602,"LINESTRING (25.958423 59.2626077, 25.9579554 59.2624912, 25.9578506 59.2624714, 25.9576311 59.2624218, 25.9572267 59.2623329, 25.9559565 59.26209, 25.9555871 59.2620248, 25.9553812 59.2620161)",,
52060593,,Kooli,residential,,False,True,92.084,"LINESTRING (25.958423 59.2626077, 25.9584298 59.2625361, 25.9585601 59.2623771, 25.9586777 59.2622523, 25.959056 59.2618509)",,
822261892,,Kesk,residential,,True,False,130.902,"LINESTRING (25.958423 59.2626077, 25.9594873 59.2629564, 25.9596861 59.263026, 25.9598156 59.2630714, 25.9599436 59.2631162, 25.9602869 59.2632395, 25.9603412 59.263259)",,
822261893,,Kooli,residential,,False,False,86.577,"LINESTRING (25.958423 59.2626077, 25.9583347 59.2627225, 25.9580009 59.262972, 25.9578046 59.2631162, 25.9576111 59.2632634)",,
34602690,,,secondary,,True,False,15.898,"LINESTRING (25.9615831 59.2648522, 25.9615407 59.2648336, 25.961512 59.264809, 25.9615 59.2647811, 25.9615059 59.2647526, 25.961529 59.2647266)",roundabout,
34602691,,Ambla mnt,secondary,,True,False,30.200000000000003,"LINESTRING (25.9615831 59.2648522, 25.9613424 59.2648559, 25.961057 59.2648839)",,
34602685,,Ambla mnt,secondary,,False,True,160.365,"LINESTRING (25.961057 59.2648839, 25.9609846 59.2649021, 25.9605647 59.2650078, 25.9603522 59.2650357, 25.9600318 59.2650481, 25.9598259 59.265034, 25.959679 59.2650061, 25.9595182 59.2649755, 25.9592766 59.2648944, 25.9586052 59.2646692, 25.958516 59.2646416)",,
34602693,,Ambla mnt,secondary,,True,False,32.304,"LINESTRING (25.961057 59.2648839, 25.961127 59.2648498, 25.9612623 59.2648137, 25.9613815 59.2647869, 25.961529 59.2647266)",,
34602690,,,secondary,,True,False,4.848000000000001,"LINESTRING (25.9616638 59.2648653, 25.9616219 59.2648613, 25.9615831 59.2648522)",roundabout,
34602690,,,secondary,,True,False,3.101,"LINESTRING (25.961529 59.2647266, 25.961566 59.2647061)",roundabout,
34602690,,,secondary,,True,False,16.318,"LINESTRING (25.9616677 59.2646869, 25.9617247 59.2646906, 25.9617762 59.2647035, 25.9618168 59.2647243, 25.961842 59.2647507, 25.9618491 59.2647798)",roundabout,
52060660,,Jaama,secondary,,True,False,59.324999999999996,"LINESTRING (25.9616677 59.2646869, 25.9619517 59.2646304, 25.9622637 59.2644363, 25.9624472 59.2643513)",,
34602694,,Sauna,residential,,True,False,22.697,"LINESTRING (25.9618491 59.2647798, 25.9621392 59.2649201)",,
34602690,,,secondary,,True,False,15.732000000000001,"LINESTRING (25.9618491 59.2647798, 25.961838 59.2648076, 25.9618106 59.2648321, 25.9617695 59.2648511, 25.9617189 59.2648625, 25.9616638 59.2648653)",roundabout,
26283833,,Pargi,residential,,True,False,148.29999999999998,"LINESTRING (25.961566 59.2647061, 25.9615152 59.2646666, 25.9614026 59.2645732, 25.9613366 59.2645512, 25.9602508 59.264189, 25.959714 59.2640019, 25.9594849 59.2639221)",,
34602690,,,secondary,,True,False,6.2379999999999995,"LINESTRING (25.961566 59.2647061, 25.9616138 59.2646924, 25.9616677 59.2646869)",roundabout,
150564649,,1. mai pst,residential,,False,True,90.468,"LINESTRING (25.9543701 59.2599362, 25.9551969 59.2599915, 25.9556294 59.2600465, 25.9559275 59.2600939)",,
234872857,,,unclassified,,False,False,58.85,"LINESTRING (25.9543701 59.2599362, 25.9543806 59.2598729, 25.9544346 59.259408)",,
52060591,,Lembitu pst,residential,,False,False,131.273,"LINESTRING (25.9570953 59.257492, 25.9570261 59.257555, 25.9569824 59.2578136, 25.9569196 59.2580177, 25.9568244 59.2583903, 25.9567059 59.2586497)",,
52060591,,Lembitu pst,residential,,False,False,99.884,"LINESTRING (25.9559275 59.2600939, 25.9559075 59.26015, 25.9556187 59.2609782)",,
52060591,,Lembitu pst,residential,,False,True,47.355000000000004,"LINESTRING (25.9559275 59.2600939, 25.9560695 59.2598143, 25.9561369 59.2596817)",,
150564649,,1. mai pst,residential,,False,False,90.468,"LINESTRING (25.9559275 59.2600939, 25.9556294 59.2600465, 25.9551969 59.2599915, 25.9543701 59.2599362)",,
150564649,,1. mai pst,residential,,False,True,138.57099999999997,"LINESTRING (25.9559275 59.2600939, 25.95605 59.2601164, 25.9565473 59.2602082, 25.9571001 59.2603101, 25.9581852 59.2605617)",,
52060613,,Õhtu pst,residential,,False,False,64.466,"LINESTRING (25.9556057 59.2585111, 25.9560349 59.2585525, 25.9565695 59.2586299, 25.9567059 59.2586497)",,
234872860,,,unclassified,,False,True,92.84100000000001,"LINESTRING (25.9556057 59.2585111, 25.9554652 59.2592111, 25.9554781 59.2593422)",,
52060591,,Lembitu pst,residential,,False,False,95.863,"LINESTRING (25.9567059 59.2586497, 25.9562402 59.2594783)",,
52060591,,Lembitu pst,residential,,False,True,131.273,"LINESTRING (25.9567059 59.2586497, 25.9568244 59.2583903, 25.9569196 59.2580177, 25.9569824 59.2578136, 25.9570261 59.257555, 25.9570953 59.257492)",,
52060613,,Õhtu pst,residential,,False,False,165.20600000000002,"LINESTRING (25.9567059 59.2586497, 25.9568394 59.2586694, 25.9574334 59.2587571, 25.9582054 59.2588451, 25.9587752 59.2587232, 25.9594169 59.2585341)",,
52060613,,Õhtu pst,residential,,False,True,64.46600000000001,"LINESTRING (25.9567059 59.2586497, 25.9565695 59.2586299, 25.9560349 59.2585525, 25.9556057 59.2585111)",,
52060622,,Kevade,residential,,False,False,76.174,"LINESTRING (25.9594169 59.2585341, 25.9602028 59.259089)",,
