osmid,name,highway,oneway,reversed,length,width,geometry,lanes,ref,maxspeed,junction,tunnel
4852933,Pärnu mnt,secondary,True,False,139.15200000000004,,"LINESTRING (24.7459821 59.4330113, 24.7459907 59.4330871, 24.7459954 59.4331293, 24.7460983 59.4333736, 24.746216 59.4335833, 24.7462792 59.4336506, 24.7464185 59.433795, 24.7464685 59.4338412, 24.7464729 59.4338453, 24.7465741 59.4339256, 24.7466747 59.4340018, 24.7469024 59.4341465)",2,4,40,,
85234997,,secondary_link,True,False,11.231000000000002,,"LINESTRING (24.7459821 59.4330113, 24.7458804 59.4330169, 24.7458273 59.4330206, 24.7457849 59.4330232)",3,,30,,
90164607,Pärnu mnt,secondary,True,False,16.364,,"LINESTRING (24.7457505 59.432931, 24.7457311 59.4328573, 24.7457159 59.4327849)",2,4,50,,
642949855,,secondary_link,True,False,12.325,,"LINESTRING (24.7457505 59.432931, 24.7457942 59.43293, 24.7458518 59.4329291, 24.7459681 59.432925)",3,,30,,
49644336,Mere pst,residential,True,False,16.714,,"LINESTRING (24.7538721 59.4380154, 24.7537635 59.4380259, 24.753706 59.4380322, 24.7535819 59.438044)",,,,,
"[343250197, 957156086]",Mere pst,tertiary,True,False,271.304,,"LINESTRING (24.7538721 59.4380154, 24.7539429 59.438098, 24.7540039 59.438324, 24.7540488 59.4385266, 24.7540661 59.4386417, 24.7540705 59.4388575, 24.7540709 59.438875, 24.7539348 59.4399947, 24.7539234 59.4400889, 24.7538439 59.4404394)",1,,50,,
49776520,Nunne,living_street,False,False,87.759,,"LINESTRING (24.7393966 59.4398333, 24.7404048 59.4392332)",,,,,
4579287,Nunne,residential,True,False,33.760999999999996,,"LINESTRING (24.7393966 59.4398333, 24.7393301 59.4399373, 24.7391967 59.4400338, 24.7391106 59.4400963)",2,,,,
714998397,Mere pst,tertiary,True,False,52.474000000000004,,"LINESTRING (24.7538439 59.4404394, 24.7537811 59.4405612, 24.7537613 59.4407094, 24.7537546 59.4407271, 24.7537133 59.4409053)",2,,50,,
4846746,,secondary_link,True,False,34.152,,"LINESTRING (24.7451835 59.4329138, 24.7454629 59.4328801, 24.7455883 59.4328443, 24.7457159 59.4327849)",1,,30,,
129871206,Vabaduse väljak,secondary,True,False,32.132,,"LINESTRING (24.7451835 59.4329138, 24.7455288 59.4329278, 24.7456216 59.4329302, 24.7457505 59.432931)",3,,30,,
168407119,Pärnu mnt,secondary,True,False,9.629,,"LINESTRING (24.7459681 59.432925, 24.7459821 59.4330113)",1,4,50,,
"[168407120, 85235000]",Estonia pst,secondary,True,False,20.192,,"LINESTRING (24.7459681 59.432925, 24.7460856 59.4329202, 24.7463232 59.4329062)",2,,30,,
605908843,Pärnu mnt,secondary,True,False,10.435,,"LINESTRING (24.7457849 59.4330232, 24.7457505 59.432931)",2,4,50,,
636371687,Vabaduse väljak,secondary,True,False,34.742000000000004,,"LINESTRING (24.7457849 59.4330232, 24.7456424 59.433032, 24.7451761 59.4330652)",3,,30,,
"[49923011, 49923006]",Estonia pst,secondary,True,False,172.38500000000002,,"LINESTRING (24.7482174 59.4328618, 24.7483984 59.4329226, 24.748523 59.4329817, 24.7489102 59.4331921, 24.7495637 59.4335527, 24.7496037 59.4335747, 24.7500023 59.4337934, 24.7501258 59.4338542, 24.7502311 59.4339061, 24.7503629 59.4339578)","['1', '2']",,30,,
858883771,Toompuiestee,secondary,True,False,10.918,,"LINESTRING (24.7389607 59.4400344, 24.7391106 59.4400963)",2,,50,,
49776523,Nunne,residential,True,False,33.653999999999996,4,"LINESTRING (24.7389607 59.4400344, 24.7392019 59.4398935, 24.7393966 59.4398333)",1,,,,
129871205,Vabaduse väljak,secondary,True,False,55.162,,"LINESTRING (24.7445805 59.4331056, 24.743897 59.4331583, 24.7436149 59.4331758)",2,8,30,,
"[60100468, 633370814]",Valli,"['living_street', 'residential']",False,False,60.518,,"LINESTRING (24.7496288 59.4359084, 24.7494598 59.4357307, 24.7493807 59.4356467, 24.7492936 59.4355483, 24.7492639 59.4354868, 24.7492665 59.4354405, 24.7493011 59.4354089)",,,,,
274128681,Vana-Viru,living_street,False,True,83.82,,"LINESTRING (24.7528912 59.4372534, 24.7528024 59.4372608, 24.752271 59.4373052, 24.7514288 59.437377)",,,,,
"[734098582, 239720295]",Aia,living_street,True,False,88.68599999999999,,"LINESTRING (24.7514288 59.437377, 24.7514213 59.437424, 24.7513619 59.4377976, 24.7513315 59.4379891, 24.7513028 59.438172)",,,,,
274125144,Vana-Viru,living_street,False,False,66.824,,"LINESTRING (24.7514288 59.437377, 24.7508205 59.4373799, 24.7507622 59.4373801, 24.7507066 59.4373772, 24.7506553 59.4373707, 24.7505891 59.4373585, 24.7505175 59.4373435, 24.7504415 59.4373195, 24.7503191 59.4372601)",,,,,
274128681,Vana-Viru,living_street,False,False,83.82,,"LINESTRING (24.7514288 59.437377, 24.752271 59.4373052, 24.7528024 59.4372608, 24.7528912 59.4372534)",,,,,
4852866,Uus,living_street,False,True,233.37699999999998,,"LINESTRING (24.7503191 59.4372601, 24.7502654 59.4372951, 24.7501271 59.4373654, 24.7501156 59.4374617, 24.7500963 59.4376239, 24.7500813 59.4378073, 24.7500747 59.4378465, 24.749996 59.4384706, 24.7499479 59.4387433, 24.7499291 59.4389377, 24.7499212 59.438985, 24.7498921 59.4391533, 24.7498571 59.4393152)",,,,,
274125144,Vana-Viru,living_street,False,True,66.82400000000001,,"LINESTRING (24.7503191 59.4372601, 24.7504415 59.4373195, 24.7505175 59.4373435, 24.7505891 59.4373585, 24.7506553 59.4373707, 24.7507066 59.4373772, 24.7507622 59.4373801, 24.7508205 59.4373799, 24.7514288 59.437377)",,,,,
636824420,Vana-Viru,living_street,False,False,75.84800000000001,,"LINESTRING (24.7503191 59.4372601, 24.7502998 59.4371911, 24.7502407 59.4370449, 24.7501705 59.4368136, 24.7501309 59.4366637, 24.7501159 59.4365862)",,,,,
8065287,Bremeni käik,living_street,False,False,17.652,,"LINESTRING (24.749027 59.4392677, 24.7488452 59.4392687, 24.7487151 59.4392733)",,,,,
"[489313224, 4579288]",Suur-Kloostri,living_street,False,True,109.386,,"LINESTRING (24.7423238 59.4393578, 24.7422767 59.4393556, 24.7421461 59.4393485, 24.7420105 59.4393414, 24.7415631 59.439309, 24.7411318 59.4392789, 24.7406742 59.4392501, 24.7404048 59.4392332)",,,,,building_passage
807312936,Sulevimägi,living_street,False,True,44.145999999999994,,"LINESTRING (24.7489707 59.4409389, 24.7489353 59.4408517, 24.7488801 59.4407724, 24.7487099 59.4406139, 24.7486692 59.4405759)",,,,,
722501460,,residential,True,False,16.895,,"LINESTRING (24.7507127 59.4331217, 24.7507296 59.4331301, 24.7507425 59.4331402, 24.7507509 59.4331514, 24.7507544 59.4331633, 24.7507527 59.4331752, 24.7507432 59.4331898, 24.7507263 59.4332024, 24.7507032 59.4332123, 24.7506756 59.4332185, 24.7506458 59.4332206, 24.750616 59.4332185)",1,,30,roundabout,
722501460,,residential,True,False,8.001,,"LINESTRING (24.7505806 59.433121, 24.7506053 59.433114, 24.7506327 59.4331104, 24.750661 59.4331106, 24.7506883 59.4331144, 24.7507127 59.4331217)",1,,30,roundabout,
4853855,Georg Otsa,residential,True,False,156.208,,"LINESTRING (24.7503009 59.4340048, 24.7502213 59.4340558, 24.7501796 59.4340759, 24.7494895 59.4342613, 24.7492988 59.4343124, 24.7487265 59.4344739, 24.7481219 59.4346442, 24.747915 59.4347012)",,,,,
"[636371681, 85235031]",Estonia pst,secondary,True,False,294.87800000000004,,"LINESTRING (24.7503009 59.4340048, 24.7501963 59.4339578, 24.7485414 59.4330596, 24.7484712 59.4330284, 24.7484107 59.4330034, 24.7483365 59.4329796, 24.7482365 59.43295, 24.7481372 59.4329332, 24.747967 59.4329123, 24.7477935 59.4329012, 24.7476321 59.432902, 24.7473576 59.4329212, 24.7471356 59.4329337, 24.746934 59.432945, 24.7464426 59.4329782, 24.7462663 59.4329894, 24.7461242 59.4330004, 24.7459821 59.4330113)","['2', '3']",,30,,
633370803,Olevimägi,living_street,True,False,98.323,7,"LINESTRING (24.7473258 59.4394576, 24.7476138 59.4396523, 24.7482722 59.4401985)",,,,,
722501460,,residential,True,False,13.634,,"LINESTRING (24.750616 59.4332185, 24.7505913 59.4332132, 24.7505699 59.433205, 24.7505532 59.4331943, 24.750542 59.4331819, 24.7505372 59.4331686, 24.7505389 59.433155, 24.7505471 59.433142, 24.7505613 59.4331304, 24.7505806 59.433121)",1,,30,roundabout,
722501461,Sakala,residential,False,False,33.561,,"LINESTRING (24.750616 59.4332185, 24.7505814 59.43327, 24.7505538 59.4333189, 24.7505058 59.4335139)",2,,30,,
863797381,Toompuiestee,secondary,True,False,10.577,,"LINESTRING (24.7389957 59.4401608, 24.7388425 59.4401062)",2,,50,,
49776523,Nunne,residential,True,False,10.411,4,"LINESTRING (24.7388425 59.4401062, 24.7389607 59.4400344)",1,,,,
