osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,ref,junction,access
334000979,residential,30,False,True,108.165,Fama põik,"LINESTRING (28.1914041 59.3782789, 28.1912242 59.3782345, 28.1911555 59.3782268, 28.1910726 59.3782258, 28.1909887 59.3782332, 28.1908485 59.3782579, 28.190738 59.3782799, 28.1903482 59.3783624, 28.1902797 59.3783774, 28.1902163 59.3783913, 28.1901536 59.3783998, 28.1900921 59.3784028, 28.1900076 59.3784007, 28.1898807 59.3783946, 28.189793 59.3783957, 28.1897053 59.3784041, 28.1896081 59.3784239, 28.1895915 59.3784279)",,,,
1077786037,secondary,50,False,False,46.782,Aleksander Puškini,"LINESTRING (28.1914041 59.3782789, 28.1913589 59.3783985, 28.1913341 59.3785061, 28.1912763 59.3786944)",4,91,,
822177277,residential,30,False,False,9.162,,"LINESTRING (28.1860475 59.3781178, 28.1859889 59.378041)",,,,
1077786036,residential,30,False,True,82.749,Rahvavälja,"LINESTRING (28.1860475 59.3781178, 28.1861439 59.3782431, 28.1861855 59.3783758, 28.1861732 59.3785123, 28.1861411 59.3785855, 28.1861089 59.3786212, 28.1859062 59.3788203)",,,,
1246412029,trunk,,True,False,11.21,Peetri plats,"LINESTRING (28.1967885 59.3761674, 28.1966868 59.3761553, 28.1965992 59.3761387)",1,1,,no
366083658,trunk_link,,True,False,9.116,,"LINESTRING (28.1974013 59.3761967, 28.1973177 59.3762094, 28.1972471 59.3762202)",1,,,no
605523559,trunk_link,,True,False,15.767,,"LINESTRING (28.1974013 59.3761967, 28.1973105 59.3761798, 28.1972759 59.3761767, 28.1972403 59.376182, 28.1971363 59.3761994)",1,,,no
366083665,trunk,,True,False,20.051,Peterburi mnt,"LINESTRING (28.1971363 59.3761994, 28.1970134 59.3761831, 28.1968982 59.3761752, 28.1967885 59.3761674)",,1,,no
366083665,trunk,,True,False,6.689,Peterburi mnt,"LINESTRING (28.1972471 59.3762202, 28.1971363 59.3761994)",,1,,no
605523559,trunk_link,,True,False,9.167,,"LINESTRING (28.1975533 59.376225, 28.1974013 59.3761967)",1,,,no
366083659,trunk_link,,True,False,8.725999999999999,,"LINESTRING (28.1975533 59.376225, 28.1974861 59.3762366, 28.1974074 59.3762502)",1,,,no
605523559,trunk_link,,True,False,6.296,,"LINESTRING (28.1976578 59.3762443, 28.1975533 59.376225)",1,,,no
366083655,trunk_link,,True,False,8.488,,"LINESTRING (28.1976578 59.3762443, 28.1975722 59.3762604, 28.1975172 59.3762707)",1,,,no
366083665,trunk,,True,False,9.673,Peterburi mnt,"LINESTRING (28.1974074 59.3762502, 28.1972471 59.3762202)",,1,,no
605523559,trunk_link,,True,False,5.787,,"LINESTRING (28.1977538 59.3762621, 28.1976578 59.3762443)",1,,,no
366083657,trunk_link,,True,False,8.712,,"LINESTRING (28.1977538 59.3762621, 28.1976802 59.3762751, 28.1976085 59.3762878)",1,,,no
366083665,trunk,,True,False,6.624,Peterburi mnt,"LINESTRING (28.1975172 59.3762707, 28.1974074 59.3762502)",,1,,no
366083665,trunk,,True,False,5.51,Peterburi mnt,"LINESTRING (28.1976085 59.3762878, 28.1975172 59.3762707)",,1,,no
366083665,trunk,,True,False,17.073,Peterburi mnt,"LINESTRING (28.1979028 59.3763091, 28.1978016 59.3763111, 28.1977323 59.3763086, 28.1976732 59.376301, 28.1976085 59.3762878)",,1,,no
605523559,trunk_link,,True,False,9.969000000000001,,"LINESTRING (28.1979028 59.3763091, 28.1978406 59.3762847, 28.1977538 59.3762621)",1,,,no
366083653,trunk_link,,True,False,77.926,Peterburi mnt,"LINESTRING (28.1980823 59.3763134, 28.1979392 59.376338, 28.1978203 59.3763499, 28.1977328 59.3763526, 28.1976422 59.3763445, 28.1974559 59.3763095, 28.1970548 59.3762316, 28.1968949 59.3762012, 28.1967885 59.3761674)",1,,,no
366083665,trunk,,True,False,10.184999999999999,Peterburi mnt,"LINESTRING (28.1980823 59.3763134, 28.1979874 59.3763095, 28.1979028 59.3763091)",,1,,no
"[366084579, 366084587]",trunk,,True,False,34.677,"['Peetri plats', 'Peterburi mnt']","LINESTRING (28.1966474 59.376014, 28.1967238 59.3760241, 28.1967978 59.3760372, 28.1968765 59.3760546, 28.1972205 59.3761228)",1,1,,no
893932260,residential,50,True,False,14.404,Malmi,"LINESTRING (28.1966474 59.376014, 28.1966492 59.3760493, 28.1966427 59.3760809, 28.1966274 59.3761128, 28.1965992 59.3761387)",1,,,
"[55480842, 1106666635]",trunk,50,False,True,38.013999999999996,Peetri plats,"LINESTRING (28.1966474 59.376014, 28.1965939 59.3760111, 28.1965427 59.3760105, 28.1959779 59.37603)",3,1,,
366084587,trunk,,True,False,7.506,Peterburi mnt,"LINESTRING (28.1972205 59.3761228, 28.1973445 59.3761466)",1,1,,no
366084588,trunk_link,,True,False,13.084,,"LINESTRING (28.1972205 59.3761228, 28.1972695 59.3761072, 28.1973011 59.3761032, 28.1973357 59.3761055, 28.1974349 59.3761242)",1,,,no
366084588,trunk_link,,True,False,6.432,,"LINESTRING (28.1974349 59.3761242, 28.1975418 59.3761437)",1,,,no
366084588,trunk_link,,True,False,6.39,,"LINESTRING (28.1975418 59.3761437, 28.1976477 59.3761635)",1,,,no
366084587,trunk,,True,False,7.007,Peterburi mnt,"LINESTRING (28.1973445 59.3761466, 28.1974602 59.3761689)",1,1,,no
366084581,trunk_link,,True,False,5.694,,"LINESTRING (28.1973445 59.3761466, 28.1973827 59.3761371, 28.1974349 59.3761242)",1,,,no
366084588,trunk_link,,True,False,7.077,,"LINESTRING (28.1976477 59.3761635, 28.1977648 59.3761857)",1,,,no
366084588,trunk_link,,True,False,8.981,,"LINESTRING (28.1977648 59.3761857, 28.1977839 59.3761902, 28.1978068 59.3762009, 28.1978263 59.3762139, 28.1978641 59.3762465)",1,,,no
366084587,trunk,,True,False,6.241,Peterburi mnt,"LINESTRING (28.1974602 59.3761689, 28.1975633 59.3761887)",1,1,,no
366084583,trunk_link,,True,False,5.404999999999999,,"LINESTRING (28.1974602 59.3761689, 28.1975028 59.3761557, 28.1975418 59.3761437)",1,,,no
366084587,trunk,,True,False,4.849,Peterburi mnt,"LINESTRING (28.1975633 59.3761887, 28.1976434 59.3762041)",1,1,,no
366084585,trunk_link,,True,False,5.541,,"LINESTRING (28.1975633 59.3761887, 28.1976048 59.376176, 28.1976477 59.3761635)",1,,,no
366084587,trunk,,True,False,13.361,Peterburi mnt,"LINESTRING (28.1976434 59.3762041, 28.1978641 59.3762465)",1,1,,no
366084580,trunk_link,,True,False,7.175000000000001,,"LINESTRING (28.1976434 59.3762041, 28.1977033 59.3761948, 28.1977648 59.3761857)",1,,,no
"[55480842, 1106666635]",trunk,50,False,False,38.013999999999996,Peetri plats,"LINESTRING (28.1959779 59.37603, 28.1965427 59.3760105, 28.1965939 59.3760111, 28.1966474 59.376014)",3,1,,
55480842,trunk,50,False,True,90.468,Peetri plats,"LINESTRING (28.1959779 59.37603, 28.1953453 59.3760616, 28.1950429 59.3760811, 28.1947861 59.3761007, 28.1945504 59.3761255, 28.194473 59.3761376, 28.194403 59.3761519)",3,1,,
734428220,living_street,,False,True,50.456,,"LINESTRING (28.1998699 59.3770788, 28.1997274 59.377044, 28.1990392 59.3769158)",1,,,
1072236474,living_street,,False,False,26.509999999999998,Suur,"LINESTRING (28.1998699 59.3770788, 28.1999074 59.3770355, 28.1999862 59.3768914, 28.2000112 59.3768519)",2,,,
1072236474,living_street,,False,True,77.812,Suur,"LINESTRING (28.1998699 59.3770788, 28.1998564 59.3770981, 28.1998491 59.3771086, 28.1997903 59.3771895, 28.1997691 59.3773394, 28.1997652 59.3773723, 28.1997427 59.3775535, 28.1997213 59.3777703)",2,,,
4481069,trunk,,True,False,24.973,Aleksander Puškini,"LINESTRING (28.192927 59.3765891, 28.1927189 59.3767871)",,1,,
4481085,trunk,50,True,False,56.274,Aleksander Puškini,"LINESTRING (28.1926804 59.3768398, 28.1923403 59.3772194, 28.1922733 59.3773014)",2,,,
1077295703,trunk,50,True,False,61.17400000000001,Paul Kerese väljak,"LINESTRING (28.1926804 59.3768398, 28.192574 59.3769137, 28.192432 59.3769701, 28.1922964 59.3769982, 28.1922652 59.3770046, 28.1920863 59.3770146, 28.1919087 59.3769994, 28.1917461 59.3769601)",2,1,circular,
734437358,living_street,,False,False,49.744,,"LINESTRING (28.1997213 59.3777703, 28.1995904 59.377772, 28.1992387 59.3777875, 28.1988459 59.3778049)",,,,
1072236474,living_street,,False,False,77.81200000000001,Suur,"LINESTRING (28.1997213 59.3777703, 28.1997427 59.3775535, 28.1997652 59.3773723, 28.1997691 59.3773394, 28.1997903 59.3771895, 28.1998491 59.3771086, 28.1998564 59.3770981, 28.1998699 59.3770788)",2,,,
1072236474,living_street,,False,True,63.219,Suur,"LINESTRING (28.1997213 59.3777703, 28.1997607 59.3780192, 28.1997798 59.378294, 28.1997872 59.3783377)",2,,,
146661938,living_street,,False,False,100.56599999999999,,"LINESTRING (28.1988459 59.3778049, 28.1988292 59.3776394, 28.1988293 59.3776015, 28.1988293 59.3775923, 28.1988297 59.3774435, 28.1988322 59.3774203, 28.1988414 59.3773354, 28.1988482 59.37729, 28.1988628 59.3771919, 28.1989029 59.3771129, 28.1989068 59.3771068, 28.1989198 59.3770868, 28.1989703 59.3770091, 28.1990392 59.3769158)",,,,
146661938,living_street,,False,True,61.626999999999995,,"LINESTRING (28.1988459 59.3778049, 28.1988407 59.377871, 28.1988398 59.3780004, 28.1988342 59.3780517, 28.1988269 59.3781102, 28.1987933 59.3782217, 28.1987723 59.37832, 28.1987774 59.3783569)",,,,
734437358,living_street,,False,True,49.744,,"LINESTRING (28.1988459 59.3778049, 28.1992387 59.3777875, 28.1995904 59.377772, 28.1997213 59.3777703)",,,,
27565583,residential,,False,False,62.099999999999994,Suur,"LINESTRING (28.1999525 59.3801939, 28.1999507 59.3801484, 28.1999491 59.3801207, 28.1999447 59.3800572, 28.1999388 59.3799693, 28.199926 59.3798362, 28.1999137 59.3796844, 28.1999083 59.3796359)",2,,,
27565583,residential,,False,True,58.400000000000006,Suur,"LINESTRING (28.1999525 59.3801939, 28.1999444 59.3802627, 28.199922 59.3803651, 28.1999067 59.3804434, 28.199893 59.3805067, 28.1998711 59.3806051, 28.1998383 59.380668, 28.1998148 59.3807132)",2,,,
34425164,residential,,False,False,82.58500000000001,Viru,"LINESTRING (28.1973419 59.3782301, 28.1977891 59.3782814, 28.1982781 59.3783255, 28.1986186 59.3783471, 28.1987774 59.3783569)",2,,,
34425164,residential,,False,True,33.041,Viru,"LINESTRING (28.1973419 59.3782301, 28.1969113 59.3781545, 28.1967924 59.3781305)",2,,,
229139960,living_street,,False,False,208.98400000000004,,"LINESTRING (28.1973419 59.3782301, 28.1973555 59.3782057, 28.1974196 59.3780268, 28.1974861 59.3778554, 28.1974943 59.3778343, 28.1976984 59.3776063, 28.197904 59.3773765, 28.1980499 59.3772135, 28.198374 59.3768513, 28.1984228 59.3767968, 28.1984768 59.3768072, 28.1990392 59.3769158)",,,,
734851858,living_street,,False,False,154.98800000000003,,"LINESTRING (28.1973419 59.3782301, 28.1973041 59.3782962, 28.1972243 59.3784083, 28.1972 59.3784441, 28.1971353 59.3785396, 28.1970938 59.3786007, 28.1970553 59.3786576, 28.1970336 59.3786727, 28.197012 59.3786903, 28.1968777 59.3787975, 28.1968218 59.3789746, 28.1967922 59.3790765, 28.1967778 59.3791262, 28.1967324 59.3792822, 28.1966876 59.3794989, 28.1966707 59.3795655)",1,,,
734851858,living_street,,False,True,154.98799999999997,,"LINESTRING (28.1966707 59.3795655, 28.1966876 59.3794989, 28.1967324 59.3792822, 28.1967778 59.3791262, 28.1967922 59.3790765, 28.1968218 59.3789746, 28.1968777 59.3787975, 28.197012 59.3786903, 28.1970336 59.3786727, 28.1970553 59.3786576, 28.1970938 59.3786007, 28.1971353 59.3785396, 28.1972 59.3784441, 28.1972243 59.3784083, 28.1973041 59.3782962, 28.1973419 59.3782301)",1,,,
756619413,residential,,False,False,24.032,Rüütli,"LINESTRING (28.1966707 59.3795655, 28.196402 59.3795487, 28.1962614 59.3795172)",2,,,
756619413,residential,,False,True,131.346,Rüütli,"LINESTRING (28.1966707 59.3795655, 28.197191 59.379598, 28.1976919 59.3796287, 28.1979327 59.3796435, 28.1981032 59.379651, 28.1984644 59.3796669, 28.1987942 59.3796628, 28.1989783 59.3796588)",2,,,
772454423,residential,,False,True,56.471000000000004,,"LINESTRING (28.1989651 59.3801665, 28.1989668 59.3799395, 28.1989818 59.3797133, 28.1989783 59.3796588)",,,,
739844721,residential,,False,False,128.49699999999999,,"LINESTRING (28.1912763 59.3786944, 28.1915157 59.378703, 28.1915491 59.3786987, 28.191808 59.3787029, 28.19209 59.3787131, 28.1921285 59.3783963, 28.1921358 59.3783488, 28.1919748 59.3783402, 28.1917417 59.3782972, 28.1916185 59.3782685, 28.1915804 59.3782626, 28.1914362 59.3782402)",,,,
1077786037,secondary,50,False,False,47.083,Aleksander Puškini,"LINESTRING (28.1912763 59.3786944, 28.1912678 59.378722, 28.1912295 59.379117)",4,91,,
1077786037,secondary,50,False,True,46.782000000000004,Aleksander Puškini,"LINESTRING (28.1912763 59.3786944, 28.1913341 59.3785061, 28.1913589 59.3783985, 28.1914041 59.3782789)",4,91,,
1077786037,secondary,50,False,False,4.672,Aleksander Puškini,"LINESTRING (28.1914362 59.3782402, 28.1914041 59.3782789)",4,91,,
739844721,residential,,False,True,128.49699999999999,,"LINESTRING (28.1914362 59.3782402, 28.1915804 59.3782626, 28.1916185 59.3782685, 28.1917417 59.3782972, 28.1919748 59.3783402, 28.1921358 59.3783488, 28.1921285 59.3783963, 28.19209 59.3787131, 28.191808 59.3787029, 28.1915491 59.3786987, 28.1915157 59.378703, 28.1912763 59.3786944)",,,,
"[881918161, 775220723]",secondary,,False,False,72.08,Aleksander Puškini,"LINESTRING (28.1914362 59.3782402, 28.1917918 59.3778177, 28.1918502 59.3777482, 28.1919376 59.3776444)",4,,,
334000979,residential,30,False,False,108.165,Fama põik,"LINESTRING (28.1895915 59.3784279, 28.1896081 59.3784239, 28.1897053 59.3784041, 28.189793 59.3783957, 28.1898807 59.3783946, 28.1900076 59.3784007, 28.1900921 59.3784028, 28.1901536 59.3783998, 28.1902163 59.3783913, 28.1902797 59.3783774, 28.1903482 59.3783624, 28.190738 59.3782799, 28.1908485 59.3782579, 28.1909887 59.3782332, 28.1910726 59.3782258, 28.1911555 59.3782268, 28.1912242 59.3782345, 28.1914041 59.3782789)",,,,
334000979,residential,30,False,True,136.11100000000002,Fama põik,"LINESTRING (28.1895915 59.3784279, 28.1892804 59.3785035, 28.1889018 59.3785908, 28.1884569 59.3786934, 28.1879532 59.3788068, 28.1874143 59.3789455)",,,,
749432847,residential,,False,True,73.315,,"LINESTRING (28.1895915 59.3784279, 28.1890849 59.3778442, 28.1890458 59.3778513)",,,,
78342825,residential,50,False,True,19.881999999999998,Malmi,"LINESTRING (28.1960815 59.3737484, 28.1958982 59.3737231, 28.1957527 59.3736879)",2,,,
"[1266220907, 766315229, 64320350]",residential,50,True,False,325.26499999999993,Malmi,"LINESTRING (28.1960815 59.3737484, 28.1968641 59.3738715, 28.1975923 59.3739896, 28.1976513 59.3740111, 28.1976822 59.3740364, 28.1976948 59.3740597, 28.1972271 59.3749558, 28.1969982 59.3753625, 28.1967443 59.3757964, 28.1966657 59.3759191, 28.1966508 59.3759664, 28.1966474 59.376014)",2,,,
756619413,residential,,False,False,131.346,Rüütli,"LINESTRING (28.1989783 59.3796588, 28.1987942 59.3796628, 28.1984644 59.3796669, 28.1981032 59.379651, 28.1979327 59.3796435, 28.1976919 59.3796287, 28.197191 59.379598, 28.1966707 59.3795655)",2,,,
"[35936129, 756619413]",residential,,False,True,52.735,Rüütli,"LINESTRING (28.1989783 59.3796588, 28.1991623 59.3796548, 28.1998078 59.3796387, 28.1999083 59.3796359)",2,,,
772454423,residential,,False,False,56.471000000000004,,"LINESTRING (28.1989783 59.3796588, 28.1989818 59.3797133, 28.1989668 59.3799395, 28.1989651 59.3801665)",,,,
775220722,secondary,50,False,True,49.062,Aleksander Puškini,"LINESTRING (28.191124 59.379959, 28.191183 59.3795188)",4,91,,
773583389,residential,,False,False,32.714,,"LINESTRING (28.191124 59.379959, 28.1909289 59.3799528, 28.1905478 59.3799384)",,,,
775220722,secondary,50,False,False,97.036,Aleksander Puškini,"LINESTRING (28.191124 59.379959, 28.1911227 59.3799702, 28.1911055 59.3800479, 28.1910796 59.3802631, 28.1910236 59.3807295, 28.1910159 59.3808298)",4,91,,
775220724,secondary,,True,False,57.016999999999996,Aleksander Puškini,"LINESTRING (28.1919376 59.3776444, 28.1920011 59.3775032, 28.1920366 59.3774048, 28.192046 59.3773445, 28.1920432 59.3772968, 28.1920328 59.3772575, 28.1919648 59.3771426)",2,,,
"[881918161, 775220723]",secondary,,False,True,72.08,Aleksander Puškini,"LINESTRING (28.1919376 59.3776444, 28.1918502 59.3777482, 28.1917918 59.3778177, 28.1914362 59.3782402)",4,,,
893916680,trunk,,True,False,23.851,Paul Kerese väljak,"LINESTRING (28.1919648 59.3771426, 28.1918225 59.3770401, 28.1917461 59.3769601)",3,,,
893916681,secondary,,True,False,19.27,Aleksander Puškini,"LINESTRING (28.1921202 59.3774987, 28.1920669 59.3775484, 28.1920174 59.3775918, 28.1919376 59.3776444)",2,,,
821440441,residential,,False,False,31.065,Hariduse,"LINESTRING (28.1966503 59.3809701, 28.1962771 59.3809529, 28.1961049 59.3809649)",,,,
893916682,tertiary,50,True,False,33.229,Aleksander Puškini,"LINESTRING (28.1927893 59.3764487, 28.1929012 59.3764243, 28.1929707 59.3763945, 28.1930239 59.3763582, 28.1930663 59.3763191, 28.1931674 59.3762327)",1,,,
893916688,trunk,50,True,False,15.406000000000002,Paul Kerese,"LINESTRING (28.1927893 59.3764487, 28.192899 59.3764484, 28.1929806 59.3764409, 28.1930546 59.3764263)",2,1,,
4481070,tertiary,50,False,False,7.615,Aleksander Puškini,"LINESTRING (28.1931674 59.3762327, 28.1932187 59.3761694)",2,,,
893916683,tertiary,50,True,False,22.57,Aleksander Puškini,"LINESTRING (28.1931674 59.3762327, 28.1931376 59.3763169, 28.193116 59.3763525, 28.1930546 59.3764263)",1,,,
366083660,trunk,,True,False,37.389,Peetri plats,"LINESTRING (28.1965992 59.3761387, 28.196571 59.3761321, 28.1963393 59.3760777, 28.1961498 59.3760472, 28.1959779 59.37603)",1,1,,
4481068,residential,50,False,False,125.07300000000001,Linda,"LINESTRING (28.1897591 59.3757696, 28.1898403 59.3756772, 28.1898593 59.3756553, 28.1904511 59.3749762, 28.1904983 59.374922, 28.1906544 59.3747414)",,,,
894224726,trunk,50,False,False,71.558,Paul Kerese,"LINESTRING (28.1897591 59.3757696, 28.1898942 59.3757997, 28.1899735 59.3758174, 28.1908833 59.3760205, 28.1909162 59.3760279)",3,,,
"[894224720, 894224727]",trunk,50,False,True,170.012,Paul Kerese,"LINESTRING (28.1897591 59.3757696, 28.1895594 59.3757242, 28.1886439 59.3755161, 28.1872831 59.3752007, 28.1871445 59.37517, 28.1870225 59.3751417)","['2', '3']",,,
1077295702,trunk,50,True,False,6.253,Aleksander Puškini,"LINESTRING (28.1927189 59.3767871, 28.1926804 59.3768398)",2,1,circular,
4481070,tertiary,50,False,True,79.408,Aleksander Puškini,"LINESTRING (28.1954717 59.3737537, 28.1954342 59.373786, 28.1952836 59.373919, 28.1949606 59.3742263, 28.1948247 59.374371, 28.1948128 59.3743837)",2,,,
1078064225,tertiary,50,True,False,16.075,,"LINESTRING (28.1954717 59.3737537, 28.1954303 59.3737339, 28.1954028 59.3737086, 28.1953921 59.3736803, 28.1953992 59.3736516, 28.1954234 59.3736254)",1,,roundabout,
27565410,residential,50,False,True,195.35200000000003,Malmi,"LINESTRING (28.1954234 59.3736254, 28.1952768 59.3735919, 28.1950338 59.373537, 28.1944155 59.3733922, 28.1938264 59.3732574, 28.1933093 59.373139, 28.1924542 59.3729433, 28.1922812 59.3729016)",,,,
1078064225,tertiary,50,True,False,14.770000000000001,,"LINESTRING (28.1954234 59.3736254, 28.1954587 59.3736059, 28.1955034 59.3735922, 28.195554 59.3735856, 28.1956061 59.3735867, 28.1956554 59.3735953)",1,,roundabout,
1078064225,tertiary,50,True,False,12.379999999999999,,"LINESTRING (28.1956554 59.3735953, 28.1956997 59.3736116, 28.1957325 59.3736338, 28.1957507 59.3736601, 28.1957527 59.3736879)",1,,roundabout,
78342825,residential,50,False,False,19.881999999999998,Malmi,"LINESTRING (28.1957527 59.3736879, 28.1958982 59.3737231, 28.1960815 59.3737484)",2,,,
1078064225,tertiary,50,True,False,20.896,,"LINESTRING (28.1957527 59.3736879, 28.1957353 59.3737179, 28.1956992 59.3737433, 28.1956485 59.373761, 28.1955891 59.3737691, 28.1955278 59.3737665, 28.1954717 59.3737537)",1,,roundabout,
4481070,tertiary,50,False,True,7.615,Aleksander Puškini,"LINESTRING (28.1932187 59.3761694, 28.1931674 59.3762327)",2,,,
4481070,tertiary,50,False,False,90.107,Aleksander Puškini,"LINESTRING (28.1932187 59.3761694, 28.1932603 59.3761182, 28.1935284 59.3758145, 28.1938682 59.3754297)",2,,,
1149996507,trunk_link,,True,False,28.927000000000003,,"LINESTRING (28.1932187 59.3761694, 28.1932103 59.3762093, 28.193214 59.3762413, 28.1932274 59.3762708, 28.1932495 59.3762997, 28.1932823 59.3763197, 28.1933222 59.3763276, 28.1933749 59.3763317, 28.1934759 59.3763273)",1,,,
55457756,trunk,,True,False,56.382000000000005,Peetri plats,"LINESTRING (28.1934759 59.3763273, 28.1935804 59.3763028, 28.1940916 59.3761876, 28.1942383 59.3761633, 28.1942673 59.3761613, 28.1943444 59.376152, 28.194403 59.3761519)",1,1,,
