osmid,oneway,lanes,name,highway,width,reversed,length,geometry,junction,maxspeed,ref
4673844,True,1,Ülesõidu,tertiary,7,False,30.901,"LINESTRING (24.425647 59.3081588, 24.4255899 59.3080364, 24.4255992 59.3078844)",,,
4725880,True,1,,secondary,6,False,12.441,"LINESTRING (24.425647 59.3081588, 24.425686 59.3081392, 24.4257339 59.3081256, 24.4257873 59.3081193, 24.4258421 59.3081205)",roundabout,,
4725880,True,1,,secondary,6,False,4.1530000000000005,"LINESTRING (24.4259996 59.3082459, 24.4259874 59.3082635, 24.4259692 59.3082797)",roundabout,,
4725880,True,1,,secondary,6,False,3.414,"LINESTRING (24.425618 59.3081857, 24.425647 59.3081588)",roundabout,,
4725880,True,1,,secondary,6,False,5.544,"LINESTRING (24.4257707 59.3083214, 24.425724 59.3083141, 24.4256822 59.3083012)",roundabout,,
4725881,True,,,secondary,,False,13.318000000000001,"LINESTRING (24.422789 59.3086404, 24.4227469 59.3086612, 24.4226942 59.3086744, 24.4226361 59.3086787, 24.4225783 59.3086736)",roundabout,,
4843735,True,,Pae,living_street,,False,130.12,"LINESTRING (24.426333 59.3088313, 24.4261942 59.3088811, 24.4252204 59.3091923, 24.424394 59.3094555)",,,
137150697,False,,Luha,secondary,,False,100.994,"LINESTRING (24.426333 59.3088313, 24.4265314 59.3089096, 24.4272393 59.3091448, 24.4275628 59.3092523, 24.4278039 59.3093417)",,50,
137150697,False,,Luha,secondary,,True,23.304000000000002,"LINESTRING (24.426333 59.3088313, 24.4262208 59.3087437, 24.4261311 59.3086493)",,50,
4843736,False,2,Piiri,tertiary,,False,15.195,"LINESTRING (24.4174248 59.3116625, 24.4172382 59.3115645)",,50,
4843736,False,2,Piiri,tertiary,,True,107.75,"LINESTRING (24.4174248 59.3116625, 24.4176584 59.3117916, 24.4177709 59.3118538, 24.4179149 59.3119334, 24.4184162 59.3122106, 24.4185919 59.3123077, 24.4187127 59.3123745)",,50,
906731938,False,,Pae,living_street,8,True,27.729,"LINESTRING (24.4174248 59.3116625, 24.4175277 59.31163, 24.4178402 59.3115312)",,50,
4843736,False,2,Piiri,tertiary,,True,119.674,"LINESTRING (24.4157519 59.3108013, 24.4158405 59.3108401, 24.4164714 59.3111671, 24.4168983 59.3113883, 24.4172382 59.3115645)",,50,
"[35741795, 198735381]",False,2,Paldiski mnt,tertiary,,False,171.089,"LINESTRING (24.4157519 59.3108013, 24.4156987 59.3108744, 24.4154122 59.3112767, 24.4153842 59.311316, 24.4151347 59.3116664, 24.4149102 59.3120052, 24.4147758 59.312208, 24.4147468 59.3122518)",,50,
"[198735472, 60449514]",False,2,Paldiski mnt,tertiary,,False,92.288,"LINESTRING (24.4157519 59.3108013, 24.4157908 59.3107455, 24.4161643 59.3102272, 24.416259 59.3101011, 24.4163176 59.3100232)",,50,
137150693,False,,Pargi,residential,,True,144.039,"LINESTRING (24.4157519 59.3108013, 24.4156338 59.3107838, 24.4154669 59.3107636, 24.4148897 59.310703, 24.4142856 59.3106355, 24.414115 59.3106164, 24.4135055 59.3105942, 24.4132562 59.3105838)",,30,
4725881,True,,,secondary,,False,4.775,"LINESTRING (24.4224511 59.3085884, 24.4224534 59.308567, 24.4224649 59.3085463)",roundabout,,
23385353,True,,Haapsalu mnt,secondary,,False,46.230000000000004,"LINESTRING (24.4219932 59.30828, 24.4223904 59.3083728, 24.4226897 59.3084904)",,,17
137150674,False,2,Haapsalu mnt,secondary,,False,305.101,"LINESTRING (24.4219932 59.30828, 24.4208039 59.3080361, 24.417833 59.3074846, 24.4171348 59.30738, 24.4169347 59.3073574)",,40,17
35741780,False,,Põhja,unclassified,8,False,68.228,"LINESTRING (24.4278039 59.3093417, 24.4274429 59.3094634, 24.4268007 59.3096798)",,,
35741780,False,,Põhja,unclassified,8,True,103.41300000000001,"LINESTRING (24.4278039 59.3093417, 24.4278756 59.309286, 24.4279318 59.3092424, 24.42823 59.3090108, 24.4287477 59.3086087, 24.4288046 59.3085645)",,,
137150697,False,,Luha,secondary,,True,100.99399999999999,"LINESTRING (24.4278039 59.3093417, 24.4275628 59.3092523, 24.4272393 59.3091448, 24.4265314 59.3089096, 24.426333 59.3088313)",,50,
34565143,False,,Keskväljak,residential,,False,6.397,"LINESTRING (24.4270164 59.3081141, 24.4269923 59.3080579)",,,
137150700,True,,Keskväljak,residential,,False,59.56999999999999,"LINESTRING (24.4270164 59.3081141, 24.4262053 59.3082123, 24.4259996 59.3082459)",,,
156785828,False,,Tallinna mnt,residential,,True,5.224,"LINESTRING (24.4288046 59.3085645, 24.428729 59.3085377)",,50,
35741780,False,,Põhja,unclassified,8,False,103.413,"LINESTRING (24.4288046 59.3085645, 24.4287477 59.3086087, 24.42823 59.3090108, 24.4279318 59.3092424, 24.4278756 59.309286, 24.4278039 59.3093417)",,,
4843736,False,2,Piiri,tertiary,,False,107.75,"LINESTRING (24.4187127 59.3123745, 24.4185919 59.3123077, 24.4184162 59.3122106, 24.4179149 59.3119334, 24.4177709 59.3118538, 24.4176584 59.3117916, 24.4174248 59.3116625)",,50,
4843736,False,2,Piiri,tertiary,,True,139.113,"LINESTRING (24.4187127 59.3123745, 24.4187662 59.3124041, 24.4194005 59.3127549, 24.4197149 59.3129287, 24.4203996 59.313282)",,50,
35741780,False,,Põhja,unclassified,8,True,298.13,"LINESTRING (24.4187127 59.3123745, 24.4188292 59.3123351, 24.4191338 59.312232, 24.4196366 59.3120617, 24.420374 59.311812, 24.4210022 59.3115993, 24.4215428 59.3114162, 24.4217408 59.3113492, 24.4220986 59.311228, 24.4224422 59.3111116, 24.4230902 59.3108922)",,,
137150674,False,2,Haapsalu mnt,secondary,,False,67.512,"LINESTRING (24.4148774 59.3073246, 24.414712 59.3073363, 24.4136981 59.3074039)",,40,17
137150674,False,2,Haapsalu mnt,secondary,,True,117.17500000000001,"LINESTRING (24.4148774 59.3073246, 24.4158704 59.3073037, 24.4163115 59.3073193, 24.4166307 59.3073306, 24.4169347 59.3073574)",,40,17
"[728854337, 1091655012]",False,,Jaama,residential,,True,78.98599999999999,"LINESTRING (24.4148774 59.3073246, 24.4148566 59.3072466, 24.4148894 59.306989, 24.4149142 59.3066781, 24.41493 59.3066163)",,,
64589598,False,2,Jaama,residential,,True,114.627,"LINESTRING (24.4163176 59.3100232, 24.416271 59.3099355, 24.4157895 59.3090282)",,50,
"[198735472, 198724626]",False,2,Paldiski mnt,tertiary,8,False,284.766,"LINESTRING (24.4163176 59.3100232, 24.4164524 59.3098813, 24.4167724 59.309704, 24.4170219 59.3096096, 24.4172772 59.3095129, 24.4179218 59.3093316, 24.4185557 59.3091934, 24.4206524 59.3088842)",,50,
"[198735472, 60449514]",False,2,Paldiski mnt,tertiary,,True,92.288,"LINESTRING (24.4163176 59.3100232, 24.416259 59.3101011, 24.4161643 59.3102272, 24.4157908 59.3107455, 24.4157519 59.3108013)",,50,
35741792,False,,Vaikne,residential,,True,160.673,"LINESTRING (24.4157895 59.3090282, 24.4157288 59.3090426, 24.4153868 59.3091237, 24.4150365 59.3092703, 24.414271 59.3096333, 24.4140672 59.3096548, 24.4133876 59.3096327)",,,
64589598,False,2,Jaama,residential,,False,114.627,"LINESTRING (24.4157895 59.3090282, 24.416271 59.3099355, 24.4163176 59.3100232)",,50,
64589601,True,,Jaama,residential,8,False,196.37800000000001,"LINESTRING (24.4157895 59.3090282, 24.4156721 59.3088096, 24.4155058 59.3084999, 24.4152916 59.3081009, 24.4151617 59.307859, 24.4149117 59.3073933, 24.4148774 59.3073246)",,30,
35741783,False,,Kooli,living_street,,False,248.505,"LINESTRING (24.4136981 59.3074039, 24.4137033 59.3074721, 24.4135308 59.3086838, 24.4133876 59.3096327)",,,
137150674,False,2,Haapsalu mnt,secondary,,False,87.95,"LINESTRING (24.4136981 59.3074039, 24.4134857 59.3074145, 24.412703 59.3074569, 24.412157 59.3074864)",,40,17
137150674,False,2,Haapsalu mnt,secondary,,True,67.512,"LINESTRING (24.4136981 59.3074039, 24.414712 59.3073363, 24.4148774 59.3073246)",,40,17
35741783,False,,Kooli,living_street,,False,106.02,"LINESTRING (24.4133876 59.3096327, 24.4132821 59.3103958, 24.4132562 59.3105838)",,,
35741783,False,,Kooli,living_street,,True,248.505,"LINESTRING (24.4133876 59.3096327, 24.4135308 59.3086838, 24.4137033 59.3074721, 24.4136981 59.3074039)",,,
35741792,False,,Vaikne,residential,,False,160.673,"LINESTRING (24.4133876 59.3096327, 24.4140672 59.3096548, 24.414271 59.3096333, 24.4150365 59.3092703, 24.4153868 59.3091237, 24.4157288 59.3090426, 24.4157895 59.3090282)",,,
