osmid,name,highway,access,oneway,reversed,length,geometry
89700625,Uus-Sadama tee,unclassified,permissive,False,True,702.6739999999999,"LINESTRING (26.5339796 59.5046645, 26.5323326 59.5067555, 26.5317531 59.5074978, 26.5315549 59.5078337, 26.5315665 59.5079598, 26.5316742 59.5080967, 26.5318369 59.5081922, 26.5320515 59.5082637, 26.5324828 59.5083308, 26.5344465 59.508487, 26.534676 59.5085053, 26.5352513 59.5085906, 26.5356204 59.5087149, 26.5358927 59.5088277, 26.5361205 59.5090452, 26.5361752 59.5091195)"
886195560,Rakvere mnt,residential,,False,True,346.191,"LINESTRING (26.5339796 59.5046645, 26.533018 59.5039137, 26.532609 59.5035985, 26.5317099 59.5030862, 26.5315936 59.5030172, 26.5303883 59.5023298, 26.530222 59.5022137)"
1256557884,Rakvere mnt,residential,,False,False,295.62399999999997,"LINESTRING (26.5339796 59.5046645, 26.5345411 59.5051481, 26.5353311 59.5057749, 26.5356218 59.5060201, 26.5357842 59.5063477, 26.5359453 59.5065535, 26.5363811 59.5070107)"
1256557885,Uus-Sadama tee,unclassified,permissive,False,False,321.687,"LINESTRING (26.5339796 59.5046645, 26.5351916 59.5031157, 26.536101 59.5019793)"
1188329867,Võidu,residential,,False,True,11.095,"LINESTRING (26.523216 59.501311, 26.5232041 59.5012114)"
219765825,Staadioni,residential,,False,False,31.855,"LINESTRING (26.523216 59.501311, 26.5232315 59.501425, 26.5232549 59.5015968)"
219765825,Staadioni,residential,,False,True,7.234,"LINESTRING (26.5232637 59.5016617, 26.5232549 59.5015968)"
4977307,Kalevi,residential,,False,False,65.115,"LINESTRING (26.5232637 59.5016617, 26.5234894 59.5016532, 26.5241906 59.501627, 26.5244149 59.5016308)"
219765825,Staadioni,residential,,False,False,173.18099999999998,"LINESTRING (26.5232637 59.5016617, 26.5232341 59.501737, 26.5232263 59.5019987, 26.5233121 59.5029189, 26.5233649 59.5032154)"
1159357263,Kalevi,residential,,True,False,76.482,"LINESTRING (26.5232637 59.5016617, 26.5228689 59.5016826, 26.5225395 59.5016984, 26.5224144 59.5017188, 26.5219967 59.5018546)"
1068306229,Koidu,residential,,True,False,44.056000000000004,"LINESTRING (26.5219967 59.5018546, 26.5224828 59.5016671, 26.5225822 59.5016288, 26.5226183 59.5016149)"
886195560,Rakvere mnt,residential,,False,True,15.24,"LINESTRING (26.530222 59.5022137, 26.530053 59.5021068)"
886195560,Rakvere mnt,residential,,False,False,346.19100000000003,"LINESTRING (26.530222 59.5022137, 26.5303883 59.5023298, 26.5315936 59.5030172, 26.5317099 59.5030862, 26.532609 59.5035985, 26.533018 59.5039137, 26.5339796 59.5046645)"
117282494,,unclassified,,False,False,29.275,"LINESTRING (26.5366907 59.5090895, 26.5361752 59.5091195)"
4974940,Rakvere mnt,residential,,False,True,266.363,"LINESTRING (26.5366907 59.5090895, 26.5367599 59.5088725, 26.5369016 59.5087224, 26.5371952 59.5085413, 26.5374813 59.5083337, 26.5375909 59.5082175, 26.5376351 59.5081286, 26.5376204 59.5080514, 26.5375355 59.5079045, 26.537355 59.5077265, 26.5366783 59.5072128, 26.5363811 59.5070107)"
886195556,Lasteaia,residential,,False,True,31.358,"LINESTRING (26.5371445 59.5014257, 26.5367627 59.5012208)"
