osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,False,5.562,"LINESTRING (80.5149292 9.0507777, 80.5149604 9.0507383)",
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,True,59.008,"LINESTRING (80.5149292 9.0507777, 80.5146022 9.0511988)",
390467875,NVVNE048,Puthukulam Road,residential,30,False,False,341.339,"LINESTRING (80.5150018 9.0460175, 80.5156114 9.0462065, 80.5163308 9.046083, 80.5170979 9.0460765, 80.5180598 9.0462155)",
390801930,NVVNE047,Pandaravanniyan Road2nd Lane,residential,30,False,True,274.85699999999997,"LINESTRING (80.5150018 9.0460175, 80.5158325 9.0446423, 80.5158164 9.0445257, 80.5157223 9.0444484, 80.5158001 9.0438211)",
402995219,NVVNE059,Kanagaraayankulam School Road,residential,30,False,False,273.563,"LINESTRING (80.5150018 9.0460175, 80.514794 9.0463817, 80.5143577 9.0471783, 80.5137537 9.0481457)",4
390467875,NVVNE048,Puthukulam Road,residential,30,False,True,341.339,"LINESTRING (80.5180598 9.0462155, 80.5170979 9.0460765, 80.5163308 9.046083, 80.5156114 9.0462065, 80.5150018 9.0460175)",
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,False,164.04500000000002,"LINESTRING (80.5180598 9.0462155, 80.5181228 9.0460938, 80.5184671 9.0452943, 80.5186397 9.0448565)",
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,True,368.369,"LINESTRING (80.5180598 9.0462155, 80.517858 9.0466104, 80.5169292 9.048192, 80.5166438 9.0486238, 80.5163157 9.0490388)",
390801824,NVVNE058,kanagarayankulam School 5th Cross Road,residential,30,False,True,240.24600000000004,"LINESTRING (80.5137537 9.0481457, 80.5141516 9.0483627, 80.514214 9.0484158, 80.5140511 9.048776, 80.5141195 9.0488519, 80.5148699 9.0493812, 80.5150679 9.0494896)",4
402995219,NVVNE059,Kanagaraayankulam School Road,residential,30,False,True,273.563,"LINESTRING (80.5137537 9.0481457, 80.5143577 9.0471783, 80.514794 9.0463817, 80.5150018 9.0460175)",4
390801824,NVVNE058,kanagarayankulam School 5th Cross Road,residential,30,False,False,240.24599999999998,"LINESTRING (80.5150679 9.0494896, 80.5148699 9.0493812, 80.5141195 9.0488519, 80.5140511 9.048776, 80.514214 9.0484158, 80.5141516 9.0483627, 80.5137537 9.0481457)",4
390801824,NVVNE058,kanagarayankulam School 5th Cross Road,residential,30,False,True,195.125,"LINESTRING (80.5150679 9.0494896, 80.5144054 9.0502723, 80.5144107 9.0503235, 80.5145716 9.0504466, 80.5149604 9.0507383)",4
390802417,,,residential,30,False,True,125.56,"LINESTRING (80.5150679 9.0494896, 80.5152235 9.049336, 80.5155695 9.0488592, 80.5157331 9.0487347, 80.5158448 9.0486841)",
390801930,NVVNE047,Pandaravanniyan Road2nd Lane,residential,30,False,False,274.85699999999997,"LINESTRING (80.5158001 9.0438211, 80.5157223 9.0444484, 80.5158164 9.0445257, 80.5158325 9.0446423, 80.5150018 9.0460175)",
390804599,NVVNE046,Pandaravanniyan Road,residential,30,False,False,79.813,"LINESTRING (80.5158001 9.0438211, 80.5159047 9.0438662, 80.5164734 9.0440913)",4
390804599,NVVNE046,Pandaravanniyan Road,residential,30,False,True,179.434,"LINESTRING (80.5158001 9.0438211, 80.5147501 9.0434, 80.5145321 9.0433102, 80.5142887 9.0432079)",4
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,False,59.008,"LINESTRING (80.5146022 9.0511988, 80.5149292 9.0507777)",
402995219,NVVNE059,Kanagaraayankulam School Road,residential,30,False,True,78.168,"LINESTRING (80.5146022 9.0511988, 80.5143376 9.050982, 80.5141114 9.0506953)",4
390802222,,,residential,30,False,False,100.358,"LINESTRING (80.5157311 9.0477984, 80.5158269 9.0480865, 80.5158525 9.0482805, 80.5158448 9.0486841)",
390802222,,,residential,30,False,True,66.351,"LINESTRING (80.5163157 9.0490388, 80.5162118 9.0489818, 80.5160502 9.0488475, 80.5159315 9.0488004, 80.5158448 9.0486841)",
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,False,368.36899999999997,"LINESTRING (80.5163157 9.0490388, 80.5166438 9.0486238, 80.5169292 9.048192, 80.517858 9.0466104, 80.5180598 9.0462155)",
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,True,240.54399999999998,"LINESTRING (80.5163157 9.0490388, 80.5151872 9.0504535, 80.5149604 9.0507383)",
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,True,5.562,"LINESTRING (80.5149604 9.0507383, 80.5149292 9.0507777)",
390801824,NVVNE058,kanagarayankulam School 5th Cross Road,residential,30,False,False,195.125,"LINESTRING (80.5149604 9.0507383, 80.5145716 9.0504466, 80.5144107 9.0503235, 80.5144054 9.0502723, 80.5150679 9.0494896)",4
405043441,AA009,Kandy - Jaffna Road,trunk,70,False,False,240.54399999999998,"LINESTRING (80.5149604 9.0507383, 80.5151872 9.0504535, 80.5163157 9.0490388)",
390802222,,,residential,30,False,False,66.351,"LINESTRING (80.5158448 9.0486841, 80.5159315 9.0488004, 80.5160502 9.0488475, 80.5162118 9.0489818, 80.5163157 9.0490388)",
390802222,,,residential,30,False,True,100.358,"LINESTRING (80.5158448 9.0486841, 80.5158525 9.0482805, 80.5158269 9.0480865, 80.5157311 9.0477984)",
390802417,,,residential,30,False,False,125.56,"LINESTRING (80.5158448 9.0486841, 80.5157331 9.0487347, 80.5155695 9.0488592, 80.5152235 9.049336, 80.5150679 9.0494896)",
