osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge
693808063,True,3,B533,Parliament Road,secondary,50,False,15.084,"LINESTRING (79.9217261 6.8924351, 79.9216551 6.892551)",,
693808060,True,1,,,secondary_link,,False,30.721,"LINESTRING (79.9217261 6.8924351, 79.9216065 6.8924981, 79.9214636 6.8924981)",,
693808065,True,2,B533,Parliament Road,secondary,40,False,6.359,"LINESTRING (79.9221472 6.8918859, 79.9221141 6.8919327)",,
693808065,True,2,B533,Parliament Road,secondary,40,False,18.007,"LINESTRING (79.9221141 6.8919327, 79.9220115 6.8920586)",,
693808067,True,2,,Japan Sri Lanka Friendship Road,secondary,60,False,10.07,"LINESTRING (79.9221141 6.8919327, 79.9221925 6.891979)",,
693808067,True,2,,Japan Sri Lanka Friendship Road,secondary,60,False,28.572,"LINESTRING (79.9219028 6.8917843, 79.9221141 6.8919327)",,
693808068,True,1,,,secondary_link,60,False,32.799,"LINESTRING (79.9219028 6.8917843, 79.9219631 6.8919218, 79.9220115 6.8920586)",,
693808055,True,3,AB015; B531; B533,Parliament Road,primary,50,False,7.596,"LINESTRING (79.9217133 6.8926504, 79.9217503 6.8925928)",,
693808062,True,4,AB015,Denzil Kobbekaduwa Mawatha,primary,70,False,32.517,"LINESTRING (79.9217133 6.8926504, 79.9219772 6.8927803)",,
693808053,True,2,AB015; B531; B533,Parliament Road,primary,,False,11.491,"LINESTRING (79.9217503 6.8925928, 79.9216551 6.892551)",,
693808057,True,3,B533,Parliament Road,secondary,50,False,19.020999999999997,"LINESTRING (79.9217503 6.8925928, 79.9218342 6.8924624, 79.9218425 6.8924483)",,
693808054,True,3,AB015; B531; B533,Parliament Road,primary,50,False,7.891,"LINESTRING (79.9216551 6.892551, 79.9216205 6.8926131)",,
693808052,True,2,AB015; B531; B533,Parliament Road,primary,,False,11.052,"LINESTRING (79.9216205 6.8926131, 79.9217133 6.8926504)",,
693808066,True,2,B533,Parliament Road,secondary,40,False,5.768,"LINESTRING (79.9221925 6.891979, 79.9222249 6.8919383)",,
693808069,True,2,,Japan Sri Lanka Friendship Road,secondary,60,False,10.369,"LINESTRING (79.9222249 6.8919383, 79.9221472 6.8918859)",,
693808066,True,2,B533,Parliament Road,secondary,40,False,48.496,"LINESTRING (79.9222249 6.8919383, 79.9223799 6.8917489, 79.9224795 6.8915842)",,
693808061,True,4,AB015,Denzil Kobbekaduwa Mawatha,primary,70,False,26.57,"LINESTRING (79.9219561 6.8927167, 79.9217503 6.8925928)",,
577041040,True,2,,,primary_link,60,False,32.636,"LINESTRING (79.9219561 6.8927167, 79.9219036 6.8926376, 79.9218425 6.8924483)",,
1063454138,False,,,Rohina Mawatha,residential,30,False,77.222,"LINESTRING (79.9228103 6.8904814, 79.923245 6.8910255)",5,
1063454138,False,,,Rohina Mawatha,residential,30,True,59.216,"LINESTRING (79.9228103 6.8904814, 79.9224787 6.8900628)",5,
"[693808066, 693808057, 98965450]",True,"['2', '3']",B533,Parliament Road,secondary,"['40', '50']",False,64.985,"LINESTRING (79.9218425 6.8924483, 79.9218798 6.892392, 79.9220897 6.8920996, 79.9221925 6.891979)",,yes
391118359,False,,,2nd lane,residential,30,True,53.555,"LINESTRING (79.9231101 6.8918865, 79.9228719 6.8917729, 79.9228112 6.8917752, 79.9226632 6.8918359)",5,
546005537,False,4,B533,Parliament Road,secondary,40,True,8.799,"LINESTRING (79.9224795 6.8915842, 79.922537 6.8915294)",,
693808065,True,2,B533,Parliament Road,secondary,40,False,50.016,"LINESTRING (79.9224795 6.8915842, 79.922312 6.8917028, 79.9221472 6.8918859)",,
48594643,False,,,Rohina Mawatha,residential,30,False,36.819,"LINESTRING (79.9226632 6.8918359, 79.922537 6.8915294)",4.5,
391118359,False,,,2nd lane,residential,30,False,53.555,"LINESTRING (79.9226632 6.8918359, 79.9228112 6.8917752, 79.9228719 6.8917729, 79.9231101 6.8918865)",5,
48594643,False,,,Rohina Mawatha,residential,30,True,36.819,"LINESTRING (79.922537 6.8915294, 79.9226632 6.8918359)",4.5,
546005537,False,4,B533,Parliament Road,secondary,40,False,8.799,"LINESTRING (79.922537 6.8915294, 79.9224795 6.8915842)",,
546005537,False,4,B533,Parliament Road,secondary,40,True,96.32300000000001,"LINESTRING (79.922537 6.8915294, 79.9227672 6.891337, 79.9229662 6.8912051, 79.9230393 6.8911566, 79.923245 6.8910255)",,
1063454139,False,,,Rohina Mawatha,living_street,,True,74.64500000000001,"LINESTRING (79.9226537 6.8894326, 79.9226594 6.8896066, 79.9226446 6.8897444, 79.9225879 6.8898639, 79.9224787 6.8900628)",,
1063454138,False,,,Rohina Mawatha,residential,30,True,77.222,"LINESTRING (79.923245 6.8910255, 79.9228103 6.8904814)",5,
546005537,False,4,B533,Parliament Road,secondary,40,False,96.32300000000001,"LINESTRING (79.923245 6.8910255, 79.9230393 6.8911566, 79.9229662 6.8912051, 79.9227672 6.891337, 79.922537 6.8915294)",,
1063454138,False,,,Rohina Mawatha,residential,30,False,59.216,"LINESTRING (79.9224787 6.8900628, 79.9228103 6.8904814)",5,
"[1063454138, 1063457695]",False,,,Rohina Mawatha,"['residential', 'unclassified']",30,"[False, True]",99.081,"LINESTRING (79.9224787 6.8900628, 79.9223594 6.8899122, 79.9222561 6.8898223, 79.9221325 6.8897231, 79.9220813 6.8896695, 79.9220288 6.8895311, 79.921953 6.8893637)",5,
1063454139,False,,,Rohina Mawatha,living_street,,False,74.64500000000001,"LINESTRING (79.9224787 6.8900628, 79.9225879 6.8898639, 79.9226446 6.8897444, 79.9226594 6.8896066, 79.9226537 6.8894326)",,
"[1063454138, 1063457695]",False,,,Rohina Mawatha,"['unclassified', 'residential']",30,"[False, True]",99.081,"LINESTRING (79.921953 6.8893637, 79.9220288 6.8895311, 79.9220813 6.8896695, 79.9221325 6.8897231, 79.9222561 6.8898223, 79.9223594 6.8899122, 79.9224787 6.8900628)",5,
"[693808064, 693808065, 693808063]",True,"['2', '3']",B533,Parliament Road,secondary,"['40', '50']",False,52.414,"LINESTRING (79.9220115 6.8920586, 79.9219785 6.892098, 79.9219545 6.8921303, 79.9217876 6.8923467, 79.9217559 6.892391, 79.9217261 6.8924351)",,yes
