osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,width
146999567,Undugoda Road,residential,30,False,True,237.09000000000003,"LINESTRING (79.9859297 6.714566, 79.9860507 6.7143897, 79.9861577 6.714165, 79.9866539 6.7131421, 79.9868309 6.7128332, 79.9869228 6.7126787)",,,no,
1213255392,,residential,,False,False,152.395,"LINESTRING (79.9859297 6.714566, 79.9858721 6.71451, 79.9857339 6.7144607, 79.9855261 6.7144607, 79.9853343 6.7144993, 79.9851398 6.7145406, 79.9849588 6.7145872, 79.9848139 6.7146192, 79.9846905 6.7146152, 79.9845994 6.7146099)",,,,
582890442,Kesbewa - Kindelpitiya - Bandaragama Road,secondary,72,False,False,65.973,"LINESTRING (79.9872093 6.7159513, 79.9868092 6.7163919)",2,B216,,
146999567,Undugoda Road,residential,30,False,True,384.33099999999996,"LINESTRING (79.9872093 6.7159513, 79.9869127 6.7157527, 79.9868339 6.7156843, 79.9868201 6.7156263, 79.9867343 6.7155721, 79.9866244 6.715694, 79.9860155 6.7157407, 79.9854979 6.7159152, 79.9853933 6.7156222, 79.9854429 6.715501, 79.9854979 6.7153092, 79.9856051 6.7149203, 79.9857486 6.7147751, 79.9859297 6.714566)",,,no,
582890442,Kesbewa - Kindelpitiya - Bandaragama Road,secondary,72,False,True,265.09400000000005,"LINESTRING (79.9872093 6.7159513, 79.9874962 6.7155843, 79.9886233 6.7146966, 79.9888995 6.714478, 79.9890405 6.7144774)",2,B216,,
385938222,Panadura - Horana Road,trunk,50,False,False,62.273,"LINESTRING (79.9906995 6.7158795, 79.9902198 6.7155851)",2,AA008,,
168395842,Janadhipathi Mawatha,residential,30,False,True,109.106,"LINESTRING (79.9906995 6.7158795, 79.9907912 6.7156514, 79.9908401 6.7154732, 79.9908556 6.7153091, 79.9908434 6.7151376, 79.9908059 6.7149267)",,,,20
385938222,Panadura - Horana Road,trunk,50,False,True,286.07800000000003,"LINESTRING (79.9906995 6.7158795, 79.9909592 6.716083, 79.9912355 6.7163247, 79.9915818 6.716609, 79.9917816 6.7167642, 79.9922131 6.7170661, 79.9924404 6.717135, 79.9928545 6.7172212)",2,AA008,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,False,106.034,"LINESTRING (79.9898746 6.7132002, 79.9893536 6.7140012)",2,B458,,
168395842,Janadhipathi Mawatha,residential,30,False,False,173.85699999999997,"LINESTRING (79.9898746 6.7132002, 79.9907045 6.7134441, 79.9909352 6.713535, 79.9911084 6.7136181, 79.9911594 6.71373, 79.9911692 6.7138733)",,,,20
205040956,Waskaduwa - Bandaragama Road,primary,72,False,True,201.61399999999998,"LINESTRING (79.9898746 6.7132002, 79.9900407 6.7128949, 79.9900908 6.7128028, 79.9902265 6.7125065, 79.990579 6.7115315)",2,B458,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,True,46.281,"LINESTRING (79.990579 6.7115315, 79.990727 6.7111421)",2,B458,,
168395867,,residential,30,False,False,214.231,"LINESTRING (79.990579 6.7115315, 79.9911369 6.7116228, 79.991598 6.7116039, 79.9920532 6.7116064, 79.9925098 6.7115735)",,,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,False,201.61399999999998,"LINESTRING (79.990579 6.7115315, 79.9902265 6.7125065, 79.9900908 6.7128028, 79.9900407 6.7128949, 79.9898746 6.7132002)",2,B458,,
168395842,Janadhipathi Mawatha,residential,30,False,False,124.22800000000001,"LINESTRING (79.9911692 6.7138733, 79.9911474 6.7139997, 79.9909595 6.7145951, 79.9908059 6.7149267)",,,,20
168395842,Janadhipathi Mawatha,residential,30,False,True,173.857,"LINESTRING (79.9911692 6.7138733, 79.9911594 6.71373, 79.9911084 6.7136181, 79.9909352 6.713535, 79.9907045 6.7134441, 79.9898746 6.7132002)",,,,20
198014735,,residential,30,False,False,208.625,"LINESTRING (79.9911692 6.7138733, 79.9915985 6.7137664, 79.992665 6.7137673, 79.9929692 6.713541)",,,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,True,106.034,"LINESTRING (79.9893536 6.7140012, 79.9898746 6.7132002)",2,B458,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,False,63.357,"LINESTRING (79.9893536 6.7140012, 79.9891832 6.7142915, 79.9890405 6.7144774)",2,B458,,
399843566,Market Avenue,residential,40,False,False,189.57900000000004,"LINESTRING (79.9893536 6.7140012, 79.9899351 6.7142977, 79.990029 6.7143643, 79.9900665 6.7144283, 79.9900397 6.7145455, 79.9899973 6.7147231, 79.9898949 6.7148744, 79.9897412 6.7150652, 79.9896572 6.7151748)",1,,,
385938222,Panadura - Horana Road,trunk,50,False,True,19.208,"LINESTRING (79.9896572 6.7151748, 79.9897829 6.7152942)",2,AA008,,
385938222,Panadura - Horana Road,trunk,50,False,False,103.36600000000001,"LINESTRING (79.9896572 6.7151748, 79.9892597 6.7147541, 79.9891265 6.7146025, 79.9890405 6.7144774)",2,AA008,,
399843566,Market Avenue,residential,40,False,True,189.579,"LINESTRING (79.9896572 6.7151748, 79.9897412 6.7150652, 79.9898949 6.7148744, 79.9899973 6.7147231, 79.9900397 6.7145455, 79.9900665 6.7144283, 79.990029 6.7143643, 79.9899351 6.7142977, 79.9893536 6.7140012)",1,,,
131445487,Panadura - Horana Road,trunk,50,False,True,213.473,"LINESTRING (79.9856689 6.711218, 79.9857683 6.7113487, 79.9863321 6.712002, 79.9869228 6.7126787)",2,AA008,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,False,46.281,"LINESTRING (79.990727 6.7111421, 79.990579 6.7115315)",2,B458,,
205040956,Waskaduwa - Bandaragama Road,primary,72,False,True,110.28,"LINESTRING (79.990727 6.7111421, 79.9909806 6.7104487, 79.9910347 6.7102004)",2,B458,,
479261008,,residential,,False,False,14.365,"LINESTRING (79.9928441 6.7127634, 79.9928056 6.71264)",,,,
479261008,,residential,,False,True,123.006,"LINESTRING (79.9925098 6.7115735, 79.9928056 6.71264)",,,,
168395867,,residential,30,False,True,214.231,"LINESTRING (79.9925098 6.7115735, 79.9920532 6.7116064, 79.991598 6.7116039, 79.9911369 6.7116228, 79.990579 6.7115315)",,,,
168395860,Adharsha watte Road,residential,30,False,True,131.576,"LINESTRING (79.9922062 6.710416, 79.991708 6.7103226, 79.9910347 6.7102004)",,,,
542094675,,residential,30,False,False,136.021,"LINESTRING (79.9908059 6.7149267, 79.992037 6.7149653)",,,,
168395842,Janadhipathi Mawatha,residential,30,False,False,109.106,"LINESTRING (79.9908059 6.7149267, 79.9908434 6.7151376, 79.9908556 6.7153091, 79.9908401 6.7154732, 79.9907912 6.7156514, 79.9906995 6.7158795)",,,,20
168395842,Janadhipathi Mawatha,residential,30,False,True,124.22800000000001,"LINESTRING (79.9908059 6.7149267, 79.9909595 6.7145951, 79.9911474 6.7139997, 79.9911692 6.7138733)",,,,20
542094674,,residential,15,False,True,101.72200000000001,"LINESTRING (79.9920022 6.7140545, 79.9920505 6.7143501, 79.992037 6.7149653)",,,,
542094674,,residential,15,False,False,63.425,"LINESTRING (79.9919486 6.7155289, 79.992037 6.7149653)",,,,
542094674,,residential,15,False,True,63.425,"LINESTRING (79.992037 6.7149653, 79.9919486 6.7155289)",,,,
542094675,,residential,30,False,True,136.021,"LINESTRING (79.992037 6.7149653, 79.9908059 6.7149267)",,,,
542094674,,residential,15,False,False,101.72200000000001,"LINESTRING (79.992037 6.7149653, 79.9920505 6.7143501, 79.9920022 6.7140545)",,,,
552222659,Polwatta Road,residential,,False,True,81.84700000000001,"LINESTRING (79.9900497 6.7162831, 79.9900939 6.7157833, 79.9902198 6.7155851)",,,,
385938222,Panadura - Horana Road,trunk,50,False,True,62.273,"LINESTRING (79.9902198 6.7155851, 79.9906995 6.7158795)",2,AA008,,
385938222,Panadura - Horana Road,trunk,50,False,False,58.247,"LINESTRING (79.9902198 6.7155851, 79.9900639 6.7155033, 79.9897829 6.7152942)",2,AA008,,
552222659,Polwatta Road,residential,,False,False,81.84700000000001,"LINESTRING (79.9902198 6.7155851, 79.9900939 6.7157833, 79.9900497 6.7162831)",,,,
582890442,Kesbewa - Kindelpitiya - Bandaragama Road,secondary,72,False,True,65.973,"LINESTRING (79.9868092 6.7163919, 79.9872093 6.7159513)",2,B216,,
552222660,,residential,,False,True,457.271,"LINESTRING (79.9868092 6.7163919, 79.9871521 6.7165829, 79.9872373 6.7166796, 79.9876792 6.7166814, 79.9880765 6.7167287, 79.9881408 6.7167169, 79.9881926 6.7165956, 79.9883504 6.7158252, 79.988401 6.7157813, 79.9884785 6.7157793, 79.9885563 6.7157865, 79.9886777 6.7158799, 79.9888552 6.7159677, 79.9889489 6.7159867, 79.9893707 6.7157814, 79.9894345 6.7157265, 79.9896331 6.7154263, 79.9897829 6.7152942)",,,,
385938222,Panadura - Horana Road,trunk,50,False,False,19.208,"LINESTRING (79.9897829 6.7152942, 79.9896572 6.7151748)",2,AA008,,
385938222,Panadura - Horana Road,trunk,50,False,True,58.247,"LINESTRING (79.9897829 6.7152942, 79.9900639 6.7155033, 79.9902198 6.7155851)",2,AA008,,
552222660,,residential,,False,False,457.2710000000001,"LINESTRING (79.9897829 6.7152942, 79.9896331 6.7154263, 79.9894345 6.7157265, 79.9893707 6.7157814, 79.9889489 6.7159867, 79.9888552 6.7159677, 79.9886777 6.7158799, 79.9885563 6.7157865, 79.9884785 6.7157793, 79.988401 6.7157813, 79.9883504 6.7158252, 79.9881926 6.7165956, 79.9881408 6.7167169, 79.9880765 6.7167287, 79.9876792 6.7166814, 79.9872373 6.7166796, 79.9871521 6.7165829, 79.9868092 6.7163919)",,,,
385938222,Panadura - Horana Road,trunk,50,False,False,286.078,"LINESTRING (79.9928545 6.7172212, 79.9924404 6.717135, 79.9922131 6.7170661, 79.9917816 6.7167642, 79.9915818 6.716609, 79.9912355 6.7163247, 79.9909592 6.716083, 79.9906995 6.7158795)",2,AA008,,
198014735,,residential,30,False,True,208.625,"LINESTRING (79.9929692 6.713541, 79.992665 6.7137673, 79.9915985 6.7137664, 79.9911692 6.7138733)",,,,
687911967,,residential,20,False,False,114.56400000000001,"LINESTRING (79.9929692 6.713541, 79.9929095 6.7134658, 79.9928107 6.7133403, 79.9927783 6.713196, 79.9926701 6.7128398, 79.9926983 6.7127226, 79.9928056 6.71264)",,,,
479261008,,residential,,False,False,123.006,"LINESTRING (79.9928056 6.71264, 79.9925098 6.7115735)",,,,
479261008,,residential,,False,True,14.365,"LINESTRING (79.9928056 6.71264, 79.9928441 6.7127634)",,,,
687911967,,residential,20,False,True,114.564,"LINESTRING (79.9928056 6.71264, 79.9926983 6.7127226, 79.9926701 6.7128398, 79.9927783 6.713196, 79.9928107 6.7133403, 79.9929095 6.7134658, 79.9929692 6.713541)",,,,
1213255392,,residential,,False,True,152.39500000000004,"LINESTRING (79.9845994 6.7146099, 79.9846905 6.7146152, 79.9848139 6.7146192, 79.9849588 6.7145872, 79.9851398 6.7145406, 79.9853343 6.7144993, 79.9855261 6.7144607, 79.9857339 6.7144607, 79.9858721 6.71451, 79.9859297 6.714566)",,,,
