osmid,highway,maxspeed,oneway,reversed,length,geometry,name,ref,lanes,junction
157356558,tertiary,40,False,False,117.499,"LINESTRING (81.3538123 6.8727373, 81.3545456 6.8725906, 81.3548619 6.872591)",,,,
157356558,tertiary,40,False,True,202.252,"LINESTRING (81.3538123 6.8727373, 81.353521 6.8727731, 81.3531624 6.8727827, 81.3524088 6.872757, 81.3519838 6.8727822)",,,,
157356570,residential,30,False,False,177.34199999999998,"LINESTRING (81.3538123 6.8727373, 81.3538668 6.8727982, 81.353997 6.8739526, 81.3542718 6.8741747)",,,,
157356564,tertiary,40,False,False,68.25,"LINESTRING (81.3470858 6.8746595, 81.3465723 6.8750013)",Mahanama Road,,,
157356564,tertiary,40,False,True,69.736,"LINESTRING (81.3470858 6.8746595, 81.3474298 6.8741335)",Mahanama Road,,,
"[157361861, 157356566]",residential,30,False,False,244.275,"LINESTRING (81.3470858 6.8746595, 81.347363 6.8748676, 81.3479188 6.8753056, 81.3481789 6.8754734, 81.3485667 6.8756423, 81.3489693 6.8757676)",,,,
157361868,residential,30,False,True,92.489,"LINESTRING (81.3523372 6.8741998, 81.3522803 6.8745749, 81.3520931 6.8749874)",,,,
"[157361861, 157356566]",residential,30,False,True,244.275,"LINESTRING (81.3489693 6.8757676, 81.3485667 6.8756423, 81.3481789 6.8754734, 81.3479188 6.8753056, 81.347363 6.8748676, 81.3470858 6.8746595)",,,,
404874401,trunk,70,False,True,117.245,"LINESTRING (81.3489693 6.8757676, 81.3490176 6.8755944, 81.3490874 6.8751258, 81.3492054 6.8747423)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
157361868,residential,30,False,True,59.928,"LINESTRING (81.3520931 6.8749874, 81.351551 6.8749592)",,,,
711099357,residential,30,False,False,22.507,"LINESTRING (81.3520931 6.8749874, 81.3520914 6.8751898)",,,,
157361868,residential,30,False,False,92.489,"LINESTRING (81.3520931 6.8749874, 81.3522803 6.8745749, 81.3523372 6.8741998)",,,,
157356558,tertiary,40,False,False,47.698,"LINESTRING (81.3515523 6.8728041, 81.3519838 6.8727822)",,,,
157361862,unclassified,40,False,True,239.637,"LINESTRING (81.3515523 6.8728041, 81.351551 6.8749592)",,,,
404874407,tertiary,40,False,True,76.655,"LINESTRING (81.3515523 6.8728041, 81.3511833 6.8728269, 81.3508587 6.8728325)",,,,
157361862,unclassified,40,False,False,394.513,"LINESTRING (81.3502249 6.8735345, 81.3505173 6.8737679, 81.3505358 6.8739162, 81.350522 6.8744277, 81.3505213 6.8746835, 81.3505408 6.8749392, 81.3505787 6.8751758, 81.3506329 6.8754104, 81.3506706 6.8755254, 81.3507448 6.8756203, 81.3509003 6.875671, 81.3510476 6.8756693, 81.3512302 6.8756091, 81.3513398 6.8755527, 81.3514068 6.8755064, 81.3514555 6.8754439, 81.3515172 6.8752801, 81.3515378 6.8751862, 81.3515442 6.8750924, 81.351551 6.8749592)",,,,
404874401,trunk,70,False,False,175.86800000000002,"LINESTRING (81.3502249 6.8735345, 81.3493234 6.8745266, 81.3492054 6.8747423)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
404874401,trunk,70,False,True,69.941,"LINESTRING (81.3502249 6.8735345, 81.3504331 6.8732783, 81.3505838 6.8730185)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233529838,trunk,70,False,False,49.39,"LINESTRING (81.3477326 6.8686515, 81.3478864 6.8690686)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233529838,trunk,70,False,False,73.442,"LINESTRING (81.3478864 6.8690686, 81.3483004 6.8695856)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233529838,trunk,70,False,True,49.39,"LINESTRING (81.3478864 6.8690686, 81.3477326 6.8686515)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233529838,trunk,70,False,False,23.887,"LINESTRING (81.3500788 6.8719463, 81.3501881 6.8721317)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233529838,trunk,70,False,True,329.967,"LINESTRING (81.3500788 6.8719463, 81.3498909 6.8716256, 81.349746 6.8714002, 81.3495948 6.8711763, 81.3494897 6.8710601, 81.3493399 6.8709119, 81.3492539 6.8708057, 81.3491295 6.8706758, 81.3489979 6.8705304, 81.3488238 6.8703311, 81.3486689 6.8701621, 81.348617 6.8700015, 81.3485616 6.869932, 81.3484474 6.8697854, 81.3483004 6.8695856)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
1115946412,residential,40,False,False,144.687,"LINESTRING (81.3500788 6.8719463, 81.3502271 6.8718497, 81.3502876 6.871797, 81.3504097 6.871707, 81.3504998 6.8716449, 81.3505502 6.8716247, 81.3506021 6.8716153, 81.350694 6.8716131, 81.3507798 6.8716293, 81.3509636 6.8716733, 81.3511474 6.8717306, 81.3512666 6.8717604)",Welewatta Road,,,
233529838,trunk,70,False,True,23.887,"LINESTRING (81.3501881 6.8721317, 81.3500788 6.8719463)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
157356564,tertiary,40,False,False,394.341,"LINESTRING (81.3501881 6.8721317, 81.3497761 6.8723747, 81.3495321 6.8724645, 81.3488985 6.8726158, 81.3486495 6.8727563, 81.3483323 6.8730374, 81.3481016 6.8731389, 81.3479928 6.8732169, 81.3478945 6.8733393, 81.3474298 6.8741335)",Mahanama Road,,,
"[1205166451, 233529838]",trunk,70,False,False,50.768,"LINESTRING (81.3501881 6.8721317, 81.3502831 6.872277, 81.3503449 6.8723686, 81.3504268 6.8725214)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
157356570,residential,30,False,True,177.34199999999998,"LINESTRING (81.3542718 6.8741747, 81.353997 6.8739526, 81.3538668 6.8727982, 81.3538123 6.8727373)",,,,
233480750,trunk,60,True,False,19.473,"LINESTRING (81.3505838 6.8730185, 81.3506903 6.8728789)",,AA004,,
404874401,trunk,70,False,False,69.941,"LINESTRING (81.3505838 6.8730185, 81.3504331 6.8732783, 81.3502249 6.8735345)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233480748,residential,30,False,True,207.41500000000002,"LINESTRING (81.3492054 6.8747423, 81.3482626 6.8744007, 81.3474298 6.8741335)",,,,
404874401,trunk,70,False,False,117.245,"LINESTRING (81.3492054 6.8747423, 81.3490874 6.8751258, 81.3490176 6.8755944, 81.3489693 6.8757676)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
404874401,trunk,70,False,True,175.86800000000002,"LINESTRING (81.3492054 6.8747423, 81.3493234 6.8745266, 81.3502249 6.8735345)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
404874408,tertiary,40,True,False,18.369,"LINESTRING (81.3508587 6.8728325, 81.3506981 6.8727893)",,,,
404874407,tertiary,40,False,False,76.655,"LINESTRING (81.3508587 6.8728325, 81.3511833 6.8728269, 81.3515523 6.8728041)",,,,
157356564,tertiary,40,False,False,69.736,"LINESTRING (81.3474298 6.8741335, 81.3470858 6.8746595)",Mahanama Road,,,
157356564,tertiary,40,False,True,394.341,"LINESTRING (81.3474298 6.8741335, 81.3478945 6.8733393, 81.3479928 6.8732169, 81.3481016 6.8731389, 81.3483323 6.8730374, 81.3486495 6.8727563, 81.3488985 6.8726158, 81.3495321 6.8724645, 81.3497761 6.8723747, 81.3501881 6.8721317)",Mahanama Road,,,
233480748,residential,30,False,False,207.41500000000002,"LINESTRING (81.3474298 6.8741335, 81.3482626 6.8744007, 81.3492054 6.8747423)",,,,
404874405,trunk,70,True,False,16.875,"LINESTRING (81.3505191 6.8726937, 81.3505697 6.8728369)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
1205166438,trunk,70,False,True,21.7,"LINESTRING (81.3505191 6.8726937, 81.3504268 6.8725214)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
157356558,tertiary,40,False,True,47.698,"LINESTRING (81.3519838 6.8727822, 81.3515523 6.8728041)",,,,
157356558,tertiary,40,False,False,202.252,"LINESTRING (81.3519838 6.8727822, 81.3524088 6.872757, 81.3531624 6.8727827, 81.353521 6.8727731, 81.3538123 6.8727373)",,,,
233480867,residential,30,False,False,51.429,"LINESTRING (81.3519838 6.8727822, 81.3519707 6.8724907, 81.351935 6.8723237)",,,,
157356564,tertiary,40,False,True,68.25,"LINESTRING (81.3465723 6.8750013, 81.3470858 6.8746595)",Mahanama Road,,,
233480747,tertiary,40,True,False,19.293,"LINESTRING (81.3506903 6.8728789, 81.3508587 6.8728325)",,,,
404874400,trunk,40,True,False,10.818,"LINESTRING (81.3506903 6.8728789, 81.350702 6.8728634, 81.350709 6.8728452, 81.3507107 6.8728258, 81.350707 6.8728067, 81.3506981 6.8727893)",,,2,roundabout
404874400,trunk,40,True,False,9.324,"LINESTRING (81.3506981 6.8727893, 81.3506836 6.8727741, 81.3506652 6.8727638, 81.3506445 6.8727594, 81.3506235 6.8727612)",,,2,roundabout
233480746,trunk,60,True,False,13.754,"LINESTRING (81.3506235 6.8727612, 81.3505191 6.8726937)",,AA004,,
404874400,trunk,40,True,False,11.211000000000002,"LINESTRING (81.3506235 6.8727612, 81.3506046 6.8727687, 81.3505887 6.8727812, 81.350577 6.8727976, 81.3505705 6.8728167, 81.3505697 6.8728369)",,,2,roundabout
404874400,trunk,40,True,False,3.7989999999999995,"LINESTRING (81.3505697 6.8728369, 81.3505718 6.8728481, 81.3505758 6.8728588, 81.3505814 6.8728687)",,,2,roundabout
630834186,residential,,False,True,76.78699999999999,"LINESTRING (81.3510028 6.872135, 81.3508567 6.8722254, 81.3507522 6.8723032, 81.3505803 6.872413, 81.3504956 6.8724738, 81.3504268 6.8725214)",,,,
404874399,trunk,70,True,False,16.659,"LINESTRING (81.3505814 6.8728687, 81.3505838 6.8730185)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
404874400,trunk,40,True,False,13.758,"LINESTRING (81.3505814 6.8728687, 81.3505954 6.8728839, 81.3506132 6.8728945, 81.3506334 6.8728994, 81.3506541 6.8728983, 81.3506737 6.8728913, 81.3506903 6.8728789)",,,2,roundabout
157356558,tertiary,40,False,True,117.499,"LINESTRING (81.3548619 6.872591, 81.3545456 6.8725906, 81.3538123 6.8727373)",,,,
711099355,unclassified,,False,False,417.099,"LINESTRING (81.3542157 6.8716666, 81.3541983 6.871632, 81.3541621 6.8715907, 81.3541004 6.8715375, 81.3539702 6.8714029, 81.3539234 6.8713298, 81.3539019 6.8712605, 81.3538697 6.8711553, 81.3538469 6.8710555, 81.3538107 6.8709648, 81.3537705 6.870897, 81.3537248 6.8708385, 81.3536686 6.8707892, 81.3536203 6.8707506, 81.3535626 6.8707133, 81.353513 6.8706986, 81.353462 6.8706867, 81.353415 6.8706774, 81.3533789 6.870692, 81.3533467 6.8707133, 81.3533105 6.8707466, 81.3532931 6.8707932, 81.3532904 6.8708558, 81.3532904 6.8710262, 81.3532984 6.8711847, 81.3532904 6.8712858, 81.3532756 6.8713658, 81.3531643 6.8715494, 81.3529899 6.871696, 81.3524449 6.872008, 81.352279 6.8721029, 81.351935 6.8723237)",,,,
157361862,unclassified,40,False,False,239.637,"LINESTRING (81.351551 6.8749592, 81.3515523 6.8728041)",,,,
157361868,residential,30,False,False,59.928,"LINESTRING (81.351551 6.8749592, 81.3520931 6.8749874)",,,,
157361862,unclassified,40,False,True,394.51300000000003,"LINESTRING (81.351551 6.8749592, 81.3515442 6.8750924, 81.3515378 6.8751862, 81.3515172 6.8752801, 81.3514555 6.8754439, 81.3514068 6.8755064, 81.3513398 6.8755527, 81.3512302 6.8756091, 81.3510476 6.8756693, 81.3509003 6.875671, 81.3507448 6.8756203, 81.3506706 6.8755254, 81.3506329 6.8754104, 81.3505787 6.8751758, 81.3505408 6.8749392, 81.3505213 6.8746835, 81.350522 6.8744277, 81.3505358 6.8739162, 81.3505173 6.8737679, 81.3502249 6.8735345)",,,,
711099357,residential,30,False,True,22.507,"LINESTRING (81.3520914 6.8751898, 81.3520931 6.8749874)",,,,
918181523,residential,,False,True,106.844,"LINESTRING (81.3476202 6.8702206, 81.3477704 6.8699171, 81.3478428 6.8698585, 81.3483004 6.8695856)",,,,
233529838,trunk,70,False,True,73.442,"LINESTRING (81.3483004 6.8695856, 81.3478864 6.8690686)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
233529838,trunk,70,False,False,329.967,"LINESTRING (81.3483004 6.8695856, 81.3484474 6.8697854, 81.3485616 6.869932, 81.348617 6.8700015, 81.3486689 6.8701621, 81.3488238 6.8703311, 81.3489979 6.8705304, 81.3491295 6.8706758, 81.3492539 6.8708057, 81.3493399 6.8709119, 81.3494897 6.8710601, 81.3495948 6.8711763, 81.349746 6.8714002, 81.3498909 6.8716256, 81.3500788 6.8719463)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
918181523,residential,,False,False,106.844,"LINESTRING (81.3483004 6.8695856, 81.3478428 6.8698585, 81.3477704 6.8699171, 81.3476202 6.8702206)",,,,
711099355,unclassified,,False,True,120.751,"LINESTRING (81.3512666 6.8717604, 81.3513797 6.8720513, 81.3514432 6.8722165, 81.3514898 6.8723151, 81.3515189 6.8723637, 81.3515727 6.8723939, 81.3516958 6.8723916, 81.351795 6.8723761, 81.351935 6.8723237)",,,,
1115946412,residential,40,False,False,21.686,"LINESTRING (81.3512666 6.8717604, 81.3513507 6.8717092, 81.351439 6.8716675)",Welewatta Road,,,
1115946412,residential,40,False,True,144.68699999999998,"LINESTRING (81.3512666 6.8717604, 81.3511474 6.8717306, 81.3509636 6.8716733, 81.3507798 6.8716293, 81.350694 6.8716131, 81.3506021 6.8716153, 81.3505502 6.8716247, 81.3504998 6.8716449, 81.3504097 6.871707, 81.3502876 6.871797, 81.3502271 6.8718497, 81.3500788 6.8719463)",Welewatta Road,,,
233480867,residential,30,False,True,51.429,"LINESTRING (81.351935 6.8723237, 81.3519707 6.8724907, 81.3519838 6.8727822)",,,,
711099355,unclassified,,False,False,120.751,"LINESTRING (81.351935 6.8723237, 81.351795 6.8723761, 81.3516958 6.8723916, 81.3515727 6.8723939, 81.3515189 6.8723637, 81.3514898 6.8723151, 81.3514432 6.8722165, 81.3513797 6.8720513, 81.3512666 6.8717604)",,,,
711099355,unclassified,,False,True,417.099,"LINESTRING (81.351935 6.8723237, 81.352279 6.8721029, 81.3524449 6.872008, 81.3529899 6.871696, 81.3531643 6.8715494, 81.3532756 6.8713658, 81.3532904 6.8712858, 81.3532984 6.8711847, 81.3532904 6.8710262, 81.3532904 6.8708558, 81.3532931 6.8707932, 81.3533105 6.8707466, 81.3533467 6.8707133, 81.3533789 6.870692, 81.353415 6.8706774, 81.353462 6.8706867, 81.353513 6.8706986, 81.3535626 6.8707133, 81.3536203 6.8707506, 81.3536686 6.8707892, 81.3537248 6.8708385, 81.3537705 6.870897, 81.3538107 6.8709648, 81.3538469 6.8710555, 81.3538697 6.8711553, 81.3539019 6.8712605, 81.3539234 6.8713298, 81.3539702 6.8714029, 81.3541004 6.8715375, 81.3541621 6.8715907, 81.3541983 6.871632, 81.3542157 6.8716666)",,,,
"[1115946412, 1120265687]",residential,40,False,"[False, True]",226.18300000000005,"LINESTRING (81.351439 6.8716675, 81.3516221 6.8715575, 81.3517849 6.8714822, 81.3518735 6.8714839, 81.351925 6.8715062, 81.351991 6.8715495, 81.3520788 6.8716622, 81.352208 6.87184, 81.3518505 6.8720597, 81.3517664 6.8721064, 81.3517069 6.8720217, 81.351439 6.8716675)",Welewatta Road,,,
"[1115946412, 1120265687]",residential,40,False,"[False, True]",226.183,"LINESTRING (81.351439 6.8716675, 81.3517069 6.8720217, 81.3517664 6.8721064, 81.3518505 6.8720597, 81.352208 6.87184, 81.3520788 6.8716622, 81.351991 6.8715495, 81.351925 6.8715062, 81.3518735 6.8714839, 81.3517849 6.8714822, 81.3516221 6.8715575, 81.351439 6.8716675)",Welewatta Road,,,
1115946412,residential,40,False,True,21.686,"LINESTRING (81.351439 6.8716675, 81.3513507 6.8717092, 81.3512666 6.8717604)",Welewatta Road,,,
1205166438,trunk,70,False,False,21.7,"LINESTRING (81.3504268 6.8725214, 81.3505191 6.8726937)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
630834186,residential,,False,False,76.78699999999999,"LINESTRING (81.3504268 6.8725214, 81.3504956 6.8724738, 81.3505803 6.872413, 81.3507522 6.8723032, 81.3508567 6.8722254, 81.3510028 6.872135)",,,,
"[1205166451, 233529838]",trunk,70,False,True,50.768,"LINESTRING (81.3504268 6.8725214, 81.3503449 6.8723686, 81.3502831 6.872277, 81.3501881 6.8721317)",Colombo - Ratnapura - Wellawaya - Batticaloa Road,AA004,,
