osmid,highway,maxspeed,oneway,reversed,length,geometry
161771054,residential,30,False,False,470.08299999999997,"LINESTRING (79.7314205 9.107505, 79.7313883 9.1073461, 79.7312703 9.1071713, 79.7311094 9.1070601, 79.7307231 9.1069647, 79.7306641 9.1059742, 79.7303301 9.1037221)"
161771052,residential,30,False,False,75.168,"LINESTRING (79.734358 9.1024605, 79.7337274 9.1027237)"
161771046,residential,30,False,True,175.91500000000002,"LINESTRING (79.734358 9.1024605, 79.7346 9.1030719, 79.7348582 9.1039617)"
161771056,residential,30,False,False,211.182,"LINESTRING (79.7334493 9.1070854, 79.7333859 9.1069485, 79.7332532 9.1068816, 79.7323294 9.106975, 79.7319411 9.1069639, 79.7317161 9.1070116, 79.7316417 9.1070044)"
161771056,residential,30,False,False,65.502,"LINESTRING (79.731297 9.106149, 79.7311407 9.1055805)"
161771056,residential,30,False,True,104.24100000000001,"LINESTRING (79.731297 9.106149, 79.7314613 9.1066646, 79.7315663 9.106953, 79.7316417 9.1070044)"
161771052,residential,30,False,True,46.072,"LINESTRING (79.7303301 9.1037221, 79.730749 9.1036978)"
161771054,residential,30,False,False,191.453,"LINESTRING (79.7303301 9.1037221, 79.730133 9.1026213, 79.7300721 9.1020204)"
161771054,residential,30,False,True,470.0829999999999,"LINESTRING (79.7303301 9.1037221, 79.7306641 9.1059742, 79.7307231 9.1069647, 79.7311094 9.1070601, 79.7312703 9.1071713, 79.7313883 9.1073461, 79.7314205 9.107505)"
161771052,residential,30,False,False,46.072,"LINESTRING (79.730749 9.1036978, 79.7303301 9.1037221)"
161771056,residential,30,False,True,63.949,"LINESTRING (79.730749 9.1036978, 79.7308928 9.1042551)"
161771052,residential,30,False,True,106.25899999999999,"LINESTRING (79.730749 9.1036978, 79.7307816 9.1035971, 79.7308611 9.1035482, 79.7316075 9.1033736)"
161771052,residential,30,False,True,6.646,"LINESTRING (79.7336729 9.1027497, 79.7337274 9.1027237)"
161771052,residential,30,False,False,237.50799999999998,"LINESTRING (79.7336729 9.1027497, 79.7327398 9.1030821, 79.7322629 9.1032303, 79.7316075 9.1033736)"
161771054,residential,30,False,False,102.101,"LINESTRING (79.7300721 9.1020204, 79.730158 9.1019737, 79.7304166 9.1018654, 79.7309595 9.1017726)"
161771054,residential,30,False,True,191.453,"LINESTRING (79.7300721 9.1020204, 79.730133 9.1026213, 79.7303301 9.1037221)"
197793567,residential,30,False,True,63.021,"LINESTRING (79.7312194 9.1011196, 79.7313882 9.1016613)"
197793585,residential,30,False,True,56.02,"LINESTRING (79.7308084 9.1012914, 79.7309595 9.1017726)"
161771054,residential,30,False,True,48.669,"LINESTRING (79.7313882 9.1016613, 79.7309595 9.1017726)"
197793567,residential,30,False,False,63.021,"LINESTRING (79.7313882 9.1016613, 79.7312194 9.1011196)"
161771054,residential,30,False,False,48.669,"LINESTRING (79.7309595 9.1017726, 79.7313882 9.1016613)"
197793585,residential,30,False,False,56.02,"LINESTRING (79.7309595 9.1017726, 79.7308084 9.1012914)"
161771054,residential,30,False,True,102.10100000000001,"LINESTRING (79.7309595 9.1017726, 79.7304166 9.1018654, 79.730158 9.1019737, 79.7300721 9.1020204)"
161771052,residential,30,False,False,6.646,"LINESTRING (79.7337274 9.1027237, 79.7336729 9.1027497)"
161771052,residential,30,False,True,75.168,"LINESTRING (79.7337274 9.1027237, 79.734358 9.1024605)"
197793982,residential,30,False,True,228.188,"LINESTRING (79.7337274 9.1027237, 79.7339783 9.103477, 79.732834 9.1040327)"
197793982,residential,30,False,True,42.551,"LINESTRING (79.732834 9.1040327, 79.7329893 9.1043833)"
197793804,residential,30,False,False,109.31099999999999,"LINESTRING (79.732834 9.1040327, 79.7325081 9.1041848, 79.7321707 9.1043477, 79.7319234 9.1044255)"
197793982,residential,30,False,False,228.188,"LINESTRING (79.732834 9.1040327, 79.7339783 9.103477, 79.7337274 9.1027237)"
197793552,residential,30,False,True,55.642,"LINESTRING (79.7313944 9.1041837, 79.7308928 9.1042551)"
161771056,residential,30,False,False,63.949,"LINESTRING (79.7308928 9.1042551, 79.730749 9.1036978)"
161771056,residential,30,False,True,149.87,"LINESTRING (79.7308928 9.1042551, 79.7311407 9.1055805)"
197793552,residential,30,False,False,55.642,"LINESTRING (79.7308928 9.1042551, 79.7313944 9.1041837)"
197793982,residential,30,False,False,42.551,"LINESTRING (79.7329893 9.1043833, 79.732834 9.1040327)"
197793918,residential,30,False,True,226.98700000000002,"LINESTRING (79.7329893 9.1043833, 79.7330866 9.1045526, 79.7342526 9.1041472, 79.7348582 9.1039617)"
197793982,residential,30,False,True,148.34300000000002,"LINESTRING (79.7329893 9.1043833, 79.7322998 9.1047914, 79.7318043 9.1050207)"
828967176,residential,,False,False,122.0,"LINESTRING (79.7319234 9.1044255, 79.7316075 9.1033736)"
197793804,residential,30,False,True,109.311,"LINESTRING (79.7319234 9.1044255, 79.7321707 9.1043477, 79.7325081 9.1041848, 79.732834 9.1040327)"
828967176,residential,,False,True,56.833,"LINESTRING (79.7319234 9.1044255, 79.7319655 9.1045835, 79.7316456 9.1047289)"
197794036,residential,30,False,True,26.886,"LINESTRING (79.7315855 9.1044945, 79.7316456 9.1047289)"
197794036,residential,30,False,False,26.886,"LINESTRING (79.7316456 9.1047289, 79.7315855 9.1044945)"
197794036,residential,30,False,True,36.829,"LINESTRING (79.7316456 9.1047289, 79.7318043 9.1050207)"
828967176,residential,,False,False,56.833,"LINESTRING (79.7316456 9.1047289, 79.7319655 9.1045835, 79.7319234 9.1044255)"
197794036,residential,30,False,False,36.829,"LINESTRING (79.7318043 9.1050207, 79.7316456 9.1047289)"
