osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,width
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,True,13.996,"LINESTRING (80.1750712 6.7439535, 80.1751967 6.7439359)",,
463038439,,,Rest House Place Walking Trail,living_street,,False,False,136.09,"LINESTRING (80.1750712 6.7439535, 80.1749395 6.7435701, 80.1750594 6.7431222, 80.1749937 6.7427729)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,False,310.453,"LINESTRING (80.1750712 6.7439535, 80.1741681 6.7438949, 80.1722635 6.7438127)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,False,106.665,"LINESTRING (80.1763478 6.7438968, 80.1753831 6.7439454)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,True,42.836,"LINESTRING (80.1763478 6.7438968, 80.1767353 6.743879)",,
168426325,,B163,Ingiriya - Halwathura Road,tertiary,50,False,True,246.109,"LINESTRING (80.1763478 6.7438968, 80.1763256 6.7434639, 80.1763208 6.7432673, 80.1763763 6.7430429, 80.1766428 6.7423247, 80.1767807 6.7417542)",,
168531466,,,Ananda Ranathunga Road,residential,30,False,True,76.963,"LINESTRING (80.1806606 6.7423553, 80.1806244 6.7422504, 80.1805422 6.7416749)",,
707994764,2,AA008,Horana - Ratnapura Road,trunk,70,False,False,473.71099999999996,"LINESTRING (80.1806606 6.7423553, 80.180418 6.7425675, 80.1796568 6.74304, 80.1791795 6.7433114, 80.1786703 6.7434995, 80.1782292 6.743622, 80.1776969 6.7437424, 80.1771712 6.7438283, 80.1768779 6.7438615, 80.1767353 6.743879)",yes,
168531466,,,Ananda Ranathunga Road,residential,30,False,True,52.799,"LINESTRING (80.1807896 6.7401202, 80.1809434 6.7396706)",,
168531466,,,Ananda Ranathunga Road,residential,30,False,False,127.53,"LINESTRING (80.1807896 6.7401202, 80.1807049 6.7405096, 80.180599 6.7412507)",,
1030689367,,,,residential,,False,True,201.12599999999998,"LINESTRING (80.1807896 6.7401202, 80.1802314 6.7401372, 80.1801082 6.7401389, 80.1800562 6.740165, 80.1798761 6.7402451, 80.1797579 6.7402198, 80.1797556 6.7401208, 80.1799039 6.7399828, 80.180138 6.7395893)",,
168531464,2,B285,Meepe-Ingiriya Road,secondary,50,False,False,5.212,"LINESTRING (80.1769926 6.74562, 80.1770389 6.7456109)",,
168531464,2,B285,Meepe-Ingiriya Road,secondary,50,False,True,196.34599999999998,"LINESTRING (80.1769926 6.74562, 80.1769889 6.7452349, 80.1769033 6.7446101, 80.1768564 6.744439, 80.176814 6.7442482, 80.1767353 6.743879)",,
"[1188158257, 168531467]",,,Rusiru Uyana Road,residential,30,False,True,253.678,"LINESTRING (80.1769926 6.74562, 80.1766053 6.745597, 80.1762606 6.7455783, 80.1762292 6.7454613, 80.1754224 6.745512, 80.1752703 6.7453081, 80.175118 6.7449643)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,False,42.836,"LINESTRING (80.1767353 6.743879, 80.1763478 6.7438968)",,
168531464,2,B285,Meepe-Ingiriya Road,secondary,50,False,False,196.346,"LINESTRING (80.1767353 6.743879, 80.176814 6.7442482, 80.1768564 6.744439, 80.1769033 6.7446101, 80.1769889 6.7452349, 80.1769926 6.74562)",,
707994764,2,AA008,Horana - Ratnapura Road,trunk,70,False,True,473.71100000000007,"LINESTRING (80.1767353 6.743879, 80.1768779 6.7438615, 80.1771712 6.7438283, 80.1776969 6.7437424, 80.1782292 6.743622, 80.1786703 6.7434995, 80.1791795 6.7433114, 80.1796568 6.74304, 80.180418 6.7425675, 80.1806606 6.7423553)",yes,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,False,20.61,"LINESTRING (80.1753831 6.7439454, 80.1751967 6.7439359)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,True,106.665,"LINESTRING (80.1753831 6.7439454, 80.1763478 6.7438968)",,
168531467,,,Rusiru Uyana Road,residential,30,False,False,120.737,"LINESTRING (80.1753831 6.7439454, 80.1753707 6.744222, 80.1752844 6.7443682, 80.1752125 6.7444904, 80.1751465 6.7446051, 80.1751185 6.7446898, 80.175103 6.7447616, 80.175118 6.7449643)",,
"[1188158257, 168531467]",,,Rusiru Uyana Road,residential,30,False,False,253.678,"LINESTRING (80.175118 6.7449643, 80.1752703 6.7453081, 80.1754224 6.745512, 80.1762292 6.7454613, 80.1762606 6.7455783, 80.1766053 6.745597, 80.1769926 6.74562)",,
168531467,,,Rusiru Uyana Road,residential,30,False,True,120.737,"LINESTRING (80.175118 6.7449643, 80.175103 6.7447616, 80.1751185 6.7446898, 80.1751465 6.7446051, 80.1752125 6.7444904, 80.1752844 6.7443682, 80.1753707 6.744222, 80.1753831 6.7439454)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,True,310.453,"LINESTRING (80.1722635 6.7438127, 80.1741681 6.7438949, 80.1750712 6.7439535)",,
463038439,,,Rest House Place Walking Trail,living_street,,False,True,32.239,"LINESTRING (80.1749937 6.7427729, 80.1750611 6.7424908)",,
463038439,,,Rest House Place Walking Trail,living_street,,False,False,92.28899999999999,"LINESTRING (80.1749937 6.7427729, 80.1747844 6.7427664, 80.1746849 6.7426952, 80.1747216 6.7425399, 80.1750611 6.7424908)",,
463038439,,,Rest House Place Walking Trail,living_street,,False,True,136.08999999999997,"LINESTRING (80.1749937 6.7427729, 80.1750594 6.7431222, 80.1749395 6.7435701, 80.1750712 6.7439535)",,
463038439,,,Rest House Place Walking Trail,living_street,,False,False,32.239,"LINESTRING (80.1750611 6.7424908, 80.1749937 6.7427729)",,
463038439,,,Rest House Place Walking Trail,living_street,,False,True,92.289,"LINESTRING (80.1750611 6.7424908, 80.1747216 6.7425399, 80.1746849 6.7426952, 80.1747844 6.7427664, 80.1749937 6.7427729)",,
463038440,,,Rest House Place Walking Trail,living_street,,False,False,169.746,"LINESTRING (80.1750611 6.7424908, 80.1750444 6.7419997, 80.1750165 6.7419196, 80.1748685 6.7417847, 80.1745257 6.7416696, 80.1744168 6.7416562, 80.1742957 6.7416553, 80.1741365 6.7416921)",,4
818502999,,,,residential,,False,True,184.664,"LINESTRING (80.1750611 6.7424908, 80.1753031 6.7425311, 80.1753138 6.7425684, 80.1753178 6.7426923, 80.1752226 6.7431411, 80.1752011 6.7434208, 80.1751967 6.7439359)",,
492483075,,,,living_street,,False,True,46.704,"LINESTRING (80.1741365 6.7416921, 80.1740259 6.7412867)",,
463038440,,,Rest House Place Walking Trail,living_street,,False,True,169.746,"LINESTRING (80.1741365 6.7416921, 80.1742957 6.7416553, 80.1744168 6.7416562, 80.1745257 6.7416696, 80.1748685 6.7417847, 80.1750165 6.7419196, 80.1750444 6.7419997, 80.1750611 6.7424908)",,4
492483075,,,,living_street,,False,False,14.405,"LINESTRING (80.1739053 6.7409453, 80.1739519 6.7410663)",,
492483075,,,,living_street,,False,False,46.704,"LINESTRING (80.1740259 6.7412867, 80.1741365 6.7416921)",,
492483075,,,,living_street,,False,True,25.834,"LINESTRING (80.1740259 6.7412867, 80.1739519 6.7410663)",,
492483077,,,,living_street,,False,True,115.205,"LINESTRING (80.1740259 6.7412867, 80.1750369 6.741031)",,
492483077,,,,living_street,,False,False,115.205,"LINESTRING (80.1750369 6.741031, 80.1740259 6.7412867)",,
492483078,,,,living_street,,False,True,65.114,"LINESTRING (80.1751006 6.7406819, 80.1750218 6.7403099, 80.1750402 6.7402793, 80.1752062 6.7402386)",,
492483080,,,,living_street,,False,False,133.965,"LINESTRING (80.1751006 6.7406819, 80.174941 6.7407534, 80.1739519 6.7410663)",,
492483080,,,,living_street,,False,True,70.456,"LINESTRING (80.1751006 6.7406819, 80.175446 6.7405015, 80.1755375 6.7404235, 80.1756054 6.7403167)",,
492483078,,,,living_street,,False,False,65.114,"LINESTRING (80.1752062 6.7402386, 80.1750402 6.7402793, 80.1750218 6.7403099, 80.1751006 6.7406819)",,
492483075,,,,living_street,,False,False,25.834,"LINESTRING (80.1739519 6.7410663, 80.1740259 6.7412867)",,
492483075,,,,living_street,,False,True,14.405,"LINESTRING (80.1739519 6.7410663, 80.1739053 6.7409453)",,
492483080,,,,living_street,,False,True,133.965,"LINESTRING (80.1739519 6.7410663, 80.174941 6.7407534, 80.1751006 6.7406819)",,
492483080,,,,living_street,,False,False,70.456,"LINESTRING (80.1756054 6.7403167, 80.1755375 6.7404235, 80.175446 6.7405015, 80.1751006 6.7406819)",,
168531464,2,B285,Meepe-Ingiriya Road,secondary,50,False,True,5.212,"LINESTRING (80.1770389 6.7456109, 80.1769926 6.74562)",,
168531464,2,B285,Meepe-Ingiriya Road,secondary,50,False,False,192.56099999999998,"LINESTRING (80.1770389 6.7456109, 80.1768186 6.7460618, 80.1767141 6.7462737, 80.1766169 6.7464797, 80.1765836 6.7466292, 80.1765743 6.7470267, 80.1765876 6.7472427)",,
511550535,,,,residential,,False,True,270.85999999999996,"LINESTRING (80.1770389 6.7456109, 80.1775331 6.7455711, 80.1777344 6.7455612, 80.1782119 6.7456447, 80.1785813 6.7458286, 80.1787367 6.7458825, 80.1792412 6.7459576, 80.1794232 6.7459417)",,
511550535,,,,residential,,False,False,270.86,"LINESTRING (80.1794232 6.7459417, 80.1792412 6.7459576, 80.1787367 6.7458825, 80.1785813 6.7458286, 80.1782119 6.7456447, 80.1777344 6.7455612, 80.1775331 6.7455711, 80.1770389 6.7456109)",,
511550535,,,,residential,,False,True,361.70500000000004,"LINESTRING (80.1794232 6.7459417, 80.1798458 6.7458022, 80.1799533 6.7457012, 80.1799974 6.7455693, 80.1800793 6.7454874, 80.1803119 6.7453482, 80.1806372 6.7452097, 80.1810113 6.7452419, 80.1811896 6.7452061, 80.1813432 6.7450347, 80.1815291 6.7448878, 80.1810227 6.7443058)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,False,13.996,"LINESTRING (80.1751967 6.7439359, 80.1750712 6.7439535)",,
707994758,2,AA008,Horana - Ratnapura Road,trunk,50,False,True,20.61,"LINESTRING (80.1751967 6.7439359, 80.1753831 6.7439454)",,
818502999,,,,residential,,False,False,184.664,"LINESTRING (80.1751967 6.7439359, 80.1752011 6.7434208, 80.1752226 6.7431411, 80.1753178 6.7426923, 80.1753138 6.7425684, 80.1753031 6.7425311, 80.1750611 6.7424908)",,
168531466,,,Ananda Ranathunga Road,residential,30,False,False,76.963,"LINESTRING (80.1805422 6.7416749, 80.1806244 6.7422504, 80.1806606 6.7423553)",,
168531466,,,Ananda Ranathunga Road,residential,30,False,True,47.588,"LINESTRING (80.1805422 6.7416749, 80.1805679 6.7414626, 80.180599 6.7412507)",,
1030689365,,,,residential,,False,True,81.657,"LINESTRING (80.1805422 6.7416749, 80.1801575 6.7415993, 80.1798738 6.7415486, 80.1798178 6.74153)",,
168531466,,,Ananda Ranathunga Road,residential,30,False,False,47.588,"LINESTRING (80.180599 6.7412507, 80.1805679 6.7414626, 80.1805422 6.7416749)",,
168531466,,,Ananda Ranathunga Road,residential,30,False,True,127.53,"LINESTRING (80.180599 6.7412507, 80.1807049 6.7405096, 80.1807896 6.7401202)",,
1030689366,,,,residential,,False,True,106.0,"LINESTRING (80.180599 6.7412507, 80.1798231 6.7410871, 80.1796586 6.7410602)",,
