osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,width,bridge
22364306,Deshabandu-Sarath Sumanasekara Mawatha,residential,30,False,False,47.015,,,"LINESTRING (79.9282404 6.8929582, 79.9284434 6.8933299)",,
22364306,Deshabandu-Sarath Sumanasekara Mawatha,residential,30,False,True,7.528,,,"LINESTRING (79.9282404 6.8929582, 79.9281942 6.8929084)",,
1101606227,Pelawatte Road,secondary,40,True,False,56.008,2,B47,"LINESTRING (79.9282404 6.8929582, 79.9285818 6.8925856)",,
293826558,,residential,30,False,False,37.304,,,"LINESTRING (79.9294239 6.895574, 79.9297612 6.8955944)",,
863501925,Vimukthi Mawatha,residential,30,False,False,43.522999999999996,,,"LINESTRING (79.9294239 6.895574, 79.9294666 6.8956477, 79.9294843 6.8957442, 79.9294843 6.8959525)",,
863501925,Vimukthi Mawatha,residential,30,False,True,88.947,,,"LINESTRING (79.9294239 6.895574, 79.9289653 6.8953909, 79.9288945 6.8953008, 79.9288136 6.8951232)",,
293816894,,residential,30,False,True,59.86999999999999,,,"LINESTRING (79.9305232 6.894145, 79.9304904 6.8944985, 79.9305012 6.8946014, 79.9305108 6.8946808)",5,
"[530358930, 1105676698]","['Perera Mawatha Circular Road', 'Perera Mawatha, Circular Road']",residential,30,False,True,236.683,,,"LINESTRING (79.9305232 6.894145, 79.9313535 6.8944518, 79.9317971 6.8946109, 79.9314089 6.8952899)","['5.5', '6']",
1105676744,Perera Mawatha,residential,30,False,False,101.145,,,"LINESTRING (79.9305232 6.894145, 79.9305221 6.8936808, 79.9305473 6.8934579, 79.9306106 6.8932459)",7,
53791356,Vijithapura Jayanthi Mawatha,residential,30,False,True,15.111,,,"LINESTRING (79.9278317 6.8909862, 79.9277915 6.8908563)",,
546005537,Parliament Road,secondary,40,False,False,63.133,4,B533,"LINESTRING (79.9278317 6.8909862, 79.9276926 6.8909815, 79.9273324 6.8909907, 79.92726 6.8909917)",,
546005537,Parliament Road,secondary,40,False,True,59.93,4,B533,"LINESTRING (79.9278317 6.8909862, 79.9279526 6.8909888, 79.9280735 6.8910007, 79.9281785 6.8910212, 79.9282854 6.8910491, 79.928315 6.8910569, 79.9283649 6.8910724)",,
345487690,Church Road,residential,30,False,True,7.55,,,"LINESTRING (79.9318374 6.8881521, 79.9317933 6.8881002)",5,
694257972,Pannipitiya Road,secondary,40,True,False,8.793,2,B47,"LINESTRING (79.9318374 6.8881521, 79.9318987 6.8881016)",,
48588949,School Lane,residential,30,False,False,71.458,,,"LINESTRING (79.9318374 6.8881521, 79.9319271 6.8882907, 79.9319952 6.8884174, 79.9320028 6.8885711, 79.9320636 6.8887411)",3.5,
345487703,Rathnayake Mawatha,residential,30,False,True,7.564,,,"LINESTRING (79.9301645 6.8887118, 79.9301265 6.8886552)",20,
694257972,Pannipitiya Road,secondary,40,True,False,35.092999999999996,2,B47,"LINESTRING (79.9301645 6.8887118, 79.9302755 6.8886576, 79.930459 6.8885945)",,
48946671,,residential,30,False,False,82.36699999999999,,,"LINESTRING (79.9323268 6.889447, 79.9325792 6.8893048, 79.9328141 6.8891854, 79.9328445 6.8891497, 79.9328752 6.8891254, 79.9329688 6.8890767)",,
345487688,School Lane,residential,30,False,False,55.129,,,"LINESTRING (79.9323268 6.889447, 79.932468 6.8897005, 79.9326339 6.8898244)",,
345487688,School Lane,residential,30,False,True,84.497,,,"LINESTRING (79.9323268 6.889447, 79.9322158 6.8892196, 79.9321796 6.8889843, 79.9321349 6.8888829, 79.9320636 6.8887411)",,
