osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,bridge,lanes
263002177,Baily Road,tertiary,40,False,False,55.088,"LINESTRING (80.5370459 7.0531505, 80.537282 7.053587)",,,,
263002177,Baily Road,tertiary,40,False,True,144.85,"LINESTRING (80.5370459 7.0531505, 80.5368904 7.0531026, 80.5368233 7.0531052, 80.536 7.05336, 80.53578 7.05335)",,,,
371446522,,residential,30,False,False,170.554,"LINESTRING (80.5370459 7.0531505, 80.5371613 7.0530493, 80.5372954 7.0528683, 80.5381269 7.0525302, 80.5382208 7.0527778)",,,,
263002177,Baily Road,tertiary,40,False,False,144.85,"LINESTRING (80.53578 7.05335, 80.536 7.05336, 80.5368233 7.0531052, 80.5368904 7.0531026, 80.5370459 7.0531505)",,,,
263002177,Baily Road,tertiary,40,False,True,36.86000000000001,"LINESTRING (80.53578 7.05335, 80.5357 7.05332, 80.5355228 7.0531529, 80.53552 7.05315)",,,,
315420368,Theater Road,residential,30,False,False,239.20899999999997,"LINESTRING (80.53578 7.05335, 80.5358002 7.0535574, 80.535827 7.053749, 80.5356768 7.0539354, 80.5355588 7.0541377, 80.5354515 7.0544518, 80.5354139 7.0548511, 80.5354729 7.0550427, 80.5356632 7.0553302)",,,,
315420369,,residential,30,False,False,288.21799999999996,"LINESTRING (80.53578 7.05335, 80.5355963 7.0535254, 80.5350653 7.0540418, 80.5348754 7.0544318, 80.5348518 7.0546038, 80.534865 7.0546894, 80.5348427 7.0552983, 80.5347541 7.0553835, 80.5346006 7.0554719)",,,,
263002177,Baily Road,tertiary,40,False,False,16.181,"LINESTRING (80.53765 7.05452, 80.53769 7.05466)",,,,
263002177,Baily Road,tertiary,40,False,True,112.91499999999999,"LINESTRING (80.53765 7.05452, 80.53744 7.05417, 80.5373651 7.0537627, 80.537282 7.053587)",,,,
315419031,,residential,30,False,True,193.012,"LINESTRING (80.53765 7.05452, 80.5377956 7.0545453, 80.5381574 7.0545291, 80.5383322 7.0550536, 80.5382875 7.0551263, 80.5381859 7.0551666, 80.53771 7.05527)",,,,
263002177,Baily Road,tertiary,40,False,False,67.865,"LINESTRING (80.53769 7.05466, 80.53771 7.05527)",,,,
263002177,Baily Road,tertiary,40,False,True,16.181,"LINESTRING (80.53769 7.05466, 80.53765 7.05452)",,,,
371446524,,residential,30,False,True,137.387,"LINESTRING (80.53769 7.05466, 80.5374858 7.0547396, 80.5373061 7.0546278, 80.5369762 7.0546917, 80.5365471 7.0548993)",,,,
315418825,,primary,30,True,False,87.74699999999999,"LINESTRING (80.5336499 7.0547427, 80.5336836 7.0548742, 80.533726 7.0549645, 80.533923 7.0551084, 80.5341236 7.0553474)",,,,
371446519,,residential,30,False,False,133.776,"LINESTRING (80.5336499 7.0547427, 80.5335135 7.054343, 80.5337549 7.0542578, 80.5339802 7.0540795, 80.5340419 7.0540236, 80.534058 7.0538665)",,,,
"[409055632, 409055633, 445452330]",Nawalapitiya - Ginigathena Hatton Road,secondary,70,False,False,19.87,"LINESTRING (80.5336499 7.0547427, 80.5336259 7.0547431, 80.533515 7.054748, 80.53347 7.05475)",B319,yes,yes,
315423016,,tertiary,40,False,True,45.659,"LINESTRING (80.53347 7.05475, 80.5333375 7.054361)",,,,
343957232,Nawalapitiya - Dolosbage Road,secondary,40,False,False,228.56600000000003,"LINESTRING (80.53347 7.05475, 80.5335083 7.0549563, 80.5335363 7.0552668, 80.5335457 7.0558091, 80.5335832 7.0561151, 80.5336288 7.056356, 80.5336837 7.056523, 80.5337515 7.0566661, 80.5337977 7.05676)",B318,,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,False,61.426,"LINESTRING (80.53347 7.05475, 80.5334 7.05476, 80.5332307 7.0547913, 80.53293 7.05488)",B319,yes,,
"[409055632, 409055633, 445452330]",Nawalapitiya - Ginigathena Hatton Road,secondary,70,False,True,19.87,"LINESTRING (80.53347 7.05475, 80.533515 7.054748, 80.5336259 7.0547431, 80.5336499 7.0547427)",B319,yes,yes,
315420375,,residential,30,False,False,242.071,"LINESTRING (80.53293 7.05488, 80.533118 7.0553675, 80.5333928 7.0565923, 80.5337468 7.056784)",,,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,False,93.615,"LINESTRING (80.53293 7.05488, 80.53254 7.05504, 80.5324497 7.0550871, 80.53217 7.05525)",B319,yes,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,True,61.426,"LINESTRING (80.53293 7.05488, 80.5332307 7.0547913, 80.5334 7.05476, 80.53347 7.05475)",B319,yes,,
408576590,Nawalapitiya - Ginigathena Hatton Road,primary,70,True,False,70.166,"LINESTRING (80.5342664 7.0548472, 80.534222 7.0548176, 80.5341523 7.0547978, 80.5339676 7.0547453, 80.5336499 7.0547427)",B319,yes,,
263023406,Nawalapitiya - Ginigathena Hatton Road,primary,40,True,False,33.988,"LINESTRING (80.5344474 7.0550939, 80.5343668 7.0549694, 80.5342664 7.0548472)",B319,yes,,
445452342,Nawalapitiya - Thalawakale - Dimbula Road,primary,40,True,False,42.22,"LINESTRING (80.5344474 7.0550939, 80.5344641 7.0549653, 80.5344961 7.0547173)",B317,,,
315420375,,residential,30,False,True,144.27100000000002,"LINESTRING (80.53217 7.05525, 80.5325547 7.055623, 80.53289 7.0559637, 80.5329564 7.0562435)",,,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,False,87.446,"LINESTRING (80.53217 7.05525, 80.53204 7.05538, 80.5319738 7.0555002, 80.5319184 7.0557014, 80.53185 7.05595)",B319,yes,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,True,93.615,"LINESTRING (80.53217 7.05525, 80.5324497 7.0550871, 80.53254 7.05504, 80.53293 7.05488)",B319,yes,,
263002177,Baily Road,tertiary,40,False,True,67.865,"LINESTRING (80.53771 7.05527, 80.53769 7.05466)",,,,
263002177,Baily Road,tertiary,40,False,False,553.289,"LINESTRING (80.53771 7.05527, 80.53771 7.05539, 80.53781 7.05568, 80.53806 7.05588, 80.53816 7.056, 80.53818 7.0563, 80.53825 7.05654, 80.53827 7.0567, 80.53825 7.05687, 80.53826 7.05723, 80.53829 7.05749, 80.5381617 7.058264, 80.53803 7.05841, 80.53792 7.05846, 80.53776 7.05848, 80.53754 7.05845, 80.53734 7.05827, 80.53715 7.05819, 80.53698 7.05818, 80.5365291 7.0581884)",,,,
315419031,,residential,30,False,False,193.01200000000003,"LINESTRING (80.53771 7.05527, 80.5381859 7.0551666, 80.5382875 7.0551263, 80.5383322 7.0550536, 80.5381574 7.0545291, 80.5377956 7.0545453, 80.53765 7.05452)",,,,
315420369,,residential,30,False,True,288.21799999999996,"LINESTRING (80.5346006 7.0554719, 80.5347541 7.0553835, 80.5348427 7.0552983, 80.534865 7.0546894, 80.5348518 7.0546038, 80.5348754 7.0544318, 80.5350653 7.0540418, 80.5355963 7.0535254, 80.53578 7.05335)",,,,
445452087,Gampola - Nawalapitiya Road,primary,40,True,False,45.345,"LINESTRING (80.5346006 7.0554719, 80.5344933 7.0552284, 80.5344647 7.0551484, 80.5344474 7.0550939)",AB013,yes,,2
445452087,Gampola - Nawalapitiya Road,primary,40,True,False,38.046,"LINESTRING (80.5347419 7.055784, 80.5346006 7.0554719)",AB013,yes,,2
315419030,,residential,30,False,False,113.502,"LINESTRING (80.5347419 7.055784, 80.5355953 7.0553633, 80.5356632 7.0553302)",,,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,False,74.238,"LINESTRING (80.53185 7.05595, 80.53179 7.05602, 80.5317043 7.0560858, 80.5315018 7.0561691, 80.531373 7.0561923, 80.5312514 7.0561883)",B319,yes,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,True,87.446,"LINESTRING (80.53185 7.05595, 80.5319184 7.0557014, 80.5319738 7.0555002, 80.53204 7.05538, 80.53217 7.05525)",B319,yes,,
1148489793,,residential,,False,True,69.999,"LINESTRING (80.53185 7.05595, 80.5318665 7.0560978, 80.5318692 7.0563986, 80.5318451 7.056577)",,,,
371447684,,residential,30,False,False,443.73199999999997,"LINESTRING (80.5312514 7.0561883, 80.5312068 7.0562809, 80.5312014 7.0563634, 80.5312845 7.0566695, 80.5313141 7.0567813, 80.5313758 7.056941, 80.5314106 7.0571273, 80.5314294 7.0572658, 80.5315125 7.0573622, 80.5316279 7.0574654, 80.5316869 7.0575932, 80.5316842 7.0577635, 80.5315689 7.0579366, 80.5315019 7.0580962, 80.5314267 7.0582214, 80.5313409 7.0583252, 80.5313221 7.0584616, 80.5313274 7.0585755, 80.5314804 7.0587564, 80.5315313 7.0589348, 80.531483 7.0591903, 80.5314777 7.0594645, 80.5315716 7.0598664)",,,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,False,28.679000000000002,"LINESTRING (80.5312514 7.0561883, 80.5311759 7.0561524, 80.5310968 7.0560832, 80.5310554 7.0560263)",B319,yes,,
371471573,Nawalapitiya - Ginigathena Road,secondary,70,False,True,74.238,"LINESTRING (80.5312514 7.0561883, 80.531373 7.0561923, 80.5315018 7.0561691, 80.5317043 7.0560858, 80.53179 7.05602, 80.53185 7.05595)",B319,yes,,
263002177,Baily Road,tertiary,40,False,True,553.2889999999999,"LINESTRING (80.5365291 7.0581884, 80.53698 7.05818, 80.53715 7.05819, 80.53734 7.05827, 80.53754 7.05845, 80.53776 7.05848, 80.53792 7.05846, 80.53803 7.05841, 80.5381617 7.058264, 80.53829 7.05749, 80.53826 7.05723, 80.53825 7.05687, 80.53827 7.0567, 80.53825 7.05654, 80.53818 7.0563, 80.53816 7.056, 80.53806 7.05588, 80.53781 7.05568, 80.53771 7.05539, 80.53771 7.05527)",,,,
263012925,Gampola - Nawalapitiya Road,primary,70,False,False,317.19199999999995,"LINESTRING (80.5365291 7.0581884, 80.5356556 7.0571445, 80.5353294 7.0566953, 80.5350384 7.0562938, 80.5348049 7.0559111)",AB013,,,2
263012925,Gampola - Nawalapitiya Road,primary,70,False,True,167.321,"LINESTRING (80.5365291 7.0581884, 80.5367095 7.0583743, 80.5367941 7.0584551, 80.5370193 7.0585131, 80.5374564 7.0586913, 80.5377615 7.058997)",AB013,,,2
263002177,Baily Road,tertiary,40,False,False,36.86,"LINESTRING (80.53552 7.05315, 80.5355228 7.0531529, 80.5357 7.05332, 80.53578 7.05335)",,,,
315420372,Nawalapitiya - Dimbula Road,primary,70,False,False,84.41199999999999,"LINESTRING (80.53552 7.05315, 80.5353977 7.0532614, 80.535303 7.0533476, 80.5349471 7.0536529)",B317,,,
408576591,Nawalapitiya - Thalawakale - Dimbula Road,primary,40,True,False,31.745999999999995,"LINESTRING (80.5344961 7.0547173, 80.5344563 7.0547842, 80.5343972 7.0548347, 80.5342664 7.0548472)",B317,,,
408576592,Nawalapitiya - Thalawakale - Dimbula Road,primary,70,False,True,130.539,"LINESTRING (80.5344961 7.0547173, 80.5344995 7.0547044, 80.5345891 7.0543426, 80.5346167 7.0542314, 80.5347219 7.053942, 80.53491 7.05369, 80.5349471 7.0536529)",B317,,,
315418825,,primary,30,True,False,31.202,"LINESTRING (80.5345382 7.0560043, 80.5348049 7.0559111)",,,,
454158311,,unclassified,,False,True,130.10999999999999,"LINESTRING (80.5345382 7.0560043, 80.5343199 7.056149, 80.5340386 7.0556326, 80.5341076 7.055587, 80.5341076 7.0555308, 80.5341236 7.0553474)",,,,
263012925,Gampola - Nawalapitiya Road,primary,70,False,True,317.192,"LINESTRING (80.5348049 7.0559111, 80.5350384 7.0562938, 80.5353294 7.0566953, 80.5356556 7.0571445, 80.5365291 7.0581884)",AB013,,,2
