osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name,bridge,access
171009633,residential,30,False,False,176.12599999999998,"LINESTRING (80.9072538 6.9043704, 80.9071451 6.9045873, 80.9070754 6.9047417, 80.90707 6.9049281, 80.9071012 6.9050699, 80.9070863 6.905153, 80.9069037 6.9053009, 80.9066409 6.9057536)",,,,,
"[383796064, 412868321, 412868322]",trunk,"['60', '50']",False,True,269.972,"LINESTRING (80.9072538 6.9043704, 80.9074194 6.9044223, 80.9075032 6.9044263, 80.9075864 6.9044137, 80.907923 6.9043092, 80.9082288 6.9042446, 80.9083052 6.9042173, 80.9084936 6.9040855, 80.9085976 6.9040462, 80.9087799 6.9040156, 80.9088866 6.9040149, 80.9089791 6.9040369, 80.9091146 6.9041141, 80.9091742 6.9041401, 80.9092677 6.9041706, 80.909503 6.9042327, 80.9095333 6.9042519, 80.9095487 6.9042772)",2,AA005,Nuwara Eliya - Badulla Road,yes,
383796064,trunk,50,False,False,351.88000000000005,"LINESTRING (80.9140507 6.9062962, 80.9139512 6.906217, 80.9137112 6.9059694, 80.913675 6.9059002, 80.9136575 6.9058083, 80.9136683 6.9057151, 80.9138104 6.9054075, 80.9138225 6.9053343, 80.9138212 6.9052571, 80.913793 6.9051506, 80.9134068 6.9044037, 80.913341 6.9043198, 80.9132418 6.9042532, 80.9131251 6.904212, 80.9128878 6.9041734, 80.9127791 6.9041414, 80.9126906 6.9040855, 80.9125753 6.903939)",2,AA005,Nuwara Eliya - Badulla Road,,
"[496521881, 496521878, 171003030]",secondary,50,True,False,52.402,"LINESTRING (80.9120938 6.905265, 80.9120566 6.9051841, 80.9119168 6.9050487, 80.9117792 6.9049189)",2,B648,Hemapala Munidasa Mawatha,yes,
171003030,secondary,50,True,False,175.56599999999997,"LINESTRING (80.9095578 6.9065504, 80.9097556 6.9064559, 80.9101687 6.9063023, 80.9108131 6.9061483, 80.9110667 6.9060654)",2,B648,Hemapala Munidasa Mawatha,,
"[383399485, 383399486, 260912271]",secondary,50,False,True,89.76700000000001,"LINESTRING (80.9095578 6.9065504, 80.9095357 6.9064161, 80.9095418 6.90637, 80.9096652 6.9060143, 80.9096985 6.9059185, 80.909722 6.9058442, 80.9097436 6.9057783)",2,,,yes,
171003030,secondary,50,True,False,147.90500000000003,"LINESTRING (80.9110667 6.9060654, 80.9116486 6.9057243, 80.9118652 6.905558, 80.9120442 6.9054101, 80.912074 6.9053676, 80.9120938 6.905265)",2,B648,Hemapala Munidasa Mawatha,,
383399487,tertiary,30,False,False,74.481,"LINESTRING (80.9110667 6.9060654, 80.9109593 6.906197, 80.9108721 6.9062558, 80.9107501 6.906341, 80.9105962 6.906536)",,,Hospital Road,,yes
171009633,residential,30,False,False,109.16999999999999,"LINESTRING (80.9066409 6.9057536, 80.9066366 6.905855, 80.9066916 6.90596, 80.9069759 6.9060802, 80.9071067 6.9061088, 80.9074008 6.9062451)",,,,,
171009633,residential,30,False,True,176.12599999999998,"LINESTRING (80.9066409 6.9057536, 80.9069037 6.9053009, 80.9070863 6.905153, 80.9071012 6.9050699, 80.90707 6.9049281, 80.9070754 6.9047417, 80.9071451 6.9045873, 80.9072538 6.9043704)",,,,,
447582872,residential,30,False,True,56.971000000000004,"LINESTRING (80.9096645 6.9037954, 80.9096741 6.9040324, 80.9095791 6.9042326, 80.9095487 6.9042772)",2,,Nedungamuwa Road,,
171009633,residential,30,False,True,109.16999999999999,"LINESTRING (80.9074008 6.9062451, 80.9071067 6.9061088, 80.9069759 6.9060802, 80.9066916 6.90596, 80.9066366 6.905855, 80.9066409 6.9057536)",,,,,
383796064,trunk,50,False,False,249.142,"LINESTRING (80.9117792 6.9049189, 80.9116177 6.9050281, 80.9110142 6.9053703, 80.9106857 6.9055726, 80.910624 6.9055919, 80.9105475 6.9056006, 80.9103987 6.9055939, 80.9103266 6.9056033, 80.9099333 6.9057584, 80.9098314 6.905785, 80.9097436 6.9057783)",2,AA005,Nuwara Eliya - Badulla Road,,
383796064,trunk,50,False,True,155.56699999999998,"LINESTRING (80.9117792 6.9049189, 80.911941 6.9047698, 80.9121568 6.9045275, 80.9121971 6.9044503, 80.9123466 6.9039816, 80.9123795 6.9039304, 80.9124358 6.9038938, 80.9125082 6.9038978, 80.9125753 6.903939)",2,AA005,Nuwara Eliya - Badulla Road,,
383796064,trunk,50,False,False,155.567,"LINESTRING (80.9125753 6.903939, 80.9125082 6.9038978, 80.9124358 6.9038938, 80.9123795 6.9039304, 80.9123466 6.9039816, 80.9121971 6.9044503, 80.9121568 6.9045275, 80.911941 6.9047698, 80.9117792 6.9049189)",2,AA005,Nuwara Eliya - Badulla Road,,
383796064,trunk,50,False,True,351.88,"LINESTRING (80.9125753 6.903939, 80.9126906 6.9040855, 80.9127791 6.9041414, 80.9128878 6.9041734, 80.9131251 6.904212, 80.9132418 6.9042532, 80.913341 6.9043198, 80.9134068 6.9044037, 80.913793 6.9051506, 80.9138212 6.9052571, 80.9138225 6.9053343, 80.9138104 6.9054075, 80.9136683 6.9057151, 80.9136575 6.9058083, 80.913675 6.9059002, 80.9137112 6.9059694, 80.9139512 6.906217, 80.9140507 6.9062962)",2,AA005,Nuwara Eliya - Badulla Road,,
"[383399485, 383399486, 260912271]",secondary,50,False,False,89.76700000000001,"LINESTRING (80.9097436 6.9057783, 80.909722 6.9058442, 80.9096985 6.9059185, 80.9096652 6.9060143, 80.9095418 6.90637, 80.9095357 6.9064161, 80.9095578 6.9065504)",2,,,yes,
383796064,trunk,50,False,False,176.18200000000002,"LINESTRING (80.9097436 6.9057783, 80.9096657 6.905747, 80.9096047 6.9056745, 80.9095645 6.9055633, 80.9095417 6.9053516, 80.9095296 6.905072, 80.9095324 6.9047333, 80.9095531 6.9043058, 80.9095487 6.9042772)",2,AA005,Nuwara Eliya - Badulla Road,,
383796064,trunk,50,False,True,249.142,"LINESTRING (80.9097436 6.9057783, 80.9098314 6.905785, 80.9099333 6.9057584, 80.9103266 6.9056033, 80.9103987 6.9055939, 80.9105475 6.9056006, 80.910624 6.9055919, 80.9106857 6.9055726, 80.9110142 6.9053703, 80.9116177 6.9050281, 80.9117792 6.9049189)",2,AA005,Nuwara Eliya - Badulla Road,,
380228242,tertiary,40,False,True,609.85,"LINESTRING (80.9105962 6.906536, 80.9108688 6.9065551, 80.9112345 6.9065428, 80.9114568 6.9065792, 80.9115374 6.9065541, 80.9115843 6.9065168, 80.9118523 6.906278, 80.9119306 6.9062531, 80.9121462 6.9062738, 80.9122863 6.9063252, 80.9123726 6.9064093, 80.9123676 6.906516, 80.9126257 6.907317, 80.9126962 6.9074941, 80.9126842 6.9078064, 80.9126137 6.9080311, 80.9125298 6.9082066, 80.9125283 6.9082542, 80.9125478 6.9082765, 80.912852 6.9083018, 80.9130213 6.9083464, 80.9131577 6.9084386, 80.9132236 6.9085264, 80.9133015 6.9085844, 80.9134154 6.9086112, 80.9136431 6.9085413, 80.9137405 6.9085413, 80.9139189 6.908577, 80.9140312 6.908635)",,,Yahala Arawa Road,,
383399487,tertiary,30,False,True,74.481,"LINESTRING (80.9105962 6.906536, 80.9107501 6.906341, 80.9108721 6.9062558, 80.9109593 6.906197, 80.9110667 6.9060654)",,,Hospital Road,,yes
380228242,tertiary,40,False,True,4.891,"LINESTRING (80.9140312 6.908635, 80.9140673 6.9086605)",,,Yahala Arawa Road,,
380228242,tertiary,40,False,False,609.85,"LINESTRING (80.9140312 6.908635, 80.9139189 6.908577, 80.9137405 6.9085413, 80.9136431 6.9085413, 80.9134154 6.9086112, 80.9133015 6.9085844, 80.9132236 6.9085264, 80.9131577 6.9084386, 80.9130213 6.9083464, 80.912852 6.9083018, 80.9125478 6.9082765, 80.9125283 6.9082542, 80.9125298 6.9082066, 80.9126137 6.9080311, 80.9126842 6.9078064, 80.9126962 6.9074941, 80.9126257 6.907317, 80.9123676 6.906516, 80.9123726 6.9064093, 80.9122863 6.9063252, 80.9121462 6.9062738, 80.9119306 6.9062531, 80.9118523 6.906278, 80.9115843 6.9065168, 80.9115374 6.9065541, 80.9114568 6.9065792, 80.9112345 6.9065428, 80.9108688 6.9065551, 80.9105962 6.906536)",,,Yahala Arawa Road,,
403175041,residential,15,False,False,185.96,"LINESTRING (80.9140312 6.908635, 80.9139597 6.9086383, 80.9138202 6.9086037, 80.9136901 6.9086224, 80.9136002 6.9087102, 80.9135305 6.9088234, 80.9134299 6.9088886, 80.9132261 6.9089419, 80.9131617 6.9090058, 80.9128962 6.9089912, 80.9127634 6.9090125, 80.9125555 6.9091602)",1,,,,
403175033,residential,15,False,True,201.459,"LINESTRING (80.9119913 6.9076012, 80.9119564 6.9077423, 80.911951 6.9080219, 80.912002 6.9082243, 80.912179 6.9085784, 80.9121978 6.9088021, 80.9122488 6.9090178, 80.9124419 6.909119, 80.9125555 6.9091602)",1,,,,
380228242,tertiary,40,False,False,4.891,"LINESTRING (80.9140673 6.9086605, 80.9140312 6.908635)",,,Yahala Arawa Road,,
380228242,tertiary,40,False,True,61.553000000000004,"LINESTRING (80.9140673 6.9086605, 80.914229 6.9087852, 80.914259 6.9088328, 80.9142938 6.9091249)",,,Yahala Arawa Road,,
380228242,tertiary,40,False,False,61.553000000000004,"LINESTRING (80.9142938 6.9091249, 80.914259 6.9088328, 80.914229 6.9087852, 80.9140673 6.9086605)",,,Yahala Arawa Road,,
403175033,residential,15,False,False,201.459,"LINESTRING (80.9125555 6.9091602, 80.9124419 6.909119, 80.9122488 6.9090178, 80.9121978 6.9088021, 80.912179 6.9085784, 80.912002 6.9082243, 80.911951 6.9080219, 80.9119564 6.9077423, 80.9119913 6.9076012)",1,,,,
403175041,residential,15,False,True,185.95999999999998,"LINESTRING (80.9125555 6.9091602, 80.9127634 6.9090125, 80.9128962 6.9089912, 80.9131617 6.9090058, 80.9132261 6.9089419, 80.9134299 6.9088886, 80.9135305 6.9088234, 80.9136002 6.9087102, 80.9136901 6.9086224, 80.9138202 6.9086037, 80.9139597 6.9086383, 80.9140312 6.908635)",1,,,,
