osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
393123611,2,AA004,Avissawella - Ratnapura Road,trunk,70,False,False,108.82499999999999,"LINESTRING (80.2601482 6.8547768, 80.2605898 6.8543676, 80.2608688 6.854109)",
204621125,,,Kothwila Road,residential,30,False,True,55.574,"LINESTRING (80.262026 6.8529584, 80.2617533 6.8525383)",
393123611,2,AA004,Avissawella - Ratnapura Road,trunk,70,False,True,37.347,"LINESTRING (80.262026 6.8529584, 80.261781 6.85319)",
393123611,2,AA004,Avissawella - Ratnapura Road,trunk,70,False,False,281.27,"LINESTRING (80.262026 6.8529584, 80.2623062 6.8526902, 80.2624052 6.8525955, 80.2625761 6.8524319, 80.2626353 6.8523757, 80.2627425 6.8522601, 80.2633426 6.8516983, 80.2636485 6.8514055, 80.26386 6.8512031)",
204621120,,,Old Railway Line Road,residential,30,False,True,69.013,"LINESTRING (80.2617533 6.8525383, 80.2612914 6.8529565)",
204621125,,,Kothwila Road,residential,30,False,False,55.574,"LINESTRING (80.2617533 6.8525383, 80.262026 6.8529584)",
204621120,,,Old Railway Line Road,residential,30,False,False,319.243,"LINESTRING (80.2617533 6.8525383, 80.2622616 6.8520457, 80.2629143 6.8514569, 80.2633184 6.8510923, 80.2639467 6.8506794)",
204621125,,,Kothwila Road,residential,30,False,True,364.522,"LINESTRING (80.2617533 6.8525383, 80.261632 6.8522998, 80.2618501 6.8514315, 80.2622241 6.8502664, 80.2622346 6.8502411, 80.2626132 6.849461)",
393123611,2,AA004,Avissawella - Ratnapura Road,trunk,70,False,False,37.347,"LINESTRING (80.261781 6.85319, 80.262026 6.8529584)",
393123611,2,AA004,Avissawella - Ratnapura Road,trunk,70,False,True,27.869,"LINESTRING (80.261781 6.85319, 80.2616107 6.853375)",
204621126,,,,residential,30,False,True,60.371,"LINESTRING (80.261781 6.85319, 80.2616823 6.8531137, 80.2612914 6.8529565)",
204621120,,,Old Railway Line Road,residential,30,False,False,69.013,"LINESTRING (80.2612914 6.8529565, 80.2617533 6.8525383)",
