osmid,highway,maxspeed,oneway,reversed,length,geometry,ref,name
156291574,residential,30,False,True,187.445,"LINESTRING (80.512922 8.3553277, 80.5123461 8.3564449, 80.5121479 8.3568294)",,
598192468,residential,30,False,False,285.47900000000004,"LINESTRING (80.512922 8.3553277, 80.5115264 8.3558902, 80.5105029 8.3562552)",,
862084445,trunk,60,False,True,64.116,"LINESTRING (80.5108464 8.35828, 80.5114147 8.3584078)",AA012,Puttalam-Anuradhapura-Trincomalee Road
177644784,primary,60,False,False,182.363,"LINESTRING (80.5108464 8.35828, 80.5108798 8.3583709, 80.5109085 8.3584403, 80.510933 8.3584958, 80.5109539 8.3585496, 80.5109693 8.3586044, 80.510992 8.3586881, 80.5110526 8.3589346, 80.5111287 8.3592159, 80.5111836 8.3593706, 80.5112323 8.3594997, 80.5112912 8.359644, 80.5113704 8.3598327)",,Old Jaffna Road
177644784,primary,60,False,True,177.769,"LINESTRING (80.5108464 8.35828, 80.5107281 8.3576182, 80.5106606 8.3572917, 80.5106319 8.3571497, 80.5106185 8.3570189, 80.5106137 8.3568709, 80.5106226 8.3567021)",,Old Jaffna Road
279111454,trunk,60,False,False,131.954,"LINESTRING (80.5130434 8.3588613, 80.5118894 8.3585378)",AA012,Puttalam-Anuradhapura-Trincomalee Road
177644779,residential,30,False,True,66.69800000000001,"LINESTRING (80.5130434 8.3588613, 80.5129736 8.3593542, 80.5129674 8.359388, 80.5129538 8.3594221, 80.5129323 8.3594448)",,
279111454,trunk,60,False,True,238.928,"LINESTRING (80.5130434 8.3588613, 80.513362 8.3589185, 80.514518 8.3592502, 80.5150517 8.3594334, 80.5151198 8.3594739)",AA012,Puttalam-Anuradhapura-Trincomalee Road
177644784,primary,60,False,False,177.769,"LINESTRING (80.5106226 8.3567021, 80.5106137 8.3568709, 80.5106185 8.3570189, 80.5106319 8.3571497, 80.5106606 8.3572917, 80.5107281 8.3576182, 80.5108464 8.35828)",,Old Jaffna Road
345146464,primary,60,False,False,142.862,"LINESTRING (80.5106226 8.3567021, 80.5107576 8.3567611, 80.5116911 8.3569926, 80.5118673 8.3570592)",AA009,Jaffna-Kandy Road
345146464,primary,60,False,True,51.656,"LINESTRING (80.5106226 8.3567021, 80.5105448 8.3565001, 80.5105029 8.3562552)",AA009,Jaffna-Kandy Road
44631879,primary,60,False,False,57.552,"LINESTRING (80.5113704 8.3598327, 80.511364 8.3600053, 80.5113518 8.3601877, 80.5113284 8.3603481)",AA009,Jaffna-Kandy Road
44631879,primary,60,False,True,71.965,"LINESTRING (80.5113704 8.3598327, 80.5113753 8.3597081, 80.5114244 8.3594728, 80.5114836 8.3591967)",AA009,Jaffna-Kandy Road
177644784,primary,60,False,True,182.36299999999997,"LINESTRING (80.5113704 8.3598327, 80.5112912 8.359644, 80.5112323 8.3594997, 80.5111836 8.3593706, 80.5111287 8.3592159, 80.5110526 8.3589346, 80.510992 8.3586881, 80.5109693 8.3586044, 80.5109539 8.3585496, 80.510933 8.3584958, 80.5109085 8.3584403, 80.5108798 8.3583709, 80.5108464 8.35828)",,Old Jaffna Road
44631879,primary,60,False,True,58.007,"LINESTRING (80.5114836 8.3591967, 80.5115931 8.3586864)",AA009,Jaffna-Kandy Road
44631879,primary,60,False,False,71.965,"LINESTRING (80.5114836 8.3591967, 80.5114244 8.3594728, 80.5113753 8.3597081, 80.5113704 8.3598327)",AA009,Jaffna-Kandy Road
177644779,residential,30,False,False,162.97199999999998,"LINESTRING (80.5114836 8.3591967, 80.5119318 8.3592919, 80.5123469 8.3593748, 80.5125481 8.3594187, 80.512722 8.3594572, 80.5127826 8.3594679, 80.512838 8.3594699, 80.5128867 8.3594625, 80.5129323 8.3594448)",,
345146464,primary,60,False,True,20.341,"LINESTRING (80.5119768 8.3572066, 80.5118673 8.3570592)",AA009,Jaffna-Kandy Road
156291574,residential,30,False,False,50.243,"LINESTRING (80.5119768 8.3572066, 80.5120934 8.3571161, 80.5121481 8.3570408, 80.5121585 8.3569633, 80.5121479 8.3568294)",,
862084444,primary,60,False,False,117.196,"LINESTRING (80.5119768 8.3572066, 80.5119643 8.3573576, 80.5118818 8.3576204, 80.5117192 8.3582267)",AA009,Jaffna-Kandy Road
345146464,primary,60,False,False,51.656,"LINESTRING (80.5105029 8.3562552, 80.5105448 8.3565001, 80.5106226 8.3567021)",AA009,Jaffna-Kandy Road
598192468,residential,30,False,True,285.47900000000004,"LINESTRING (80.5105029 8.3562552, 80.5115264 8.3558902, 80.512922 8.3553277)",,
177644779,residential,30,False,False,66.69800000000001,"LINESTRING (80.5129323 8.3594448, 80.5129538 8.3594221, 80.5129674 8.359388, 80.5129736 8.3593542, 80.5130434 8.3588613)",,
177644779,residential,30,False,True,162.97199999999998,"LINESTRING (80.5129323 8.3594448, 80.5128867 8.3594625, 80.512838 8.3594699, 80.5127826 8.3594679, 80.512722 8.3594572, 80.5125481 8.3594187, 80.5123469 8.3593748, 80.5119318 8.3592919, 80.5114836 8.3591967)",,
279573098,residential,30,False,False,431.744,"LINESTRING (80.5129323 8.3594448, 80.5129238 8.3596875, 80.512984 8.3608325, 80.5130123 8.3612737, 80.5129982 8.3613543, 80.5129238 8.3614278, 80.5128318 8.3614628, 80.5127079 8.3614803, 80.5118267 8.3615328, 80.5110717 8.3613431)",,
44631879,primary,60,False,False,114.26400000000001,"LINESTRING (80.5113284 8.3603481, 80.5112809 8.360598, 80.5110717 8.3613431)",AA009,Jaffna-Kandy Road
44631879,primary,60,False,True,57.552,"LINESTRING (80.5113284 8.3603481, 80.5113518 8.3601877, 80.511364 8.3600053, 80.5113704 8.3598327)",AA009,Jaffna-Kandy Road
279573396,residential,30,False,False,156.29500000000002,"LINESTRING (80.5113284 8.3603481, 80.511697 8.3603695, 80.5118485 8.3604001, 80.5118892 8.3604781, 80.5119994 8.3606223, 80.5120048 8.3607258, 80.512039 8.3607748, 80.5124991 8.3607572)",,
