osmid,highway,maxspeed,oneway,reversed,length,ref,name,geometry
316755957,tertiary,40,False,True,151.155,,,"LINESTRING (79.9637344 7.5990145, 79.9631324 7.6002359)"
360441226,primary,60,False,False,133.0,B079,Chilaw-Wariyapola Road,"LINESTRING (79.9637344 7.5990145, 79.9649163 7.5992557)"
360441226,primary,60,False,True,202.053,B079,Chilaw-Wariyapola Road,"LINESTRING (79.9637344 7.5990145, 79.9619463 7.5986139)"
360441226,primary,60,False,False,202.053,B079,Chilaw-Wariyapola Road,"LINESTRING (79.9619463 7.5986139, 79.9637344 7.5990145)"
360441226,primary,60,False,False,32.306,B079,Chilaw-Wariyapola Road,"LINESTRING (79.9649163 7.5992557, 79.9651974 7.599338)"
360441226,primary,60,False,True,133.0,B079,Chilaw-Wariyapola Road,"LINESTRING (79.9649163 7.5992557, 79.9637344 7.5990145)"
441946725,residential,,False,True,285.04900000000004,,,"LINESTRING (79.9649163 7.5992557, 79.9651319 7.5970867, 79.9651749 7.5969202, 79.9651871 7.596873, 79.965228 7.5967147)"
597167717,residential,,False,True,165.848,,,"LINESTRING (79.9633236 7.596496, 79.9639018 7.5968473, 79.9641529 7.5969448, 79.9642562 7.5969323, 79.9643712 7.5964982)"
597167717,residential,,False,False,23.17,,,"LINESTRING (79.9644295 7.596298, 79.9643712 7.5964982)"
597167717,residential,,False,True,23.17,,,"LINESTRING (79.9643712 7.5964982, 79.9644295 7.596298)"
597167718,residential,,False,True,97.456,,,"LINESTRING (79.9643712 7.5964982, 79.965228 7.5967147)"
597167717,residential,,False,False,165.848,,,"LINESTRING (79.9643712 7.5964982, 79.9642562 7.5969323, 79.9641529 7.5969448, 79.9639018 7.5968473, 79.9633236 7.596496)"
441946725,residential,,False,True,58.967,,,"LINESTRING (79.965228 7.5967147, 79.9652258 7.5961844)"
597167718,residential,,False,False,97.456,,,"LINESTRING (79.965228 7.5967147, 79.9643712 7.5964982)"
441946725,residential,,False,False,285.049,,,"LINESTRING (79.965228 7.5967147, 79.9651871 7.596873, 79.9651749 7.5969202, 79.9651319 7.5970867, 79.9649163 7.5992557)"
441946725,residential,,False,False,58.967,,,"LINESTRING (79.9652258 7.5961844, 79.965228 7.5967147)"
316755957,tertiary,40,False,False,151.155,,,"LINESTRING (79.9631324 7.6002359, 79.9637344 7.5990145)"
597167719,unclassified,,False,True,168.991,,,"LINESTRING (79.9631324 7.6002359, 79.9645793 7.6007387)"
597167720,unclassified,,False,True,281.13199999999995,,,"LINESTRING (79.9639919 7.6030597, 79.9646759 7.6014884, 79.9646732 7.6014193, 79.9645445 7.6013076, 79.9645203 7.6012358, 79.9645793 7.6009235, 79.9645793 7.6007387)"
597167719,unclassified,,False,False,168.991,,,"LINESTRING (79.9645793 7.6007387, 79.9631324 7.6002359)"
597167720,unclassified,,False,False,281.132,,,"LINESTRING (79.9645793 7.6007387, 79.9645793 7.6009235, 79.9645203 7.6012358, 79.9645445 7.6013076, 79.9646732 7.6014193, 79.9646759 7.6014884, 79.9639919 7.6030597)"
597167720,unclassified,,False,True,170.832,,,"LINESTRING (79.9645793 7.6007387, 79.9646397 7.6004622, 79.9649549 7.5997816, 79.9651974 7.599338)"
360441226,primary,60,False,True,32.306,B079,Chilaw-Wariyapola Road,"LINESTRING (79.9651974 7.599338, 79.9649163 7.5992557)"
597167720,unclassified,,False,False,170.832,,,"LINESTRING (79.9651974 7.599338, 79.9649549 7.5997816, 79.9646397 7.6004622, 79.9645793 7.6007387)"
