osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,lanes
1192336617,Erathna - Deraniyagala Road,secondary,50,False,True,49.227,,"LINESTRING (80.3397586 6.92545, 80.3394368 6.9251435)",,
"[415174540, 783692358]",Erathna - Deraniyagala Road,secondary,50,False,True,104.619,viaduct,"LINESTRING (80.3397586 6.92545, 80.3393155 6.9250739, 80.3392558 6.9250143, 80.3392437 6.9249611, 80.3392464 6.9249145, 80.3392638 6.9248665, 80.339334 6.9247617)",,
1192336616,Erathna - Deraniyagala Road,secondary,50,False,False,147.435,,"LINESTRING (80.3397586 6.92545, 80.3398481 6.9255615, 80.3398825 6.9256286, 80.3398498 6.9257157, 80.3397506 6.925873, 80.3396085 6.9260248, 80.3393326 6.9262981, 80.3391498 6.926448)",,
310253314,Siriwardana Road,residential,30,False,True,181.651,,"LINESTRING (80.3391498 6.926448, 80.3398687 6.926757, 80.3400765 6.9267818, 80.3403622 6.926761, 80.3404507 6.9267743, 80.3405123 6.9267945, 80.34068 6.9269234)",,
1192336616,Erathna - Deraniyagala Road,secondary,50,False,False,122.96100000000001,,"LINESTRING (80.3391498 6.926448, 80.3390573 6.9264715, 80.3388695 6.9265329, 80.3387985 6.9265962, 80.3387739 6.9266668, 80.3387797 6.9267916, 80.3388011 6.9269191, 80.3387882 6.9270152, 80.3385866 6.9272308)",,
1192336616,Erathna - Deraniyagala Road,secondary,50,False,True,147.435,,"LINESTRING (80.3391498 6.926448, 80.3393326 6.9262981, 80.3396085 6.9260248, 80.3397506 6.925873, 80.3398498 6.9257157, 80.3398825 6.9256286, 80.3398481 6.9255615, 80.3397586 6.92545)",,
310897580,Deraniyagala Dehiowita Road,secondary,50,False,False,352.977,,"LINESTRING (80.3367445 6.9308468, 80.336907 6.9304747, 80.3369899 6.9302375, 80.337032 6.9300628, 80.3370604 6.9297045, 80.3370968 6.9293248, 80.3370908 6.9289494, 80.3371301 6.9285865, 80.3372393 6.9283947, 80.33746 6.9281815, 80.3375807 6.9280697, 80.3377068 6.9279592)",B93,
901257955,,residential,30,False,True,147.306,,"LINESTRING (80.3367445 6.9308468, 80.3376317 6.9309972, 80.338026 6.9311783)",,
306671814,Deraniyagala - Noori Road,secondary,50,False,False,98.989,,"LINESTRING (80.3385866 6.9272308, 80.3390956 6.927543, 80.339359 6.9276823)",B093,2
310897580,Deraniyagala Dehiowita Road,secondary,50,False,True,126.877,,"LINESTRING (80.3385866 6.9272308, 80.3385122 6.9272729, 80.3384551 6.9273268, 80.3383666 6.927399, 80.3380749 6.9276067, 80.3377068 6.9279592)",B93,
1192336616,Erathna - Deraniyagala Road,secondary,50,False,True,122.96100000000001,,"LINESTRING (80.3385866 6.9272308, 80.3387882 6.9270152, 80.3388011 6.9269191, 80.3387797 6.9267916, 80.3387739 6.9266668, 80.3387985 6.9265962, 80.3388695 6.9265329, 80.3390573 6.9264715, 80.3391498 6.926448)",,
783692358,Erathna - Deraniyagala Road,secondary,50,False,False,211.724,,"LINESTRING (80.3403273 6.9231917, 80.3401583 6.9233222, 80.3400765 6.9234527, 80.3400376 6.9235978, 80.3400028 6.9237682, 80.3399344 6.923924, 80.339807 6.924105, 80.3397305 6.9242129, 80.3396943 6.9243087, 80.3396729 6.9243859, 80.3396407 6.9244498, 80.3395709 6.9245191, 80.3394519 6.924619, 80.339334 6.9247617)",,
783692361,Saman Dewalaya Road,residential,20,False,False,133.238,,"LINESTRING (80.3403273 6.9231917, 80.3406906 6.9231921, 80.3414787 6.9234912)",,
901257955,,residential,30,False,False,147.306,,"LINESTRING (80.338026 6.9311783, 80.3376317 6.9309972, 80.3367445 6.9308468)",,
901257955,,residential,30,False,True,83.56,,"LINESTRING (80.338026 6.9311783, 80.3383908 6.9313341, 80.3384699 6.9313407, 80.3386603 6.9312875, 80.3387274 6.9312395)",,
306671814,Deraniyagala - Noori Road,secondary,50,False,False,17.308,,"LINESTRING (80.339359 6.9276823, 80.3394951 6.9277596)",B093,2
306671814,Deraniyagala - Noori Road,secondary,50,False,True,98.989,,"LINESTRING (80.339359 6.9276823, 80.3390956 6.927543, 80.3385866 6.9272308)",B093,2
306671848,,residential,20,False,False,449.019,,"LINESTRING (80.339359 6.9276823, 80.3392504 6.9278846, 80.3391766 6.9280034, 80.3388038 6.9283666, 80.3386872 6.928557, 80.3384927 6.9291307, 80.3384766 6.9294303, 80.3384913 6.9295674, 80.3385544 6.9297871, 80.3386094 6.9298803, 80.3388973 6.93014, 80.3389527 6.9302251, 80.3389835 6.9303276, 80.33895 6.9306138, 80.3387783 6.931153, 80.3387274 6.9312395)",,
306671814,Deraniyagala - Noori Road,secondary,50,False,True,17.308,,"LINESTRING (80.3394951 6.9277596, 80.339359 6.9276823)",B093,2
306671814,Deraniyagala - Noori Road,secondary,50,False,False,113.701,,"LINESTRING (80.3394951 6.9277596, 80.339811 6.9279339, 80.3399851 6.9279944, 80.3401651 6.9280132, 80.34033 6.9280018, 80.3404641 6.9279699)",B093,2
310253312,,residential,30,False,True,171.83100000000002,,"LINESTRING (80.3394951 6.9277596, 80.3396836 6.9273321, 80.3397453 6.9272776, 80.3398553 6.9272176, 80.340621 6.926962, 80.34068 6.9269234)",,
310253312,,residential,30,False,False,171.83100000000002,,"LINESTRING (80.34068 6.9269234, 80.340621 6.926962, 80.3398553 6.9272176, 80.3397453 6.9272776, 80.3396836 6.9273321, 80.3394951 6.9277596)",,
310253314,Siriwardana Road,residential,30,False,False,181.651,,"LINESTRING (80.34068 6.9269234, 80.3405123 6.9267945, 80.3404507 6.9267743, 80.3403622 6.926761, 80.3400765 6.9267818, 80.3398687 6.926757, 80.3391498 6.926448)",,
310253314,Siriwardana Road,residential,30,False,True,96.61599999999999,,"LINESTRING (80.34068 6.9269234, 80.3408624 6.9270978, 80.3408986 6.9271644, 80.3409187 6.9275718, 80.3409295 6.9277053)",,
"[415174540, 783692358]",Erathna - Deraniyagala Road,secondary,50,False,False,104.619,viaduct,"LINESTRING (80.339334 6.9247617, 80.3392638 6.9248665, 80.3392464 6.9249145, 80.3392437 6.9249611, 80.3392558 6.9250143, 80.3393155 6.9250739, 80.3397586 6.92545)",,
783692358,Erathna - Deraniyagala Road,secondary,50,False,True,211.724,,"LINESTRING (80.339334 6.9247617, 80.3394519 6.924619, 80.3395709 6.9245191, 80.3396407 6.9244498, 80.3396729 6.9243859, 80.3396943 6.9243087, 80.3397305 6.9242129, 80.339807 6.924105, 80.3399344 6.923924, 80.3400028 6.9237682, 80.3400376 6.9235978, 80.3400765 6.9234527, 80.3401583 6.9233222, 80.3403273 6.9231917)",,
306671814,Deraniyagala - Noori Road,secondary,50,False,False,59.218,,"LINESTRING (80.3404641 6.9279699, 80.3407779 6.9277848, 80.3409295 6.9277053)",B093,2
306671814,Deraniyagala - Noori Road,secondary,50,False,True,113.701,,"LINESTRING (80.3404641 6.9279699, 80.34033 6.9280018, 80.3401651 6.9280132, 80.3399851 6.9279944, 80.339811 6.9279339, 80.3394951 6.9277596)",B093,2
