osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
1040128004,2,B240,New Kandy Road,primary,60,False,False,10.469,"LINESTRING (79.9195726 6.9022148, 79.9194833 6.9021831)",,
1040128007,2,B47,Pelawatte Road,secondary,50,True,False,17.894,"LINESTRING (79.9195726 6.9022148, 79.9196353 6.9020664)",,
1040128004,2,B240,New Kandy Road,primary,60,False,True,17.247,"LINESTRING (79.9195726 6.9022148, 79.919621 6.9022397, 79.9197113 6.9022862)",,
541651415,2,B240,New Kandy Road,primary,60,False,False,10.33,"LINESTRING (79.9214585 6.9035014, 79.9213756 6.9034583)",,
"[490462188, 692303725, 29396239]",,,Udumulla road,residential,40,False,False,152.363,"LINESTRING (79.9214585 6.9035014, 79.9214077 6.9036394, 79.9213743 6.9037944, 79.9213814 6.903876, 79.921385 6.9039413, 79.9213794 6.9040276, 79.9212662 6.9043976, 79.9212753 6.9045278, 79.9213042 6.9046161, 79.9214261 6.904801)",,
541651415,2,B240,New Kandy Road,primary,60,False,True,75.811,"LINESTRING (79.9214585 6.9035014, 79.9215407 6.9035351, 79.9216602 6.9035642, 79.9218313 6.9036079, 79.9221216 6.9036752)",,
311536413,,,Udumulla road,residential,40,False,False,36.812,"LINESTRING (79.9214261 6.904801, 79.9216413 6.9050539)",,
"[884175128, 53790676, 884175134]",,,Mallagaha Kamatha Road,residential,30,False,True,83.688,"LINESTRING (79.9214261 6.904801, 79.9210872 6.9050827, 79.9210451 6.9051491, 79.9209901 6.9052244, 79.9209099 6.9053424)",viaduct,
"[490462188, 692303725, 29396239]",,,Udumulla road,residential,40,False,True,152.363,"LINESTRING (79.9214261 6.904801, 79.9213042 6.9046161, 79.9212753 6.9045278, 79.9212662 6.9043976, 79.9213794 6.9040276, 79.921385 6.9039413, 79.9213814 6.903876, 79.9213743 6.9037944, 79.9214077 6.9036394, 79.9214585 6.9035014)",,
48647268,,,Rajamalwatta Road,residential,30,False,True,46.04,"LINESTRING (79.918019 6.9016928, 79.9180003 6.9017512, 79.9180478 6.9021008)",,
345487686,,,Rajamalwatta Road,residential,30,False,False,130.326,"LINESTRING (79.918019 6.9016928, 79.9180552 6.9016539, 79.9181184 6.9016114, 79.9181633 6.9015558, 79.9181734 6.9014803, 79.9180202 6.9006505, 79.9180348 6.9006003)",,
