osmid,highway,oneway,reversed,length,geometry,maxspeed,ref,name
381682883,unclassified,False,True,389.885,"LINESTRING (80.5532457 7.3941593, 80.5530162 7.3941272, 80.552876 7.3940371, 80.5527142 7.3939729, 80.5525216 7.3938797, 80.5522736 7.3938461, 80.5520866 7.3939081, 80.5519031 7.3940194, 80.5515225 7.3939814, 80.5512596 7.3940493, 80.5509118 7.3941851, 80.5506434 7.394158, 80.5502956 7.3944132, 80.5501313 7.3947256)",,,
381682884,tertiary,False,False,100.267,"LINESTRING (80.5532457 7.3941593, 80.5532827 7.3938889, 80.5533289 7.3936521, 80.5534306 7.3932778)",40,,
315105945,secondary,False,True,194.292,"LINESTRING (80.5534306 7.3932778, 80.5536046 7.3930777, 80.5539097 7.3929096, 80.5541192 7.392737, 80.5542255 7.3926667, 80.5543425 7.3925903, 80.5544766 7.3924238, 80.5545752 7.3923169, 80.5547754 7.3921763)",60,B015,Bokkawala - Poojapitiya Road
352004684,secondary,False,True,645.342,"LINESTRING (80.5534306 7.3932778, 80.5530077 7.3931939, 80.5528428 7.393134, 80.5526832 7.3930436, 80.5523157 7.392751, 80.5521521 7.3926047, 80.5520073 7.3923201, 80.5519295 7.3920328, 80.5518369 7.3914211, 80.5517954 7.3912721, 80.5517296 7.3911936, 80.5516747 7.391167, 80.5516076 7.391163, 80.5515432 7.391199, 80.5514494 7.3913067, 80.5513166 7.39157, 80.5512817 7.3916099, 80.5512348 7.3916152, 80.5511999 7.3916086, 80.5511704 7.3915913, 80.5510712 7.3914849, 80.5506103 7.3908701, 80.5505092 7.3908412, 80.5504717 7.3907281, 80.5504744 7.3905991, 80.5505455 7.3903172, 80.5505736 7.3901509, 80.5505826 7.3900943, 80.5505886 7.3900419, 80.550599 7.3899523, 80.5505005 7.3898949)",60,B015,Arambekade - Bokkawala Road
381682884,tertiary,False,True,100.267,"LINESTRING (80.5534306 7.3932778, 80.5533289 7.3936521, 80.5532827 7.3938889, 80.5532457 7.3941593)",40,,
315105945,secondary,False,False,194.29199999999997,"LINESTRING (80.5547754 7.3921763, 80.5545752 7.3923169, 80.5544766 7.3924238, 80.5543425 7.3925903, 80.5542255 7.3926667, 80.5541192 7.392737, 80.5539097 7.3929096, 80.5536046 7.3930777, 80.5534306 7.3932778)",60,B015,Bokkawala - Poojapitiya Road
315105945,secondary,False,True,229.43900000000002,"LINESTRING (80.5547754 7.3921763, 80.5549557 7.3920831, 80.5551313 7.3920373, 80.5553085 7.3920403, 80.5554456 7.3921259, 80.5555442 7.3921916, 80.5556782 7.392161, 80.555863 7.3921442, 80.5560356 7.392103, 80.5561511 7.3920388, 80.5562759 7.3919456, 80.5564207 7.391799, 80.5565579 7.3916018)",60,B015,Bokkawala - Poojapitiya Road
1163588491,residential,False,True,185.302,"LINESTRING (80.5547754 7.3921763, 80.5546399 7.3920083, 80.5545798 7.3919288, 80.5542101 7.391637, 80.5540406 7.3914613, 80.5537926 7.3912566, 80.5535122 7.3910977)",,,
315105945,secondary,False,False,147.075,"LINESTRING (80.5577132 7.3910244, 80.5576069 7.3910779, 80.5574436 7.3911527, 80.5571417 7.3912475, 80.5569614 7.3912795, 80.556832 7.3913238, 80.5567165 7.3913956, 80.5565994 7.3915423, 80.5565579 7.3916018)",60,B015,Bokkawala - Poojapitiya Road
381682883,unclassified,False,False,389.885,"LINESTRING (80.5501313 7.3947256, 80.5502956 7.3944132, 80.5506434 7.394158, 80.5509118 7.3941851, 80.5512596 7.3940493, 80.5515225 7.3939814, 80.5519031 7.3940194, 80.5520866 7.3939081, 80.5522736 7.3938461, 80.5525216 7.3938797, 80.5527142 7.3939729, 80.552876 7.3940371, 80.5530162 7.3941272, 80.5532457 7.3941593)",,,
