osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction
4343592,Solhemsgatan,residential,40,False,True,82.34,,,"LINESTRING (12.9556758 58.2600913, 12.9546206 58.2596012)",
180446252,Torggatan,tertiary,40,False,False,67.564,2,O 2538,"LINESTRING (12.9556758 58.2600913, 12.9565861 58.2597173)",
180446252,Torggatan,tertiary,40,False,True,71.783,2,O 2538,"LINESTRING (12.9556758 58.2600913, 12.9548531 58.2604327, 12.9547123 58.2604911)",
4005426,Rönngatan,unclassified,40,False,True,103.957,,,"LINESTRING (12.9595385 58.2584911, 12.9594582 58.2584398, 12.9592778 58.2583247, 12.9590422 58.2581742, 12.9588846 58.2580736, 12.9584084 58.2577696)",
145774052,Torggatan,tertiary,40,False,True,96.288,2,O 2538,"LINESTRING (12.9595385 58.2584911, 12.9591208 58.258668, 12.9587747 58.2588103, 12.9582483 58.2590288)",
4005426,Rönngatan,unclassified,40,False,True,149.702,,,"LINESTRING (12.9584084 58.2577696, 12.9567929 58.2567255)",
4005427,Södergatan,residential,40,False,True,94.142,,,"LINESTRING (12.9584084 58.2577696, 12.9572133 58.2583366)",
4005426,Rönngatan,unclassified,40,False,False,103.95700000000001,,,"LINESTRING (12.9584084 58.2577696, 12.9588846 58.2580736, 12.9590422 58.2581742, 12.9592778 58.2583247, 12.9594582 58.2584398, 12.9595385 58.2584911)",
4005427,Södergatan,residential,40,False,False,104.44,,,"LINESTRING (12.9558874 58.2589656, 12.9572133 58.2583366)",
4005427,Södergatan,residential,40,False,True,102.403,,,"LINESTRING (12.9558874 58.2589656, 12.9546206 58.2596012)",
4273721,Allégatan,residential,40,False,False,81.682,,,"LINESTRING (12.9558874 58.2589656, 12.9567578 58.2594768, 12.9567809 58.2594904, 12.956819 58.2595128)",
4005427,Södergatan,residential,40,False,False,102.403,,,"LINESTRING (12.9546206 58.2596012, 12.9558874 58.2589656)",
4005427,Södergatan,residential,40,False,True,92.92,,,"LINESTRING (12.9546206 58.2596012, 12.9534754 58.2601803)",
4343592,Solhemsgatan,residential,40,False,False,82.34,,,"LINESTRING (12.9546206 58.2596012, 12.9556758 58.2600913)",
4343592,Solhemsgatan,residential,40,False,True,56.066,,,"LINESTRING (12.9546206 58.2596012, 12.9538917 58.2592738)",
4005428,Drottninggatan,residential,40,False,False,83.58,,,"LINESTRING (12.9532578 58.2612175, 12.9534145 58.2612981, 12.9537459 58.2614727, 12.9542674 58.2617494)",
180446252,Torggatan,tertiary,40,False,False,117.31899999999999,2,O 2538,"LINESTRING (12.9532578 58.2612175, 12.9533586 58.2611662, 12.9537776 58.2609527, 12.9547123 58.2604911)",
180446252,Torggatan,tertiary,40,False,True,103.211,2,O 2538,"LINESTRING (12.9532578 58.2612175, 12.9531525 58.2612737, 12.9521178 58.261812, 12.9519997 58.2618682)",
