osmid,name,highway,maxspeed,oneway,reversed,length,access,geometry,ref,lanes,junction,width
"[838933248, 838933249, 20552941]",Lasarettsgatan,residential,30,False,False,75.972,no,"LINESTRING (18.7130979 63.289953, 18.7130514 63.2900302, 18.7129599 63.2902004, 18.7127504 63.2905656, 18.7127221 63.290615)",,,,
20556206,Köpmangatan,residential,30,False,False,245.468,,"LINESTRING (18.7130979 63.289953, 18.7120213 63.2898537, 18.7117628 63.2898302, 18.711565 63.2898181, 18.7114159 63.2898216, 18.7113557 63.2898252, 18.711272 63.2899228, 18.7110139 63.2904249, 18.7127221 63.290615)",,,,
20552941,Lasarettsgatan,residential,30,False,True,77.08999999999999,,"LINESTRING (18.7130979 63.289953, 18.7131351 63.289888, 18.7134329 63.2892763)",,,,
27923242,Fabriksgatan,residential,30,True,False,226.91699999999997,,"LINESTRING (18.7130979 63.289953, 18.7132657 63.2899714, 18.7155336 63.2902196, 18.7156263 63.2902297, 18.7157312 63.2902412, 18.7175092 63.2904359)",,,,
28519218,Modovägen,secondary,60,True,False,31.237000000000002,,"LINESTRING (18.706421 63.2890966, 18.7068381 63.2891398, 18.707035 63.2891419)",Y 922,,,
236133461,,trunk,40,True,False,4.859999999999999,,"LINESTRING (18.7066562 63.2906356, 18.7066109 63.2906435, 18.7065638 63.290649)",E 4,2,roundabout,
20474198,,trunk,40,True,False,29.248,,"LINESTRING (18.7065638 63.290649, 18.7063163 63.2907257, 18.7060904 63.2908035)",E 4,1,,
236133461,,trunk,40,True,False,29.583999999999996,,"LINESTRING (18.7065638 63.290649, 18.7064902 63.2906526, 18.7064164 63.2906505, 18.7063445 63.2906427, 18.7062766 63.2906295, 18.7062148 63.2906112, 18.706161 63.2905883, 18.7061168 63.2905617, 18.7060834 63.290532)",E 4,2,roundabout,
236133461,,trunk,40,True,False,3.721,,"LINESTRING (18.7060834 63.290532, 18.7060711 63.2905162, 18.7060618 63.2905)",E 4,2,roundabout,
236133461,,trunk,40,True,False,20.843999999999998,,"LINESTRING (18.7060618 63.2905, 18.7060532 63.290469, 18.7060557 63.2904378, 18.7060695 63.2904072, 18.7060942 63.290378, 18.706129 63.290351, 18.7061732 63.2903268)",E 4,2,roundabout,
236133461,,trunk,40,True,False,9.847,,"LINESTRING (18.7061732 63.2903268, 18.7062224 63.2903073, 18.7062777 63.2902913, 18.7063378 63.2902794)",E 4,2,roundabout,
28519220,Modovägen,secondary,40,True,False,103.33400000000002,,"LINESTRING (18.7063378 63.2902794, 18.706482 63.2901938, 18.7064911 63.2901837, 18.7065782 63.2900871, 18.7068001 63.2898384, 18.7069778 63.2896084, 18.7069899 63.2895895, 18.7069975 63.2895235, 18.7069947 63.2894756, 18.7069791 63.2894143)",Y 922,,,
236133461,,trunk,40,True,False,21.707,,"LINESTRING (18.7063378 63.2902794, 18.7064439 63.2902691, 18.7065524 63.2902711, 18.7066562 63.2902854, 18.7067487 63.290311)",E 4,2,roundabout,
"[20474584, 300377892]",Centralesplanaden,trunk,40,True,False,284.62,,"LINESTRING (18.7068941 63.2904124, 18.7070826 63.2904498, 18.7072291 63.2904738, 18.7076317 63.29052, 18.7094165 63.2907079, 18.7111243 63.2909068, 18.7120785 63.2910285, 18.7122117 63.2910424, 18.7123977 63.2910628)",E 4,"['2', '3']",,
236133461,,trunk,40,True,False,29.872999999999998,,"LINESTRING (18.7068941 63.2904124, 18.7069057 63.2904418, 18.7069071 63.2904716, 18.7068981 63.2905012, 18.706879 63.2905298, 18.7068503 63.2905567, 18.7068127 63.2905813, 18.706767 63.290603, 18.7067145 63.2906213, 18.7066562 63.2906356)",E 4,2,roundabout,
236133461,,trunk,40,True,False,13.620000000000001,,"LINESTRING (18.7067487 63.290311, 18.7068129 63.2903398, 18.7068622 63.2903742, 18.7068941 63.2904124)",E 4,2,roundabout,
20552941,Lasarettsgatan,residential,30,False,False,77.08999999999999,,"LINESTRING (18.7134329 63.2892763, 18.7131351 63.289888, 18.7130979 63.289953)",,,,
20552941,Lasarettsgatan,residential,30,False,True,65.298,,"LINESTRING (18.7134329 63.2892763, 18.7134761 63.2892126, 18.7136028 63.2889851, 18.7137606 63.2887079)",,,,
20552941,Lasarettsgatan,residential,30,False,False,105.544,,"LINESTRING (18.7140673 63.2877899, 18.7141171 63.287851, 18.7141792 63.2879941, 18.714032 63.288249, 18.7138738 63.2885362, 18.7137606 63.2887079)",,,,
100998263,Strandgatan,secondary,40,False,False,142.351,,"LINESTRING (18.7140673 63.2877899, 18.7138508 63.2878521, 18.7132809 63.2880436, 18.7126185 63.2882336, 18.7119982 63.2883738, 18.7118603 63.2884079, 18.7116419 63.2884548)",Y 1060,2,,
100998263,Strandgatan,secondary,40,False,True,36.286,,"LINESTRING (18.7140673 63.2877899, 18.7144603 63.2876849, 18.7146945 63.2876256)",Y 1060,2,,
20553201,Viktoriaesplanaden,unclassified,40,False,True,264.585,,"LINESTRING (18.7219545 63.2866844, 18.7221383 63.2863433, 18.7221697 63.286285, 18.7222792 63.2860819, 18.7223664 63.2859815, 18.7233126 63.285237, 18.7235932 63.2850201, 18.7240197 63.2846904, 18.7242025 63.2845508)",,,,
441652717,Viktoriaesplanaden,unclassified,40,True,False,55.492,,"LINESTRING (18.7219545 63.2866844, 18.7218905 63.2868885, 18.721829 63.2870026, 18.721737 63.2871732)",,,,
20555759,Viktoriaesplanaden,secondary,40,True,False,115.351,,"LINESTRING (18.721737 63.2871732, 18.7216694 63.28729, 18.7211555 63.2881771)",,2,,
100998263,Strandgatan,secondary,40,False,False,10.597999999999999,,"LINESTRING (18.721737 63.2871732, 18.7216316 63.2871706, 18.7215253 63.2871679)",Y 1060,2,,
100998263,Strandgatan,secondary,40,False,True,210.21,,"LINESTRING (18.721737 63.2871732, 18.7220144 63.2871769, 18.7246328 63.2871716, 18.7250546 63.2871937, 18.7256473 63.2873069, 18.725869 63.2873493)",Y 1060,2,,
20555759,Viktoriaesplanaden,secondary,40,True,False,14.655,,"LINESTRING (18.7191819 63.2918139, 18.7191274 63.2919434)",,2,,
20555780,Fabriksgatan,residential,30,False,False,8.123,,"LINESTRING (18.7197577 63.29068, 18.7196025 63.2906583)",,,,
20555759,Viktoriaesplanaden,secondary,40,True,False,129.326,,"LINESTRING (18.7197577 63.29068, 18.7196943 63.2908047, 18.7192459 63.2916858, 18.7192139 63.2917486, 18.7191819 63.2918139)",,2,,
20555780,Fabriksgatan,residential,30,False,True,107.403,,"LINESTRING (18.7197577 63.29068, 18.7199028 63.2906927, 18.7218446 63.2909102)",,,,
20555780,Fabriksgatan,residential,30,False,True,105.469,,"LINESTRING (18.7218446 63.2909102, 18.7238931 63.2911381)",,,,
20555811,Vegagatan,residential,30,False,True,115.886,,"LINESTRING (18.7218446 63.2909102, 18.7224478 63.2899039)",,,,
20555780,Fabriksgatan,residential,30,False,False,107.403,,"LINESTRING (18.7218446 63.2909102, 18.7199028 63.2906927, 18.7197577 63.29068)",,,,
20555811,Vegagatan,residential,30,False,False,229.878,,"LINESTRING (18.7218446 63.2909102, 18.7212755 63.2920017, 18.7233263 63.2922159)",,,,
28869337,Nygatan,residential,30,False,False,38.542,,"LINESTRING (18.7180871 63.289416, 18.7178968 63.2897519)",,,,
55800868,,unclassified,30,False,True,64.352,,"LINESTRING (18.7180871 63.289416, 18.7182623 63.289374, 18.7183507 63.2893485, 18.7183995 63.2893151, 18.7184403 63.2892333, 18.7184542 63.2892015, 18.7184996 63.2891115, 18.7185155 63.2890647, 18.7184931 63.2890339, 18.7183411 63.2889426)",,,,
58202317,Nygatan,residential,30,False,False,54.149,,"LINESTRING (18.7180871 63.289416, 18.718212 63.2891893, 18.7183411 63.2889426)",,,,
20555857,Läroverksgatan,residential,30,False,True,48.396,,"LINESTRING (18.7244627 63.2901359, 18.7244964 63.2900512, 18.724637 63.2897568, 18.7246461 63.2897089)",,,,
27864089,Villagatan,residential,30,False,True,115.226,,"LINESTRING (18.7244627 63.2901359, 18.7244346 63.2901958, 18.7241782 63.2906319, 18.7240509 63.2909443, 18.7238931 63.2911381)",,,,
31782589,Läroverksgatan,residential,30,True,False,103.957,,"LINESTRING (18.7244627 63.2901359, 18.724193 63.2901029, 18.7224478 63.2899039)",,,,
20555811,Vegagatan,residential,30,False,False,115.886,,"LINESTRING (18.7224478 63.2899039, 18.7218446 63.2909102)",,,,
31782589,Läroverksgatan,residential,30,True,False,110.354,,"LINESTRING (18.7224478 63.2899039, 18.7204427 63.2896823, 18.7203007 63.2896741)",,,,
22972758,Läroverksgatan,residential,30,True,False,8.2,,"LINESTRING (18.7203007 63.2896741, 18.7201416 63.2896561)",,,,
20555759,Viktoriaesplanaden,secondary,40,True,False,115.097,,"LINESTRING (18.7203007 63.2896741, 18.7202504 63.2897674, 18.7198087 63.2905857, 18.7197577 63.29068)",,2,,
101694901,Nygatan,residential,30,True,False,12.583,,"LINESTRING (18.7169303 63.2915624, 18.7168731 63.2916726)",,,,
"[300418923, 300418221]",Centralesplanaden,trunk,40,True,False,104.84100000000001,,"LINESTRING (18.7169303 63.2915624, 18.717099 63.2915821, 18.7178666 63.2916685, 18.7186637 63.2917572, 18.7187782 63.2917699, 18.7189656 63.2917908)",E 4,"['2', '3']",,
20556206,Köpmangatan,residential,30,False,True,245.468,,"LINESTRING (18.7127221 63.290615, 18.7110139 63.2904249, 18.711272 63.2899228, 18.7113557 63.2898252, 18.7114159 63.2898216, 18.711565 63.2898181, 18.7117628 63.2898302, 18.7120213 63.2898537, 18.7130979 63.289953)",,,,
"[838933248, 838933249, 20552941]",Lasarettsgatan,residential,30,False,True,75.972,no,"LINESTRING (18.7127221 63.290615, 18.7127504 63.2905656, 18.7129599 63.2902004, 18.7130514 63.2900302, 18.7130979 63.289953)",,,,
"[101693720, 101693724, 300377894]",Lasarettsgatan,"['residential', 'tertiary']",30,True,False,52.278,,"LINESTRING (18.7127221 63.290615, 18.7127002 63.2907379, 18.7125732 63.2909679, 18.7125597 63.2910057, 18.7125264 63.2910757)",Y 1026,3,,
300418223,Centralesplanaden,trunk,40,True,False,5.87,,"LINESTRING (18.7168731 63.2916726, 18.7167591 63.2916599)",E 4,3,,
101694901,Nygatan,residential,30,True,False,31.597,,"LINESTRING (18.7168731 63.2916726, 18.7168339 63.2917521, 18.7166742 63.2919417)",,,,
300418920,Centralesplanaden,trunk,40,True,False,11.386,,"LINESTRING (18.7191274 63.2919434, 18.718908 63.2919158)",E 4,3,,
300523333,Viktoriaesplanaden,tertiary,40,True,False,26.601999999999997,,"LINESTRING (18.7191274 63.2919434, 18.7190613 63.2919985, 18.7188684 63.2921524)",,2,,
26817964,Hamngatan,residential,40,False,False,9.035,,"LINESTRING (18.7206098 63.2891848, 18.720435 63.2891641)",,,,
20555759,Viktoriaesplanaden,secondary,40,True,False,56.55799999999999,,"LINESTRING (18.7206098 63.2891848, 18.7205618 63.2892608, 18.7203537 63.2895903, 18.7203007 63.2896741)",,2,,
26817964,Hamngatan,residential,40,False,True,199.76000000000002,,"LINESTRING (18.7206098 63.2891848, 18.7207586 63.2891998, 18.7226202 63.2894004, 18.7227647 63.289416, 18.7229112 63.2894318, 18.7242114 63.2895719, 18.7244165 63.2895903, 18.7244981 63.2896001)",,,,
