osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
23562769,Åkermans väg,unclassified,False,True,8.519,"LINESTRING (13.312211 55.8472879, 13.3121423 55.8473541)",,
28613630,Bruksgatan,unclassified,True,False,144.398,"LINESTRING (13.312211 55.8472879, 13.3124487 55.8473626, 13.3126886 55.8474104, 13.313977 55.8475844, 13.314302 55.8476481, 13.3143881 55.8476924)",,
268059363,Bruksgatan,unclassified,False,False,41.905,"LINESTRING (13.3144071 55.8477021, 13.3145218 55.847791, 13.3145139 55.8478898, 13.3145039 55.8480579)",,
"[26229940, 133080612, 133080614]",Harjagersvägen,tertiary,False,True,160.855,"LINESTRING (13.3145039 55.8480579, 13.3149318 55.8481439, 13.3153031 55.8482278, 13.315644 55.8483235, 13.3160001 55.8484415, 13.3163319 55.8485678, 13.3164648 55.8486137, 13.3167805 55.8487226)",yes,60
268059363,Bruksgatan,unclassified,False,True,41.905,"LINESTRING (13.3145039 55.8480579, 13.3145139 55.8478898, 13.3145218 55.847791, 13.3144071 55.8477021)",,
23644877,Flygfältsvägen,unclassified,False,True,26.782,"LINESTRING (13.3197674 55.8499397, 13.3201052 55.8500882)",,
26229940,Harjagersvägen,tertiary,False,False,230.387,"LINESTRING (13.3197674 55.8499397, 13.3167805 55.8487226)",,60
26229940,Harjagersvägen,tertiary,False,True,230.387,"LINESTRING (13.3167805 55.8487226, 13.3197674 55.8499397)",,60
"[133080612, 26229940, 133080614]",Harjagersvägen,tertiary,False,False,160.855,"LINESTRING (13.3167805 55.8487226, 13.3164648 55.8486137, 13.3163319 55.8485678, 13.3160001 55.8484415, 13.315644 55.8483235, 13.3153031 55.8482278, 13.3149318 55.8481439, 13.3145039 55.8480579)",yes,60
27309465,Gustavslundsvägen,unclassified,False,False,61.785,"LINESTRING (13.3167805 55.8487226, 13.3163122 55.8490897, 13.3161659 55.8491537)",,
27309465,Gustavslundsvägen,unclassified,False,False,118.833,"LINESTRING (13.3161659 55.8491537, 13.3160166 55.8491752, 13.3159025 55.8491886, 13.3156455 55.8491934, 13.3142697 55.8492005)",,
27309465,Gustavslundsvägen,unclassified,False,True,61.785,"LINESTRING (13.3161659 55.8491537, 13.3163122 55.8490897, 13.3167805 55.8487226)",,
233938388,Gustavslundsvägen,unclassified,False,True,347.1,"LINESTRING (13.3161659 55.8491537, 13.3164059 55.8492407, 13.3175799 55.8494998, 13.3176439 55.8495549, 13.3176446 55.8496253, 13.3168327 55.8504406, 13.3168039 55.8505223, 13.3167118 55.8508561, 13.3166234 55.8509609, 13.3156656 55.8513186)",,
