osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access
84508249,True,2,226;259,Huddingevägen,primary,70,False,360.757,"LINESTRING (17.9690875 59.2318074, 17.9706255 59.2323792, 17.9713812 59.2327003, 17.9720227 59.232996, 17.9723041 59.2331438, 17.9727325 59.2334084, 17.9731403 59.2337051, 17.9735134 59.2340735)",,
62140864,True,,226,Huddingevägen,primary,70,False,516.54,"LINESTRING (17.9745114 59.235324, 17.9747667 59.2357628, 17.9752214 59.2369275, 17.9753633 59.2372745, 17.9757925 59.2378364, 17.9763332 59.23835, 17.9768654 59.2387759, 17.9776379 59.2392368, 17.9780728 59.2395021)",,
62140864,True,,226,Huddingevägen,primary,70,False,58.706,"LINESTRING (17.9780728 59.2395021, 17.9788084 59.2398725)",,
40838254,True,,,,primary_link,40,False,122.247,"LINESTRING (17.9780728 59.2395021, 17.9784456 59.239581, 17.9787992 59.2395406, 17.9797271 59.2391885, 17.9799472 59.2391573)",,
191902150,True,2,259,Glömstavägen,secondary,40,False,26.256999999999998,"LINESTRING (17.9685713 59.2320072, 17.9686585 59.2319339, 17.9687044 59.2318978, 17.9688558 59.2318236)",,
62140416,True,,226,Huddingevägen,primary,70,False,93.197,"LINESTRING (17.9750754 59.2369411, 17.9747345 59.2361213)",,
"[28132064, 1037810730]",True,1,,,primary,"['70', '50']",False,209.547,"LINESTRING (17.9750754 59.2369411, 17.9748761 59.2368001, 17.9745481 59.2367356, 17.9741191 59.2366762, 17.9738213 59.2365626, 17.9735661 59.2363727, 17.9735017 59.2361708, 17.9735649 59.2360008, 17.9737159 59.2358386, 17.973969 59.2356781, 17.9741482 59.2356014)",,
62140416,True,,226,Huddingevägen,primary,70,False,334.547,"LINESTRING (17.9779087 59.2395272, 17.9770066 59.239, 17.9765259 59.2386752, 17.9759337 59.2381967, 17.9756333 59.2378762, 17.9753844 59.2375425, 17.9750754 59.2369411)",,
62140416,True,,226,Huddingevägen,primary,70,False,59.987,"LINESTRING (17.9786545 59.2399087, 17.9779087 59.2395272)",,
25652099,False,,,Norrängsvägen,residential,40,True,71.188,"LINESTRING (17.9728067 59.2397725, 17.9729576 59.239833, 17.9735387 59.2401921, 17.9736415 59.240247)",,
"[361135628, 396381759]",False,,,Norrängsvägen,unclassified,40,False,29.872,"LINESTRING (17.9728067 59.2397725, 17.9726682 59.2396949, 17.9724688 59.239567)",,
28121148,False,,,Bersåstigen,unclassified,30,True,37.938,"LINESTRING (17.9724688 59.239567, 17.9728928 59.2393036)",,
"[240606245, 40855295]",False,,,Mossvägen,"['unclassified', 'residential']","['40', '30']",False,91.767,"LINESTRING (17.9724688 59.239567, 17.972311 59.2394972, 17.9721067 59.2394468, 17.9712568 59.2392379, 17.9710422 59.2391887)",,
"[361135628, 396381759]",False,,,Norrängsvägen,unclassified,40,True,29.872,"LINESTRING (17.9724688 59.239567, 17.9726682 59.2396949, 17.9728067 59.2397725)",,
40855285,False,,,Britas gränd,residential,30,False,311.456,"LINESTRING (17.9712751 59.2374215, 17.971017 59.2373949, 17.9708093 59.2373954, 17.9702366 59.2373595, 17.9699623 59.2373425, 17.9698176 59.2373434, 17.9695821 59.2373911, 17.9695095 59.2374222, 17.969446 59.2374495, 17.9693774 59.2374994, 17.9692494 59.2376502, 17.9692002 59.2377346, 17.9692016 59.237768, 17.9692039 59.2378201, 17.9692527 59.2379281, 17.9693546 59.2380338, 17.9694972 59.2381239, 17.9697137 59.2381956, 17.9700356 59.2382756, 17.9701917 59.2383133, 17.9706105 59.238319, 17.9707644 59.2383298, 17.9709713 59.2383002, 17.9711803 59.2382435, 17.9714537 59.2381706)",,
96187899,False,,,Bergholmsvägen,residential,30,True,86.047,"LINESTRING (17.9712751 59.2374215, 17.9712483 59.2375216, 17.9712403 59.2376156, 17.9712376 59.2378639, 17.9712711 59.2379503, 17.9713248 59.2380642, 17.9714537 59.2381706)",,
96187899,False,,,Bergholmsvägen,residential,30,False,54.998999999999995,"LINESTRING (17.9712751 59.2374215, 17.9715013 59.2372178, 17.971794 59.2370048)",,
27757045,False,,,Fullersta Gårdsväg,residential,30,False,145.483,"LINESTRING (17.971794 59.2370048, 17.9720234 59.2370511, 17.9725768 59.237329, 17.973172 59.2377929, 17.9731897 59.2380234)",,
96187899,False,,,Bergholmsvägen,residential,30,False,34.903,"LINESTRING (17.971794 59.2370048, 17.9718906 59.2367647, 17.9719753 59.2367113)",,
96187899,False,,,Bergholmsvägen,residential,30,True,54.998999999999995,"LINESTRING (17.971794 59.2370048, 17.9715013 59.2372178, 17.9712751 59.2374215)",,
27757083,False,,,Claras gränd,residential,30,False,109.67099999999999,"LINESTRING (17.9719753 59.2367113, 17.9731482 59.236697, 17.9734561 59.2367944, 17.9737922 59.2368986)",,
