osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width
154554109,Kristinebergsvägen,residential,30,False,False,49.021,"LINESTRING (15.0140927 59.5288808, 15.014945 59.5289677)",
154554109,Kristinebergsvägen,residential,30,False,False,190.089,"LINESTRING (15.0140927 59.5288808, 15.0137845 59.5295763, 15.0137274 59.5296097, 15.0136632 59.5296249, 15.013525 59.5296157, 15.0133827 59.5295919, 15.0132142 59.5295186, 15.012509 59.5289671)",
154554109,Kristinebergsvägen,residential,30,False,True,98.399,"LINESTRING (15.0140927 59.5288808, 15.0134518 59.5288199, 15.0129568 59.5287728, 15.012509 59.5289671)",
1242536174,Kristinebergsvägen,residential,30,False,True,31.211,"LINESTRING (15.0120687 59.5291372, 15.012509 59.5289671)",
154554115,Ljunggränd,residential,30,False,False,40.029,"LINESTRING (15.015643 59.5290333, 15.014945 59.5289677)",
154554115,Ljunggränd,residential,30,False,False,329.798,"LINESTRING (15.015643 59.5290333, 15.0153224 59.529904, 15.0153143 59.5299825, 15.0153692 59.5300175, 15.0160857 59.5300894, 15.0162558 59.5300936, 15.0163434 59.5300532, 15.0166557 59.5291887, 15.0165907 59.5291247, 15.015643 59.5290333)",
154554115,Ljunggränd,residential,30,False,True,329.798,"LINESTRING (15.015643 59.5290333, 15.0165907 59.5291247, 15.0166557 59.5291887, 15.0163434 59.5300532, 15.0162558 59.5300936, 15.0160857 59.5300894, 15.0153692 59.5300175, 15.0153143 59.5299825, 15.0153224 59.529904, 15.015643 59.5290333)",
154554124,Rönnebergavägen,residential,30,False,True,25.751,"LINESTRING (15.0131283 59.5302511, 15.0135405 59.5303508)",
"[135179025, 135774670]",Dalviksvägen,residential,50,False,True,176.61499999999998,"LINESTRING (15.0170263 59.5305825, 15.017168 59.530447, 15.0173214 59.530335, 15.0175489 59.5301464, 15.0178325 59.5299216, 15.0179653 59.529818, 15.0183215 59.5295263, 15.0185356 59.5293748, 15.0186439 59.5293211, 15.0187742 59.5292746)",7.3
154554100,Fagersandsvägen,residential,30,False,True,153.036,"LINESTRING (15.0170263 59.5305825, 15.0167754 59.5305895, 15.0166836 59.5305839, 15.016602 59.5305689, 15.0165061 59.5305442, 15.0164124 59.530527, 15.0160804 59.5304987, 15.0155179 59.5304605, 15.0153525 59.5304569, 15.0149387 59.5304935, 15.0148149 59.5304978, 15.0145529 59.5304793, 15.0143655 59.5304469)",
284605412,Berghagsvägen,residential,50,False,True,320.8790000000001,"LINESTRING (15.0084614 59.5319857, 15.00877 59.5319017, 15.0089 59.5318782, 15.0090053 59.5318773, 15.0091706 59.5319021, 15.0092644 59.5319037, 15.0093087 59.5318983, 15.0093671 59.5318863, 15.0094556 59.5318476, 15.0095601 59.5317831, 15.0096227 59.5317512, 15.0097174 59.5317168, 15.0098096 59.531696, 15.009902 59.5316627, 15.0099466 59.5316381, 15.0099892 59.5316019, 15.0100884 59.5314626, 15.0101506 59.5313899, 15.010234 59.5313077, 15.010302 59.5312709, 15.0103986 59.5312261, 15.0106891 59.5311123, 15.010875 59.5310454, 15.01104 59.5309972, 15.011245 59.5309534, 15.0113705 59.5309429, 15.0114742 59.5309455, 15.0118374 59.5309995, 15.0121408 59.5310362, 15.0122693 59.5310471, 15.0123546 59.5310451, 15.0124317 59.5310379, 15.0124828 59.5310262, 15.0125198 59.5310061, 15.012561 59.5309385, 15.0126048 59.5307842, 15.0126446 59.5306689)",
135774637,Dalviksvägen,residential,50,False,False,84.732,"LINESTRING (15.0200891 59.5289086, 15.0193725 59.5290879, 15.0189726 59.5292016, 15.0187742 59.5292746)",7.3
154554124,Rönnebergavägen,residential,30,False,False,25.751,"LINESTRING (15.0135405 59.5303508, 15.0131283 59.5302511)",
154554124,Rönnebergavägen,residential,30,False,True,47.785,"LINESTRING (15.0135405 59.5303508, 15.0137965 59.5303708, 15.0143655 59.5304469)",
