osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,access
"[31852200, 244016334]",Folkungavägen,residential,"['40', '30']",False,False,77.154,"LINESTRING (13.0276573 55.7221662, 13.02754 55.7221909, 13.027466 55.7221837, 13.0273341 55.7221511, 13.0265269 55.7219432)",,,
"[244444897, 244016335]",Norra Västkustvägen,secondary,40,False,True,92.31200000000001,"LINESTRING (13.0276573 55.7221662, 13.0277077 55.7222353, 13.027744 55.7222867, 13.0277934 55.7223536, 13.0278258 55.7224078, 13.0278516 55.722482, 13.027854 55.7225551, 13.0278373 55.7226279, 13.0277649 55.7227327, 13.0276987 55.7228012, 13.027664 55.7228344, 13.0275288 55.7229264)",M 908,,
244016336,Norra Västkustvägen,secondary,40,False,False,160.38699999999997,"LINESTRING (13.0276573 55.7221662, 13.0276686 55.7220633, 13.027705 55.7218953, 13.0277673 55.7217164, 13.0278531 55.7215279, 13.027974 55.7212903, 13.0280333 55.7211738, 13.0280999 55.7210131, 13.0281841 55.7207577)",M 908,,
23318020,,secondary,60,True,False,9.144,"LINESTRING (13.0269679 55.7261584, 13.0268245 55.7261429)",,roundabout,
232500874,Västanväg,tertiary,60,True,False,63.457,"LINESTRING (13.0257541 55.7262583, 13.0258938 55.7261935, 13.026342 55.7261072, 13.0265512 55.7260631, 13.0266681 55.7260247)",,,
478409139,Västanväg,tertiary,60,False,False,66.42699999999999,"LINESTRING (13.0257541 55.7262583, 13.0254971 55.7263474, 13.0251374 55.726491, 13.0248807 55.7265968)",,,
244016336,Norra Västkustvägen,secondary,40,False,True,160.387,"LINESTRING (13.0281841 55.7207577, 13.0280999 55.7210131, 13.0280333 55.7211738, 13.027974 55.7212903, 13.0278531 55.7215279, 13.0277673 55.7217164, 13.027705 55.7218953, 13.0276686 55.7220633, 13.0276573 55.7221662)",M 908,,
244444896,Norra Västkustvägen,secondary,40,False,False,154.95500000000004,"LINESTRING (13.0281841 55.7207577, 13.0282753 55.7205067, 13.0283066 55.7203593, 13.0283284 55.7202565, 13.0283689 55.7201177, 13.0284081 55.7199832, 13.0285143 55.7196024, 13.0285783 55.7193824)",M 908,,
1028133854,Västanväg,tertiary,40,False,True,221.645,"LINESTRING (13.0281841 55.7207577, 13.0280199 55.7207211, 13.0250404 55.7199603, 13.0249575 55.7199391)",,,
185693499,Västanväg,tertiary,40,False,False,205.67999999999998,"LINESTRING (13.0138963 55.7226927, 13.0142373 55.7223867, 13.0153936 55.7214107, 13.0157042 55.7211486)",,,
