osmid,ref,name,highway,maxspeed,oneway,reversed,length,access,geometry
72042635,34,Järnvägsgatan,primary,50,False,False,56.511,,"LINESTRING (16.0277361 57.1649789, 16.0282357 57.1645489)"
72042635,34,Järnvägsgatan,primary,50,False,True,84.908,,"LINESTRING (16.0277361 57.1649789, 16.0270352 57.1656412)"
8208470,,Moréns Backe,residential,50,False,True,63.322,yes,"LINESTRING (16.0277361 57.1649789, 16.027629 57.1649425, 16.0275277 57.1649026, 16.0268814 57.1646482)"
72042635,34,Järnvägsgatan,primary,50,False,True,56.511,,"LINESTRING (16.0282357 57.1645489, 16.0277361 57.1649789)"
8208475,,,tertiary,50,False,False,48.915,,"LINESTRING (16.0282357 57.1645489, 16.0284964 57.164619, 16.0286124 57.1646472, 16.0287491 57.1646729, 16.0289757 57.1647282)"
72042635,34,Järnvägsgatan,primary,50,False,False,176.928,,"LINESTRING (16.0282357 57.1645489, 16.0284775 57.1643558, 16.0290136 57.1639368, 16.0299735 57.1632676)"
72006954,,Storgatan,tertiary,30,False,False,11.083,yes,"LINESTRING (16.0257209 57.1651547, 16.0258358 57.1650769)"
29348558,,Albert Engströms väg,residential,50,False,False,97.733,yes,"LINESTRING (16.0257209 57.1651547, 16.0259677 57.1653198, 16.0262434 57.1654422, 16.0269679 57.1656239, 16.0270352 57.1656412)"
72006954,,Storgatan,tertiary,30,False,True,88.106,yes,"LINESTRING (16.0257209 57.1651547, 16.0253282 57.1653829, 16.0249809 57.1656121, 16.0248477 57.1657809)"
72042640,34,Skolgatan,primary,50,False,False,116.23600000000002,,"LINESTRING (16.0248773 57.1685071, 16.0250508 57.1682962, 16.025123 57.1681712, 16.025169 57.1680454, 16.025224 57.1678904, 16.0252971 57.1676797, 16.0253602 57.1675)"
160139284,,Lantmätaregatan,residential,50,True,False,68.03399999999999,,"LINESTRING (16.0248773 57.1685071, 16.0253541 57.1686999, 16.0257657 57.1688841)"
160147269,,Lantmätaregatan,residential,50,False,False,127.051,,"LINESTRING (16.0257657 57.1688841, 16.0256059 57.1689531, 16.0251866 57.1692376, 16.024888 57.1694401, 16.0246092 57.1696127, 16.0243815 57.1697423)"
160147269,,Lantmätaregatan,residential,50,False,True,127.051,,"LINESTRING (16.0243815 57.1697423, 16.0246092 57.1696127, 16.024888 57.1694401, 16.0251866 57.1692376, 16.0256059 57.1689531, 16.0257657 57.1688841)"
8208475,,,tertiary,50,False,True,48.915,,"LINESTRING (16.0289757 57.1647282, 16.0287491 57.1646729, 16.0286124 57.1646472, 16.0284964 57.164619, 16.0282357 57.1645489)"
160244155,,Långgatan,tertiary,50,False,False,82.511,,"LINESTRING (16.0289757 57.1647282, 16.0288883 57.1648711, 16.0283466 57.1653845)"
160244155,,Långgatan,tertiary,50,False,True,265.156,,"LINESTRING (16.0289757 57.1647282, 16.0290483 57.164607, 16.0291967 57.1644614, 16.0292993 57.1643863, 16.0295866 57.1641749, 16.0299047 57.1639996, 16.0308077 57.1635295, 16.0318934 57.1629731)"
