osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,access,junction
4463579,Västra Boulevarden,tertiary,40,False,False,11.06,,,"LINESTRING (14.1573377 56.0255881, 14.1572732 56.0256808)",,,
40458835,Södra Boulevarden,secondary,40,True,False,89.80900000000001,2,M 2057,"LINESTRING (14.1573377 56.0255881, 14.1575231 56.025638, 14.15864 56.0259384)",,,
80913077,Östra Ågatan,residential,30,False,False,10.935,,,"LINESTRING (14.1573377 56.0255881, 14.1573812 56.0255392, 14.157418 56.0255006)",,,
30905803,Västra Storgatan,tertiary,30,False,False,9.145,,,"LINESTRING (14.1589903 56.0260323, 14.158925 56.026106)",,,
30905803,Västra Storgatan,tertiary,30,False,True,54.119,,,"LINESTRING (14.1589903 56.0260323, 14.159075 56.0259368, 14.159377 56.0255962)",,,
40458835,Södra Boulevarden,secondary,40,True,False,32.459,2,M 2057,"LINESTRING (14.1589903 56.0260323, 14.1591982 56.0260872, 14.1594632 56.0261563)",,,
40824030,Östra Boulevarden,residential,30,False,False,45.278,,,"LINESTRING (14.1614185 56.0266208, 14.1616831 56.0262414)",,,
203016371,Östra Boulevarden,tertiary,40,False,True,8.752,,,"LINESTRING (14.1614185 56.0266208, 14.1613596 56.0266923)",,,
40458839,Södra Boulevarden,secondary,40,True,False,17.395,,M 2057,"LINESTRING (14.1614185 56.0266208, 14.1615724 56.026651, 14.1616826 56.0266727)",,,
"[45756538, 26793677]",Södra Boulevarden,secondary,40,False,False,28.216,2,M 2057,"LINESTRING (14.1616826 56.0266727, 14.1619385 56.0266838, 14.1621356 56.0266901)",yes,,
40458831,Södra Boulevarden,secondary,40,True,False,20.341,,M 2057,"LINESTRING (14.1616826 56.0266727, 14.1615693 56.0266849, 14.1614624 56.0266965, 14.1613596 56.0266923)",,,
4463555,Lagmansgatan,residential,30,False,False,77.654,,,"LINESTRING (14.1629728 56.0282718, 14.1634761 56.0284725, 14.1639801 56.0286851)",,,
240690922,Kanalgatan,residential,30,False,False,106.017,,,"LINESTRING (14.1629728 56.0282718, 14.1636625 56.027686, 14.1637381 56.0275788, 14.163757 56.0275014, 14.1637398 56.0274433)",,,
"[42895426, 24850860, 42895421, 42895423]",Södra Kaserngatan,tertiary,40,False,False,77.40899999999999,,,"LINESTRING (14.1617618 56.0292821, 14.1615681 56.0292242, 14.161545 56.0292173, 14.1613931 56.0291679, 14.1612762 56.0291318, 14.1606579 56.0289598)",yes,,
40458857,Kanalgatan,residential,30,True,False,135.301,,,"LINESTRING (14.1617618 56.0292821, 14.1618384 56.0292128, 14.1621169 56.0289607, 14.1625586 56.0285816, 14.1629728 56.0282718)",,,
"[409833097, 42895420]",Kanalgatan,tertiary,40,False,True,190.834,,,"LINESTRING (14.1617618 56.0292821, 14.1616346 56.0293937, 14.161165 56.029806, 14.1607465 56.0302071, 14.160264 56.0307775)",,,
236400943,Södra Kaserngatan,living_street,,True,False,95.30199999999999,,,"LINESTRING (14.1617618 56.0292821, 14.1620218 56.0293079, 14.1629887 56.0295647, 14.1631697 56.0296112)",,,
309804763,Lasarettsboulevarden,residential,30,False,True,111.434,,,"LINESTRING (14.160264 56.0307775, 14.1617279 56.0311594, 14.1618881 56.0312027)",,,
"[409833097, 42895420]",Kanalgatan,tertiary,40,False,False,190.834,,,"LINESTRING (14.160264 56.0307775, 14.1607465 56.0302071, 14.161165 56.029806, 14.1616346 56.0293937, 14.1617618 56.0292821)",,,
"[409833097, 240735843]",Kanalgatan,tertiary,40,False,True,145.409,,,"LINESTRING (14.160264 56.0307775, 14.1601823 56.0308823, 14.1599896 56.0311466, 14.1598305 56.0313552, 14.1597666 56.0314144, 14.1596152 56.0315548, 14.1593226 56.0318137, 14.1591938 56.0319361)",,,
30905804,Södra Kaserngatan,residential,30,False,True,60.402,,,"LINESTRING (14.1556621 56.0275472, 14.1565333 56.0277882)",,no,
240690932,Västra Boulevarden,tertiary,40,False,False,68.661,,,"LINESTRING (14.1556621 56.0275472, 14.1555467 56.0276598, 14.1551495 56.0280941)",,,
309804766,Västra Boulevarden,tertiary,40,False,True,73.446,,,"LINESTRING (14.1556621 56.0275472, 14.1558571 56.02734, 14.1561802 56.0269537)",,,
240690932,Västra Boulevarden,tertiary,40,False,False,58.373,,,"LINESTRING (14.1551495 56.0280941, 14.1547611 56.0285721)",,,
240690932,Västra Boulevarden,tertiary,40,False,True,68.661,,,"LINESTRING (14.1551495 56.0280941, 14.1555467 56.0276598, 14.1556621 56.0275472)",,,
42895428,Nya Boulevarden,tertiary,30,False,False,61.927,,,"LINESTRING (14.1529152 56.0306353, 14.1538036 56.0308878)",,,
"[148395000, 40458875, 4463580]",Nya Boulevarden,residential,30,False,True,70.192,,,"LINESTRING (14.1529152 56.0306353, 14.1527139 56.030574, 14.1524356 56.0304829, 14.1522039 56.0304097, 14.1521267 56.0303887, 14.1519337 56.0303231)",,,
"[240690932, 240735861]",Västra Boulevarden,tertiary,40,False,True,256.503,,,"LINESTRING (14.1529152 56.0306353, 14.1530074 56.0305258, 14.1534167 56.0300876, 14.1535027 56.0299918, 14.1543819 56.0289956, 14.1544329 56.0289378, 14.1547611 56.0285721)",,,
"[505077440, 40458853]",Västra Boulevarden,tertiary,30,False,False,72.857,,,"LINESTRING (14.1529152 56.0306353, 14.1528433 56.0307452, 14.1526462 56.0309953, 14.1524379 56.0312333)",,,
"[40458853, 240690931, 309804765, 40458878]",Västra Boulevarden,tertiary,30,False,"[False, True]",104.852,2,,"LINESTRING (14.1517452 56.0320929, 14.1519411 56.0318506, 14.1520803 56.0316791, 14.1522346 56.0315018, 14.1522943 56.03143, 14.1523434 56.0313593, 14.1524379 56.0312333)",,,
"[309804765, 27079015]",Västra Boulevarden,tertiary,"['40', '30']",False,True,123.587,2,,"LINESTRING (14.1517452 56.0320929, 14.1516922 56.0321563, 14.1516459 56.0322125, 14.1513601 56.0325446, 14.1511931 56.0327386, 14.1508878 56.0330958)",,,
4463581,Tivolibadsgatan,residential,30,False,False,30.104000000000003,,,"LINESTRING (14.1516669 56.0301371, 14.1519288 56.030225, 14.1519396 56.0302452, 14.151945 56.0302654, 14.1519477 56.0302827, 14.1519337 56.0303231)",,,
"[148395000, 40458875, 4463580]",Nya Boulevarden,residential,30,False,False,70.19200000000001,,,"LINESTRING (14.1519337 56.0303231, 14.1521267 56.0303887, 14.1522039 56.0304097, 14.1524356 56.0304829, 14.1527139 56.030574, 14.1529152 56.0306353)",,,
4463581,Tivolibadsgatan,residential,30,False,True,30.104,,,"LINESTRING (14.1519337 56.0303231, 14.1519477 56.0302827, 14.151945 56.0302654, 14.1519396 56.0302452, 14.1519288 56.030225, 14.1516669 56.0301371)",,,
645743917,Barbackagatan,unclassified,30,False,True,83.744,,,"LINESTRING (14.1519337 56.0303231, 14.1518214 56.0304614, 14.1513677 56.0310066)",,,
42895428,Nya Boulevarden,tertiary,30,False,True,61.927,,,"LINESTRING (14.1538036 56.0308878, 14.1529152 56.0306353)",,,
199918201,Nya Boulevarden,tertiary,30,False,False,49.896,,,"LINESTRING (14.1538036 56.0308878, 14.1545227 56.0310876)",,,
240690923,Kanalgatan,tertiary,40,False,True,23.487,,,"LINESTRING (14.1591938 56.0319361, 14.15898 56.0321103)",,,
4463582,Götgatan,tertiary,40,False,False,123.10399999999998,,,"LINESTRING (14.1591938 56.0319361, 14.1593783 56.0319912, 14.15945 56.032018, 14.1596094 56.0320975, 14.1596847 56.0321517, 14.1597703 56.0321994, 14.1598991 56.0322579, 14.1599842 56.0322833, 14.1600533 56.0322983, 14.1602378 56.032341, 14.1608774 56.0324891)",,,
"[409833097, 240735843]",Kanalgatan,tertiary,40,False,False,145.40900000000002,,,"LINESTRING (14.1591938 56.0319361, 14.1593226 56.0318137, 14.1596152 56.0315548, 14.1597666 56.0314144, 14.1598305 56.0313552, 14.1599896 56.0311466, 14.1601823 56.0308823, 14.160264 56.0307775)",,,
24632577,Norra Kaserngatan,residential,30,False,True,71.193,,,"LINESTRING (14.1534155 56.0337753, 14.1523873 56.0334926)",,,
24632577,Norra Kaserngatan,residential,30,False,False,71.193,,,"LINESTRING (14.1523873 56.0334926, 14.1534155 56.0337753)",,,
24632577,Norra Kaserngatan,residential,30,False,True,45.206,,,"LINESTRING (14.1523873 56.0334926, 14.1517274 56.0333213)",,,
842446988,Västra Storgatan,residential,30,False,False,125.075,,,"LINESTRING (14.1523873 56.0334926, 14.1528556 56.0329761, 14.1533017 56.0324905)",,,
842446988,Västra Storgatan,residential,30,False,False,101.78,,,"LINESTRING (14.1533017 56.0324905, 14.15403 56.0316706)",,,
4463588,Hertig Carls gata,residential,30,True,False,48.785,,,"LINESTRING (14.1533017 56.0324905, 14.1526593 56.0323217, 14.1525911 56.0323038)",,,
842446988,Västra Storgatan,residential,30,False,True,125.075,,,"LINESTRING (14.1533017 56.0324905, 14.1528556 56.0329761, 14.1523873 56.0334926)",,,
32430483,Teatergatan,residential,30,False,True,125.22,,,"LINESTRING (14.1525911 56.0323038, 14.1517274 56.0333213)",,,
4463588,Hertig Carls gata,residential,30,True,False,57.54900000000001,,,"LINESTRING (14.1525911 56.0323038, 14.1522269 56.0322119, 14.1517452 56.0320929)",,,
4463582,Götgatan,tertiary,40,False,False,102.295,,,"LINESTRING (14.1608774 56.0324891, 14.1623985 56.0328413)",,,
4463582,Götgatan,tertiary,40,False,True,123.10400000000001,,,"LINESTRING (14.1608774 56.0324891, 14.1602378 56.032341, 14.1600533 56.0322983, 14.1599842 56.0322833, 14.1598991 56.0322579, 14.1597703 56.0321994, 14.1596847 56.0321517, 14.1596094 56.0320975, 14.15945 56.032018, 14.1593783 56.0319912, 14.1591938 56.0319361)",,,
64963413,Föreningsgatan,residential,30,False,False,156.217,,,"LINESTRING (14.1608774 56.0324891, 14.1611669 56.0321206, 14.1618429 56.0312602, 14.1618881 56.0312027)",,,
"[148395001, 1134828834, 205834718]",Nya Boulevarden,tertiary,30,False,False,82.307,,,"LINESTRING (14.1570545 56.0317761, 14.1572414 56.0318292, 14.1575576 56.0319231, 14.1579327 56.0320357, 14.1580194 56.0320617, 14.1582236 56.0321242)",,,
148395001,Nya Boulevarden,tertiary,30,False,True,49.539,,,"LINESTRING (14.1570545 56.0317761, 14.1569107 56.031733, 14.1563386 56.0315801)",,,
