osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge
"[1233490451, 1126240318]",True,1,25;27,trunk,"['50', '100']",False,662.2579999999999,"LINESTRING (14.5071383 56.9155101, 14.5061501 56.9153904, 14.5052875 56.9152947, 14.5045175 56.9152169, 14.5036089 56.915135, 14.5024501 56.9150421, 14.5020137 56.9150121, 14.5011647 56.9149579, 14.5007071 56.9149316, 14.4979289 56.9148557, 14.4963246 56.9148115)",,
1210074452,True,1,,trunk_link,,False,350.51,"LINESTRING (14.5071383 56.9155101, 14.506416 56.9154717, 14.5060046 56.9154521, 14.5055516 56.915449, 14.5052708 56.9154548, 14.5049688 56.9154673, 14.5045803 56.9154985, 14.5042917 56.9155312, 14.5041208 56.9155506, 14.5037103 56.915601, 14.5034385 56.915633, 14.503072 56.9156611, 14.5025064 56.915691, 14.5021995 56.9157137, 14.5019653 56.915744, 14.5017988 56.9157957, 14.5017223 56.915822, 14.5015621 56.915875, 14.5014935 56.9158977)",,
294471338,False,,,unclassified,,False,759.8230000000001,"LINESTRING (14.4920908 56.9145475, 14.4922715 56.9145323, 14.4928844 56.9144484, 14.4933532 56.9144251, 14.4945126 56.914451, 14.495786 56.9144761, 14.4969818 56.9145072, 14.4974031 56.9145098, 14.4978609 56.9145046, 14.4982458 56.914483, 14.4987336 56.914438, 14.4993671 56.9143256, 14.4998977 56.9142037, 14.5002747 56.9140957, 14.500658 56.9139582, 14.5012994 56.9136893, 14.5027898 56.9130789, 14.502983 56.9130067, 14.5031002 56.9129954, 14.5032008 56.9130036, 14.5033299 56.9130365, 14.5034431 56.9131104, 14.503566 56.9132401)",,
1233490448,True,2,,tertiary,60,False,19.075,"LINESTRING (14.5011661 56.9159723, 14.5011034 56.9159556, 14.5010095 56.9159088, 14.500967 56.9158491)",Värnamovägen,
1210074450,True,2,,tertiary,60,False,41.416,"LINESTRING (14.5013392 56.9155457, 14.501349 56.9155898, 14.5013556 56.9156504, 14.5014013 56.9157132, 14.5014861 56.9157934, 14.5015123 56.9158558, 14.5014935 56.9158977)",Värnamovägen,
"[1210059819, 1210074451, 1210074446]",False,2,G 707,"['secondary', 'tertiary']",60,False,139.28300000000002,"LINESTRING (14.5013392 56.9155457, 14.5015123 56.9152427, 14.5015514 56.9151795, 14.5017734 56.9147241, 14.501842 56.9145575, 14.5019057 56.9144336, 14.5019759 56.9143436)",Värnamovägen,yes
"[1210074451, 1210059819, 1210074446]",False,2,G 707,"['secondary', 'tertiary']",60,True,139.28300000000002,"LINESTRING (14.5019759 56.9143436, 14.5019057 56.9144336, 14.501842 56.9145575, 14.5017734 56.9147241, 14.5015514 56.9151795, 14.5015123 56.9152427, 14.5013392 56.9155457)",Värnamovägen,yes
1233490450,True,1,G 707,secondary,60,False,33.334,"LINESTRING (14.5019759 56.9143436, 14.5019595 56.9142545, 14.5019008 56.9141743, 14.5018061 56.9140986, 14.5018052 56.9140664)",Värnamovägen,
1210074444,True,1,G 707,secondary,60,False,34.588,"LINESTRING (14.5023998 56.9136725, 14.5023562 56.913768, 14.5023105 56.9138553, 14.5022876 56.9139765)",Värnamovägen,
"[239497302, 1210074447]",False,2,G 707,secondary,"['60', '80']",False,86.014,"LINESTRING (14.5023998 56.9136725, 14.5028394 56.9134632, 14.5031822 56.9133554, 14.503566 56.9132401)",Värnamovägen,
